Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02.mzML
O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	6.90217e+06
O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	1.86104e+07
O00220	TR10A_HUMAN	TNFRSF10A	Tumor necrosis factor receptor superfamily member 10A	530104
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	1.94997e+07
O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	1.49329e+07
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	8.39718e+06
O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	9.92344e+06
O00255	MEN1_HUMAN	MEN1	Menin	1.40479e+06
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	2.39279e+06
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	3.09672e+07
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	1.12656e+07
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	1.40723e+06
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	8.85009e+06
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	3.32269e+06
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	1.12623e+08
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	2.30709e+07
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	7.61537e+06
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	2.91128e+06
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	1.67879e+06
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	303718
O00410	IPO5_HUMAN	IPO5	Importin-5	2.47848e+07
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	264493
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	4.86596e+06
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	9.89448e+07
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	3.70202e+07
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	1.44636e+07
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	4.2824e+06
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	6.54534e+06
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	2.22871e+06
O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	433761
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	1.96391e+06
O00468	AGRIN_HUMAN	AGRN	Agrin	212329
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	6.20726e+06
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	1.22891e+06
O00479	HMGN4_HUMAN	HMGN4	High mobility group nucleosome-binding domain-containing protein 4	9.6507e+06
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	4.09414e+07
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	3.03913e+07
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	4.93624e+06
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	2.52432e+07
O00506	STK25_HUMAN	STK25	Serine/threonine-protein kinase 25	1.29174e+06
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	3.27582e+06
O00541	PESC_HUMAN	PES1	Pescadillo homolog	1.62456e+07
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	2.52823e+06
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	1.76056e+07
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	5.91911e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	6.77187e+07
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	1.38837e+06
O00592	PODXL_HUMAN	PODXL	Podocalyxin	2.79989e+07
O00625	PIR_HUMAN	PIR	Pirin	1.14825e+07
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	9.27633e+06
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	3.68309e+06
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	4.293e+06
O00750	P3C2B_HUMAN	PIK3C2B	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	477071
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	3.99993e+06
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	5.39868e+06
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	1.35691e+07
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	1.74162e+07
O01159	RSP7_CAEEL	rsp-7	Probable splicing factor, arginine/serine-rich 7	1.15773e+06
O01257				2.86362e+06
O01314				1.27083e+06
O01422	CSN2_CAEEL	csn-2	COP9 signalosome complex subunit 2	841740
O01426				590343
O01479	TMOD_CAEEL	unc-94	Tropomodulin	1.99739e+06
O01498	STAM1_CAEEL	stam-1	Signal transducing adapter molecule 1	1.57743e+06
O01504	RLA2_CAEEL	C37A2.7	60S acidic ribosomal protein P2	1.46583e+08
O01530	ASP6_CAEEL	asp-6	Aspartic protease 6	5.41757e+07
O01531				1.9888e+06
O01532				1.66374e+07
O01541	SYAC_CAEEL	aars-2	Alanine--tRNA ligase, cytoplasmic	1.07567e+07
O01542				9.61016e+07
O01572				2.02095e+06
O01576				2.60437e+06
O01577				1.34284e+07
O01578	MPC2_CAEEL	mpc-2	Probable mitochondrial pyruvate carrier 2	3.50159e+06
O01590				1.95478e+06
O01592	CYSK3_CAEEL	cysl-3	Cysteine synthase 3	7.00565e+06
O01593				2.82593e+06
O01602;Q86NC2				1.23175e+07
O01615	AN322_CAEEL	T19H12.2	Acidic leucine-rich nuclear phosphoprotein 32-related protein 2	1.40527e+07
O01634	INX12_CAEEL	inx-12	Innexin-12	773192
O01658	NO66_CAEEL	jmjc-1	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	642854
O01685				9.92396e+06
O01692	RS17_CAEEL	rps-17	40S ribosomal protein S17	1.03624e+08
O01755				497856
O01757	NAT10_CAEEL	nath-10	RNA cytidine acetyltransferase	4.65919e+06
O01761	UNC89_CAEEL	unc-89	Muscle M-line assembly protein unc-89	1.57233e+07
O01763	NCBP1_CAEEL	ncbp-1	Nuclear cap-binding protein subunit 1	1.9328e+06
O01789	SMC1_CAEEL	him-1	Structural maintenance of chromosomes protein 1	8.7762e+06
O01802	RL7_CAEEL	rpl-7	60S ribosomal protein L7	1.36105e+08
O01803	RB11A_CAEEL	rab-11.1	Ras-related protein rab-11.1	1.19544e+07
O01804				4.19308e+06
O01805	ACBP1_CAEEL	acbp-1	Acyl-CoA-binding protein homolog 1	9.02082e+07
O01806				3.87972e+07
O01808				86940.8
O01812	FABP6_CAEEL	lbp-6	Fatty acid-binding protein homolog 6	1.3484e+08
O01813				4.27556e+08
O01814	FABP5_CAEEL	lbp-5	Fatty acid-binding protein homolog 5	1.64989e+07
O01816				1.20099e+07
O01826				2.41306e+06
O01829;Q21289	SSP10_CAEEL;SSP19_CAEEL	ssp-10;ssp-19	Sperm-specific class P protein 19	2.83319e+06
O01864				810130
O01868	RL24_CAEEL	rpl-24.1	60S ribosomal protein L24	5.69241e+07
O01869				1.06234e+08
O01884	COQ6_CAEEL	coq-6	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial	454338
O01905				56685.8
O01925	MBOA5_CAEEL	mboa-6	Lysophospholipid acyltransferase 5	882069
O01971	EMR1_CAEEL	emr-1	Emerin homolog 1	2.20908e+06
O01974	EIF3H_CAEEL	eif-3.H	Eukaryotic translation initiation factor 3 subunit H	9.448e+06
O01991	EF2K_CAEEL	efk-1	Eukaryotic elongation factor 2 kinase	689253
O02056	RL4_CAEEL	rpl-4	60S ribosomal protein L4	1.424e+08
O02082				6.51255e+06
O02089				5.13335e+07
O02106				4.94881e+06
O02108;Q336L8	CDC37_CAEEL	cdc-37	Probable Hsp90 co-chaperone cdc37	9.03004e+06
O02109				2.0033e+06
O02115	PCNA_CAEEL	pcn-1	Proliferating cell nuclear antigen	1.14458e+07
O02141				6.11939e+06
O02153				1.28902e+07
O02155				2.88092e+07
O02158				6.06392e+06
O02161	TIM44_CAEEL	tin-44	Probable mitochondrial import inner membrane translocase subunit tin-44	3.1178e+06
O02215				2.38233e+06
O02225				6.32126e+06
O02236				2.67658e+06
O02252				4.54332e+06
O02266				5.47433e+06
O02267				1.13187e+07
O02268				992317
O02286				4.73917e+07
O02323	FABP7_CAEEL	lbp-7	Fatty acid-binding protein homolog 7	9.20402e+06
O02325				381796
O02328	EIF3C_CAEEL	eif-3.C	Eukaryotic translation initiation factor 3 subunit C	7.76511e+06
O02365	IFA2_CAEEL	mua-6	Intermediate filament protein ifa-2	2.74209e+07
O02485	YDJ1_CAEEL	ZK1073.1	Uncharacterized protein ZK1073.1	5.66628e+06
O02495	SYB1_CAEEL	snb-1	Synaptobrevin-1	5.69979e+06
O02621	GPX1_CAEEL	gpx-1	Glutathione peroxidase 1	438551
O02637				1.66086e+06
O02639	RL19_CAEEL	rpl-19	60S ribosomal protein L19	9.18661e+07
O02640	MDHM_CAEEL	mdh-2	Probable malate dehydrogenase, mitochondrial	1.97135e+08
O02642				2.54444e+07
O13516	RS9A_YEAST	RPS9A	40S ribosomal protein S9-A	5.06099e+07
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	2.37746e+06
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	1.78684e+06
O14455	RL36B_YEAST	RPL36B	60S ribosomal protein L36-B	2.69438e+07
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	2.56913e+07
O14493	CLD4_HUMAN	CLDN4	Claudin-4	3.57489e+06
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	1.26839e+06
O14519	CDKA1_HUMAN	CDK2AP1	Cyclin-dependent kinase 2-associated protein 1	6.74327e+06
O14521	DHSD_HUMAN	SDHD	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial	2.60373e+06
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	6.6022e+06
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	5.49525e+06
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	5.52669e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	1.83123e+07
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	5.42793e+06
O14569	C56D2_HUMAN	CYB561D2	Cytochrome b561 domain-containing protein 2	2.10546e+06
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	7.61941e+07
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	1.66039e+07
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	5.30008e+06
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	1.21267e+06
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	1.72286e+06
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	3.29176e+06
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	3.28502e+06
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	1.55619e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	1.32555e+06
O14662	STX16_HUMAN	STX16	Syntaxin-16	1.44432e+06
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	5.41769e+06
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	1.18685e+07
O14686	KMT2D_HUMAN	KMT2D	Histone-lysine N-methyltransferase 2D	215039
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	1.4522e+06
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	2.55449e+07
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	3.32441e+06
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	5.43831e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	2.51109e+07
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	1.74749e+07
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	5.14518e+07
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	1.73345e+06
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	2.83795e+06
O14772	FPGT_HUMAN	FPGT	Fucose-1-phosphate guanylyltransferase	364311
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	1.09809e+07
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	1.80435e+07
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	1.85343e+06
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	2.64113e+06
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	3.13468e+06
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	6.05965e+07
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	1.97243e+07
O14874	BCKD_HUMAN	BCKDK	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	1.3912e+06
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	2.49331e+06
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	3.54957e+07
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	5.91149e+06
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	2.38692e+06
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	1.25818e+07
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	901425
O14925	TIM23_HUMAN	TIMM23	Mitochondrial import inner membrane translocase subunit Tim23	4.36698e+06
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	1.67842e+07
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	5.83086e+06
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	1.54667e+07
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	2.36416e+07
O14957	QCR10_HUMAN	UQCR11	Cytochrome b-c1 complex subunit 10	1.93784e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	7.74668e+06
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	6.19428e+06
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	665162
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	9.34012e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	1.43491e+07
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	1.88691e+06
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	4.38195e+07
O14980	XPO1_HUMAN	XPO1	Exportin-1	1.66009e+07
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	3.25908e+06
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	928618
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	1.6865e+06
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	6.74256e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	5.40223e+06
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	7.31263e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	1.42124e+06
O15061	SYNEM_HUMAN	SYNM	Synemin	4.04819e+06
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	1.94534e+07
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	2.29737e+06
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	1.02464e+06
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	745558
O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	2.03813e+06
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	2.35475e+06
O15119	TBX3_HUMAN	TBX3	T-box transcription factor TBX3	3.76197e+06
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	4.20764e+06
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	3.55264e+06
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	1.36554e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	1.30983e+07
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	1.15936e+07
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	1.5888e+07
O15155	BET1_HUMAN	BET1	BET1 homolog	8.41333e+06
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	1.41152e+07
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	1.26147e+06
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	1.91415e+06
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	1.85231e+07
O15182	CETN3_HUMAN	CETN3	Centrin-3	585933
O15195	VILL_HUMAN	VILL	Villin-like protein	1.68425e+06
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	2.10425e+07
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	5.95413e+06
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	7.68143e+06
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	974819
O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5	885761
O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	2.30636e+06
O15234	CASC3_HUMAN	CASC3	Protein CASC3	6.21055e+06
O15235	RT12_HUMAN	MRPS12	28S ribosomal protein S12, mitochondrial	4.11429e+06
O15258	RER1_HUMAN	RER1	Protein RER1	6.1591e+06
O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	1.57241e+07
O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	6.49692e+06
O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2	2.01701e+06
O15287	FANCG_HUMAN	FANCG	Fanconi anemia group G protein	241927
O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	7.17769e+06
O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2	1.8436e+07
O15318	RPC7_HUMAN	POLR3G	DNA-directed RNA polymerase III subunit RPC7	5.56545e+06
O15320				1.17949e+07
O15344	TRI18_HUMAN	MID1	E3 ubiquitin-protein ligase Midline-1	1.60534e+06
O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	5.80731e+07
O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	2.06069e+07
O15357	SHIP2_HUMAN	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	6.0812e+06
O15360	FANCA_HUMAN	FANCA	Fanconi anemia group A protein	124650
O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	1.64659e+07
O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	2.07838e+07
O15379	HDAC3_HUMAN	HDAC3	Histone deacetylase 3	1.1512e+06
O15381	NVL_HUMAN	NVL	Nuclear valosin-containing protein-like	5.60293e+07
O15382	BCAT2_HUMAN	BCAT2	Branched-chain-amino-acid aminotransferase, mitochondrial	1.46603e+07
O15392	BIRC5_HUMAN	BIRC5	Baculoviral IAP repeat-containing protein 5	1.2371e+06
O15397	IPO8_HUMAN	IPO8	Importin-8	3.93369e+06
O15400	STX7_HUMAN	STX7	Syntaxin-7	1.25311e+06
O15403	MOT7_HUMAN	SLC16A6	Monocarboxylate transporter 7	3.03129e+06
O15427	MOT4_HUMAN	SLC16A3	Monocarboxylate transporter 4	2.66173e+07
O15438	MRP3_HUMAN	ABCC3	Canalicular multispecific organic anion transporter 2	1.75495e+07
O15439	MRP4_HUMAN	ABCC4	Multidrug resistance-associated protein 4	9.61736e+06
O15446	RPA34_HUMAN	POLR1G	DNA-directed RNA polymerase I subunit RPA34	4.25574e+06
O15460	P4HA2_HUMAN	P4HA2	Prolyl 4-hydroxylase subunit alpha-2	1.23064e+07
O15498	YKT6_HUMAN	YKT6	Synaptobrevin homolog YKT6	1.36622e+07
O15504	NUP42_HUMAN	NUP42	Nucleoporin NUP42	2.09486e+06
O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5	4.46694e+07
O15514	RPB4_HUMAN	POLR2D	DNA-directed RNA polymerase II subunit RPB4	2.74842e+06
O15530	PDPK1_HUMAN	PDPK1	3-phosphoinositide-dependent protein kinase 1	425253
O15533	TPSN_HUMAN	TAPBP	Tapasin	1.35639e+07
O15541	R113A_HUMAN	RNF113A	E3 ubiquitin-protein ligase RNF113A	1.87343e+06
O15554	KCNN4_HUMAN	KCNN4	Intermediate conductance calcium-activated potassium channel protein 4	338396
O16000	STX1A_CAEEL	unc-64	Syntaxin-1A homolog	496643
O16214				3.8961e+06
O16215				503614
O16249;Q8IA89;Q8MXK1				1.50717e+07
O16254				843268
O16259	STIP1_CAEEL	sti-1	Stress-induced-phosphoprotein 1	2.09952e+07
O16264	PEBPH_CAEEL	F40A3.3	Phosphatidylethanolamine-binding protein homolog F40A3.3	1.04567e+07
O16266				5.57536e+06
O16293				6.76062e+06
O16294	GMPR_CAEEL	F32D1.5	GMP reductase	1.4153e+07
O16297				1.86517e+06
O16298				5.34223e+07
O16303				1.12001e+07
O16305	CALM_CAEEL	cmd-1	Calmodulin	1.93992e+08
O16309				3.02325e+06
O16315				780327
O16319				2.16281e+06
O16368	PRS4_CAEEL	rpt-2	Probable 26S proteasome regulatory subunit 4	7.78762e+06
O16454				1.0621e+06
O16458				8.3581e+06
O16462				1.23027e+07
O16487				1.21658e+06
O16517				1.31239e+08
O16518;Q86S57;Q8MXJ7				7.20039e+06
O16520	ERF1_CAEEL	erfa-1	Eukaryotic peptide chain release factor subunit 1	1.19769e+07
O16521				4.33758e+06
O16619				1.77074e+06
O16725				2.24541e+06
O16785	PARV_CAEEL	pat-6	Paralyzed arrest at two-fold protein 6	6.03193e+06
O16927	SRP14_CAEEL	F25G6.8	Signal recognition particle 14 kDa protein	4.74378e+06
O16928				428326
O16997				2.42506e+06
O16999	ZPR1_CAEEL	W03F9.1	Zinc finger protein ZPR1 homolog	1.02615e+07
O17004				1.59622e+06
O17005				278963
O17071	PRS10_CAEEL	rpt-4	Probable 26S proteasome regulatory subunit 10B	2.07613e+07
O17157				1.63852e+06
O17214	FUMH_CAEEL	fum-1	Probable fumarate hydratase, mitochondrial	2.73658e+07
O17218				2.20496e+08
O17271	HEH1_CAEEL	heh-1	Putative protein heh-1	1.03853e+07
O17274				1.41027e+06
O17287	TOM22_CAEEL	tomm-22	Mitochondrial import receptor subunit TOM22 homolog	4.5412e+06
O17328				1.94264e+06
O17345				1.31702e+07
O17352				5.10866e+06
O17373				1.81173e+06
O17388				1.36554e+06
O17389	TYB_CAEEL	tth-1	Thymosin beta	9.27076e+06
O17405	PLDL_CAEEL	F09G2.8	Probable phospholipase D F09G2.8	489713
O17406				535189
O17528	TMED2_CAEEL	sel-9	Suppressor/enhancer of lin-12 protein 9	7.54328e+06
O17570	RL38_CAEEL	rpl-38	60S ribosomal protein L38	8.37295e+06
O17586	PSA6_CAEEL	pas-1	Proteasome subunit alpha type-6	2.29577e+07
O17606	YK4P_CAEEL	C27H6.8	MYG1 protein C27H6.8	8.83174e+06
O17607	RUVB1_CAEEL	ruvb-1	RuvB-like 1	5.56396e+06
O17621				3.66467e+06
O17622	KCY1_CAEEL	C29F7.3	UMP-CMP kinase 1	9.12118e+06
O17626				2.04376e+07
O17643				7.61319e+06
O17680	METK1_CAEEL	sams-1	Probable S-adenosylmethionine synthase 1	9.34101e+07
O17685				7.58981e+06
O17687				9.03176e+06
O17694				4.05234e+07
O17695	HDA1_CAEEL	hda-1	Histone deacetylase 1	1.19467e+06
O17721				2.10361e+06
O17731				5.02025e+06
O17732	PYC1_CAEEL	pyc-1	Pyruvate carboxylase 1	1.78273e+07
O17736	ETC1_CAEEL	etc-1	E3 ubiquitin-protein ligase etc-1	1.33084e+06
O17754	CBPE_CAEEL	egl-21	Carboxypeptidase E	1.6152e+06
O17759				6.84968e+07
O17836				6.96869e+08
O17839				1.83895e+06
O17861	YVRI_CAEEL	F37H8.5	GILT-like protein F37H8.5	2.23884e+07
O17891				3.25003e+06
O17892				2.80626e+06
O17893				4.68665e+06
O17895				367949
O17901	COPZ_CAEEL	copz-1	Probable coatomer subunit zeta	5.9814e+06
O17907	CTG1_CAEEL	ctg-1	Protein ctg-1	2.69345e+06
O17915	RAN_CAEEL	ran-1	GTP-binding nuclear protein ran-1	4.3412e+08
O17919	DKC1_CAEEL	K01G5.5	Putative H/ACA ribonucleoprotein complex subunit 4	1.09324e+07
O17921				6.81752e+07
O17939				2.34732e+06
O17944				1.00701e+06
O17953	DLDH_CAEEL	dld-1	Dihydrolipoyl dehydrogenase, mitochondrial	4.57177e+07
O17954				5.77863e+06
O17966	TOP1_CAEEL	top-1	DNA topoisomerase 1	462545
O18000				2.32715e+07
O18015;Q52GX6				1.56711e+06
O18054	PFD3_CAEEL	pfd-3	Probable prefoldin subunit 3	9.8689e+06
O18089				1.40847e+07
O18131				1.43003e+06
O18154				2.2137e+07
O18155				1.42828e+06
O18156				2.36704e+06
O18178	2A51_CAEEL	pptr-1	Serine/threonine-protein phosphatase 2A regulatory subunit pptr-1	5.47322e+06
O18180				1.46e+07
O18181				2.69769e+06
O18183				563573
O18199				2.27681e+06
O18211	MO25M_CAEEL	mop-25.2	MO25-like protein 2	316029
O18215				1.24359e+06
O18229	6PGL_CAEEL	Y57G11C.3	Putative 6-phosphogluconolactonase	4.18902e+06
O18235				1.11014e+06
O18236				1.02005e+07
O18240				1.39785e+08
