Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R01.mzML
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	1.2104e+07
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	9.55556e+06
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	1.70938e+06
O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	539968
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	2.48424e+06
O00468	AGRIN_HUMAN	AGRN	Agrin	447022
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	6.55446e+06
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	2.14451e+06
O00479	HMGN4_HUMAN	HMGN4	High mobility group nucleosome-binding domain-containing protein 4	1.07325e+07
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	4.99298e+07
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	3.31466e+07
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	6.128e+06
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	2.59661e+07
O00506	STK25_HUMAN	STK25	Serine/threonine-protein kinase 25	1.13967e+06
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	4.06443e+06
O00541	PESC_HUMAN	PES1	Pescadillo homolog	1.68201e+07
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	2.6383e+06
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	4.03005e+07
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	6.25703e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	8.38383e+07
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	2.10936e+06
O00592	PODXL_HUMAN	PODXL	Podocalyxin	3.20861e+07
O00625	PIR_HUMAN	PIR	Pirin	3.08004e+07
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	1.21042e+07
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	3.10894e+06
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	9.4662e+06
O00750	P3C2B_HUMAN	PIK3C2B	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	243506
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	2.50588e+06
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	1.19175e+07
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	1.76996e+07
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	2.05597e+07
O01159	RSP7_CAEEL	rsp-7	Probable splicing factor, arginine/serine-rich 7	1.41969e+06
O01257				1.75212e+06
O01314				1.38203e+06
O01422	CSN2_CAEEL	csn-2	COP9 signalosome complex subunit 2	3.7466e+06
O01479	TMOD_CAEEL	unc-94	Tropomodulin	1.07747e+06
O01498	STAM1_CAEEL	stam-1	Signal transducing adapter molecule 1	1.03775e+06
O01504	RLA2_CAEEL	C37A2.7	60S acidic ribosomal protein P2	1.43697e+08
O01530	ASP6_CAEEL	asp-6	Aspartic protease 6	4.84049e+07
O01531				1.65434e+06
O01532				1.57863e+07
O01541	SYAC_CAEEL	aars-2	Alanine--tRNA ligase, cytoplasmic	1.02627e+07
O01542				9.47251e+07
O01572				1.21638e+06
O01576				3.0582e+06
O01577				1.60738e+07
O01578	MPC2_CAEEL	mpc-2	Probable mitochondrial pyruvate carrier 2	3.7418e+06
O01592	CYSK3_CAEEL	cysl-3	Cysteine synthase 3	5.63822e+06
O01593				2.40736e+06
O01602;Q86NC2				1.47445e+07
O01615	AN322_CAEEL	T19H12.2	Acidic leucine-rich nuclear phosphoprotein 32-related protein 2	1.24624e+07
O01634	INX12_CAEEL	inx-12	Innexin-12	793574
O01658	NO66_CAEEL	jmjc-1	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	709987
O01685				7.96597e+06
O01692	RS17_CAEEL	rps-17	40S ribosomal protein S17	8.67745e+07
O01755				441133
O01757	NAT10_CAEEL	nath-10	RNA cytidine acetyltransferase	1.67934e+06
O01761	UNC89_CAEEL	unc-89	Muscle M-line assembly protein unc-89	2.13258e+07
O01763	NCBP1_CAEEL	ncbp-1	Nuclear cap-binding protein subunit 1	1.25743e+06
O01789	SMC1_CAEEL	him-1	Structural maintenance of chromosomes protein 1	1.02679e+07
O01802	RL7_CAEEL	rpl-7	60S ribosomal protein L7	1.21204e+08
O01803	RB11A_CAEEL	rab-11.1	Ras-related protein rab-11.1	9.54592e+06
O01804				4.14227e+06
O01805	ACBP1_CAEEL	acbp-1	Acyl-CoA-binding protein homolog 1	1.0702e+08
O01806				3.66929e+07
O01812	FABP6_CAEEL	lbp-6	Fatty acid-binding protein homolog 6	1.30038e+08
O01813				4.35869e+08
O01814	FABP5_CAEEL	lbp-5	Fatty acid-binding protein homolog 5	1.37314e+07
O01816				7.46028e+06
O01826				2.37918e+06
O01829;Q21289	SSP10_CAEEL;SSP19_CAEEL	ssp-10;ssp-19	Sperm-specific class P protein 19	2.18218e+06
O01864				424315
O01868	RL24_CAEEL	rpl-24.1	60S ribosomal protein L24	5.48399e+07
O01869				1.12541e+08
O01884	COQ6_CAEEL	coq-6	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial	457312
O01925	MBOA5_CAEEL	mboa-6	Lysophospholipid acyltransferase 5	693152
O01971	EMR1_CAEEL	emr-1	Emerin homolog 1	1.93373e+06
O01974	EIF3H_CAEEL	eif-3.H	Eukaryotic translation initiation factor 3 subunit H	8.16932e+06
O02056	RL4_CAEEL	rpl-4	60S ribosomal protein L4	1.55458e+08
O02082				6.25218e+06
O02089				5.30182e+07
O02106				4.28071e+06
O02108;Q336L8	CDC37_CAEEL	cdc-37	Probable Hsp90 co-chaperone cdc37	1.36171e+07
O02109				1.50251e+06
O02115	PCNA_CAEEL	pcn-1	Proliferating cell nuclear antigen	1.354e+07
O02141				2.0741e+06
O02153				2.13364e+07
O02155				3.07034e+07
O02158				7.81168e+06
O02161	TIM44_CAEEL	tin-44	Probable mitochondrial import inner membrane translocase subunit tin-44	4.33579e+06
O02215				3.42034e+06
O02225				6.1237e+06
O02236				2.19227e+06
O02252				2.30016e+06
O02266				4.40229e+06
O02267				1.03564e+07
O02268				967367
O02286				4.21853e+07
O02323	FABP7_CAEEL	lbp-7	Fatty acid-binding protein homolog 7	8.84548e+06
O02325				613408
O02328	EIF3C_CAEEL	eif-3.C	Eukaryotic translation initiation factor 3 subunit C	8.43117e+06
O02365	IFA2_CAEEL	mua-6	Intermediate filament protein ifa-2	2.79648e+07
O02485	YDJ1_CAEEL	ZK1073.1	Uncharacterized protein ZK1073.1	7.17402e+06
O02495	SYB1_CAEEL	snb-1	Synaptobrevin-1	6.98332e+06
O02621	GPX1_CAEEL	gpx-1	Glutathione peroxidase 1	375605
O02637				1.29118e+06
O02639	RL19_CAEEL	rpl-19	60S ribosomal protein L19	7.37661e+07
O02640	MDHM_CAEEL	mdh-2	Probable malate dehydrogenase, mitochondrial	1.77664e+08
O02642				2.7199e+07
O02658;P91420	GLC7C_CAEEL;GLC7D_CAEEL	gsp-3;gsp-4	Serine/threonine-protein phosphatase PP1-gamma	8.4877e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	1.27004e+06
O13516	RS9A_YEAST	RPS9A	40S ribosomal protein S9-A	1.01066e+08
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	6.43855e+06
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	4.67298e+06
O14455	RL36B_YEAST	RPL36B	60S ribosomal protein L36-B	5.057e+07
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	6.13552e+07
O14493	CLD4_HUMAN	CLDN4	Claudin-4	4.34984e+06
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	4.24293e+06
O14519	CDKA1_HUMAN	CDK2AP1	Cyclin-dependent kinase 2-associated protein 1	6.72212e+06
O14521	DHSD_HUMAN	SDHD	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial	3.33405e+06
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	4.3208e+06
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	6.09106e+06
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	9.49285e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	2.30883e+07
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	6.45871e+06
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	1.7487e+06
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	1.34409e+08
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	1.50488e+07
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	5.49133e+06
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	4.26799e+07
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	873704
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	5.26527e+06
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	5.20407e+06
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	567351
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	1.27243e+06
O14662	STX16_HUMAN	STX16	Syntaxin-16	1.32877e+06
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	6.4061e+06
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	1.49741e+07
O14686	KMT2D_HUMAN	KMT2D	Histone-lysine N-methyltransferase 2D	173721
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	988173
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	3.40597e+07
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	2.23726e+06
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	328462
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	6.93635e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	3.34015e+07
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	2.14235e+07
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	2.3436e+07
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	2.23423e+06
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	3.48716e+06
O14770	MEIS2_HUMAN	MEIS2	Homeobox protein Meis2	5.00317e+06
O14772	FPGT_HUMAN	FPGT	Fucose-1-phosphate guanylyltransferase	404348
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	1.37912e+07
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	2.3263e+07
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	2.46083e+06
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	3.75791e+06
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	4.42179e+06
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	7.38583e+07
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	2.15336e+07
O14874	BCKD_HUMAN	BCKDK	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	2.54459e+06
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	2.46753e+06
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	5.5327e+07
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	1.05997e+07
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	2.17452e+06
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	1.18201e+07
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	840717
O14925	TIM23_HUMAN	TIMM23	Mitochondrial import inner membrane translocase subunit Tim23	3.9244e+06
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	1.92724e+07
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	6.5709e+06
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	3.77124e+07
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	2.78817e+07
O14957	QCR10_HUMAN	UQCR11	Cytochrome b-c1 complex subunit 10	1.54434e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	8.14141e+06
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	7.80686e+06
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	489714
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	1.22726e+07
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	1.88961e+07
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	2.3399e+06
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	5.4335e+07
O14980	XPO1_HUMAN	XPO1	Exportin-1	2.49435e+07
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	2.79091e+06
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	1.41967e+06
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	4.30548e+06
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	9.56386e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	8.73758e+06
O15037	KHNYN_HUMAN	KHNYN	Protein KHNYN	58434.5
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	1.46595e+07
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	1.73269e+06
O15061	SYNEM_HUMAN	SYNM	Synemin	4.38465e+06
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	2.42578e+07
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	3.69987e+06
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	1.08938e+06
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	853865
O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	2.29814e+06
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	1.93852e+06
O15119	TBX3_HUMAN	TBX3	T-box transcription factor TBX3	9.04851e+06
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	4.592e+06
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	4.55385e+06
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	1.22218e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	2.20285e+07
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	1.37416e+07
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	2.05746e+07
O15155	BET1_HUMAN	BET1	BET1 homolog	8.74767e+06
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	1.75671e+07
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	1.84731e+06
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	1.45908e+06
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	2.53276e+07
O15182	CETN3_HUMAN	CETN3	Centrin-3	695514
O15195	VILL_HUMAN	VILL	Villin-like protein	2.73472e+06
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	2.15868e+07
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	5.24777e+06
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	1.99456e+07
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	1.39966e+06
O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5	499419
O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	2.83082e+06
O15234	CASC3_HUMAN	CASC3	Protein CASC3	5.32525e+06
O15235	RT12_HUMAN	MRPS12	28S ribosomal protein S12, mitochondrial	4.90437e+06
O15258	RER1_HUMAN	RER1	Protein RER1	8.26645e+06
O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	2.04506e+07
O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	7.9175e+06
O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2	3.71272e+06
O15287	FANCG_HUMAN	FANCG	Fanconi anemia group G protein	94535.7
O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	8.17092e+06
O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2	2.40293e+07
O15320				1.85115e+07
O15344	TRI18_HUMAN	MID1	E3 ubiquitin-protein ligase Midline-1	1.4719e+06
O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	6.45343e+07
O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	2.70011e+07
O15357	SHIP2_HUMAN	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	6.16586e+06
O15360	FANCA_HUMAN	FANCA	Fanconi anemia group A protein	172595
O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	2.20731e+07
O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	2.51216e+07
O15379	HDAC3_HUMAN	HDAC3	Histone deacetylase 3	2.07335e+06
O15381	NVL_HUMAN	NVL	Nuclear valosin-containing protein-like	5.78856e+07
O15382	BCAT2_HUMAN	BCAT2	Branched-chain-amino-acid aminotransferase, mitochondrial	1.77674e+07
O15392	BIRC5_HUMAN	BIRC5	Baculoviral IAP repeat-containing protein 5	2.80861e+06
O15397	IPO8_HUMAN	IPO8	Importin-8	4.77521e+06
O15400	STX7_HUMAN	STX7	Syntaxin-7	1.34274e+06
O15403	MOT7_HUMAN	SLC16A6	Monocarboxylate transporter 7	824673
O15427	MOT4_HUMAN	SLC16A3	Monocarboxylate transporter 4	3.35312e+07
O15438	MRP3_HUMAN	ABCC3	Canalicular multispecific organic anion transporter 2	1.63114e+07
O15439	MRP4_HUMAN	ABCC4	Multidrug resistance-associated protein 4	454313
O15440	MRP5_HUMAN	ABCC5	Multidrug resistance-associated protein 5	910346
O15446	RPA34_HUMAN	POLR1G	DNA-directed RNA polymerase I subunit RPA34	5.56817e+06
O15460	P4HA2_HUMAN	P4HA2	Prolyl 4-hydroxylase subunit alpha-2	2.02451e+07
O15498	YKT6_HUMAN	YKT6	Synaptobrevin homolog YKT6	1.738e+07
O15504	NUP42_HUMAN	NUP42	Nucleoporin NUP42	1.05148e+07
O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5	2.33627e+07
O15514	RPB4_HUMAN	POLR2D	DNA-directed RNA polymerase II subunit RPB4	3.18001e+06
O15523	DDX3Y_HUMAN	DDX3Y	ATP-dependent RNA helicase DDX3Y	8.99437e+06
O15530	PDPK1_HUMAN	PDPK1	3-phosphoinositide-dependent protein kinase 1	369307
O15533	TPSN_HUMAN	TAPBP	Tapasin	1.65727e+07
O15541	R113A_HUMAN	RNF113A	E3 ubiquitin-protein ligase RNF113A	2.80478e+06
O15554	KCNN4_HUMAN	KCNN4	Intermediate conductance calcium-activated potassium channel protein 4	86208.2
O16214				4.47922e+06
O16215				1.24046e+06
O16249;Q8IA89;Q8MXK1				8.60761e+07
O16259	STIP1_CAEEL	sti-1	Stress-induced-phosphoprotein 1	1.92905e+07
O16264	PEBPH_CAEEL	F40A3.3	Phosphatidylethanolamine-binding protein homolog F40A3.3	8.5992e+06
O16266				4.46961e+06
O16294	GMPR_CAEEL	F32D1.5	GMP reductase	2.98627e+07
O16297				504073
O16298				4.95914e+07
O16303				1.05078e+07
O16305	CALM_CAEEL	cmd-1	Calmodulin	1.64176e+08
O16309				1.03774e+06
O16319				2.48818e+06
O16368	PRS4_CAEEL	rpt-2	Probable 26S proteasome regulatory subunit 4	1.78934e+07
O16454				512226
O16462				1.27293e+07
O16487				442231
O16517				1.29105e+08
O16518;Q86S57;Q8MXJ7				7.64524e+06
O16520	ERF1_CAEEL	erfa-1	Eukaryotic peptide chain release factor subunit 1	1.45641e+07
O16521				4.01306e+06
O16619				1.40792e+06
O16725				2.01938e+06
O16785	PARV_CAEEL	pat-6	Paralyzed arrest at two-fold protein 6	1.44454e+07
O16927	SRP14_CAEEL	F25G6.8	Signal recognition particle 14 kDa protein	5.21138e+06
O16928				250965
O16997				2.31749e+06
O16999	ZPR1_CAEEL	W03F9.1	Zinc finger protein ZPR1 homolog	5.78906e+06
O17004				1.19577e+06
O17071	PRS10_CAEEL	rpt-4	Probable 26S proteasome regulatory subunit 10B	3.18116e+07
O17157				2.23012e+06
O17214	FUMH_CAEEL	fum-1	Probable fumarate hydratase, mitochondrial	2.12797e+07
O17218				2.31357e+08
O17271	HEH1_CAEEL	heh-1	Putative protein heh-1	1.18288e+07
O17274				2.17793e+06
O17287	TOM22_CAEEL	tomm-22	Mitochondrial import receptor subunit TOM22 homolog	3.49327e+06
O17345				1.14738e+07
O17352				4.98328e+06
O17373				1.52302e+06
O17389	TYB_CAEEL	tth-1	Thymosin beta	1.35196e+07
O17405	PLDL_CAEEL	F09G2.8	Probable phospholipase D F09G2.8	416090
O17406				1.70366e+06
O17528	TMED2_CAEEL	sel-9	Suppressor/enhancer of lin-12 protein 9	1.18308e+07
O17570	RL38_CAEEL	rpl-38	60S ribosomal protein L38	8.18333e+06
O17586	PSA6_CAEEL	pas-1	Proteasome subunit alpha type-6	2.12297e+07
O17606	YK4P_CAEEL	C27H6.8	MYG1 protein C27H6.8	1.15208e+07
O17607	RUVB1_CAEEL	ruvb-1	RuvB-like 1	7.09215e+06
O17621				3.25405e+06
O17622	KCY1_CAEEL	C29F7.3	UMP-CMP kinase 1	6.88599e+06
O17626				1.97689e+07
O17643				6.4692e+06
O17680	METK1_CAEEL	sams-1	Probable S-adenosylmethionine synthase 1	7.64813e+07
O17685				6.62281e+06
O17687				9.18637e+06
O17694				3.31044e+07
O17695	HDA1_CAEEL	hda-1	Histone deacetylase 1	1.50879e+06
O17721				2.02179e+06
O17731				2.10285e+06
O17732	PYC1_CAEEL	pyc-1	Pyruvate carboxylase 1	2.5535e+07
O17759				7.2387e+07
O17836				1.016e+09
O17839				1.04863e+06
O17861	YVRI_CAEEL	F37H8.5	GILT-like protein F37H8.5	2.29898e+07
O17891				2.66874e+06
O17892				4.30877e+06
O17893				3.31447e+06
O17895				600566
O17901	COPZ_CAEEL	copz-1	Probable coatomer subunit zeta	5.51236e+06
O17915	RAN_CAEEL	ran-1	GTP-binding nuclear protein ran-1	4.65148e+08
O17919	DKC1_CAEEL	K01G5.5	Putative H/ACA ribonucleoprotein complex subunit 4	8.27082e+06
O17921				5.55176e+07
O17939				3.11795e+06
O17944				922208
O17953	DLDH_CAEEL	dld-1	Dihydrolipoyl dehydrogenase, mitochondrial	3.70464e+07
O17954				1.39925e+07
O17966	TOP1_CAEEL	top-1	DNA topoisomerase 1	688470
O18000				1.79468e+07
O18054	PFD3_CAEEL	pfd-3	Probable prefoldin subunit 3	6.14031e+06
O18089				1.52899e+07
O18154				2.16469e+07
O18156				2.05954e+06
O18178	2A51_CAEEL	pptr-1	Serine/threonine-protein phosphatase 2A regulatory subunit pptr-1	5.51491e+06
O18180				1.54921e+07
O18181				1.14452e+06
O18199				948778
O18211	MO25M_CAEEL	mop-25.2	MO25-like protein 2	237911
O18215				1.5472e+06
O18229	6PGL_CAEEL	Y57G11C.3	Putative 6-phosphogluconolactonase	3.81821e+06
O18235				1.59751e+06
O18236				9.69074e+06
O18240				1.39301e+08
O18307				8.39075e+06
O18650	RS19_CAEEL	rps-19	40S ribosomal protein S19	1.06425e+08
O18693				6.61963e+06
O18694				1.50851e+06
O43137	YB085_YEAST	YBR085C-A	Uncharacterized protein YBR085C-A	3.45753e+07
O43143	DHX15_HUMAN	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	3.57974e+07
O43148	MCES_HUMAN	RNMT	mRNA cap guanine-N7 methyltransferase	9.84001e+06
O43156	TTI1_HUMAN	TTI1	TELO2-interacting protein 1 homolog	2.87825e+06
O43159	RRP8_HUMAN	RRP8	Ribosomal RNA-processing protein 8	2.76826e+06
O43169	CYB5B_HUMAN	CYB5B	Cytochrome b5 type B	2.87133e+07
O43172	PRP4_HUMAN	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4	1.44337e+07
O43175	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase	1.60392e+08
O43181	NDUS4_HUMAN	NDUFS4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	1.88126e+07
O43237	DC1L2_HUMAN	DYNC1LI2	Cytoplasmic dynein 1 light intermediate chain 2	1.30313e+07
O43242	PSMD3_HUMAN	PSMD3	26S proteasome non-ATPase regulatory subunit 3	2.422e+07
O43251	RFOX2_HUMAN	RBFOX2	RNA binding protein fox-1 homolog 2	3.75669e+06
O43252	PAPS1_HUMAN	PAPSS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1	2.80124e+07
O43264	ZW10_HUMAN	ZW10	Centromere/kinetochore protein zw10 homolog	1.93866e+07
O43290	SNUT1_HUMAN	SART1	U4/U6.U5 tri-snRNP-associated protein 1	8.90466e+06
O43292	GPAA1_HUMAN	GPAA1	Glycosylphosphatidylinositol anchor attachment 1 protein	5.60416e+06
O43294	TGFI1_HUMAN	TGFB1I1	Transforming growth factor beta-1-induced transcript 1 protein	238823
O43299	AP5Z1_HUMAN	AP5Z1	AP-5 complex subunit zeta-1	1.17555e+07
O43314	VIP2_HUMAN	PPIP5K2	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	3.83929e+06
O43324	MCA3_HUMAN	EEF1E1	Eukaryotic translation elongation factor 1 epsilon-1	2.74799e+07
O43390	HNRPR_HUMAN	HNRNPR	Heterogeneous nuclear ribonucleoprotein R	1.78475e+08
O43395	PRPF3_HUMAN	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3	1.38462e+07
O43396	TXNL1_HUMAN	TXNL1	Thioredoxin-like protein 1	7.41823e+06
O43399	TPD54_HUMAN	TPD52L2	Tumor protein D54	7.2463e+07
