Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20201002yuanch_Connie_TCPA_60minDIA_b4-5.mzML
O43617	TPPC3_HUMAN	TRAPPC3	Trafficking protein particle complex subunit 3	2.52648e+07
O43633	CHM2A_HUMAN	CHMP2A	Charged multivesicular body protein 2a	2.73496e+07
O43639	NCK2_HUMAN	NCK2	Cytoplasmic protein NCK2	3.23087e+06
O43660	PLRG1_HUMAN	PLRG1	Pleiotropic regulator 1	9.78687e+06
O43665	RGS10_HUMAN	RGS10	Regulator of G-protein signaling 10	1.02463e+07
O43670	ZN207_HUMAN	ZNF207	BUB3-interacting and GLEBS motif-containing protein ZNF207	2.92419e+07
O43678	NDUA2_HUMAN	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	1.10562e+07
O43681	GET3_HUMAN	GET3	ATPase GET3	1.34986e+08
O43684	BUB3_HUMAN	BUB3	Mitotic checkpoint protein BUB3	5.95013e+07
O43707	ACTN4_HUMAN	ACTN4	Alpha-actinin-4	1.15695e+09
O43708	MAAI_HUMAN	GSTZ1	Maleylacetoacetate isomerase	2.67549e+06
O43709	BUD23_HUMAN	BUD23	Probable 18S rRNA (guanine-N(7))-methyltransferase	3.45255e+06
O43716	GATC_HUMAN	GATC	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	2.33389e+06
O43719	HTSF1_HUMAN	HTATSF1	HIV Tat-specific factor 1	9.98999e+06
O43741	AAKB2_HUMAN	PRKAB2	5'-AMP-activated protein kinase subunit beta-2	1.57169e+06
O43747	AP1G1_HUMAN	AP1G1	AP-1 complex subunit gamma-1	3.50041e+07
O43752	STX6_HUMAN	STX6	Syntaxin-6	7.53295e+06
O43759	SNG1_HUMAN	SYNGR1	Synaptogyrin-1	1.66101e+07
O43765	SGTA_HUMAN	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	9.91085e+06
O43768	ENSA_HUMAN	ENSA	Alpha-endosulfine	1.30979e+07
O43772	MCAT_HUMAN	SLC25A20	Mitochondrial carnitine/acylcarnitine carrier protein	1.65042e+06
O43776	SYNC_HUMAN	NARS1	Asparagine--tRNA ligase, cytoplasmic	5.46692e+07
O43795	MYO1B_HUMAN	MYO1B	Unconventional myosin-Ib	6.91057e+07
O43809	CPSF5_HUMAN	NUDT21	Cleavage and polyadenylation specificity factor subunit 5	5.93603e+07
O43813	LANC1_HUMAN	LANCL1	Glutathione S-transferase LANCL1	1.22771e+09
O43815	STRN_HUMAN	STRN	Striatin	1.86739e+07
O43823	AKAP8_HUMAN	AKAP8	A-kinase anchor protein 8	7.57424e+06
O43824	GTPB6_HUMAN	GTPBP6	Putative GTP-binding protein 6	4.34831e+06
O43837	IDH3B_HUMAN	IDH3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	7.22895e+06
O43847	NRDC_HUMAN	NRDC	Nardilysin	1.90638e+09
O43852	CALU_HUMAN	CALU	Calumenin	2.10114e+08
O43865	SAHH2_HUMAN	AHCYL1	S-adenosylhomocysteine hydrolase-like protein 1	4.31786e+07
O43920	NDUS5_HUMAN	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	7.20629e+06
O43924	PDE6D_HUMAN	PDE6D	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	1.43065e+07
O60216	RAD21_HUMAN	RAD21	Double-strand-break repair protein rad21 homolog	2.84941e+07
O60220	TIM8A_HUMAN	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A	2.04319e+07
O60231	DHX16_HUMAN	DHX16	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	2.65929e+07
O60234	GMFG_HUMAN	GMFG	Glia maturation factor gamma	2.21975e+07
O60237	MYPT2_HUMAN	PPP1R12B	Protein phosphatase 1 regulatory subunit 12B	1.85124e+07
O60238	BNI3L_HUMAN	BNIP3L	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like	6.67439e+06
O60245	PCDH7_HUMAN	PCDH7	Protocadherin-7	2.78517e+06
O60256	KPRB_HUMAN	PRPSAP2	Phosphoribosyl pyrophosphate synthase-associated protein 2	2.62963e+07
O60264	SMCA5_HUMAN	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	4.28259e+07
O60271	JIP4_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	1.78516e+07
O60282	KIF5C_HUMAN	KIF5C	Kinesin heavy chain isoform 5C	3.78021e+06
O60296	TRAK2_HUMAN	TRAK2	Trafficking kinesin-binding protein 2	3.01193e+09
O60306	AQR_HUMAN	AQR	RNA helicase aquarius	4.23591e+06
O60313	OPA1_HUMAN	OPA1	Dynamin-like 120 kDa protein, mitochondrial	1.8877e+07
O60315	ZEB2_HUMAN	ZEB2	Zinc finger E-box-binding homeobox 2	3.75845e+06
O60331	PI51C_HUMAN	PIP5K1C	Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma	6.59888e+06
O60341	KDM1A_HUMAN	KDM1A	Lysine-specific histone demethylase 1A	4.56583e+07
O60343	TBCD4_HUMAN	TBC1D4	TBC1 domain family member 4	5.75805e+06
O60437	PEPL_HUMAN	PPL	Periplakin	5.20282e+07
O60443	GSDME_HUMAN	GSDME	Gasdermin-E	8.46573e+06
O60476	MA1A2_HUMAN	MAN1A2	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB	1.93833e+06
O60486	PLXC1_HUMAN	PLXNC1	Plexin-C1	8.37544e+06
O60488	ACSL4_HUMAN	ACSL4	Long-chain-fatty-acid--CoA ligase 4	3.72005e+06
O60493	SNX3_HUMAN	SNX3	Sorting nexin-3	8.6486e+07
O60499	STX10_HUMAN	STX10	Syntaxin-10	2.26905e+07
O60502	OGA_HUMAN	OGA	Protein O-GlcNAcase	5.61129e+06
O60504	VINEX_HUMAN	SORBS3	Vinexin	8.16396e+07
O60506	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	2.12787e+08
O60507	TPST1_HUMAN	TPST1	Protein-tyrosine sulfotransferase 1	6.7651e+06
O60508	PRP17_HUMAN	CDC40	Pre-mRNA-processing factor 17	5.34923e+06
O60524	NEMF_HUMAN	NEMF	Ribosome quality control complex subunit NEMF	1.52411e+07
O60547	GMDS_HUMAN	GMDS	GDP-mannose 4,6 dehydratase	2.82604e+07
O60568	PLOD3_HUMAN	PLOD3	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	8.29224e+07
O60573	IF4E2_HUMAN	EIF4E2	Eukaryotic translation initiation factor 4E type 2	3.24174e+07
O60610	DIAP1_HUMAN	DIAPH1	Protein diaphanous homolog 1	1.15741e+07
O60613	SEP15_HUMAN	SELENOF	Selenoprotein F	1.43329e+07
O60645	EXOC3_HUMAN	EXOC3	Exocyst complex component 3	2.70571e+07
O60664	PLIN3_HUMAN	PLIN3	Perilipin-3	8.97623e+07
O60684	IMA7_HUMAN	KPNA6	Importin subunit alpha-7	1.21875e+07
O60687	SRPX2_HUMAN	SRPX2	Sushi repeat-containing protein SRPX2	8.81541e+06
O60701	UGDH_HUMAN	UGDH	UDP-glucose 6-dehydrogenase	6.48233e+07
O60716	CTND1_HUMAN	CTNND1	Catenin delta-1	6.62503e+07
O60749	SNX2_HUMAN	SNX2	Sorting nexin-2	7.70055e+07
O60762	DPM1_HUMAN	DPM1	Dolichol-phosphate mannosyltransferase subunit 1	1.53864e+07
O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	1.88114e+08
O60783	RT14_HUMAN	MRPS14	Small ribosomal subunit protein uS14m	8.74255e+06
O60784	TOM1_HUMAN	TOM1	Target of Myb1 membrane trafficking protein	2.48674e+07
O60825	F262_HUMAN	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2	8.91919e+06
O60826	CCD22_HUMAN	CCDC22	Coiled-coil domain-containing protein 22	8.08248e+06
O60831	PRAF2_HUMAN	PRAF2	PRA1 family protein 2	1.21782e+08
O60832	DKC1_HUMAN	DKC1	H/ACA ribonucleoprotein complex subunit DKC1	2.75293e+07
O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B	2.52629e+07
O60861	GAS7_HUMAN	GAS7	Growth arrest-specific protein 7	1.27043e+07
O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1	2.09255e+07
O60879	DIAP2_HUMAN	DIAPH2	Protein diaphanous homolog 2	8.75942e+06
O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2	2.57541e+07
O60885	BRD4_HUMAN	BRD4	Bromodomain-containing protein 4	4.84947e+07
O60888	CUTA_HUMAN	CUTA	Protein CutA	1.2531e+08
O60902	SHOX2_HUMAN	SHOX2	Short stature homeobox protein 2	2.95415e+07
O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1	2.95279e+07
O60934	NBN_HUMAN	NBN	Nibrin	2.43606e+06
O60941	DTNB_HUMAN	DTNB	Dystrobrevin beta	1.0159e+07
O60942	MCE1_HUMAN	RNGTT	mRNA-capping enzyme	1.74341e+06
O75037	KI21B_HUMAN	KIF21B	Kinesin-like protein KIF21B	3.03494e+07
O75083	WDR1_HUMAN	WDR1	WD repeat-containing protein 1	2.22439e+08
O75084	FZD7_HUMAN	FZD7	Frizzled-7	1.77887e+07
O75113	N4BP1_HUMAN	N4BP1	NEDD4-binding protein 1	2.64336e+08
O75116	ROCK2_HUMAN	ROCK2	Rho-associated protein kinase 2	4.95518e+07
O75122	CLAP2_HUMAN	CLASP2	CLIP-associating protein 2	1.08422e+07
O75131	CPNE3_HUMAN	CPNE3	Copine-3	7.28672e+07
O75144	ICOSL_HUMAN	ICOSLG	ICOS ligand	1.73461e+06
O75146	HIP1R_HUMAN	HIP1R	Huntingtin-interacting protein 1-related protein	2.58279e+07
O75147	OBSL1_HUMAN	OBSL1	Obscurin-like protein 1	7.44245e+06
O75150	BRE1B_HUMAN	RNF40	E3 ubiquitin-protein ligase BRE1B	2.08567e+08
O75151	PHF2_HUMAN	PHF2	Lysine-specific demethylase PHF2	1.69931e+07
O75152	ZC11A_HUMAN	ZC3H11A	Zinc finger CCCH domain-containing protein 11A	5.86561e+06
O75153	CLU_HUMAN	CLUH	Clustered mitochondria protein homolog	7.00615e+06
O75155	CAND2_HUMAN	CAND2	Cullin-associated NEDD8-dissociated protein 2	4.05676e+06
O75165	DJC13_HUMAN	DNAJC13	DnaJ homolog subfamily C member 13	1.68056e+08
O75170	PP6R2_HUMAN	PPP6R2	Serine/threonine-protein phosphatase 6 regulatory subunit 2	5.58208e+06
O75175	CNOT3_HUMAN	CNOT3	CCR4-NOT transcription complex subunit 3	1.57097e+07
O75179	ANR17_HUMAN	ANKRD17	Ankyrin repeat domain-containing protein 17	2.49249e+06
O75182	SIN3B_HUMAN	SIN3B	Paired amphipathic helix protein Sin3b	1.04169e+07
O75190	DNJB6_HUMAN	DNAJB6	DnaJ homolog subfamily B member 6	3.47177e+08
O75191	XYLB_HUMAN	XYLB	Xylulose kinase	7.6786e+06
O75208	COQ9_HUMAN	COQ9	Ubiquinone biosynthesis protein COQ9, mitochondrial	1.25956e+07
O75251	NDUS7_HUMAN	NDUFS7	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	2.12225e+07
O75306	NDUS2_HUMAN	NDUFS2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	1.96293e+07
O75312	ZPR1_HUMAN	ZPR1	Zinc finger protein ZPR1	1.23376e+07
O75323	NIPS2_HUMAN	NIPSNAP2	Protein NipSnap homolog 2	3.21726e+07
O75340	PDCD6_HUMAN	PDCD6	Programmed cell death protein 6	7.93754e+07
O75347	TBCA_HUMAN	TBCA	Tubulin-specific chaperone A	8.21949e+07
O75348	VATG1_HUMAN	ATP6V1G1	V-type proton ATPase subunit G 1	3.66626e+07
O75351	VPS4B_HUMAN	VPS4B	Vacuolar protein sorting-associated protein 4B	3.96487e+07
O75367	H2AY_HUMAN	MACROH2A1	Core histone macro-H2A.1	3.84366e+08
O75368	SH3L1_HUMAN	SH3BGRL	Adapter SH3BGRL	1.46915e+08
O75369	FLNB_HUMAN	FLNB	Filamin-B	1.1471e+08
O75376	NCOR1_HUMAN	NCOR1	Nuclear receptor corepressor 1	1.33278e+08
O75380	NDUS6_HUMAN	NDUFS6	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	1.106e+07
O75382	TRIM3_HUMAN	TRIM3	Tripartite motif-containing protein 3	8.59046e+06
O75386	TULP3_HUMAN	TULP3	Tubby-related protein 3	4.7046e+06
O75390	CISY_HUMAN	CS	Citrate synthase, mitochondrial	8.41964e+07
O75391	SPAG7_HUMAN	SPAG7	Sperm-associated antigen 7	4.58891e+06
O75396	SC22B_HUMAN	SEC22B	Vesicle-trafficking protein SEC22b	1.83015e+08
O75400	PR40A_HUMAN	PRPF40A	Pre-mRNA-processing factor 40 homolog A	1.75496e+07
O75410	TACC1_HUMAN	TACC1	Transforming acidic coiled-coil-containing protein 1	1.28391e+07
O75420	GGYF1_HUMAN	GIGYF1	GRB10-interacting GYF protein 1	4.84619e+07
O75431	MTX2_HUMAN	MTX2	Metaxin-2	1.3932e+06
O75436	VP26A_HUMAN	VPS26A	Vacuolar protein sorting-associated protein 26A	7.39364e+07
O75438	NDUB1_HUMAN	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	3.9726e+07
O75439	MPPB_HUMAN	PMPCB	Mitochondrial-processing peptidase subunit beta	1.89352e+07
O75460	ERN1_HUMAN	ERN1	Serine/threonine-protein kinase/endoribonuclease IRE1	2.10032e+07
O75462	CRLF1_HUMAN	CRLF1	Cytokine receptor-like factor 1	3.91869e+06
O75475	PSIP1_HUMAN	PSIP1	PC4 and SFRS1-interacting protein	3.65483e+07
O75477	ERLN1_HUMAN	ERLIN1	Erlin-1	1.7791e+07
O75487	GPC4_HUMAN	GPC4	Glypican-4	3.61318e+07
O75489	NDUS3_HUMAN	NDUFS3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	2.66413e+07
O75494	SRS10_HUMAN	SRSF10	Serine/arginine-rich splicing factor 10	3.34767e+07
O75506	HSBP1_HUMAN	HSBP1	Heat shock factor-binding protein 1	1.70331e+07
O75521	ECI2_HUMAN	ECI2	Enoyl-CoA delta isomerase 2	1.5922e+07
O75525	KHDR3_HUMAN	KHDRBS3	KH domain-containing, RNA-binding, signal transduction-associated protein 3	1.41993e+08
O75531	BAF_HUMAN	BANF1	Barrier-to-autointegration factor	1.43911e+08
O75533	SF3B1_HUMAN	SF3B1	Splicing factor 3B subunit 1	2.09266e+08
O75534	CSDE1_HUMAN	CSDE1	Cold shock domain-containing protein E1	5.25231e+07
O75569	PRKRA_HUMAN	PRKRA	Interferon-inducible double-stranded RNA-dependent protein kinase activator A	3.91792e+07
O75586	MED6_HUMAN	MED6	Mediator of RNA polymerase II transcription subunit 6	1.03541e+06
O75592	MYCB2_HUMAN	MYCBP2	E3 ubiquitin-protein ligase MYCBP2	5.14747e+06
O75608	LYPA1_HUMAN	LYPLA1	Acyl-protein thioesterase 1	3.44237e+07
O75610	LFTY1_HUMAN	LEFTY1	Left-right determination factor 1	9.9003e+06
O75636	FCN3_HUMAN	FCN3	Ficolin-3	4.86476e+06
O75643	U520_HUMAN	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase	5.584e+08
O75663	TIPRL_HUMAN	TIPRL	TIP41-like protein	9.69336e+06
O75676	KS6A4_HUMAN	RPS6KA4	Ribosomal protein S6 kinase alpha-4	7.0776e+06
O75683	SURF6_HUMAN	SURF6	Surfeit locus protein 6	4.98558e+06
O75688	PPM1B_HUMAN	PPM1B	Protein phosphatase 1B	9.21173e+06
O75691	UTP20_HUMAN	UTP20	Small subunit processome component 20 homolog	1.08236e+07
O75694	NU155_HUMAN	NUP155	Nuclear pore complex protein Nup155	2.52141e+07
O75695	XRP2_HUMAN	RP2	Protein XRP2	1.12505e+07
O75715	GPX5_HUMAN	GPX5	Epididymal secretory glutathione peroxidase	2.72921e+08
O75718	CRTAP_HUMAN	CRTAP	Cartilage-associated protein	4.64925e+07
O75746	S2512_HUMAN	SLC25A12	Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial	2.59193e+07
O75781	PALM_HUMAN	PALM	Paralemmin-1	7.08649e+07
O75787	RENR_HUMAN	ATP6AP2	Renin receptor	972254
O75792	RNH2A_HUMAN	RNASEH2A	Ribonuclease H2 subunit A	2.57744e+06
O75821	EIF3G_HUMAN	EIF3G	Eukaryotic translation initiation factor 3 subunit G	7.96767e+07
O75822	EIF3J_HUMAN	EIF3J	Eukaryotic translation initiation factor 3 subunit J	1.73251e+07
O75828	CBR3_HUMAN	CBR3	Carbonyl reductase [NADPH] 3	1.29109e+07
O75832	PSD10_HUMAN	PSMD10	26S proteasome non-ATPase regulatory subunit 10	5.19619e+06
O75843	AP1G2_HUMAN	AP1G2	AP-1 complex subunit gamma-like 2	6.32857e+06
O75844	FACE1_HUMAN	ZMPSTE24	CAAX prenyl protease 1 homolog	7.5527e+06
O75874	IDHC_HUMAN	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	1.2014e+08
O75879	GATB_HUMAN	GATB	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial	1.22081e+07
O75882	ATRN_HUMAN	ATRN	Attractin	3.63899e+06
O75886	STAM2_HUMAN	STAM2	Signal transducing adapter molecule 2	5.97938e+06
O75891	AL1L1_HUMAN	ALDH1L1	Cytosolic 10-formyltetrahydrofolate dehydrogenase	1.01804e+07
O75909	CCNK_HUMAN	CCNK	Cyclin-K	2.53199e+06
O75915	PRAF3_HUMAN	ARL6IP5	PRA1 family protein 3	6.82413e+07
O75923	DYSF_HUMAN	DYSF	Dysferlin	1.72514e+07
O75934	SPF27_HUMAN	BCAS2	Pre-mRNA-splicing factor SPF27	1.63889e+07
O75935	DCTN3_HUMAN	DCTN3	Dynactin subunit 3	1.39497e+07
O75937	DNJC8_HUMAN	DNAJC8	DnaJ homolog subfamily C member 8	1.53044e+07
O75940	SPF30_HUMAN	SMNDC1	Survival of motor neuron-related-splicing factor 30	3.3132e+06
O75947	ATP5H_HUMAN	ATP5PD	ATP synthase subunit d, mitochondrial	1.36802e+08
O75954	TSN9_HUMAN	TSPAN9	Tetraspanin-9	5.93121e+06
O75955	FLOT1_HUMAN	FLOT1	Flotillin-1	3.8419e+07
O75962	TRIO_HUMAN	TRIO	Triple functional domain protein	1.49666e+07
O75964	ATP5L_HUMAN	ATP5MG	ATP synthase subunit g, mitochondrial	2.83934e+07
O76003	GLRX3_HUMAN	GLRX3	Glutaredoxin-3	1.54204e+07
O76011	KRT34_HUMAN	KRT34	Keratin, type I cuticular Ha4	1.66951e+07
O76021	RL1D1_HUMAN	RSL1D1	Ribosomal L1 domain-containing protein 1	2.24381e+07
O76024	WFS1_HUMAN	WFS1	Wolframin	2.04089e+07
O76031	CLPX_HUMAN	CLPX	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	5.47624e+06
O76062	ERG24_HUMAN	TM7SF2	Delta(14)-sterol reductase TM7SF2	8.01845e+06
O76071	CIAO1_HUMAN	CIAO1	Probable cytosolic iron-sulfur protein assembly protein CIAO1	7.16877e+06
O76074	PDE5A_HUMAN	PDE5A	cGMP-specific 3',5'-cyclic phosphodiesterase	1.33039e+07
O76094	SRP72_HUMAN	SRP72	Signal recognition particle subunit SRP72	2.95472e+07
O94760	DDAH1_HUMAN	DDAH1	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	1.1336e+08
O94766	B3GA3_HUMAN	B3GAT3	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3	6.41477e+06
O94769	ECM2_HUMAN	ECM2	Extracellular matrix protein 2	2.22172e+08
O94776	MTA2_HUMAN	MTA2	Metastasis-associated protein MTA2	2.94809e+07
O94788	AL1A2_HUMAN	ALDH1A2	Retinal dehydrogenase 2	1.64376e+08
O94804	STK10_HUMAN	STK10	Serine/threonine-protein kinase 10	1.21336e+07
O94811	TPPP_HUMAN	TPPP	Tubulin polymerization-promoting protein	7.6014e+06
O94819	KBTBB_HUMAN	KBTBD11	Kelch repeat and BTB domain-containing protein 11	1.14866e+07
O94822	LTN1_HUMAN	LTN1	E3 ubiquitin-protein ligase listerin	8.00924e+06
O94826	TOM70_HUMAN	TOMM70	Mitochondrial import receptor subunit TOM70	3.05555e+07
O94832	MYO1D_HUMAN	MYO1D	Unconventional myosin-Id	5.37179e+07
O94850	DEND_HUMAN	DDN	Dendrin	1.28969e+09
O94855	SC24D_HUMAN	SEC24D	Protein transport protein Sec24D	4.34253e+07
O94868	FCSD2_HUMAN	FCHSD2	F-BAR and double SH3 domains protein 2	2.85892e+06
O94874	UFL1_HUMAN	UFL1	E3 UFM1-protein ligase 1	3.31181e+07
O94875	SRBS2_HUMAN	SORBS2	Sorbin and SH3 domain-containing protein 2	6.17359e+06
O94886	CSCL1_HUMAN	TMEM63A	CSC1-like protein 1	2.52108e+08
O94888	UBXN7_HUMAN	UBXN7	UBX domain-containing protein 7	7.25238e+06
O94901	SUN1_HUMAN	SUN1	SUN domain-containing protein 1	5.28328e+06
O94903	PLPHP_HUMAN	PLPBP	Pyridoxal phosphate homeostasis protein	1.85121e+07
O94905	ERLN2_HUMAN	ERLIN2	Erlin-2	5.66895e+07
O94906	PRP6_HUMAN	PRPF6	Pre-mRNA-processing factor 6	1.99449e+07
O94913	PCF11_HUMAN	PCF11	Pre-mRNA cleavage complex 2 protein Pcf11	3.3988e+06
O94919	ENDD1_HUMAN	ENDOD1	Endonuclease domain-containing 1 protein	2.38109e+07
O94925	GLSK_HUMAN	GLS	Glutaminase kidney isoform, mitochondrial	5.78795e+06
O94964	SOGA1_HUMAN	SOGA1	Protein SOGA1	1.75733e+06
O94966	UBP19_HUMAN	USP19	Ubiquitin carboxyl-terminal hydrolase 19	2.43282e+07
O94973	AP2A2_HUMAN	AP2A2	AP-2 complex subunit alpha-2	5.56227e+07
O94979	SC31A_HUMAN	SEC31A	Protein transport protein Sec31A	1.04639e+08
O94992	HEXI1_HUMAN	HEXIM1	Protein HEXIM1	8.52362e+07
O95071	UBR5_HUMAN	UBR5	E3 ubiquitin-protein ligase UBR5	2.411e+06
O95104	SCAF4_HUMAN	SCAF4	SR-related and CTD-associated factor 4	7.7551e+06
O95140	MFN2_HUMAN	MFN2	Mitofusin-2	4.17364e+07
O95155	UBE4B_HUMAN	UBE4B	Ubiquitin conjugation factor E4 B	2.91469e+06
O95163	ELP1_HUMAN	ELP1	Elongator complex protein 1	1.07042e+07
O95168	NDUB4_HUMAN	NDUFB4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	3.4752e+07
O95169	NDUB8_HUMAN	NDUFB8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	1.03082e+07
O95178	NDUB2_HUMAN	NDUFB2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial	4.12122e+06
O95183	VAMP5_HUMAN	VAMP5	Vesicle-associated membrane protein 5	9.83396e+06
O95197	RTN3_HUMAN	RTN3	Reticulon-3	8.6981e+06
O95202	LETM1_HUMAN	LETM1	Mitochondrial proton/calcium exchanger protein	1.79754e+07
O95210	STBD1_HUMAN	STBD1	Starch-binding domain-containing protein 1	3.49731e+06
O95218	ZRAB2_HUMAN	ZRANB2	Zinc finger Ran-binding domain-containing protein 2	5.62135e+06
O95219	SNX4_HUMAN	SNX4	Sorting nexin-4	2.5088e+07
O95232	LC7L3_HUMAN	LUC7L3	Luc7-like protein 3	2.18059e+07
O95248	MTMR5_HUMAN	SBF1	Myotubularin-related protein 5	1.94469e+07
O95249	GOSR1_HUMAN	GOSR1	Golgi SNAP receptor complex member 1	1.9332e+06
O95251	KAT7_HUMAN	KAT7	Histone acetyltransferase KAT7	1.06141e+08
O95292	VAPB_HUMAN	VAPB	Vesicle-associated membrane protein-associated protein B/C	2.95932e+07
O95295	SNAPN_HUMAN	SNAPIN	SNARE-associated protein Snapin	1.69457e+07
O95297	MPZL1_HUMAN	MPZL1	Myelin protein zero-like protein 1	8.20071e+06
O95299	NDUAA_HUMAN	NDUFA10	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	2.10698e+07
O95302	FKBP9_HUMAN	FKBP9	Peptidyl-prolyl cis-trans isomerase FKBP9	2.70634e+07
O95319	CELF2_HUMAN	CELF2	CUGBP Elav-like family member 2	8.45394e+06
O95336	6PGL_HUMAN	PGLS	6-phosphogluconolactonase	1.37661e+08
O95340	PAPS2_HUMAN	PAPSS2	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2	1.35093e+07
O95352	ATG7_HUMAN	ATG7	Ubiquitin-like modifier-activating enzyme ATG7	9.43093e+06
O95363	SYFM_HUMAN	FARS2	Phenylalanine--tRNA ligase, mitochondrial	8.40729e+06
O95372	LYPA2_HUMAN	LYPLA2	Acyl-protein thioesterase 2	1.62536e+07
O95373	IPO7_HUMAN	IPO7	Importin-7	1.7558e+08
O95394	AGM1_HUMAN	PGM3	Phosphoacetylglucosamine mutase	2.45345e+07
O95396	MOCS3_HUMAN	MOCS3	Adenylyltransferase and sulfurtransferase MOCS3	1.00242e+07
O95400	CD2B2_HUMAN	CD2BP2	CD2 antigen cytoplasmic tail-binding protein 2	3.20387e+07
O95425	SVIL_HUMAN	SVIL	Supervillin	3.89065e+07
O95428	PPN_HUMAN	PAPLN	Papilin	2.03525e+07
O95433	AHSA1_HUMAN	AHSA1	Activator of 90 kDa heat shock protein ATPase homolog 1	7.56712e+07
O95445	APOM_HUMAN	APOM	Apolipoprotein M	1.10563e+07
O95453	PARN_HUMAN	PARN	Poly(A)-specific ribonuclease PARN	4.9064e+07
O95456	PSMG1_HUMAN	PSMG1	Proteasome assembly chaperone 1	1.02073e+07
O95466	FMNL1_HUMAN	FMNL1	Formin-like protein 1	9.72325e+06
O95470	SGPL1_HUMAN	SGPL1	Sphingosine-1-phosphate lyase 1	8.6184e+06
O95479	G6PE_HUMAN	H6PD	GDH/6PGL endoplasmic bifunctional protein	4.88656e+07
O95486	SC24A_HUMAN	SEC24A	Protein transport protein Sec24A	7.06143e+06
O95487	SC24B_HUMAN	SEC24B	Protein transport protein Sec24B	1.03278e+07
O95497	VNN1_HUMAN	VNN1	Pantetheinase	4.34911e+08
O95571	ETHE1_HUMAN	ETHE1	Persulfide dioxygenase ETHE1, mitochondrial	4.79119e+07
O95573	ACSL3_HUMAN	ACSL3	Fatty acid CoA ligase Acsl3	2.506e+07
O95602	RPA1_HUMAN	POLR1A	DNA-directed RNA polymerase I subunit RPA1	2.03818e+06
O95613	PCNT_HUMAN	PCNT	Pericentrin	1.22831e+06
O95630	STABP_HUMAN	STAMBP	STAM-binding protein	7.6108e+06
O95644	NFAC1_HUMAN	NFATC1	Nuclear factor of activated T-cells, cytoplasmic 1	1.34929e+07
O95671	ASML_HUMAN	ASMTL	Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein	1.21969e+07
O95672	ECEL1_HUMAN	ECEL1	Endothelin-converting enzyme-like 1	4.08784e+06
O95674	CDS2_HUMAN	CDS2	Phosphatidate cytidylyltransferase 2	8.12442e+06
O95685	PPR3D_HUMAN	PPP1R3D	Protein phosphatase 1 regulatory subunit 3D	2.50377e+06
O95696	BRD1_HUMAN	BRD1	Bromodomain-containing protein 1	4.338e+06
O95707	RPP29_HUMAN	POP4	Ribonuclease P protein subunit p29	2.43165e+06
