Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20200928yuanch_Connie_TCPA_60minDIA_b1-8.mzML
O43747	AP1G1_HUMAN	AP1G1	AP-1 complex subunit gamma-1	7.37099e+07
O43752	STX6_HUMAN	STX6	Syntaxin-6	1.02757e+06
O43759	SNG1_HUMAN	SYNGR1	Synaptogyrin-1	2.75982e+06
O43760	SNG2_HUMAN	SYNGR2	Synaptogyrin-2	1.23379e+07
O43765	SGTA_HUMAN	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	3.18215e+07
O43768	ENSA_HUMAN	ENSA	Alpha-endosulfine	1.01927e+07
O43772	MCAT_HUMAN	SLC25A20	Mitochondrial carnitine/acylcarnitine carrier protein	2.56439e+07
O43776	SYNC_HUMAN	NARS1	Asparagine--tRNA ligase, cytoplasmic	6.62915e+07
O43795	MYO1B_HUMAN	MYO1B	Unconventional myosin-Ib	4.04101e+07
O43809	CPSF5_HUMAN	NUDT21	Cleavage and polyadenylation specificity factor subunit 5	3.83222e+07
O43813	LANC1_HUMAN	LANCL1	Glutathione S-transferase LANCL1	4.67315e+07
O43815	STRN_HUMAN	STRN	Striatin	1.18477e+07
O43818	U3IP2_HUMAN	RRP9	U3 small nucleolar RNA-interacting protein 2	5.48295e+06
O43824	GTPB6_HUMAN	GTPBP6	Putative GTP-binding protein 6	2.78411e+06
O43837	IDH3B_HUMAN	IDH3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	3.002e+07
O43847	NRDC_HUMAN	NRDC	Nardilysin	8.79876e+08
O43852	CALU_HUMAN	CALU	Calumenin	4.80366e+07
O43865	SAHH2_HUMAN	AHCYL1	S-adenosylhomocysteine hydrolase-like protein 1	8.83236e+07
O43903	GAS2_HUMAN	GAS2	Growth arrest-specific protein 2	2.09405e+06
O43920	NDUS5_HUMAN	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	1.33402e+07
O43924	PDE6D_HUMAN	PDE6D	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	3.84093e+06
O43933	PEX1_HUMAN	PEX1	Peroxisomal ATPase PEX1	3.63918e+07
O60216	RAD21_HUMAN	RAD21	Double-strand-break repair protein rad21 homolog	2.71192e+07
O60218	AK1BA_HUMAN	AKR1B10	Aldo-keto reductase family 1 member B10	8.51826e+06
O60220	TIM8A_HUMAN	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A	3.52349e+07
O60231	DHX16_HUMAN	DHX16	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	4.60628e+06
O60232	ZNRD2_HUMAN	ZNRD2	Protein ZNRD2	2.22558e+07
O60234	GMFG_HUMAN	GMFG	Glia maturation factor gamma	1.12192e+07
O60237	MYPT2_HUMAN	PPP1R12B	Protein phosphatase 1 regulatory subunit 12B	9.40026e+06
O60240	PLIN1_HUMAN	PLIN1	Perilipin-1	3.1163e+07
O60244	MED14_HUMAN	MED14	Mediator of RNA polymerase II transcription subunit 14	4.20715e+06
O60256	KPRB_HUMAN	PRPSAP2	Phosphoribosyl pyrophosphate synthase-associated protein 2	2.03048e+07
O60262	GBG7_HUMAN	GNG7	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7	6.69125e+06
O60264	SMCA5_HUMAN	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	1.05578e+07
O60271	JIP4_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	2.20439e+07
O60303	KATIP_HUMAN	KATNIP	Katanin-interacting protein	6.60238e+07
O60306	AQR_HUMAN	AQR	RNA helicase aquarius	1.05453e+07
O60307	MAST3_HUMAN	MAST3	Microtubule-associated serine/threonine-protein kinase 3	3.72938e+06
O60313	OPA1_HUMAN	OPA1	Dynamin-like 120 kDa protein, mitochondrial	1.43474e+07
O60336	MABP1_HUMAN	MAPKBP1	Mitogen-activated protein kinase-binding protein 1	1.37803e+07
O60341	KDM1A_HUMAN	KDM1A	Lysine-specific histone demethylase 1A	1.92699e+07
O60343	TBCD4_HUMAN	TBC1D4	TBC1 domain family member 4	8.45166e+06
O60346	PHLP1_HUMAN	PHLPP1	PH domain leucine-rich repeat-containing protein phosphatase 1	5.17423e+06
O60437	PEPL_HUMAN	PPL	Periplakin	2.52233e+08
O60443	GSDME_HUMAN	GSDME	Gasdermin-E	7.25565e+06
O60476	MA1A2_HUMAN	MAN1A2	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB	1.31981e+07
O60493	SNX3_HUMAN	SNX3	Sorting nexin-3	3.06522e+07
O60499	STX10_HUMAN	STX10	Syntaxin-10	6.21725e+07
O60502	OGA_HUMAN	OGA	Protein O-GlcNAcase	2.00658e+07
O60504	VINEX_HUMAN	SORBS3	Vinexin	2.79113e+07
O60506	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	1.58031e+08
O60508	PRP17_HUMAN	CDC40	Pre-mRNA-processing factor 17	2.61834e+06
O60524	NEMF_HUMAN	NEMF	Ribosome quality control complex subunit NEMF	1.24598e+07
O60547	GMDS_HUMAN	GMDS	GDP-mannose 4,6 dehydratase	7.21785e+07
O60568	PLOD3_HUMAN	PLOD3	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	2.08383e+07
O60573	IF4E2_HUMAN	EIF4E2	Eukaryotic translation initiation factor 4E type 2	1.20291e+07
O60610	DIAP1_HUMAN	DIAPH1	Protein diaphanous homolog 1	1.56449e+07
O60613	SEP15_HUMAN	SELENOF	Selenoprotein F	9.02882e+06
O60645	EXOC3_HUMAN	EXOC3	Exocyst complex component 3	1.0589e+07
O60664	PLIN3_HUMAN	PLIN3	Perilipin-3	7.18137e+07
O60669	MOT2_HUMAN	SLC16A7	Monocarboxylate transporter 2	7.83862e+06
O60678	ANM3_HUMAN	PRMT3	Protein arginine N-methyltransferase 3	2.34853e+08
O60684	IMA7_HUMAN	KPNA6	Importin subunit alpha-7	1.48132e+07
O60687	SRPX2_HUMAN	SRPX2	Sushi repeat-containing protein SRPX2	2.50925e+06
O60701	UGDH_HUMAN	UGDH	UDP-glucose 6-dehydrogenase	1.03759e+08
O60704	TPST2_HUMAN	TPST2	Protein-tyrosine sulfotransferase 2	8.96331e+07
O60716	CTND1_HUMAN	CTNND1	Catenin delta-1	6.57113e+07
O60749	SNX2_HUMAN	SNX2	Sorting nexin-2	4.2184e+07
O60762	DPM1_HUMAN	DPM1	Dolichol-phosphate mannosyltransferase subunit 1	4.69184e+07
O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	9.88834e+07
O60774	FMO6_HUMAN	FMO6P	Putative dimethylaniline monooxygenase [N-oxide-forming] 6	1.91968e+07
O60783	RT14_HUMAN	MRPS14	Small ribosomal subunit protein uS14m	1.67739e+07
O60784	TOM1_HUMAN	TOM1	Target of Myb1 membrane trafficking protein	1.18303e+07
O60825	F262_HUMAN	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2	6.63984e+07
O60826	CCD22_HUMAN	CCDC22	Coiled-coil domain-containing protein 22	1.86054e+07
O60831	PRAF2_HUMAN	PRAF2	PRA1 family protein 2	1.54307e+07
O60832	DKC1_HUMAN	DKC1	H/ACA ribonucleoprotein complex subunit DKC1	2.51113e+07
O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B	3.66709e+07
O60861	GAS7_HUMAN	GAS7	Growth arrest-specific protein 7	2.34303e+06
O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1	3.56859e+07
O60879	DIAP2_HUMAN	DIAPH2	Protein diaphanous homolog 2	3.41669e+07
O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2	2.70983e+07
O60885	BRD4_HUMAN	BRD4	Bromodomain-containing protein 4	1.08812e+06
O60888	CUTA_HUMAN	CUTA	Protein CutA	7.51791e+07
O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1	2.57495e+07
O60927	PP1RB_HUMAN	PPP1R11	E3 ubiquitin-protein ligase PPP1R11	2.33945e+06
O60934	NBN_HUMAN	NBN	Nibrin	1.02429e+07
O60936	NOL3_HUMAN	NOL3	Nucleolar protein 3	4.17598e+06
O60941	DTNB_HUMAN	DTNB	Dystrobrevin beta	4.80283e+06
O75027	ABCB7_HUMAN	ABCB7	Iron-sulfur clusters transporter ABCB7, mitochondrial	6.52448e+06
O75051	PLXA2_HUMAN	PLXNA2	Plexin-A2	2.94228e+06
O75083	WDR1_HUMAN	WDR1	WD repeat-containing protein 1	9.17305e+07
O75110	ATP9A_HUMAN	ATP9A	Probable phospholipid-transporting ATPase IIA	4.75912e+06
O75112	LDB3_HUMAN	LDB3	LIM domain-binding protein 3	1.40554e+07
O75113	N4BP1_HUMAN	N4BP1	NEDD4-binding protein 1	6.50534e+07
O75116	ROCK2_HUMAN	ROCK2	Rho-associated protein kinase 2	1.69811e+07
O75122	CLAP2_HUMAN	CLASP2	CLIP-associating protein 2	7.00719e+06
O75131	CPNE3_HUMAN	CPNE3	Copine-3	6.38491e+07
O75146	HIP1R_HUMAN	HIP1R	Huntingtin-interacting protein 1-related protein	1.64639e+07
O75150	BRE1B_HUMAN	RNF40	E3 ubiquitin-protein ligase BRE1B	4.24925e+06
O75152	ZC11A_HUMAN	ZC3H11A	Zinc finger CCCH domain-containing protein 11A	1.96952e+06
O75153	CLU_HUMAN	CLUH	Clustered mitochondria protein homolog	1.19202e+07
O75165	DJC13_HUMAN	DNAJC13	DnaJ homolog subfamily C member 13	1.07062e+07
O75170	PP6R2_HUMAN	PPP6R2	Serine/threonine-protein phosphatase 6 regulatory subunit 2	8.38325e+06
O75175	CNOT3_HUMAN	CNOT3	CCR4-NOT transcription complex subunit 3	1.18946e+07
O75190	DNJB6_HUMAN	DNAJB6	DnaJ homolog subfamily B member 6	2.12996e+08
O75208	COQ9_HUMAN	COQ9	Ubiquinone biosynthesis protein COQ9, mitochondrial	2.83155e+07
O75223	GGCT_HUMAN	GGCT	Gamma-glutamylcyclotransferase	4.97395e+06
O75251	NDUS7_HUMAN	NDUFS7	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	2.53358e+07
O75306	NDUS2_HUMAN	NDUFS2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	4.45147e+07
O75312	ZPR1_HUMAN	ZPR1	Zinc finger protein ZPR1	6.59939e+06
O75323	NIPS2_HUMAN	NIPSNAP2	Protein NipSnap homolog 2	1.20647e+08
O75339	CILP1_HUMAN	CILP	Cartilage intermediate layer protein 1	1.87015e+07
O75340	PDCD6_HUMAN	PDCD6	Programmed cell death protein 6	5.9555e+07
O75347	TBCA_HUMAN	TBCA	Tubulin-specific chaperone A	6.07713e+07
O75348	VATG1_HUMAN	ATP6V1G1	V-type proton ATPase subunit G 1	4.09878e+07
O75351	VPS4B_HUMAN	VPS4B	Vacuolar protein sorting-associated protein 4B	4.29837e+07
O75352	MPU1_HUMAN	MPDU1	Mannose-P-dolichol utilization defect 1 protein	1.20261e+06
O75355	ENTP3_HUMAN	ENTPD3	Ectonucleoside triphosphate diphosphohydrolase 3	7.84666e+06
O75367	H2AY_HUMAN	MACROH2A1	Core histone macro-H2A.1	1.77403e+08
O75368	SH3L1_HUMAN	SH3BGRL	Adapter SH3BGRL	8.54098e+07
O75369	FLNB_HUMAN	FLNB	Filamin-B	6.0657e+07
O75380	NDUS6_HUMAN	NDUFS6	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	453188
O75387	LAT3_HUMAN	SLC43A1	Large neutral amino acids transporter small subunit 3	9.79346e+06
O75390	CISY_HUMAN	CS	Citrate synthase, mitochondrial	1.53515e+08
O75391	SPAG7_HUMAN	SPAG7	Sperm-associated antigen 7	2.59768e+06
O75396	SC22B_HUMAN	SEC22B	Vesicle-trafficking protein SEC22b	2.58356e+08
O75400	PR40A_HUMAN	PRPF40A	Pre-mRNA-processing factor 40 homolog A	3.43849e+07
O75410	TACC1_HUMAN	TACC1	Transforming acidic coiled-coil-containing protein 1	1.11469e+07
O75431	MTX2_HUMAN	MTX2	Metaxin-2	1.55928e+07
O75436	VP26A_HUMAN	VPS26A	Vacuolar protein sorting-associated protein 26A	7.39058e+07
O75438	NDUB1_HUMAN	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	7.11929e+07
O75439	MPPB_HUMAN	PMPCB	Mitochondrial-processing peptidase subunit beta	1.32393e+07
O75452	RDH16_HUMAN	RDH16	Retinol dehydrogenase 16	1.19698e+07
O75475	PSIP1_HUMAN	PSIP1	PC4 and SFRS1-interacting protein	8.31024e+06
O75477	ERLN1_HUMAN	ERLIN1	Erlin-1	6.12086e+06
O75489	NDUS3_HUMAN	NDUFS3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	1.12156e+08
O75494	SRS10_HUMAN	SRSF10	Serine/arginine-rich splicing factor 10	4.00784e+07
O75506	HSBP1_HUMAN	HSBP1	Heat shock factor-binding protein 1	2.60785e+07
O75521	ECI2_HUMAN	ECI2	Enoyl-CoA delta isomerase 2	2.77999e+07
O75531	BAF_HUMAN	BANF1	Barrier-to-autointegration factor	5.77057e+07
O75533	SF3B1_HUMAN	SF3B1	Splicing factor 3B subunit 1	2.50502e+07
O75534	CSDE1_HUMAN	CSDE1	Cold shock domain-containing protein E1	1.7012e+07
O75569	PRKRA_HUMAN	PRKRA	Interferon-inducible double-stranded RNA-dependent protein kinase activator A	1.57076e+07
O75586	MED6_HUMAN	MED6	Mediator of RNA polymerase II transcription subunit 6	538388
O75592	MYCB2_HUMAN	MYCBP2	E3 ubiquitin-protein ligase MYCBP2	1.09838e+07
O75600	KBL_HUMAN	GCAT	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial	3.98812e+07
O75608	LYPA1_HUMAN	LYPLA1	Acyl-protein thioesterase 1	2.68925e+07
O75643	U520_HUMAN	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase	3.11237e+07
O75648	MTU1_HUMAN	TRMU	Mitochondrial tRNA-specific 2-thiouridylase 1	5.89807e+06
O75663	TIPRL_HUMAN	TIPRL	TIP41-like protein	6.79377e+06
O75674	TM1L1_HUMAN	TOM1L1	TOM1-like protein 1	5.50352e+06
O75676	KS6A4_HUMAN	RPS6KA4	Ribosomal protein S6 kinase alpha-4	2.09568e+06
O75688	PPM1B_HUMAN	PPM1B	Protein phosphatase 1B	2.55893e+07
O75691	UTP20_HUMAN	UTP20	Small subunit processome component 20 homolog	4.3102e+06
O75694	NU155_HUMAN	NUP155	Nuclear pore complex protein Nup155	4.19389e+07
O75695	XRP2_HUMAN	RP2	Protein XRP2	4.64322e+06
O75715	GPX5_HUMAN	GPX5	Epididymal secretory glutathione peroxidase	1.51286e+08
O75746	S2512_HUMAN	SLC25A12	Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial	1.70413e+07
O75764	TCEA3_HUMAN	TCEA3	Transcription elongation factor A protein 3	1.99109e+07
O75781	PALM_HUMAN	PALM	Paralemmin-1	7.72534e+07
O75821	EIF3G_HUMAN	EIF3G	Eukaryotic translation initiation factor 3 subunit G	5.49042e+07
O75822	EIF3J_HUMAN	EIF3J	Eukaryotic translation initiation factor 3 subunit J	5.26426e+07
O75828	CBR3_HUMAN	CBR3	Carbonyl reductase [NADPH] 3	5.06367e+06
O75830	SPI2_HUMAN	SERPINI2	Serpin I2	8.40357e+07
O75832	PSD10_HUMAN	PSMD10	26S proteasome non-ATPase regulatory subunit 10	3.5227e+06
O75843	AP1G2_HUMAN	AP1G2	AP-1 complex subunit gamma-like 2	2.79255e+06
O75844	FACE1_HUMAN	ZMPSTE24	CAAX prenyl protease 1 homolog	1.01592e+07
O75874	IDHC_HUMAN	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	1.51011e+08
O75881	CP7B1_HUMAN	CYP7B1	Cytochrome P450 7B1	3.91185e+06
O75882	ATRN_HUMAN	ATRN	Attractin	1.76275e+07
O75884	RBBP9_HUMAN	RBBP9	Serine hydrolase RBBP9	1.866e+07
O75886	STAM2_HUMAN	STAM2	Signal transducing adapter molecule 2	7.03164e+06
O75891	AL1L1_HUMAN	ALDH1L1	Cytosolic 10-formyltetrahydrofolate dehydrogenase	2.55273e+08
O75915	PRAF3_HUMAN	ARL6IP5	PRA1 family protein 3	9.22502e+07
O75923	DYSF_HUMAN	DYSF	Dysferlin	6.97092e+06
O75934	SPF27_HUMAN	BCAS2	Pre-mRNA-splicing factor SPF27	9.11887e+06
O75935	DCTN3_HUMAN	DCTN3	Dynactin subunit 3	1.57866e+07
O75937	DNJC8_HUMAN	DNAJC8	DnaJ homolog subfamily C member 8	8.19402e+06
O75947	ATP5H_HUMAN	ATP5PD	ATP synthase subunit d, mitochondrial	1.00083e+08
O75955	FLOT1_HUMAN	FLOT1	Flotillin-1	2.81707e+07
O75962	TRIO_HUMAN	TRIO	Triple functional domain protein	1.65854e+07
O75964	ATP5L_HUMAN	ATP5MG	ATP synthase subunit g, mitochondrial	2.13649e+07
O75970	MPDZ_HUMAN	MPDZ	Multiple PDZ domain protein	1.08658e+08
O75976	CBPD_HUMAN	CPD	Carboxypeptidase D	1.68569e+07
O76003	GLRX3_HUMAN	GLRX3	Glutaredoxin-3	1.33931e+07
O76015	KRT38_HUMAN	KRT38	Keratin, type I cuticular Ha8	1.15545e+08
O76021	RL1D1_HUMAN	RSL1D1	Ribosomal L1 domain-containing protein 1	1.31611e+07
O76024	WFS1_HUMAN	WFS1	Wolframin	4.65094e+06
O76027	ANXA9_HUMAN	ANXA9	Annexin A9	2.94096e+06
O76031	CLPX_HUMAN	CLPX	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	1.03802e+07
O76038	SEGN_HUMAN	SCGN	Secretagogin	1.3064e+07
O76041	NEBL_HUMAN	NEBL	Nebulette	4.99163e+06
O76054	S14L2_HUMAN	SEC14L2	SEC14-like protein 2	8.45337e+06
O76062	ERG24_HUMAN	TM7SF2	Delta(14)-sterol reductase TM7SF2	2.86202e+06
O76070	SYUG_HUMAN	SNCG	Gamma-synuclein	2.75888e+07
O76074	PDE5A_HUMAN	PDE5A	cGMP-specific 3',5'-cyclic phosphodiesterase	3.99044e+06
O76094	SRP72_HUMAN	SRP72	Signal recognition particle subunit SRP72	5.06654e+07
O94760	DDAH1_HUMAN	DDAH1	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	9.4025e+07
O94776	MTA2_HUMAN	MTA2	Metastasis-associated protein MTA2	2.05634e+07
O94788	AL1A2_HUMAN	ALDH1A2	Retinal dehydrogenase 2	1.78084e+07
O94804	STK10_HUMAN	STK10	Serine/threonine-protein kinase 10	2.10729e+07
O94811	TPPP_HUMAN	TPPP	Tubulin polymerization-promoting protein	8.89376e+06
O94819	KBTBB_HUMAN	KBTBD11	Kelch repeat and BTB domain-containing protein 11	1.00299e+07
O94822	LTN1_HUMAN	LTN1	E3 ubiquitin-protein ligase listerin	7.55244e+06
O94826	TOM70_HUMAN	TOMM70	Mitochondrial import receptor subunit TOM70	2.82675e+07
O94832	MYO1D_HUMAN	MYO1D	Unconventional myosin-Id	5.34715e+07
O94842	TOX4_HUMAN	TOX4	TOX high mobility group box family member 4	5.93225e+06
O94850	DEND_HUMAN	DDN	Dendrin	7.29137e+08
O94855	SC24D_HUMAN	SEC24D	Protein transport protein Sec24D	5.04288e+07
O94874	UFL1_HUMAN	UFL1	E3 UFM1-protein ligase 1	9.80718e+07
O94875	SRBS2_HUMAN	SORBS2	Sorbin and SH3 domain-containing protein 2	2.00069e+08
O94886	CSCL1_HUMAN	TMEM63A	CSC1-like protein 1	5.76517e+07
O94887	FARP2_HUMAN	FARP2	FERM, ARHGEF and pleckstrin domain-containing protein 2	2.5915e+08
O94888	UBXN7_HUMAN	UBXN7	UBX domain-containing protein 7	2.70664e+06
O94901	SUN1_HUMAN	SUN1	SUN domain-containing protein 1	1.33915e+07
O94903	PLPHP_HUMAN	PLPBP	Pyridoxal phosphate homeostasis protein	5.298e+07
O94905	ERLN2_HUMAN	ERLIN2	Erlin-2	2.74887e+07
O94906	PRP6_HUMAN	PRPF6	Pre-mRNA-processing factor 6	2.02613e+07
O94911	ABCA8_HUMAN	ABCA8	ABC-type organic anion transporter ABCA8	9.19658e+06
O94919	ENDD1_HUMAN	ENDOD1	Endonuclease domain-containing 1 protein	1.64045e+07
O94921	CDK14_HUMAN	CDK14	Cyclin-dependent kinase 14	1.05796e+07
O94925	GLSK_HUMAN	GLS	Glutaminase kidney isoform, mitochondrial	5.6138e+07
O94966	UBP19_HUMAN	USP19	Ubiquitin carboxyl-terminal hydrolase 19	2.44342e+06
O94973	AP2A2_HUMAN	AP2A2	AP-2 complex subunit alpha-2	3.71946e+07
O94979	SC31A_HUMAN	SEC31A	Protein transport protein Sec31A	1.27873e+08
O94992	HEXI1_HUMAN	HEXIM1	Protein HEXIM1	6.37255e+07
O95049	ZO3_HUMAN	TJP3	Tight junction protein ZO-3	1.41677e+07
O95071	UBR5_HUMAN	UBR5	E3 ubiquitin-protein ligase UBR5	8.24873e+06
O95104	SCAF4_HUMAN	SCAF4	SR-related and CTD-associated factor 4	3.68755e+06
O95139	NDUB6_HUMAN	NDUFB6	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6	1.79166e+07
O95140	MFN2_HUMAN	MFN2	Mitofusin-2	1.3524e+07
O95154	ARK73_HUMAN	AKR7A3	Aflatoxin B1 aldehyde reductase member 3	1.8639e+08
O95155	UBE4B_HUMAN	UBE4B	Ubiquitin conjugation factor E4 B	2.50981e+07
O95163	ELP1_HUMAN	ELP1	Elongator complex protein 1	7.04343e+06
O95168	NDUB4_HUMAN	NDUFB4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	6.9774e+07
O95169	NDUB8_HUMAN	NDUFB8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	2.49221e+07
O95178	NDUB2_HUMAN	NDUFB2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial	4.67931e+06
O95182	NDUA7_HUMAN	NDUFA7	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	1.02585e+07
O95183	VAMP5_HUMAN	VAMP5	Vesicle-associated membrane protein 5	2.52443e+06
O95197	RTN3_HUMAN	RTN3	Reticulon-3	2.10372e+07
O95202	LETM1_HUMAN	LETM1	Mitochondrial proton/calcium exchanger protein	1.97402e+07
O95218	ZRAB2_HUMAN	ZRANB2	Zinc finger Ran-binding domain-containing protein 2	5.87496e+06
O95219	SNX4_HUMAN	SNX4	Sorting nexin-4	1.23937e+07
O95232	LC7L3_HUMAN	LUC7L3	Luc7-like protein 3	1.47156e+07
O95248	MTMR5_HUMAN	SBF1	Myotubularin-related protein 5	7.16585e+06
O95249	GOSR1_HUMAN	GOSR1	Golgi SNAP receptor complex member 1	9.51967e+06
O95251	KAT7_HUMAN	KAT7	Histone acetyltransferase KAT7	5.84001e+07
O95292	VAPB_HUMAN	VAPB	Vesicle-associated membrane protein-associated protein B/C	4.09904e+07
O95295	SNAPN_HUMAN	SNAPIN	SNARE-associated protein Snapin	2.21343e+07
O95298	NDUC2_HUMAN	NDUFC2	NADH dehydrogenase [ubiquinone] 1 subunit C2	3.02821e+07
O95299	NDUAA_HUMAN	NDUFA10	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	7.05903e+07
O95302	FKBP9_HUMAN	FKBP9	Peptidyl-prolyl cis-trans isomerase FKBP9	2.11026e+07
O95319	CELF2_HUMAN	CELF2	CUGBP Elav-like family member 2	4.48576e+06
O95336	6PGL_HUMAN	PGLS	6-phosphogluconolactonase	8.79872e+07
O95340	PAPS2_HUMAN	PAPSS2	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2	2.02282e+07
O95352	ATG7_HUMAN	ATG7	Ubiquitin-like modifier-activating enzyme ATG7	3.04636e+07
O95363	SYFM_HUMAN	FARS2	Phenylalanine--tRNA ligase, mitochondrial	9.38251e+06
O95372	LYPA2_HUMAN	LYPLA2	Acyl-protein thioesterase 2	2.71563e+07
O95373	IPO7_HUMAN	IPO7	Importin-7	6.06525e+07
O95379	TFIP8_HUMAN	TNFAIP8	Tumor necrosis factor alpha-induced protein 8	2.48893e+06
O95394	AGM1_HUMAN	PGM3	Phosphoacetylglucosamine mutase	1.1155e+08
O95396	MOCS3_HUMAN	MOCS3	Adenylyltransferase and sulfurtransferase MOCS3	1.00375e+07
O95400	CD2B2_HUMAN	CD2BP2	CD2 antigen cytoplasmic tail-binding protein 2	1.27741e+07
O95425	SVIL_HUMAN	SVIL	Supervillin	1.72505e+07
O95433	AHSA1_HUMAN	AHSA1	Activator of 90 kDa heat shock protein ATPase homolog 1	2.92036e+07
O95453	PARN_HUMAN	PARN	Poly(A)-specific ribonuclease PARN	2.63762e+06
O95456	PSMG1_HUMAN	PSMG1	Proteasome assembly chaperone 1	7.28411e+06
O95466	FMNL1_HUMAN	FMNL1	Formin-like protein 1	6.75292e+06
O95470	SGPL1_HUMAN	SGPL1	Sphingosine-1-phosphate lyase 1	9.98597e+06
O95479	G6PE_HUMAN	H6PD	GDH/6PGL endoplasmic bifunctional protein	4.45584e+07
O95486	SC24A_HUMAN	SEC24A	Protein transport protein Sec24A	2.55628e+07
O95487	SC24B_HUMAN	SEC24B	Protein transport protein Sec24B	1.07614e+07
O95490	AGRL2_HUMAN	ADGRL2	Adhesion G protein-coupled receptor L2	1.57054e+07
O95563	MPC2_HUMAN	MPC2	Mitochondrial pyruvate carrier 2	6.10579e+06
O95571	ETHE1_HUMAN	ETHE1	Persulfide dioxygenase ETHE1, mitochondrial	5.24502e+07
O95573	ACSL3_HUMAN	ACSL3	Fatty acid CoA ligase Acsl3	6.34285e+06
O95613	PCNT_HUMAN	PCNT	Pericentrin	1.13003e+06
O95622	ADCY5_HUMAN	ADCY5	Adenylate cyclase type 5	398648
O95630	STABP_HUMAN	STAMBP	STAM-binding protein	1.04113e+07
O95671	ASML_HUMAN	ASMTL	Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein	8.55658e+06
O95674	CDS2_HUMAN	CDS2	Phosphatidate cytidylyltransferase 2	8.74236e+06
O95685	PPR3D_HUMAN	PPP1R3D	Protein phosphatase 1 regulatory subunit 3D	6.72824e+06
O95696	BRD1_HUMAN	BRD1	Bromodomain-containing protein 1	965884
O95716	RAB3D_HUMAN	RAB3D	Ras-related protein Rab-3D	2.28957e+07
O95721	SNP29_HUMAN	SNAP29	Synaptosomal-associated protein 29	6.511e+06
O95747	OXSR1_HUMAN	OXSR1	Serine/threonine-protein kinase OSR1	4.161e+07
O95749	GGPPS_HUMAN	GGPS1	Geranylgeranyl pyrophosphate synthase	3.22238e+06
O95757	HS74L_HUMAN	HSPA4L	Heat shock 70 kDa protein 4L	3.03111e+07
O95758	PTBP3_HUMAN	PTBP3	Polypyrimidine tract-binding protein 3	1.62143e+07
O95759	TBCD8_HUMAN	TBC1D8	TBC1 domain family member 8	908427
O95777	LSM8_HUMAN	LSM8	U6 snRNA-associated Sm-like protein LSm8	1.30561e+07
O95782	AP2A1_HUMAN	AP2A1	AP-2 complex subunit alpha-1	3.12103e+07
O95786	RIGI_HUMAN	RIGI	Antiviral innate immune response receptor RIG-I	1.59874e+07
O95793	STAU1_HUMAN	STAU1	Double-stranded RNA-binding protein Staufen homolog 1	9.18637e+06
O95810	CAVN2_HUMAN	CAVIN2	Caveolae-associated protein 2	3.57465e+07
