Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\B20190319yix_KRUK_DIA_b5_15.mzML
O60216	RAD21_HUMAN	RAD21	Double-strand-break repair protein rad21 homolog	5.74383e+06
O60220	TIM8A_HUMAN	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A	1.21422e+06
O60231	DHX16_HUMAN	DHX16	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	1.28751e+06
O60232	ZNRD2_HUMAN	ZNRD2	Protein ZNRD2	7.51567e+06
O60234	GMFG_HUMAN	GMFG	Glia maturation factor gamma	6.0603e+07
O60237	MYPT2_HUMAN	PPP1R12B	Protein phosphatase 1 regulatory subunit 12B	4.11292e+06
O60240	PLIN1_HUMAN	PLIN1	Perilipin-1	7.83082e+07
O60256	KPRB_HUMAN	PRPSAP2	Phosphoribosyl pyrophosphate synthase-associated protein 2	1.00867e+07
O60264	SMCA5_HUMAN	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	8.20599e+06
O60271	JIP4_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	5.91534e+06
O60306	AQR_HUMAN	AQR	RNA helicase aquarius	510005
O60313	OPA1_HUMAN	OPA1	Dynamin-like 120 kDa protein, mitochondrial	6.32153e+06
O60315	ZEB2_HUMAN	ZEB2	Zinc finger E-box-binding homeobox 2	1.71661e+06
O60341	KDM1A_HUMAN	KDM1A	Lysine-specific histone demethylase 1A	942111
O60343	TBCD4_HUMAN	TBC1D4	TBC1 domain family member 4	1.7164e+06
O60443	GSDME_HUMAN	GSDME	Gasdermin-E	841494
O60486	PLXC1_HUMAN	PLXNC1	Plexin-C1	1.12284e+06
O60488	ACSL4_HUMAN	ACSL4	Long-chain-fatty-acid--CoA ligase 4	4.76952e+06
O60493	SNX3_HUMAN	SNX3	Sorting nexin-3	3.95631e+07
O60496	DOK2_HUMAN	DOK2	Docking protein 2	8.49028e+06
O60502	OGA_HUMAN	OGA	Protein O-GlcNAcase	6.15782e+06
O60504	VINEX_HUMAN	SORBS3	Vinexin	1.1115e+07
O60506	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	4.03015e+07
O60507	TPST1_HUMAN	TPST1	Protein-tyrosine sulfotransferase 1	363195
O60508	PRP17_HUMAN	CDC40	Pre-mRNA-processing factor 17	3.30169e+06
O60547	GMDS_HUMAN	GMDS	GDP-mannose 4,6 dehydratase	1.62531e+07
O60568	PLOD3_HUMAN	PLOD3	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	8.34103e+06
O60573	IF4E2_HUMAN	EIF4E2	Eukaryotic translation initiation factor 4E type 2	260849
O60610	DIAP1_HUMAN	DIAPH1	Protein diaphanous homolog 1	1.42459e+07
O60613	SEP15_HUMAN	SELENOF	Selenoprotein F	6.93737e+06
O60645	EXOC3_HUMAN	EXOC3	Exocyst complex component 3	8.89274e+06
O60664	PLIN3_HUMAN	PLIN3	Perilipin-3	4.53259e+07
O60675	MAFK_HUMAN	MAFK	Transcription factor MafK	1.02671e+06
O60678	ANM3_HUMAN	PRMT3	Protein arginine N-methyltransferase 3	1.84652e+08
O60684	IMA7_HUMAN	KPNA6	Importin subunit alpha-7	4.11283e+06
O60687	SRPX2_HUMAN	SRPX2	Sushi repeat-containing protein SRPX2	882889
O60701	UGDH_HUMAN	UGDH	UDP-glucose 6-dehydrogenase	2.72442e+07
O60711	LPXN_HUMAN	LPXN	Leupaxin	7.85571e+06
O60716	CTND1_HUMAN	CTNND1	Catenin delta-1	7.87953e+06
O60749	SNX2_HUMAN	SNX2	Sorting nexin-2	3.20242e+07
O60762	DPM1_HUMAN	DPM1	Dolichol-phosphate mannosyltransferase subunit 1	1.21317e+07
O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	3.55659e+07
O60783	RT14_HUMAN	MRPS14	Small ribosomal subunit protein uS14m	2.27931e+06
O60784	TOM1_HUMAN	TOM1	Target of Myb1 membrane trafficking protein	1.65379e+07
O60826	CCD22_HUMAN	CCDC22	Coiled-coil domain-containing protein 22	5.05946e+06
O60831	PRAF2_HUMAN	PRAF2	PRA1 family protein 2	2.02318e+07
O60832	DKC1_HUMAN	DKC1	H/ACA ribonucleoprotein complex subunit DKC1	1.93473e+07
O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B	7.09605e+06
O60861	GAS7_HUMAN	GAS7	Growth arrest-specific protein 7	4.28296e+06
O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1	1.15844e+07
O60879	DIAP2_HUMAN	DIAPH2	Protein diaphanous homolog 2	5.71481e+06
O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2	8.10379e+06
O60885	BRD4_HUMAN	BRD4	Bromodomain-containing protein 4	4.37973e+06
O60888	CUTA_HUMAN	CUTA	Protein CutA	2.35193e+07
O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1	1.41265e+07
O60934	NBN_HUMAN	NBN	Nibrin	6.00412e+07
O60942	MCE1_HUMAN	RNGTT	mRNA-capping enzyme	334353
O75044	SRGP2_HUMAN	SRGAP2	SLIT-ROBO Rho GTPase-activating protein 2	2.59599e+06
O75083	WDR1_HUMAN	WDR1	WD repeat-containing protein 1	9.26472e+07
O75116	ROCK2_HUMAN	ROCK2	Rho-associated protein kinase 2	1.08873e+07
O75122	CLAP2_HUMAN	CLASP2	CLIP-associating protein 2	3.56734e+06
O75131	CPNE3_HUMAN	CPNE3	Copine-3	1.94231e+07
O75144	ICOSL_HUMAN	ICOSLG	ICOS ligand	617307
O75150	BRE1B_HUMAN	RNF40	E3 ubiquitin-protein ligase BRE1B	2.69355e+06
O75152	ZC11A_HUMAN	ZC3H11A	Zinc finger CCCH domain-containing protein 11A	2.0239e+06
O75165	DJC13_HUMAN	DNAJC13	DnaJ homolog subfamily C member 13	1.62115e+07
O75170	PP6R2_HUMAN	PPP6R2	Serine/threonine-protein phosphatase 6 regulatory subunit 2	2.94212e+06
O75175	CNOT3_HUMAN	CNOT3	CCR4-NOT transcription complex subunit 3	5.62765e+06
O75190	DNJB6_HUMAN	DNAJB6	DnaJ homolog subfamily B member 6	3.05614e+06
O75208	COQ9_HUMAN	COQ9	Ubiquinone biosynthesis protein COQ9, mitochondrial	2.78996e+06
O75223	GGCT_HUMAN	GGCT	Gamma-glutamylcyclotransferase	6.75862e+06
O75251	NDUS7_HUMAN	NDUFS7	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	9.46414e+06
O75306	NDUS2_HUMAN	NDUFS2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	5.09302e+06
O75312	ZPR1_HUMAN	ZPR1	Zinc finger protein ZPR1	3.97449e+06
O75323	NIPS2_HUMAN	NIPSNAP2	Protein NipSnap homolog 2	1.22168e+07
O75339	CILP1_HUMAN	CILP	Cartilage intermediate layer protein 1	4.65956e+07
O75340	PDCD6_HUMAN	PDCD6	Programmed cell death protein 6	2.00975e+07
O75347	TBCA_HUMAN	TBCA	Tubulin-specific chaperone A	2.20423e+07
O75348	VATG1_HUMAN	ATP6V1G1	V-type proton ATPase subunit G 1	1.97876e+07
O75351	VPS4B_HUMAN	VPS4B	Vacuolar protein sorting-associated protein 4B	2.46782e+07
O75367	H2AY_HUMAN	MACROH2A1	Core histone macro-H2A.1	6.75583e+07
O75368	SH3L1_HUMAN	SH3BGRL	Adapter SH3BGRL	6.34613e+07
O75369	FLNB_HUMAN	FLNB	Filamin-B	3.06712e+07
O75380	NDUS6_HUMAN	NDUFS6	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	1.67008e+07
O75381	PEX14_HUMAN	PEX14	Peroxisomal membrane protein PEX14	2.87045e+06
O75382	TRIM3_HUMAN	TRIM3	Tripartite motif-containing protein 3	1.13751e+06
O75390	CISY_HUMAN	CS	Citrate synthase, mitochondrial	5.27633e+07
O75396	SC22B_HUMAN	SEC22B	Vesicle-trafficking protein SEC22b	5.56729e+07
O75400	PR40A_HUMAN	PRPF40A	Pre-mRNA-processing factor 40 homolog A	5.93559e+06
O75410	TACC1_HUMAN	TACC1	Transforming acidic coiled-coil-containing protein 1	4.72015e+06
O75427	LRCH4_HUMAN	LRCH4	Leucine-rich repeat and calponin homology domain-containing protein 4	3.20683e+06
O75436	VP26A_HUMAN	VPS26A	Vacuolar protein sorting-associated protein 26A	1.76363e+07
O75438	NDUB1_HUMAN	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	7.13354e+06
O75439	MPPB_HUMAN	PMPCB	Mitochondrial-processing peptidase subunit beta	3.28567e+06
O75448	MED24_HUMAN	MED24	Mediator of RNA polymerase II transcription subunit 24	561922
O75475	PSIP1_HUMAN	PSIP1	PC4 and SFRS1-interacting protein	5.99473e+06
O75477	ERLN1_HUMAN	ERLIN1	Erlin-1	6.41884e+06
O75487	GPC4_HUMAN	GPC4	Glypican-4	1.35361e+06
O75489	NDUS3_HUMAN	NDUFS3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	1.169e+07
O75494	SRS10_HUMAN	SRSF10	Serine/arginine-rich splicing factor 10	1.47372e+07
O75506	HSBP1_HUMAN	HSBP1	Heat shock factor-binding protein 1	7.06648e+06
O75521	ECI2_HUMAN	ECI2	Enoyl-CoA delta isomerase 2	2.10206e+06
O75525	KHDR3_HUMAN	KHDRBS3	KH domain-containing, RNA-binding, signal transduction-associated protein 3	2.07309e+06
O75531	BAF_HUMAN	BANF1	Barrier-to-autointegration factor	1.95627e+07
O75533	SF3B1_HUMAN	SF3B1	Splicing factor 3B subunit 1	1.45218e+07
O75534	CSDE1_HUMAN	CSDE1	Cold shock domain-containing protein E1	1.47928e+07
O75558	STX11_HUMAN	STX11	Syntaxin-11	1.56376e+07
O75569	PRKRA_HUMAN	PRKRA	Interferon-inducible double-stranded RNA-dependent protein kinase activator A	4.13483e+06
O75592	MYCB2_HUMAN	MYCBP2	E3 ubiquitin-protein ligase MYCBP2	1.82363e+06
O75594	PGRP1_HUMAN	PGLYRP1	Peptidoglycan recognition protein 1	1.92706e+06
O75608	LYPA1_HUMAN	LYPLA1	Acyl-protein thioesterase 1	1.47465e+07
O75628	REM1_HUMAN	REM1	GTP-binding protein REM 1	340648
O75629	CREG1_HUMAN	CREG1	Protein CREG1	1.02193e+07
O75636	FCN3_HUMAN	FCN3	Ficolin-3	3.3467e+06
O75643	U520_HUMAN	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase	1.04902e+07
O75663	TIPRL_HUMAN	TIPRL	TIP41-like protein	5.25136e+06
O75676	KS6A4_HUMAN	RPS6KA4	Ribosomal protein S6 kinase alpha-4	3.47506e+06
O75688	PPM1B_HUMAN	PPM1B	Protein phosphatase 1B	4.76536e+06
O75689	ADAP1_HUMAN	ADAP1	Arf-GAP with dual PH domain-containing protein 1	477933
O75694	NU155_HUMAN	NUP155	Nuclear pore complex protein Nup155	3.59837e+06
O75695	XRP2_HUMAN	RP2	Protein XRP2	4.23921e+06
O75715	GPX5_HUMAN	GPX5	Epididymal secretory glutathione peroxidase	2.29226e+08
O75718	CRTAP_HUMAN	CRTAP	Cartilage-associated protein	1.62142e+07
O75746	S2512_HUMAN	SLC25A12	Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial	5.31486e+06
O75781	PALM_HUMAN	PALM	Paralemmin-1	2.52629e+07
O75791	GRAP2_HUMAN	GRAP2	GRB2-related adapter protein 2	3.34923e+06
O75792	RNH2A_HUMAN	RNASEH2A	Ribonuclease H2 subunit A	990072
O75821	EIF3G_HUMAN	EIF3G	Eukaryotic translation initiation factor 3 subunit G	1.63302e+07
O75822	EIF3J_HUMAN	EIF3J	Eukaryotic translation initiation factor 3 subunit J	1.18646e+07
O75828	CBR3_HUMAN	CBR3	Carbonyl reductase [NADPH] 3	9.70783e+06
O75832	PSD10_HUMAN	PSMD10	26S proteasome non-ATPase regulatory subunit 10	7.125e+06
O75844	FACE1_HUMAN	ZMPSTE24	CAAX prenyl protease 1 homolog	6.167e+06
O75874	IDHC_HUMAN	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	6.17613e+07
O75880	SCO1_HUMAN	SCO1	Protein SCO1 homolog, mitochondrial	9.05666e+06
O75886	STAM2_HUMAN	STAM2	Signal transducing adapter molecule 2	3.83315e+06
O75891	AL1L1_HUMAN	ALDH1L1	Cytosolic 10-formyltetrahydrofolate dehydrogenase	1.23943e+07
O75915	PRAF3_HUMAN	ARL6IP5	PRA1 family protein 3	4.34445e+07
O75923	DYSF_HUMAN	DYSF	Dysferlin	3.91876e+06
O75934	SPF27_HUMAN	BCAS2	Pre-mRNA-splicing factor SPF27	1.25761e+07
O75935	DCTN3_HUMAN	DCTN3	Dynactin subunit 3	1.12777e+07
O75937	DNJC8_HUMAN	DNAJC8	DnaJ homolog subfamily C member 8	9.80321e+06
O75947	ATP5H_HUMAN	ATP5PD	ATP synthase subunit d, mitochondrial	3.50676e+07
O75955	FLOT1_HUMAN	FLOT1	Flotillin-1	1.89586e+07
O75962	TRIO_HUMAN	TRIO	Triple functional domain protein	696727
O75964	ATP5L_HUMAN	ATP5MG	ATP synthase subunit g, mitochondrial	2.46677e+06
O75971	SNPC5_HUMAN	SNAPC5	snRNA-activating protein complex subunit 5	5.15262e+06
O75976	CBPD_HUMAN	CPD	Carboxypeptidase D	955319
O75995	SASH3_HUMAN	SASH3	SAM and SH3 domain-containing protein 3	3.53527e+06
O76003	GLRX3_HUMAN	GLRX3	Glutaredoxin-3	2.24853e+07
O76011	KRT34_HUMAN	KRT34	Keratin, type I cuticular Ha4	8.61101e+07
O76021	RL1D1_HUMAN	RSL1D1	Ribosomal L1 domain-containing protein 1	2.96131e+06
O76024	WFS1_HUMAN	WFS1	Wolframin	4.92266e+06
O76054	S14L2_HUMAN	SEC14L2	SEC14-like protein 2	596541
O76070	SYUG_HUMAN	SNCG	Gamma-synuclein	3.50763e+06
O76094	SRP72_HUMAN	SRP72	Signal recognition particle subunit SRP72	1.55343e+07
O94760	DDAH1_HUMAN	DDAH1	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	4.08488e+07
O94776	MTA2_HUMAN	MTA2	Metastasis-associated protein MTA2	7.65545e+06
O94804	STK10_HUMAN	STK10	Serine/threonine-protein kinase 10	7.59746e+06
O94806	KPCD3_HUMAN	PRKD3	Serine/threonine-protein kinase D3	783010
O94808	GFPT2_HUMAN	GFPT2	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2	2.54663e+06
O94826	TOM70_HUMAN	TOMM70	Mitochondrial import receptor subunit TOM70	5.6733e+06
O94832	MYO1D_HUMAN	MYO1D	Unconventional myosin-Id	2.18963e+07
O94855	SC24D_HUMAN	SEC24D	Protein transport protein Sec24D	1.35217e+07
O94868	FCSD2_HUMAN	FCHSD2	F-BAR and double SH3 domains protein 2	1.84723e+06
O94874	UFL1_HUMAN	UFL1	E3 UFM1-protein ligase 1	2.60782e+07
O94875	SRBS2_HUMAN	SORBS2	Sorbin and SH3 domain-containing protein 2	3.78731e+06
O94880	PHF14_HUMAN	PHF14	PHD finger protein 14	923772
O94886	CSCL1_HUMAN	TMEM63A	CSC1-like protein 1	7.84854e+07
O94888	UBXN7_HUMAN	UBXN7	UBX domain-containing protein 7	815797
O94901	SUN1_HUMAN	SUN1	SUN domain-containing protein 1	7.18685e+06
O94903	PLPHP_HUMAN	PLPBP	Pyridoxal phosphate homeostasis protein	1.11376e+07
O94905	ERLN2_HUMAN	ERLIN2	Erlin-2	6.41594e+06
O94906	PRP6_HUMAN	PRPF6	Pre-mRNA-processing factor 6	7.40211e+06
O94911	ABCA8_HUMAN	ABCA8	ABC-type organic anion transporter ABCA8	1.82385e+06
O94919	ENDD1_HUMAN	ENDOD1	Endonuclease domain-containing 1 protein	9.29954e+06
O94925	GLSK_HUMAN	GLS	Glutaminase kidney isoform, mitochondrial	2.79339e+06
O94973	AP2A2_HUMAN	AP2A2	AP-2 complex subunit alpha-2	1.18832e+07
O94979	SC31A_HUMAN	SEC31A	Protein transport protein Sec31A	4.29926e+07
O94985	CSTN1_HUMAN	CLSTN1	Calsyntenin-1	4.90719e+06
O95104	SCAF4_HUMAN	SCAF4	SR-related and CTD-associated factor 4	2.24795e+06
O95139	NDUB6_HUMAN	NDUFB6	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6	643243
O95140	MFN2_HUMAN	MFN2	Mitofusin-2	1.97957e+06
O95154	ARK73_HUMAN	AKR7A3	Aflatoxin B1 aldehyde reductase member 3	3.68129e+06
O95159	ZFPL1_HUMAN	ZFPL1	Zinc finger protein-like 1	5.83581e+06
O95163	ELP1_HUMAN	ELP1	Elongator complex protein 1	4.13901e+06
O95168	NDUB4_HUMAN	NDUFB4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	1.32362e+07
O95169	NDUB8_HUMAN	NDUFB8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	2.6774e+06
O95178	NDUB2_HUMAN	NDUFB2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial	2.41375e+06
O95182	NDUA7_HUMAN	NDUFA7	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	6.42834e+06
O95183	VAMP5_HUMAN	VAMP5	Vesicle-associated membrane protein 5	4.92642e+06
O95197	RTN3_HUMAN	RTN3	Reticulon-3	2.15053e+06
O95202	LETM1_HUMAN	LETM1	Mitochondrial proton/calcium exchanger protein	3.96139e+06
O95210	STBD1_HUMAN	STBD1	Starch-binding domain-containing protein 1	3.82294e+06
O95218	ZRAB2_HUMAN	ZRANB2	Zinc finger Ran-binding domain-containing protein 2	4.46933e+06
O95219	SNX4_HUMAN	SNX4	Sorting nexin-4	1.85558e+07
O95232	LC7L3_HUMAN	LUC7L3	Luc7-like protein 3	7.23732e+06
O95236	APOL3_HUMAN	APOL3	Apolipoprotein L3	1.31744e+06
O95248	MTMR5_HUMAN	SBF1	Myotubularin-related protein 5	3.07006e+06
O95249	GOSR1_HUMAN	GOSR1	Golgi SNAP receptor complex member 1	2.83297e+06
O95292	VAPB_HUMAN	VAPB	Vesicle-associated membrane protein-associated protein B/C	1.01825e+07
O95295	SNAPN_HUMAN	SNAPIN	SNARE-associated protein Snapin	4.87926e+06
O95298	NDUC2_HUMAN	NDUFC2	NADH dehydrogenase [ubiquinone] 1 subunit C2	2.76158e+06
O95299	NDUAA_HUMAN	NDUFA10	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	5.93764e+06
O95302	FKBP9_HUMAN	FKBP9	Peptidyl-prolyl cis-trans isomerase FKBP9	2.93192e+07
O95319	CELF2_HUMAN	CELF2	CUGBP Elav-like family member 2	1.20492e+07
O95336	6PGL_HUMAN	PGLS	6-phosphogluconolactonase	3.39216e+07
O95340	PAPS2_HUMAN	PAPSS2	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2	6.12309e+06
O95347	SMC2_HUMAN	SMC2	Structural maintenance of chromosomes protein 2	814221
O95352	ATG7_HUMAN	ATG7	Ubiquitin-like modifier-activating enzyme ATG7	4.75614e+06
O95372	LYPA2_HUMAN	LYPLA2	Acyl-protein thioesterase 2	1.22787e+07
O95373	IPO7_HUMAN	IPO7	Importin-7	1.16807e+08
O95379	TFIP8_HUMAN	TNFAIP8	Tumor necrosis factor alpha-induced protein 8	5.35257e+06
O95394	AGM1_HUMAN	PGM3	Phosphoacetylglucosamine mutase	2.63205e+07
O95400	CD2B2_HUMAN	CD2BP2	CD2 antigen cytoplasmic tail-binding protein 2	9.53793e+06
O95425	SVIL_HUMAN	SVIL	Supervillin	3.23184e+07
O95433	AHSA1_HUMAN	AHSA1	Activator of 90 kDa heat shock protein ATPase homolog 1	1.44394e+07
O95466	FMNL1_HUMAN	FMNL1	Formin-like protein 1	1.52235e+07
O95470	SGPL1_HUMAN	SGPL1	Sphingosine-1-phosphate lyase 1	3.62063e+06
O95477	ABCA1_HUMAN	ABCA1	Phospholipid-transporting ATPase ABCA1	1.90593e+06
O95479	G6PE_HUMAN	H6PD	GDH/6PGL endoplasmic bifunctional protein	1.51289e+07
O95486	SC24A_HUMAN	SEC24A	Protein transport protein Sec24A	1.52764e+07
O95487	SC24B_HUMAN	SEC24B	Protein transport protein Sec24B	4.68338e+06
O95497	VNN1_HUMAN	VNN1	Pantetheinase	1.66902e+07
O95563	MPC2_HUMAN	MPC2	Mitochondrial pyruvate carrier 2	1.84122e+06
O95571	ETHE1_HUMAN	ETHE1	Persulfide dioxygenase ETHE1, mitochondrial	1.13461e+07
O95573	ACSL3_HUMAN	ACSL3	Fatty acid CoA ligase Acsl3	3.49131e+06
O95602	RPA1_HUMAN	POLR1A	DNA-directed RNA polymerase I subunit RPA1	1.18484e+06
O95613	PCNT_HUMAN	PCNT	Pericentrin	551607
O95630	STABP_HUMAN	STAMBP	STAM-binding protein	1.85507e+06
O95671	ASML_HUMAN	ASMTL	Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein	6.18229e+06
O95674	CDS2_HUMAN	CDS2	Phosphatidate cytidylyltransferase 2	3.76148e+06
O95696	BRD1_HUMAN	BRD1	Bromodomain-containing protein 1	318608
O95721	SNP29_HUMAN	SNAP29	Synaptosomal-associated protein 29	3.36676e+06
O95747	OXSR1_HUMAN	OXSR1	Serine/threonine-protein kinase OSR1	2.02658e+07
O95758	PTBP3_HUMAN	PTBP3	Polypyrimidine tract-binding protein 3	1.50916e+07
O95777	LSM8_HUMAN	LSM8	U6 snRNA-associated Sm-like protein LSm8	1.00484e+07
O95782	AP2A1_HUMAN	AP2A1	AP-2 complex subunit alpha-1	2.43978e+07
O95786	RIGI_HUMAN	RIGI	Antiviral innate immune response receptor RIG-I	4.80921e+06
O95793	STAU1_HUMAN	STAU1	Double-stranded RNA-binding protein Staufen homolog 1	6.70141e+06
O95801	TTC4_HUMAN	TTC4	Tetratricopeptide repeat protein 4	1.0347e+07
O95810	CAVN2_HUMAN	CAVIN2	Caveolae-associated protein 2	8.29075e+06
O95816	BAG2_HUMAN	BAG2	BAG family molecular chaperone regulator 2	6.02593e+06
O95817	BAG3_HUMAN	BAG3	BAG family molecular chaperone regulator 3	9.96261e+06
O95819	M4K4_HUMAN	MAP4K4	Mitogen-activated protein kinase kinase kinase kinase 4	5.3239e+06
O95822	DCMC_HUMAN	MLYCD	Malonyl-CoA decarboxylase, mitochondrial	2.61337e+06
O95825	QORL1_HUMAN	CRYZL1	Quinone oxidoreductase-like protein 1	3.23163e+06
O95831	AIFM1_HUMAN	AIFM1	Apoptosis-inducing factor 1, mitochondrial	1.61955e+07
O95834	EMAL2_HUMAN	EML2	Echinoderm microtubule-associated protein-like 2	1.06585e+07
O95848	NUD14_HUMAN	NUDT14	Uridine diphosphate glucose pyrophosphatase NUDT14	3.93779e+06
O95861	BPNT1_HUMAN	BPNT1	3'(2'),5'-bisphosphate nucleotidase 1	5.79667e+06
O95865	DDAH2_HUMAN	DDAH2	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2	7.10624e+07
O95870	ABHGA_HUMAN	ABHD16A	Phosphatidylserine lipase ABHD16A	1.88303e+06
O95881	TXD12_HUMAN	TXNDC12	Thioredoxin domain-containing protein 12	1.37288e+07
O95967	FBLN4_HUMAN	EFEMP2	EGF-containing fibulin-like extracellular matrix protein 2	2.18982e+07
O95983	MBD3_HUMAN	MBD3	Methyl-CpG-binding domain protein 3	7.81102e+07
O95994	AGR2_HUMAN	AGR2	Anterior gradient protein 2 homolog	6.88502e+07
O96000	NDUBA_HUMAN	NDUFB10	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	3.639e+06
O96019	ACL6A_HUMAN	ACTL6A	Actin-like protein 6A	3.21163e+07
O96033	MOC2A_HUMAN	MOCS2	Molybdopterin synthase sulfur carrier subunit	1.88253e+06
P00167	CYB5_HUMAN	CYB5A	Cytochrome b5	1.63454e+07
P00325	ADH1B_HUMAN	ADH1B	All-trans-retinol dehydrogenase [NAD(+)] ADH1B	3.55616e+08
P00326	ADH1G_HUMAN	ADH1C	Alcohol dehydrogenase 1C	8.4203e+06
P00338	LDHA_HUMAN	LDHA	L-lactate dehydrogenase A chain	3.36028e+08
P00352	AL1A1_HUMAN	ALDH1A1	Aldehyde dehydrogenase 1A1	6.38822e+07
P00367	DHE3_HUMAN	GLUD1	Glutamate dehydrogenase 1, mitochondrial	4.94572e+07
P00387	NB5R3_HUMAN	CYB5R3	NADH-cytochrome b5 reductase 3	6.36744e+07
P00390	GSHR_HUMAN	GSR	Glutathione reductase, mitochondrial	1.31987e+07
P00403	COX2_HUMAN	MT-CO2	Cytochrome c oxidase subunit 2	3.70296e+07
P00441	SODC_HUMAN	SOD1	Superoxide dismutase [Cu-Zn]	6.40183e+07
P00450	CERU_HUMAN	CP	Ceruloplasmin	1.13641e+08
P00488	F13A_HUMAN	F13A1	Coagulation factor XIII A chain	2.5878e+08
P00491	PNPH_HUMAN	PNP	Purine nucleoside phosphorylase	1.54376e+07
P00492	HPRT_HUMAN	HPRT1	Hypoxanthine-guanine phosphoribosyltransferase	9.42694e+06
P00505	AATM_HUMAN	GOT2	Aspartate aminotransferase, mitochondrial	3.14641e+07
P00533	EGFR_HUMAN	EGFR	Epidermal growth factor receptor	2.18892e+06
P00558	PGK1_HUMAN	PGK1	Phosphoglycerate kinase 1	2.25661e+08
P00568	KAD1_HUMAN	AK1	Adenylate kinase isoenzyme 1	2.40469e+07
P00734	THRB_HUMAN	F2	Prothrombin	4.24617e+07
P00736	C1R_HUMAN	C1R	Complement C1r subcomponent	1.53286e+07
P00738	HPT_HUMAN	HP	Haptoglobin	9.16613e+08
P00742	FA10_HUMAN	F10	Coagulation factor X	5.23514e+06
P00746	CFAD_HUMAN	CFD	Complement factor D	1.70215e+07
P00747	PLMN_HUMAN	PLG	Plasminogen	3.24859e+07
P00748	FA12_HUMAN	F12	Coagulation factor XII	7.91938e+06
P00751	CFAB_HUMAN	CFB	Complement factor B	3.72755e+07
P00813	ADA_HUMAN	ADA	Adenosine deaminase	5.18298e+06
P00846	ATP6_HUMAN	MT-ATP6	ATP synthase subunit a	618321
P00915	CAH1_HUMAN	CA1	Carbonic anhydrase 1	2.31859e+07
P00918	CAH2_HUMAN	CA2	Carbonic anhydrase 2	7.7072e+06
P00966	ASSY_HUMAN	ASS1	Argininosuccinate synthase	2.05669e+07
P01008	ANT3_HUMAN	SERPINC1	Antithrombin-III	8.12663e+07
P01009	A1AT_HUMAN	SERPINA1	Alpha-1-antitrypsin	5.62355e+08
P01011	AACT_HUMAN	SERPINA3	Alpha-1-antichymotrypsin	1.91177e+08
P01019	ANGT_HUMAN	AGT	Angiotensinogen	2.16484e+07
P01023	A2MG_HUMAN	A2M	Alpha-2-macroglobulin	1.66492e+08
P01024	CO3_HUMAN	C3	Complement C3	2.04405e+08
P01031	CO5_HUMAN	C5	Complement C5	1.76424e+07
P01033	TIMP1_HUMAN	TIMP1	Metalloproteinase inhibitor 1	2.60769e+06
P01034	CYTC_HUMAN	CST3	Cystatin-C	1.71024e+07
P01040	CYTA_HUMAN	CSTA	Cystatin-A	6.58278e+06
P01042	KNG1_HUMAN	KNG1	Kininogen-1	5.32618e+07
P01111	RASN_HUMAN	NRAS	GTPase NRas	3.39697e+06
P01116	RASK_HUMAN	KRAS	GTPase KRas	1.75484e+07
P01591	IGJ_HUMAN	JCHAIN	Immunoglobulin J chain	1.21065e+08
