Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\B20190315yix_KRUK_DIA_b1_13.mzML
O43847	NRDC_HUMAN	NRDC	Nardilysin	7.85897e+06
O43852	CALU_HUMAN	CALU	Calumenin	8.73971e+07
O43865	SAHH2_HUMAN	AHCYL1	S-adenosylhomocysteine hydrolase-like protein 1	3.21942e+07
O43896	KIF1C_HUMAN	KIF1C	Kinesin-like protein KIF1C	3.91032e+06
O43920	NDUS5_HUMAN	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	2.41215e+06
O43924	PDE6D_HUMAN	PDE6D	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	5.63525e+06
O43933	PEX1_HUMAN	PEX1	Peroxisomal ATPase PEX1	1.04407e+09
O60216	RAD21_HUMAN	RAD21	Double-strand-break repair protein rad21 homolog	1.39307e+07
O60218	AK1BA_HUMAN	AKR1B10	Aldo-keto reductase family 1 member B10	5.60173e+06
O60220	TIM8A_HUMAN	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A	3.91965e+06
O60229	KALRN_HUMAN	KALRN	Kalirin	5.97345e+06
O60231	DHX16_HUMAN	DHX16	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	3.88048e+06
O60232	ZNRD2_HUMAN	ZNRD2	Protein ZNRD2	1.29708e+07
O60234	GMFG_HUMAN	GMFG	Glia maturation factor gamma	5.67238e+07
O60237	MYPT2_HUMAN	PPP1R12B	Protein phosphatase 1 regulatory subunit 12B	3.71488e+07
O60245	PCDH7_HUMAN	PCDH7	Protocadherin-7	1.6399e+06
O60256	KPRB_HUMAN	PRPSAP2	Phosphoribosyl pyrophosphate synthase-associated protein 2	2.24447e+07
O60264	SMCA5_HUMAN	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	2.04599e+07
O60271	JIP4_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	1.0985e+07
O60306	AQR_HUMAN	AQR	RNA helicase aquarius	3.76873e+06
O60313	OPA1_HUMAN	OPA1	Dynamin-like 120 kDa protein, mitochondrial	3.9817e+07
O60333	KIF1B_HUMAN	KIF1B	Kinesin-like protein KIF1B	4.46086e+06
O60336	MABP1_HUMAN	MAPKBP1	Mitogen-activated protein kinase-binding protein 1	2.02834e+07
O60341	KDM1A_HUMAN	KDM1A	Lysine-specific histone demethylase 1A	3.20463e+06
O60343	TBCD4_HUMAN	TBC1D4	TBC1 domain family member 4	3.28078e+06
O60437	PEPL_HUMAN	PPL	Periplakin	2.03361e+09
O60443	GSDME_HUMAN	GSDME	Gasdermin-E	2.46795e+06
O60488	ACSL4_HUMAN	ACSL4	Long-chain-fatty-acid--CoA ligase 4	6.91314e+06
O60493	SNX3_HUMAN	SNX3	Sorting nexin-3	5.77239e+07
O60499	STX10_HUMAN	STX10	Syntaxin-10	1.50636e+06
O60502	OGA_HUMAN	OGA	Protein O-GlcNAcase	1.43367e+07
O60504	VINEX_HUMAN	SORBS3	Vinexin	8.76703e+06
O60506	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	1.08378e+08
O60508	PRP17_HUMAN	CDC40	Pre-mRNA-processing factor 17	9.53861e+06
O60524	NEMF_HUMAN	NEMF	Ribosome quality control complex subunit NEMF	6.29665e+06
O60547	GMDS_HUMAN	GMDS	GDP-mannose 4,6 dehydratase	6.42541e+07
O60563	CCNT1_HUMAN	CCNT1	Cyclin-T1	1.52487e+07
O60565	GREM1_HUMAN	GREM1	Gremlin-1	3.23114e+07
O60568	PLOD3_HUMAN	PLOD3	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	9.70952e+06
O60573	IF4E2_HUMAN	EIF4E2	Eukaryotic translation initiation factor 4E type 2	5.9469e+06
O60610	DIAP1_HUMAN	DIAPH1	Protein diaphanous homolog 1	2.23853e+07
O60613	SEP15_HUMAN	SELENOF	Selenoprotein F	1.2662e+07
O60645	EXOC3_HUMAN	EXOC3	Exocyst complex component 3	1.14065e+07
O60664	PLIN3_HUMAN	PLIN3	Perilipin-3	9.68223e+07
O60669	MOT2_HUMAN	SLC16A7	Monocarboxylate transporter 2	1.04195e+07
O60678	ANM3_HUMAN	PRMT3	Protein arginine N-methyltransferase 3	1.27397e+07
O60684	IMA7_HUMAN	KPNA6	Importin subunit alpha-7	1.60828e+07
O60701	UGDH_HUMAN	UGDH	UDP-glucose 6-dehydrogenase	1.11417e+08
O60716	CTND1_HUMAN	CTNND1	Catenin delta-1	6.60587e+07
O60749	SNX2_HUMAN	SNX2	Sorting nexin-2	1.23068e+08
O60762	DPM1_HUMAN	DPM1	Dolichol-phosphate mannosyltransferase subunit 1	9.98991e+06
O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	5.13905e+07
O60784	TOM1_HUMAN	TOM1	Target of Myb1 membrane trafficking protein	1.69936e+07
O60825	F262_HUMAN	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2	1.8393e+07
O60826	CCD22_HUMAN	CCDC22	Coiled-coil domain-containing protein 22	4.14201e+06
O60828	PQBP1_HUMAN	PQBP1	Polyglutamine-binding protein 1	2.31166e+07
O60832	DKC1_HUMAN	DKC1	H/ACA ribonucleoprotein complex subunit DKC1	1.13728e+08
O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B	2.82965e+07
O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1	1.1306e+08
O60879	DIAP2_HUMAN	DIAPH2	Protein diaphanous homolog 2	1.21191e+08
O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2	1.42529e+07
O60885	BRD4_HUMAN	BRD4	Bromodomain-containing protein 4	8.07795e+06
O60888	CUTA_HUMAN	CUTA	Protein CutA	1.8295e+07
O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1	1.16387e+08
O60927	PP1RB_HUMAN	PPP1R11	E3 ubiquitin-protein ligase PPP1R11	5.60264e+06
O60934	NBN_HUMAN	NBN	Nibrin	6.65762e+06
O60942	MCE1_HUMAN	RNGTT	mRNA-capping enzyme	472824
O75027	ABCB7_HUMAN	ABCB7	Iron-sulfur clusters transporter ABCB7, mitochondrial	1.96928e+06
O75083	WDR1_HUMAN	WDR1	WD repeat-containing protein 1	3.26663e+08
O75112	LDB3_HUMAN	LDB3	LIM domain-binding protein 3	1.97845e+07
O75116	ROCK2_HUMAN	ROCK2	Rho-associated protein kinase 2	2.05132e+07
O75122	CLAP2_HUMAN	CLASP2	CLIP-associating protein 2	8.94379e+06
O75131	CPNE3_HUMAN	CPNE3	Copine-3	3.50471e+07
O75144	ICOSL_HUMAN	ICOSLG	ICOS ligand	2.70988e+06
O75146	HIP1R_HUMAN	HIP1R	Huntingtin-interacting protein 1-related protein	2.18696e+07
O75150	BRE1B_HUMAN	RNF40	E3 ubiquitin-protein ligase BRE1B	1.32686e+07
O75152	ZC11A_HUMAN	ZC3H11A	Zinc finger CCCH domain-containing protein 11A	8.84257e+06
O75153	CLU_HUMAN	CLUH	Clustered mitochondria protein homolog	2.58281e+06
O75165	DJC13_HUMAN	DNAJC13	DnaJ homolog subfamily C member 13	5.84381e+06
O75175	CNOT3_HUMAN	CNOT3	CCR4-NOT transcription complex subunit 3	4.42903e+07
O75179	ANR17_HUMAN	ANKRD17	Ankyrin repeat domain-containing protein 17	5.1288e+06
O75190	DNJB6_HUMAN	DNAJB6	DnaJ homolog subfamily B member 6	7.78704e+06
O75191	XYLB_HUMAN	XYLB	Xylulose kinase	3.60031e+06
O75208	COQ9_HUMAN	COQ9	Ubiquinone biosynthesis protein COQ9, mitochondrial	4.0957e+06
O75223	GGCT_HUMAN	GGCT	Gamma-glutamylcyclotransferase	3.91494e+07
O75251	NDUS7_HUMAN	NDUFS7	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	1.03613e+07
O75306	NDUS2_HUMAN	NDUFS2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	2.99509e+07
O75312	ZPR1_HUMAN	ZPR1	Zinc finger protein ZPR1	1.82706e+07
O75323	NIPS2_HUMAN	NIPSNAP2	Protein NipSnap homolog 2	1.16218e+07
O75339	CILP1_HUMAN	CILP	Cartilage intermediate layer protein 1	1.15197e+07
O75340	PDCD6_HUMAN	PDCD6	Programmed cell death protein 6	2.71678e+07
O75347	TBCA_HUMAN	TBCA	Tubulin-specific chaperone A	1.16802e+08
O75348	VATG1_HUMAN	ATP6V1G1	V-type proton ATPase subunit G 1	4.43017e+07
O75351	VPS4B_HUMAN	VPS4B	Vacuolar protein sorting-associated protein 4B	2.7322e+07
O75362	ZN217_HUMAN	ZNF217	Zinc finger protein 217	1.22822e+06
O75363	BCAS1_HUMAN	BCAS1	Breast carcinoma-amplified sequence 1	2.64187e+06
O75367	H2AY_HUMAN	MACROH2A1	Core histone macro-H2A.1	1.39967e+08
O75368	SH3L1_HUMAN	SH3BGRL	Adapter SH3BGRL	1.39992e+08
O75369	FLNB_HUMAN	FLNB	Filamin-B	1.36796e+08
O75376	NCOR1_HUMAN	NCOR1	Nuclear receptor corepressor 1	1.49937e+06
O75380	NDUS6_HUMAN	NDUFS6	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	2.7586e+07
O75381	PEX14_HUMAN	PEX14	Peroxisomal membrane protein PEX14	4.48753e+06
O75382	TRIM3_HUMAN	TRIM3	Tripartite motif-containing protein 3	4.27871e+07
O75390	CISY_HUMAN	CS	Citrate synthase, mitochondrial	1.09813e+08
O75391	SPAG7_HUMAN	SPAG7	Sperm-associated antigen 7	4.13958e+06
O75396	SC22B_HUMAN	SEC22B	Vesicle-trafficking protein SEC22b	5.71352e+07
O75400	PR40A_HUMAN	PRPF40A	Pre-mRNA-processing factor 40 homolog A	2.47246e+07
O75410	TACC1_HUMAN	TACC1	Transforming acidic coiled-coil-containing protein 1	1.15216e+07
O75436	VP26A_HUMAN	VPS26A	Vacuolar protein sorting-associated protein 26A	2.89488e+07
O75438	NDUB1_HUMAN	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	3.10809e+07
O75439	MPPB_HUMAN	PMPCB	Mitochondrial-processing peptidase subunit beta	1.70811e+07
O75448	MED24_HUMAN	MED24	Mediator of RNA polymerase II transcription subunit 24	1.13459e+06
O75449	KTNA1_HUMAN	KATNA1	Katanin p60 ATPase-containing subunit A1	188688
O75475	PSIP1_HUMAN	PSIP1	PC4 and SFRS1-interacting protein	1.67517e+07
O75477	ERLN1_HUMAN	ERLIN1	Erlin-1	1.22991e+07
O75487	GPC4_HUMAN	GPC4	Glypican-4	2.43516e+06
O75489	NDUS3_HUMAN	NDUFS3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	4.81293e+07
O75494	SRS10_HUMAN	SRSF10	Serine/arginine-rich splicing factor 10	2.07511e+07
O75503	CLN5_HUMAN	CLN5	Ceroid-lipofuscinosis neuronal protein 5	6.58611e+06
O75506	HSBP1_HUMAN	HSBP1	Heat shock factor-binding protein 1	2.1464e+07
O75521	ECI2_HUMAN	ECI2	Enoyl-CoA delta isomerase 2	5.4579e+06
O75525	KHDR3_HUMAN	KHDRBS3	KH domain-containing, RNA-binding, signal transduction-associated protein 3	5.13881e+06
O75531	BAF_HUMAN	BANF1	Barrier-to-autointegration factor	8.64128e+07
O75533	SF3B1_HUMAN	SF3B1	Splicing factor 3B subunit 1	3.65938e+07
O75534	CSDE1_HUMAN	CSDE1	Cold shock domain-containing protein E1	4.26631e+07
O75563	SKAP2_HUMAN	SKAP2	Src kinase-associated phosphoprotein 2	2.87615e+06
O75569	PRKRA_HUMAN	PRKRA	Interferon-inducible double-stranded RNA-dependent protein kinase activator A	8.7833e+06
O75586	MED6_HUMAN	MED6	Mediator of RNA polymerase II transcription subunit 6	1.20528e+06
O75594	PGRP1_HUMAN	PGLYRP1	Peptidoglycan recognition protein 1	5.62193e+06
O75608	LYPA1_HUMAN	LYPLA1	Acyl-protein thioesterase 1	3.60543e+07
O75629	CREG1_HUMAN	CREG1	Protein CREG1	1.15809e+07
O75643	U520_HUMAN	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase	2.95091e+07
O75663	TIPRL_HUMAN	TIPRL	TIP41-like protein	2.18888e+07
O75676	KS6A4_HUMAN	RPS6KA4	Ribosomal protein S6 kinase alpha-4	3.92131e+06
O75683	SURF6_HUMAN	SURF6	Surfeit locus protein 6	9.07241e+06
O75688	PPM1B_HUMAN	PPM1B	Protein phosphatase 1B	1.74297e+07
O75694	NU155_HUMAN	NUP155	Nuclear pore complex protein Nup155	1.04099e+07
O75695	XRP2_HUMAN	RP2	Protein XRP2	1.47115e+07
O75715	GPX5_HUMAN	GPX5	Epididymal secretory glutathione peroxidase	2.70844e+08
O75717	WDHD1_HUMAN	WDHD1	WD repeat and HMG-box DNA-binding protein 1	5.54454e+07
O75718	CRTAP_HUMAN	CRTAP	Cartilage-associated protein	1.30857e+07
O75746	S2512_HUMAN	SLC25A12	Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial	3.09065e+06
O75764	TCEA3_HUMAN	TCEA3	Transcription elongation factor A protein 3	7.4035e+06
O75781	PALM_HUMAN	PALM	Paralemmin-1	1.58064e+07
O75787	RENR_HUMAN	ATP6AP2	Renin receptor	1.48701e+06
O75792	RNH2A_HUMAN	RNASEH2A	Ribonuclease H2 subunit A	5.56046e+06
O75794	CD123_HUMAN	CDC123	Cell division cycle protein 123 homolog	4.84373e+06
O75817	POP7_HUMAN	POP7	Ribonuclease P protein subunit p20	1.95023e+06
O75821	EIF3G_HUMAN	EIF3G	Eukaryotic translation initiation factor 3 subunit G	5.88246e+07
O75822	EIF3J_HUMAN	EIF3J	Eukaryotic translation initiation factor 3 subunit J	4.95628e+07
O75828	CBR3_HUMAN	CBR3	Carbonyl reductase [NADPH] 3	5.86001e+06
O75832	PSD10_HUMAN	PSMD10	26S proteasome non-ATPase regulatory subunit 10	1.72739e+07
O75844	FACE1_HUMAN	ZMPSTE24	CAAX prenyl protease 1 homolog	1.49507e+07
O75874	IDHC_HUMAN	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	1.17951e+08
O75880	SCO1_HUMAN	SCO1	Protein SCO1 homolog, mitochondrial	1.13947e+07
O75884	RBBP9_HUMAN	RBBP9	Serine hydrolase RBBP9	740359
O75886	STAM2_HUMAN	STAM2	Signal transducing adapter molecule 2	7.782e+06
O75909	CCNK_HUMAN	CCNK	Cyclin-K	278200
O75911	DHRS3_HUMAN	DHRS3	Short-chain dehydrogenase/reductase 3	7.09743e+06
O75915	PRAF3_HUMAN	ARL6IP5	PRA1 family protein 3	3.26539e+07
O75923	DYSF_HUMAN	DYSF	Dysferlin	6.71946e+06
O75934	SPF27_HUMAN	BCAS2	Pre-mRNA-splicing factor SPF27	2.41995e+07
O75935	DCTN3_HUMAN	DCTN3	Dynactin subunit 3	1.25918e+07
O75937	DNJC8_HUMAN	DNAJC8	DnaJ homolog subfamily C member 8	2.2427e+07
O75940	SPF30_HUMAN	SMNDC1	Survival of motor neuron-related-splicing factor 30	6.46827e+06
O75947	ATP5H_HUMAN	ATP5PD	ATP synthase subunit d, mitochondrial	1.17249e+08
O75955	FLOT1_HUMAN	FLOT1	Flotillin-1	3.75217e+07
O75962	TRIO_HUMAN	TRIO	Triple functional domain protein	1.19237e+07
O75964	ATP5L_HUMAN	ATP5MG	ATP synthase subunit g, mitochondrial	1.40483e+07
O75976	CBPD_HUMAN	CPD	Carboxypeptidase D	2.83667e+06
O75995	SASH3_HUMAN	SASH3	SAM and SH3 domain-containing protein 3	4.37396e+07
O76003	GLRX3_HUMAN	GLRX3	Glutaredoxin-3	4.81007e+07
O76011	KRT34_HUMAN	KRT34	Keratin, type I cuticular Ha4	6.35697e+07
O76021	RL1D1_HUMAN	RSL1D1	Ribosomal L1 domain-containing protein 1	3.94545e+07
O76024	WFS1_HUMAN	WFS1	Wolframin	5.18096e+06
O76031	CLPX_HUMAN	CLPX	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	9.28373e+06
O76070	SYUG_HUMAN	SNCG	Gamma-synuclein	5.86221e+07
O76071	CIAO1_HUMAN	CIAO1	Probable cytosolic iron-sulfur protein assembly protein CIAO1	7.0043e+06
O76074	PDE5A_HUMAN	PDE5A	cGMP-specific 3',5'-cyclic phosphodiesterase	1.31927e+07
O76094	SRP72_HUMAN	SRP72	Signal recognition particle subunit SRP72	2.08196e+07
O94760	DDAH1_HUMAN	DDAH1	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	5.89982e+07
O94776	MTA2_HUMAN	MTA2	Metastasis-associated protein MTA2	2.76958e+07
O94804	STK10_HUMAN	STK10	Serine/threonine-protein kinase 10	7.54518e+06
O94811	TPPP_HUMAN	TPPP	Tubulin polymerization-promoting protein	1.87109e+07
O94826	TOM70_HUMAN	TOMM70	Mitochondrial import receptor subunit TOM70	2.94736e+07
O94832	MYO1D_HUMAN	MYO1D	Unconventional myosin-Id	6.08049e+07
O94842	TOX4_HUMAN	TOX4	TOX high mobility group box family member 4	1.63176e+07
O94851	MICA2_HUMAN	MICAL2	[F-actin]-monooxygenase MICAL2	2.26843e+06
O94855	SC24D_HUMAN	SEC24D	Protein transport protein Sec24D	1.72211e+06
O94868	FCSD2_HUMAN	FCHSD2	F-BAR and double SH3 domains protein 2	446936
O94874	UFL1_HUMAN	UFL1	E3 UFM1-protein ligase 1	1.70272e+07
O94875	SRBS2_HUMAN	SORBS2	Sorbin and SH3 domain-containing protein 2	4.89718e+07
O94880	PHF14_HUMAN	PHF14	PHD finger protein 14	9.56802e+06
O94888	UBXN7_HUMAN	UBXN7	UBX domain-containing protein 7	6.20878e+06
O94901	SUN1_HUMAN	SUN1	SUN domain-containing protein 1	5.28988e+06
O94903	PLPHP_HUMAN	PLPBP	Pyridoxal phosphate homeostasis protein	2.62079e+07
O94905	ERLN2_HUMAN	ERLIN2	Erlin-2	1.93121e+07
O94906	PRP6_HUMAN	PRPF6	Pre-mRNA-processing factor 6	1.39909e+07
O94913	PCF11_HUMAN	PCF11	Pre-mRNA cleavage complex 2 protein Pcf11	875833
O94915	FRYL_HUMAN	FRYL	Protein furry homolog-like	2.69854e+06
O94919	ENDD1_HUMAN	ENDOD1	Endonuclease domain-containing 1 protein	4.19943e+07
O94923	GLCE_HUMAN	GLCE	D-glucuronyl C5-epimerase	6.17993e+06
O94925	GLSK_HUMAN	GLS	Glutaminase kidney isoform, mitochondrial	7.15151e+06
O94966	UBP19_HUMAN	USP19	Ubiquitin carboxyl-terminal hydrolase 19	3.31021e+06
O94973	AP2A2_HUMAN	AP2A2	AP-2 complex subunit alpha-2	9.46494e+06
O94979	SC31A_HUMAN	SEC31A	Protein transport protein Sec31A	4.48083e+07
O94992	HEXI1_HUMAN	HEXIM1	Protein HEXIM1	6.39867e+06
O95049	ZO3_HUMAN	TJP3	Tight junction protein ZO-3	9.34283e+06
O95071	UBR5_HUMAN	UBR5	E3 ubiquitin-protein ligase UBR5	2.68494e+07
O95081	AGFG2_HUMAN	AGFG2	Arf-GAP domain and FG repeat-containing protein 2	666683
O95104	SCAF4_HUMAN	SCAF4	SR-related and CTD-associated factor 4	7.0322e+06
O95125	ZN202_HUMAN	ZNF202	Zinc finger protein 202	2.24564e+07
O95139	NDUB6_HUMAN	NDUFB6	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6	1.38488e+07
O95140	MFN2_HUMAN	MFN2	Mitofusin-2	1.03956e+06
O95154	ARK73_HUMAN	AKR7A3	Aflatoxin B1 aldehyde reductase member 3	7.45145e+07
O95159	ZFPL1_HUMAN	ZFPL1	Zinc finger protein-like 1	1.39585e+07
O95163	ELP1_HUMAN	ELP1	Elongator complex protein 1	2.21692e+06
O95168	NDUB4_HUMAN	NDUFB4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	1.90548e+06
O95169	NDUB8_HUMAN	NDUFB8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	2.61932e+07
O95182	NDUA7_HUMAN	NDUFA7	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	2.09698e+07
O95183	VAMP5_HUMAN	VAMP5	Vesicle-associated membrane protein 5	3.02648e+06
O95197	RTN3_HUMAN	RTN3	Reticulon-3	6.93564e+06
O95202	LETM1_HUMAN	LETM1	Mitochondrial proton/calcium exchanger protein	1.93876e+07
O95208	EPN2_HUMAN	EPN2	Epsin-2	1.28432e+06
O95210	STBD1_HUMAN	STBD1	Starch-binding domain-containing protein 1	4.17789e+06
O95218	ZRAB2_HUMAN	ZRANB2	Zinc finger Ran-binding domain-containing protein 2	1.89882e+07
O95219	SNX4_HUMAN	SNX4	Sorting nexin-4	3.64343e+07
O95229	ZWINT_HUMAN	ZWINT	ZW10 interactor	1.91436e+07
O95232	LC7L3_HUMAN	LUC7L3	Luc7-like protein 3	2.14472e+06
O95239	KIF4A_HUMAN	KIF4A	Chromosome-associated kinesin KIF4A	7.23702e+06
O95248	MTMR5_HUMAN	SBF1	Myotubularin-related protein 5	2.34875e+06
O95249	GOSR1_HUMAN	GOSR1	Golgi SNAP receptor complex member 1	4.78661e+06
O95271	TNKS1_HUMAN	TNKS	Poly [ADP-ribose] polymerase tankyrase-1	1.01651e+07
O95292	VAPB_HUMAN	VAPB	Vesicle-associated membrane protein-associated protein B/C	5.78472e+07
O95294	RASL1_HUMAN	RASAL1	RasGAP-activating-like protein 1	481255
O95295	SNAPN_HUMAN	SNAPIN	SNARE-associated protein Snapin	5.1972e+06
O95298	NDUC2_HUMAN	NDUFC2	NADH dehydrogenase [ubiquinone] 1 subunit C2	1.05393e+07
O95299	NDUAA_HUMAN	NDUFA10	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	3.52809e+07
O95302	FKBP9_HUMAN	FKBP9	Peptidyl-prolyl cis-trans isomerase FKBP9	1.15222e+07
O95319	CELF2_HUMAN	CELF2	CUGBP Elav-like family member 2	3.56776e+06
O95336	6PGL_HUMAN	PGLS	6-phosphogluconolactonase	4.11946e+07
O95340	PAPS2_HUMAN	PAPSS2	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2	7.90782e+06
O95347	SMC2_HUMAN	SMC2	Structural maintenance of chromosomes protein 2	7.93732e+06
O95352	ATG7_HUMAN	ATG7	Ubiquitin-like modifier-activating enzyme ATG7	4.54704e+06
O95359	TACC2_HUMAN	TACC2	Transforming acidic coiled-coil-containing protein 2	7.34649e+06
O95372	LYPA2_HUMAN	LYPLA2	Acyl-protein thioesterase 2	1.23947e+07
O95373	IPO7_HUMAN	IPO7	Importin-7	1.00673e+08
O95376	ARI2_HUMAN	ARIH2	E3 ubiquitin-protein ligase ARIH2	192440
O95379	TFIP8_HUMAN	TNFAIP8	Tumor necrosis factor alpha-induced protein 8	1.8218e+07
O95391	SLU7_HUMAN	SLU7	Pre-mRNA-splicing factor SLU7	1.3243e+07
O95394	AGM1_HUMAN	PGM3	Phosphoacetylglucosamine mutase	2.43708e+07
O95396	MOCS3_HUMAN	MOCS3	Adenylyltransferase and sulfurtransferase MOCS3	6.79945e+06
O95400	CD2B2_HUMAN	CD2BP2	CD2 antigen cytoplasmic tail-binding protein 2	2.61189e+07
O95425	SVIL_HUMAN	SVIL	Supervillin	1.70723e+07
O95433	AHSA1_HUMAN	AHSA1	Activator of 90 kDa heat shock protein ATPase homolog 1	2.87281e+07
O95453	PARN_HUMAN	PARN	Poly(A)-specific ribonuclease PARN	1.20982e+07
O95456	PSMG1_HUMAN	PSMG1	Proteasome assembly chaperone 1	5.67592e+06
O95466	FMNL1_HUMAN	FMNL1	Formin-like protein 1	8.66934e+06
O95470	SGPL1_HUMAN	SGPL1	Sphingosine-1-phosphate lyase 1	7.9545e+06
O95478	NSA2_HUMAN	NSA2	Ribosome biogenesis protein NSA2 homolog	1.11834e+07
O95479	G6PE_HUMAN	H6PD	GDH/6PGL endoplasmic bifunctional protein	1.83428e+07
O95486	SC24A_HUMAN	SEC24A	Protein transport protein Sec24A	1.05845e+07
O95544	NADK_HUMAN	NADK	NAD kinase	1.23389e+07
O95571	ETHE1_HUMAN	ETHE1	Persulfide dioxygenase ETHE1, mitochondrial	6.95848e+06
O95573	ACSL3_HUMAN	ACSL3	Fatty acid CoA ligase Acsl3	1.3276e+07
O95602	RPA1_HUMAN	POLR1A	DNA-directed RNA polymerase I subunit RPA1	1.84954e+06
O95622	ADCY5_HUMAN	ADCY5	Adenylate cyclase type 5	868725
O95630	STABP_HUMAN	STAMBP	STAM-binding protein	9.58224e+06
O95644	NFAC1_HUMAN	NFATC1	Nuclear factor of activated T-cells, cytoplasmic 1	4.97573e+07
O95674	CDS2_HUMAN	CDS2	Phosphatidate cytidylyltransferase 2	1.19506e+07
O95684	CEP43_HUMAN	CEP43	Centrosomal protein 43	7.11241e+07
O95707	RPP29_HUMAN	POP4	Ribonuclease P protein subunit p29	7.32963e+06
O95716	RAB3D_HUMAN	RAB3D	Ras-related protein Rab-3D	8.86989e+06
O95721	SNP29_HUMAN	SNAP29	Synaptosomal-associated protein 29	2.40269e+07
O95747	OXSR1_HUMAN	OXSR1	Serine/threonine-protein kinase OSR1	3.53661e+07
O95757	HS74L_HUMAN	HSPA4L	Heat shock 70 kDa protein 4L	4.01033e+07
O95758	PTBP3_HUMAN	PTBP3	Polypyrimidine tract-binding protein 3	1.79902e+07
O95777	LSM8_HUMAN	LSM8	U6 snRNA-associated Sm-like protein LSm8	2.21209e+07
O95782	AP2A1_HUMAN	AP2A1	AP-2 complex subunit alpha-1	1.37905e+07
O95785	WIZ_HUMAN	WIZ	Protein Wiz	6.91812e+06
O95786	RIGI_HUMAN	RIGI	Antiviral innate immune response receptor RIG-I	3.92966e+06
O95793	STAU1_HUMAN	STAU1	Double-stranded RNA-binding protein Staufen homolog 1	1.70157e+07
O95810	CAVN2_HUMAN	CAVIN2	Caveolae-associated protein 2	2.3101e+07
O95816	BAG2_HUMAN	BAG2	BAG family molecular chaperone regulator 2	4.99999e+07
O95817	BAG3_HUMAN	BAG3	BAG family molecular chaperone regulator 3	2.43601e+07
O95819	M4K4_HUMAN	MAP4K4	Mitogen-activated protein kinase kinase kinase kinase 4	4.48846e+06
O95825	QORL1_HUMAN	CRYZL1	Quinone oxidoreductase-like protein 1	5.08944e+06
O95831	AIFM1_HUMAN	AIFM1	Apoptosis-inducing factor 1, mitochondrial	5.05627e+07
O95834	EMAL2_HUMAN	EML2	Echinoderm microtubule-associated protein-like 2	2.77238e+07
O95861	BPNT1_HUMAN	BPNT1	3'(2'),5'-bisphosphate nucleotidase 1	1.77635e+07
O95865	DDAH2_HUMAN	DDAH2	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2	3.62163e+07
O95873	CF047_HUMAN	C6orf47	Uncharacterized protein C6orf47	3.85268e+06
O95881	TXD12_HUMAN	TXNDC12	Thioredoxin domain-containing protein 12	2.95703e+07
O95926	SYF2_HUMAN	SYF2	Pre-mRNA-splicing factor SYF2	3.46479e+06
O95983	MBD3_HUMAN	MBD3	Methyl-CpG-binding domain protein 3	5.77373e+07
O95985	TOP3B_HUMAN	TOP3B	DNA topoisomerase 3-beta-1	1.30999e+06
O95994	AGR2_HUMAN	AGR2	Anterior gradient protein 2 homolog	1.97088e+09
O95999	BCL10_HUMAN	BCL10	B-cell lymphoma/leukemia 10	6.91e+06
O96000	NDUBA_HUMAN	NDUFB10	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	2.43498e+07
