Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20200930yuanch_Connie_TCPA_60minDIA_b3-1.mzML
O43264	ZW10_HUMAN	ZW10	Centromere/kinetochore protein zw10 homolog	2.31619e+07
O43272	PROD_HUMAN	PRODH	Proline dehydrogenase 1, mitochondrial	4.59056e+06
O43290	SNUT1_HUMAN	SART1	U4/U6.U5 tri-snRNP-associated protein 1	1.47429e+07
O43291	SPIT2_HUMAN	SPINT2	Kunitz-type protease inhibitor 2	2.46286e+06
O43292	GPAA1_HUMAN	GPAA1	Glycosylphosphatidylinositol anchor attachment 1 protein	6.4953e+06
O43293	DAPK3_HUMAN	DAPK3	Death-associated protein kinase 3	3.53378e+06
O43294	TGFI1_HUMAN	TGFB1I1	Transforming growth factor beta-1-induced transcript 1 protein	1.52776e+07
O43301	HS12A_HUMAN	HSPA12A	Heat shock 70 kDa protein 12A	1.14281e+07
O43314	VIP2_HUMAN	PPIP5K2	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	2.14436e+06
O43318	M3K7_HUMAN	MAP3K7	Mitogen-activated protein kinase kinase kinase 7	2.39358e+06
O43324	MCA3_HUMAN	EEF1E1	Eukaryotic translation elongation factor 1 epsilon-1	2.07525e+07
O43353	RIPK2_HUMAN	RIPK2	Receptor-interacting serine/threonine-protein kinase 2	8.78917e+07
O43374	RASL2_HUMAN	RASA4	Ras GTPase-activating protein 4	1.21176e+06
O43390	HNRPR_HUMAN	HNRNPR	Heterogeneous nuclear ribonucleoprotein R	1.54692e+08
O43395	PRPF3_HUMAN	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3	4.4995e+07
O43396	TXNL1_HUMAN	TXNL1	Thioredoxin-like protein 1	2.54172e+07
O43399	TPD54_HUMAN	TPD52L2	Tumor protein D54	5.31407e+07
O43402	EMC8_HUMAN	EMC8	ER membrane protein complex subunit 8	1.93316e+07
O43426	SYNJ1_HUMAN	SYNJ1	Synaptojanin-1	2.73644e+06
O43427	FIBP_HUMAN	FIBP	Acidic fibroblast growth factor intracellular-binding protein	4.89007e+06
O43432	IF4G3_HUMAN	EIF4G3	Eukaryotic translation initiation factor 4 gamma 3	5.30206e+07
O43447	PPIH_HUMAN	PPIH	Peptidyl-prolyl cis-trans isomerase H	1.11589e+07
O43464	HTRA2_HUMAN	HTRA2	Serine protease HTRA2, mitochondrial	5.95966e+06
O43488	ARK72_HUMAN	AKR7A2	Aflatoxin B1 aldehyde reductase member 2	5.76662e+07
O43491	E41L2_HUMAN	EPB41L2	Band 4.1-like protein 2	3.32561e+07
O43493	TGON2_HUMAN	TGOLN2	Trans-Golgi network integral membrane protein 2	7.5124e+06
O43504	LTOR5_HUMAN	LAMTOR5	Ragulator complex protein LAMTOR5	2.26276e+07
O43516	WIPF1_HUMAN	WIPF1	WAS/WASL-interacting protein family member 1	8.76541e+06
O43521	B2L11_HUMAN	BCL2L11	Bcl-2-like protein 11	311658
O43566	RGS14_HUMAN	RGS14	Regulator of G-protein signaling 14	3.45282e+06
O43570	CAH12_HUMAN	CA12	Carbonic anhydrase 12	4.92724e+06
O43583	DENR_HUMAN	DENR	Density-regulated protein	1.45577e+07
O43592	XPOT_HUMAN	XPOT	Exportin-T	1.264e+07
O43598	DNPH1_HUMAN	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	6.32376e+07
O43615	TIM44_HUMAN	TIMM44	Mitochondrial import inner membrane translocase subunit TIM44	5.8386e+06
O43617	TPPC3_HUMAN	TRAPPC3	Trafficking protein particle complex subunit 3	2.01542e+07
O43633	CHM2A_HUMAN	CHMP2A	Charged multivesicular body protein 2a	8.82826e+06
O43639	NCK2_HUMAN	NCK2	Cytoplasmic protein NCK2	4.17344e+06
O43660	PLRG1_HUMAN	PLRG1	Pleiotropic regulator 1	5.96461e+06
O43665	RGS10_HUMAN	RGS10	Regulator of G-protein signaling 10	9.76183e+06
O43670	ZN207_HUMAN	ZNF207	BUB3-interacting and GLEBS motif-containing protein ZNF207	1.73492e+07
O43674	NDUB5_HUMAN	NDUFB5	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	9.11942e+06
O43676	NDUB3_HUMAN	NDUFB3	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	1.13018e+07
O43678	NDUA2_HUMAN	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	8.3722e+06
O43681	GET3_HUMAN	GET3	ATPase GET3	2.23807e+07
O43684	BUB3_HUMAN	BUB3	Mitotic checkpoint protein BUB3	2.73826e+07
O43707	ACTN4_HUMAN	ACTN4	Alpha-actinin-4	5.32537e+08
O43708	MAAI_HUMAN	GSTZ1	Maleylacetoacetate isomerase	1.19516e+06
O43709	BUD23_HUMAN	BUD23	Probable 18S rRNA (guanine-N(7))-methyltransferase	2.98481e+06
O43715	TRIA1_HUMAN	TRIAP1	TP53-regulated inhibitor of apoptosis 1	2.36136e+06
O43716	GATC_HUMAN	GATC	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	4.59531e+06
O43719	HTSF1_HUMAN	HTATSF1	HIV Tat-specific factor 1	1.12601e+07
O43747	AP1G1_HUMAN	AP1G1	AP-1 complex subunit gamma-1	1.95216e+07
O43752	STX6_HUMAN	STX6	Syntaxin-6	1.57988e+06
O43760	SNG2_HUMAN	SYNGR2	Synaptogyrin-2	2.48803e+07
O43765	SGTA_HUMAN	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	1.20402e+07
O43768	ENSA_HUMAN	ENSA	Alpha-endosulfine	1.31584e+07
O43772	MCAT_HUMAN	SLC25A20	Mitochondrial carnitine/acylcarnitine carrier protein	1.12983e+07
O43776	SYNC_HUMAN	NARS1	Asparagine--tRNA ligase, cytoplasmic	3.30766e+07
O43795	MYO1B_HUMAN	MYO1B	Unconventional myosin-Ib	1.89223e+07
O43809	CPSF5_HUMAN	NUDT21	Cleavage and polyadenylation specificity factor subunit 5	2.7515e+07
O43813	LANC1_HUMAN	LANCL1	Glutathione S-transferase LANCL1	3.24864e+07
O43815	STRN_HUMAN	STRN	Striatin	1.70547e+07
O43818	U3IP2_HUMAN	RRP9	U3 small nucleolar RNA-interacting protein 2	7.37647e+06
O43819	SCO2_HUMAN	SCO2	Protein SCO2 homolog, mitochondrial	1.56921e+06
O43823	AKAP8_HUMAN	AKAP8	A-kinase anchor protein 8	6.89373e+06
O43824	GTPB6_HUMAN	GTPBP6	Putative GTP-binding protein 6	2.53017e+06
O43837	IDH3B_HUMAN	IDH3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	3.2296e+07
O43847	NRDC_HUMAN	NRDC	Nardilysin	5.73366e+06
O43852	CALU_HUMAN	CALU	Calumenin	8.68234e+07
O43865	SAHH2_HUMAN	AHCYL1	S-adenosylhomocysteine hydrolase-like protein 1	3.01334e+07
O43896	KIF1C_HUMAN	KIF1C	Kinesin-like protein KIF1C	3.62976e+06
O43920	NDUS5_HUMAN	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	9.28713e+06
O43924	PDE6D_HUMAN	PDE6D	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	3.31754e+06
O60216	RAD21_HUMAN	RAD21	Double-strand-break repair protein rad21 homolog	1.49153e+07
O60218	AK1BA_HUMAN	AKR1B10	Aldo-keto reductase family 1 member B10	2.24773e+07
O60220	TIM8A_HUMAN	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A	2.479e+07
O60231	DHX16_HUMAN	DHX16	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	7.69767e+06
O60232	ZNRD2_HUMAN	ZNRD2	Protein ZNRD2	1.31226e+07
O60234	GMFG_HUMAN	GMFG	Glia maturation factor gamma	4.38549e+07
O60237	MYPT2_HUMAN	PPP1R12B	Protein phosphatase 1 regulatory subunit 12B	4.71834e+06
O60240	PLIN1_HUMAN	PLIN1	Perilipin-1	1.43147e+07
O60256	KPRB_HUMAN	PRPSAP2	Phosphoribosyl pyrophosphate synthase-associated protein 2	1.71561e+07
O60264	SMCA5_HUMAN	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	1.35159e+07
O60271	JIP4_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	1.85483e+07
O60287	NPA1P_HUMAN	URB1	Nucleolar pre-ribosomal-associated protein 1	1.4659e+07
O60303	KATIP_HUMAN	KATNIP	Katanin-interacting protein	4.58113e+07
O60306	AQR_HUMAN	AQR	RNA helicase aquarius	7.54886e+06
O60307	MAST3_HUMAN	MAST3	Microtubule-associated serine/threonine-protein kinase 3	3.50099e+06
O60313	OPA1_HUMAN	OPA1	Dynamin-like 120 kDa protein, mitochondrial	1.31042e+07
O60336	MABP1_HUMAN	MAPKBP1	Mitogen-activated protein kinase-binding protein 1	7.99319e+06
O60341	KDM1A_HUMAN	KDM1A	Lysine-specific histone demethylase 1A	4.57136e+06
O60343	TBCD4_HUMAN	TBC1D4	TBC1 domain family member 4	3.70754e+06
O60356	NUPR1_HUMAN	NUPR1	Nuclear protein 1	2.71039e+06
O60437	PEPL_HUMAN	PPL	Periplakin	1.27252e+08
O60443	GSDME_HUMAN	GSDME	Gasdermin-E	1.28218e+06
O60449	LY75_HUMAN	LY75	Lymphocyte antigen 75	3.88554e+06
O60476	MA1A2_HUMAN	MAN1A2	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB	3.20151e+06
O60488	ACSL4_HUMAN	ACSL4	Long-chain-fatty-acid--CoA ligase 4	4.47389e+06
O60493	SNX3_HUMAN	SNX3	Sorting nexin-3	3.6438e+07
O60496	DOK2_HUMAN	DOK2	Docking protein 2	6.46659e+06
O60499	STX10_HUMAN	STX10	Syntaxin-10	1.73432e+06
O60502	OGA_HUMAN	OGA	Protein O-GlcNAcase	6.06399e+06
O60504	VINEX_HUMAN	SORBS3	Vinexin	1.00691e+07
O60506	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	9.37587e+07
O60508	PRP17_HUMAN	CDC40	Pre-mRNA-processing factor 17	8.67172e+06
O60524	NEMF_HUMAN	NEMF	Ribosome quality control complex subunit NEMF	6.33317e+06
O60547	GMDS_HUMAN	GMDS	GDP-mannose 4,6 dehydratase	2.61442e+07
O60551	NMT2_HUMAN	NMT2	Glycylpeptide N-tetradecanoyltransferase 2	842993
O60565	GREM1_HUMAN	GREM1	Gremlin-1	7.08827e+06
O60568	PLOD3_HUMAN	PLOD3	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	1.29377e+07
O60573	IF4E2_HUMAN	EIF4E2	Eukaryotic translation initiation factor 4E type 2	9.68075e+07
O60610	DIAP1_HUMAN	DIAPH1	Protein diaphanous homolog 1	7.10093e+07
O60613	SEP15_HUMAN	SELENOF	Selenoprotein F	6.86786e+06
O60645	EXOC3_HUMAN	EXOC3	Exocyst complex component 3	9.14337e+06
O60664	PLIN3_HUMAN	PLIN3	Perilipin-3	6.01542e+07
O60669	MOT2_HUMAN	SLC16A7	Monocarboxylate transporter 2	5.58188e+06
O60678	ANM3_HUMAN	PRMT3	Protein arginine N-methyltransferase 3	1.45142e+08
O60684	IMA7_HUMAN	KPNA6	Importin subunit alpha-7	8.98285e+06
O60687	SRPX2_HUMAN	SRPX2	Sushi repeat-containing protein SRPX2	1.15363e+06
O60701	UGDH_HUMAN	UGDH	UDP-glucose 6-dehydrogenase	4.73837e+07
O60704	TPST2_HUMAN	TPST2	Protein-tyrosine sulfotransferase 2	1.24694e+07
O60711	LPXN_HUMAN	LPXN	Leupaxin	7.85876e+06
O60716	CTND1_HUMAN	CTNND1	Catenin delta-1	3.91793e+07
O60749	SNX2_HUMAN	SNX2	Sorting nexin-2	3.50635e+07
O60762	DPM1_HUMAN	DPM1	Dolichol-phosphate mannosyltransferase subunit 1	2.09147e+07
O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	4.72861e+07
O60783	RT14_HUMAN	MRPS14	Small ribosomal subunit protein uS14m	9.98759e+06
O60784	TOM1_HUMAN	TOM1	Target of Myb1 membrane trafficking protein	1.02766e+07
O60825	F262_HUMAN	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2	1.61264e+07
O60826	CCD22_HUMAN	CCDC22	Coiled-coil domain-containing protein 22	1.41114e+07
O60828	PQBP1_HUMAN	PQBP1	Polyglutamine-binding protein 1	6.80951e+06
O60831	PRAF2_HUMAN	PRAF2	PRA1 family protein 2	1.64239e+07
O60832	DKC1_HUMAN	DKC1	H/ACA ribonucleoprotein complex subunit DKC1	2.05572e+07
O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B	1.71119e+07
O60861	GAS7_HUMAN	GAS7	Growth arrest-specific protein 7	657632
O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1	2.64128e+07
O60879	DIAP2_HUMAN	DIAPH2	Protein diaphanous homolog 2	1.1752e+07
O60880	SH21A_HUMAN	SH2D1A	SH2 domain-containing protein 1A	1.52279e+06
O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2	1.03455e+07
O60885	BRD4_HUMAN	BRD4	Bromodomain-containing protein 4	2.48367e+07
O60888	CUTA_HUMAN	CUTA	Protein CutA	3.61647e+07
O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1	2.19163e+07
O60927	PP1RB_HUMAN	PPP1R11	E3 ubiquitin-protein ligase PPP1R11	7.44129e+06
O60934	NBN_HUMAN	NBN	Nibrin	1.95608e+07
O60936	NOL3_HUMAN	NOL3	Nucleolar protein 3	3.18024e+06
O60942	MCE1_HUMAN	RNGTT	mRNA-capping enzyme	2.71588e+06
O75027	ABCB7_HUMAN	ABCB7	Iron-sulfur clusters transporter ABCB7, mitochondrial	5.88111e+06
O75037	KI21B_HUMAN	KIF21B	Kinesin-like protein KIF21B	3.94407e+07
O75044	SRGP2_HUMAN	SRGAP2	SLIT-ROBO Rho GTPase-activating protein 2	4.29385e+06
O75063	XYLK_HUMAN	FAM20B	Glycosaminoglycan xylosylkinase	1.28284e+06
O75083	WDR1_HUMAN	WDR1	WD repeat-containing protein 1	8.99584e+07
O75112	LDB3_HUMAN	LDB3	LIM domain-binding protein 3	1.92997e+06
O75113	N4BP1_HUMAN	N4BP1	NEDD4-binding protein 1	5.52115e+07
O75116	ROCK2_HUMAN	ROCK2	Rho-associated protein kinase 2	1.50951e+07
O75122	CLAP2_HUMAN	CLASP2	CLIP-associating protein 2	6.65795e+06
O75131	CPNE3_HUMAN	CPNE3	Copine-3	3.51176e+07
O75146	HIP1R_HUMAN	HIP1R	Huntingtin-interacting protein 1-related protein	8.81134e+06
O75150	BRE1B_HUMAN	RNF40	E3 ubiquitin-protein ligase BRE1B	1.24216e+08
O75151	PHF2_HUMAN	PHF2	Lysine-specific demethylase PHF2	8.20329e+06
O75152	ZC11A_HUMAN	ZC3H11A	Zinc finger CCCH domain-containing protein 11A	4.79603e+06
O75153	CLU_HUMAN	CLUH	Clustered mitochondria protein homolog	6.47365e+06
O75157	T22D2_HUMAN	TSC22D2	TSC22 domain family protein 2	701474
O75165	DJC13_HUMAN	DNAJC13	DnaJ homolog subfamily C member 13	1.62584e+07
O75170	PP6R2_HUMAN	PPP6R2	Serine/threonine-protein phosphatase 6 regulatory subunit 2	5.90638e+06
O75173	ATS4_HUMAN	ADAMTS4	A disintegrin and metalloproteinase with thrombospondin motifs 4	4.9459e+06
O75175	CNOT3_HUMAN	CNOT3	CCR4-NOT transcription complex subunit 3	7.37672e+06
O75179	ANR17_HUMAN	ANKRD17	Ankyrin repeat domain-containing protein 17	3.07598e+06
O75190	DNJB6_HUMAN	DNAJB6	DnaJ homolog subfamily B member 6	1.63828e+07
O75191	XYLB_HUMAN	XYLB	Xylulose kinase	2.03354e+06
O75208	COQ9_HUMAN	COQ9	Ubiquinone biosynthesis protein COQ9, mitochondrial	8.09564e+06
O75223	GGCT_HUMAN	GGCT	Gamma-glutamylcyclotransferase	3.79916e+07
O75251	NDUS7_HUMAN	NDUFS7	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	1.87716e+07
O75306	NDUS2_HUMAN	NDUFS2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	2.13623e+07
O75312	ZPR1_HUMAN	ZPR1	Zinc finger protein ZPR1	6.09984e+06
O75323	NIPS2_HUMAN	NIPSNAP2	Protein NipSnap homolog 2	4.22181e+07
O75339	CILP1_HUMAN	CILP	Cartilage intermediate layer protein 1	1.52818e+07
O75340	PDCD6_HUMAN	PDCD6	Programmed cell death protein 6	4.04868e+07
O75347	TBCA_HUMAN	TBCA	Tubulin-specific chaperone A	4.73747e+07
O75348	VATG1_HUMAN	ATP6V1G1	V-type proton ATPase subunit G 1	2.97425e+07
O75351	VPS4B_HUMAN	VPS4B	Vacuolar protein sorting-associated protein 4B	2.15358e+07
O75356	ENTP5_HUMAN	ENTPD5	Nucleoside diphosphate phosphatase ENTPD5	1.2685e+06
O75367	H2AY_HUMAN	MACROH2A1	Core histone macro-H2A.1	1.17843e+08
O75368	SH3L1_HUMAN	SH3BGRL	Adapter SH3BGRL	7.5648e+07
O75369	FLNB_HUMAN	FLNB	Filamin-B	1.75955e+08
O75376	NCOR1_HUMAN	NCOR1	Nuclear receptor corepressor 1	1.64946e+07
O75380	NDUS6_HUMAN	NDUFS6	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	1.72787e+06
O75381	PEX14_HUMAN	PEX14	Peroxisomal membrane protein PEX14	2.50663e+06
O75387	LAT3_HUMAN	SLC43A1	Large neutral amino acids transporter small subunit 3	2.67517e+06
O75390	CISY_HUMAN	CS	Citrate synthase, mitochondrial	1.0342e+08
O75391	SPAG7_HUMAN	SPAG7	Sperm-associated antigen 7	2.55613e+06
O75394	RM33_HUMAN	MRPL33	Large ribosomal subunit protein bL33m	3.13856e+06
O75396	SC22B_HUMAN	SEC22B	Vesicle-trafficking protein SEC22b	1.01854e+08
O75400	PR40A_HUMAN	PRPF40A	Pre-mRNA-processing factor 40 homolog A	1.14588e+07
O75410	TACC1_HUMAN	TACC1	Transforming acidic coiled-coil-containing protein 1	8.87112e+06
O75414	NDK6_HUMAN	NME6	Nucleoside diphosphate kinase 6	2.76862e+06
O75419	CDC45_HUMAN	CDC45	Cell division control protein 45 homolog	9.72396e+06
O75427	LRCH4_HUMAN	LRCH4	Leucine-rich repeat and calponin homology domain-containing protein 4	3.48732e+06
O75431	MTX2_HUMAN	MTX2	Metaxin-2	9.02496e+06
O75436	VP26A_HUMAN	VPS26A	Vacuolar protein sorting-associated protein 26A	4.07786e+07
O75438	NDUB1_HUMAN	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	3.11367e+07
O75439	MPPB_HUMAN	PMPCB	Mitochondrial-processing peptidase subunit beta	1.33785e+07
O75452	RDH16_HUMAN	RDH16	Retinol dehydrogenase 16	3.00098e+06
O75475	PSIP1_HUMAN	PSIP1	PC4 and SFRS1-interacting protein	9.30062e+06
O75477	ERLN1_HUMAN	ERLIN1	Erlin-1	7.17043e+06
O75489	NDUS3_HUMAN	NDUFS3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	2.94662e+07
O75494	SRS10_HUMAN	SRSF10	Serine/arginine-rich splicing factor 10	2.24785e+07
O75506	HSBP1_HUMAN	HSBP1	Heat shock factor-binding protein 1	1.57808e+07
O75509	TNR21_HUMAN	TNFRSF21	Tumor necrosis factor receptor superfamily member 21	1.81927e+06
O75521	ECI2_HUMAN	ECI2	Enoyl-CoA delta isomerase 2	8.87061e+06
O75525	KHDR3_HUMAN	KHDRBS3	KH domain-containing, RNA-binding, signal transduction-associated protein 3	2.25182e+06
O75531	BAF_HUMAN	BANF1	Barrier-to-autointegration factor	2.76948e+07
O75533	SF3B1_HUMAN	SF3B1	Splicing factor 3B subunit 1	8.88079e+07
O75534	CSDE1_HUMAN	CSDE1	Cold shock domain-containing protein E1	1.21331e+07
O75558	STX11_HUMAN	STX11	Syntaxin-11	2.85108e+06
O75563	SKAP2_HUMAN	SKAP2	Src kinase-associated phosphoprotein 2	5.49848e+06
O75569	PRKRA_HUMAN	PRKRA	Interferon-inducible double-stranded RNA-dependent protein kinase activator A	8.73923e+06
O75586	MED6_HUMAN	MED6	Mediator of RNA polymerase II transcription subunit 6	569898
O75592	MYCB2_HUMAN	MYCBP2	E3 ubiquitin-protein ligase MYCBP2	6.67075e+06
O75600	KBL_HUMAN	GCAT	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial	8.53689e+06
O75607	NPM3_HUMAN	NPM3	Nucleoplasmin-3	5.66342e+06
O75608	LYPA1_HUMAN	LYPLA1	Acyl-protein thioesterase 1	2.10034e+07
O75643	U520_HUMAN	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase	3.25134e+07
O75663	TIPRL_HUMAN	TIPRL	TIP41-like protein	8.58315e+06
O75676	KS6A4_HUMAN	RPS6KA4	Ribosomal protein S6 kinase alpha-4	3.908e+06
O75688	PPM1B_HUMAN	PPM1B	Protein phosphatase 1B	7.17806e+06
O75691	UTP20_HUMAN	UTP20	Small subunit processome component 20 homolog	5.31733e+06
O75694	NU155_HUMAN	NUP155	Nuclear pore complex protein Nup155	7.60493e+06
O75695	XRP2_HUMAN	RP2	Protein XRP2	4.8987e+06
O75715	GPX5_HUMAN	GPX5	Epididymal secretory glutathione peroxidase	1.00573e+08
O75718	CRTAP_HUMAN	CRTAP	Cartilage-associated protein	1.00835e+07
O75746	S2512_HUMAN	SLC25A12	Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial	1.13894e+07
O75764	TCEA3_HUMAN	TCEA3	Transcription elongation factor A protein 3	4.12356e+06
O75781	PALM_HUMAN	PALM	Paralemmin-1	8.90606e+06
O75787	RENR_HUMAN	ATP6AP2	Renin receptor	685774
O75791	GRAP2_HUMAN	GRAP2	GRB2-related adapter protein 2	7.84688e+06
O75792	RNH2A_HUMAN	RNASEH2A	Ribonuclease H2 subunit A	4.38017e+06
O75821	EIF3G_HUMAN	EIF3G	Eukaryotic translation initiation factor 3 subunit G	2.57205e+07
O75822	EIF3J_HUMAN	EIF3J	Eukaryotic translation initiation factor 3 subunit J	2.95641e+07
O75828	CBR3_HUMAN	CBR3	Carbonyl reductase [NADPH] 3	1.9759e+06
O75830	SPI2_HUMAN	SERPINI2	Serpin I2	2.16392e+07
O75832	PSD10_HUMAN	PSMD10	26S proteasome non-ATPase regulatory subunit 10	1.23446e+07
O75843	AP1G2_HUMAN	AP1G2	AP-1 complex subunit gamma-like 2	6.92633e+06
O75844	FACE1_HUMAN	ZMPSTE24	CAAX prenyl protease 1 homolog	1.26285e+07
O75874	IDHC_HUMAN	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	1.06211e+08
O75880	SCO1_HUMAN	SCO1	Protein SCO1 homolog, mitochondrial	3.21569e+08
O75881	CP7B1_HUMAN	CYP7B1	Cytochrome P450 7B1	2.20392e+06
O75882	ATRN_HUMAN	ATRN	Attractin	4.67433e+06
O75884	RBBP9_HUMAN	RBBP9	Serine hydrolase RBBP9	1.40233e+07
O75886	STAM2_HUMAN	STAM2	Signal transducing adapter molecule 2	4.3178e+06
O75891	AL1L1_HUMAN	ALDH1L1	Cytosolic 10-formyltetrahydrofolate dehydrogenase	6.7449e+07
O75897	ST1C4_HUMAN	SULT1C4	Sulfotransferase 1C4	801658
O75900	MMP23_HUMAN	MMP23B	Matrix metalloproteinase-23	9.47597e+06
O75909	CCNK_HUMAN	CCNK	Cyclin-K	1.11079e+06
O75915	PRAF3_HUMAN	ARL6IP5	PRA1 family protein 3	8.34648e+07
O75923	DYSF_HUMAN	DYSF	Dysferlin	3.76264e+06
O75934	SPF27_HUMAN	BCAS2	Pre-mRNA-splicing factor SPF27	1.70479e+07
O75935	DCTN3_HUMAN	DCTN3	Dynactin subunit 3	1.21463e+07
O75937	DNJC8_HUMAN	DNAJC8	DnaJ homolog subfamily C member 8	1.94047e+07
O75940	SPF30_HUMAN	SMNDC1	Survival of motor neuron-related-splicing factor 30	4.2858e+06
O75947	ATP5H_HUMAN	ATP5PD	ATP synthase subunit d, mitochondrial	6.75502e+07
O75954	TSN9_HUMAN	TSPAN9	Tetraspanin-9	2.73794e+06
O75955	FLOT1_HUMAN	FLOT1	Flotillin-1	2.35316e+07
O75962	TRIO_HUMAN	TRIO	Triple functional domain protein	3.13335e+06
O75964	ATP5L_HUMAN	ATP5MG	ATP synthase subunit g, mitochondrial	1.37872e+07
O75970	MPDZ_HUMAN	MPDZ	Multiple PDZ domain protein	6.77987e+06
O75976	CBPD_HUMAN	CPD	Carboxypeptidase D	3.3196e+06
O75995	SASH3_HUMAN	SASH3	SAM and SH3 domain-containing protein 3	1.45306e+07
O76003	GLRX3_HUMAN	GLRX3	Glutaredoxin-3	1.28683e+07
O76013	KRT36_HUMAN	KRT36	Keratin, type I cuticular Ha6	1.94321e+06
O76021	RL1D1_HUMAN	RSL1D1	Ribosomal L1 domain-containing protein 1	1.32257e+07
O76024	WFS1_HUMAN	WFS1	Wolframin	3.26324e+06
O76031	CLPX_HUMAN	CLPX	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	6.71607e+06
O76041	NEBL_HUMAN	NEBL	Nebulette	3.20347e+06
O76054	S14L2_HUMAN	SEC14L2	SEC14-like protein 2	7.71893e+06
O76062	ERG24_HUMAN	TM7SF2	Delta(14)-sterol reductase TM7SF2	2.04687e+06
O76070	SYUG_HUMAN	SNCG	Gamma-synuclein	1.16872e+07
O76071	CIAO1_HUMAN	CIAO1	Probable cytosolic iron-sulfur protein assembly protein CIAO1	638246
O76094	SRP72_HUMAN	SRP72	Signal recognition particle subunit SRP72	2.26125e+07
O94760	DDAH1_HUMAN	DDAH1	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	3.71493e+07
O94763	RMP_HUMAN	URI1	Unconventional prefoldin RPB5 interactor 1	2.94808e+06
O94768	ST17B_HUMAN	STK17B	Serine/threonine-protein kinase 17B	1.6203e+06
O94776	MTA2_HUMAN	MTA2	Metastasis-associated protein MTA2	1.97117e+07
O94804	STK10_HUMAN	STK10	Serine/threonine-protein kinase 10	8.8031e+06
O94808	GFPT2_HUMAN	GFPT2	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2	3.75069e+06
O94819	KBTBB_HUMAN	KBTBD11	Kelch repeat and BTB domain-containing protein 11	1.06315e+07
O94822	LTN1_HUMAN	LTN1	E3 ubiquitin-protein ligase listerin	2.00647e+06
O94826	TOM70_HUMAN	TOMM70	Mitochondrial import receptor subunit TOM70	1.93268e+07
O94832	MYO1D_HUMAN	MYO1D	Unconventional myosin-Id	3.94942e+08
O94842	TOX4_HUMAN	TOX4	TOX high mobility group box family member 4	3.91855e+06
O94850	DEND_HUMAN	DDN	Dendrin	5.0798e+08
O94851	MICA2_HUMAN	MICAL2	[F-actin]-monooxygenase MICAL2	1.4667e+06
O94855	SC24D_HUMAN	SEC24D	Protein transport protein Sec24D	1.62706e+07
O94868	FCSD2_HUMAN	FCHSD2	F-BAR and double SH3 domains protein 2	1.17299e+06
O94874	UFL1_HUMAN	UFL1	E3 UFM1-protein ligase 1	2.80524e+07
O94875	SRBS2_HUMAN	SORBS2	Sorbin and SH3 domain-containing protein 2	2.77391e+07
O94886	CSCL1_HUMAN	TMEM63A	CSC1-like protein 1	6.67842e+08
