Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\RA\work\7_1_task\TCPA\E20200929yuanch_Connie_TCPA_60minDIA_b2-2.mzML
O43674	NDUB5_HUMAN	NDUFB5	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	1.35326e+07
O43676	NDUB3_HUMAN	NDUFB3	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	1.6495e+07
O43678	NDUA2_HUMAN	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	1.8643e+07
O43681	GET3_HUMAN	GET3	ATPase GET3	2.40265e+07
O43684	BUB3_HUMAN	BUB3	Mitotic checkpoint protein BUB3	2.33377e+07
O43707	ACTN4_HUMAN	ACTN4	Alpha-actinin-4	5.53359e+08
O43715	TRIA1_HUMAN	TRIAP1	TP53-regulated inhibitor of apoptosis 1	4.17145e+06
O43716	GATC_HUMAN	GATC	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	6.27214e+06
O43719	HTSF1_HUMAN	HTATSF1	HIV Tat-specific factor 1	1.14861e+07
O43739;Q15438;Q99418	CYH1_HUMAN;CYH2_HUMAN;CYH3_HUMAN	CYTH1;CYTH2;CYTH3	Cytohesin-3	5.17936e+06
O43747	AP1G1_HUMAN	AP1G1	AP-1 complex subunit gamma-1	5.89087e+07
O43760	SNG2_HUMAN	SYNGR2	Synaptogyrin-2	2.1891e+07
O43765	SGTA_HUMAN	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	1.96329e+07
O43768	ENSA_HUMAN	ENSA	Alpha-endosulfine	1.76827e+07
O43772	MCAT_HUMAN	SLC25A20	Mitochondrial carnitine/acylcarnitine carrier protein	2.3748e+07
O43776	SYNC_HUMAN	NARS1	Asparagine--tRNA ligase, cytoplasmic	7.40342e+07
O43795	MYO1B_HUMAN	MYO1B	Unconventional myosin-Ib	3.40944e+07
O43809	CPSF5_HUMAN	NUDT21	Cleavage and polyadenylation specificity factor subunit 5	3.63131e+07
O43813	LANC1_HUMAN	LANCL1	Glutathione S-transferase LANCL1	5.27013e+07
O43815	STRN_HUMAN	STRN	Striatin	1.19489e+07
O43818	U3IP2_HUMAN	RRP9	U3 small nucleolar RNA-interacting protein 2	4.1038e+06
O43822	CF410_HUMAN	CFAP410	Cilia- and flagella-associated protein 410	1.95421e+06
O43837	IDH3B_HUMAN	IDH3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	3.43112e+07
O43847	NRDC_HUMAN	NRDC	Nardilysin	1.62961e+06
O43852	CALU_HUMAN	CALU	Calumenin	1.01163e+08
O43865	SAHH2_HUMAN	AHCYL1	S-adenosylhomocysteine hydrolase-like protein 1	6.11408e+07
O43903	GAS2_HUMAN	GAS2	Growth arrest-specific protein 2	2.16612e+07
O43920	NDUS5_HUMAN	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	1.09649e+07
O43924	PDE6D_HUMAN	PDE6D	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	5.88692e+06
O60216	RAD21_HUMAN	RAD21	Double-strand-break repair protein rad21 homolog	1.35439e+07
O60218	AK1BA_HUMAN	AKR1B10	Aldo-keto reductase family 1 member B10	1.16043e+08
O60220	TIM8A_HUMAN	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A	2.41232e+07
O60231	DHX16_HUMAN	DHX16	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	1.56123e+06
O60232	ZNRD2_HUMAN	ZNRD2	Protein ZNRD2	1.67661e+07
O60234	GMFG_HUMAN	GMFG	Glia maturation factor gamma	1.00629e+07
O60240	PLIN1_HUMAN	PLIN1	Perilipin-1	3.29063e+06
O60256	KPRB_HUMAN	PRPSAP2	Phosphoribosyl pyrophosphate synthase-associated protein 2	1.13191e+07
O60264	SMCA5_HUMAN	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	9.62412e+06
O60268	K0513_HUMAN	KIAA0513	Uncharacterized protein KIAA0513	4.08144e+06
O60271	JIP4_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	1.87076e+07
O60306	AQR_HUMAN	AQR	RNA helicase aquarius	6.25248e+06
O60307	MAST3_HUMAN	MAST3	Microtubule-associated serine/threonine-protein kinase 3	2.4799e+06
O60313	OPA1_HUMAN	OPA1	Dynamin-like 120 kDa protein, mitochondrial	1.38235e+07
O60341	KDM1A_HUMAN	KDM1A	Lysine-specific histone demethylase 1A	5.3621e+06
O60343	TBCD4_HUMAN	TBC1D4	TBC1 domain family member 4	1.06623e+07
O60437	PEPL_HUMAN	PPL	Periplakin	7.64395e+07
O60476	MA1A2_HUMAN	MAN1A2	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB	5.13833e+06
O60488	ACSL4_HUMAN	ACSL4	Long-chain-fatty-acid--CoA ligase 4	2.2409e+06
O60493	SNX3_HUMAN	SNX3	Sorting nexin-3	2.70186e+07
O60502	OGA_HUMAN	OGA	Protein O-GlcNAcase	7.55967e+06
O60504	VINEX_HUMAN	SORBS3	Vinexin	1.74374e+07
O60506	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	1.61817e+08
O60508	PRP17_HUMAN	CDC40	Pre-mRNA-processing factor 17	1.24212e+07
O60524	NEMF_HUMAN	NEMF	Ribosome quality control complex subunit NEMF	1.68707e+07
O60547	GMDS_HUMAN	GMDS	GDP-mannose 4,6 dehydratase	4.8689e+07
O60551	NMT2_HUMAN	NMT2	Glycylpeptide N-tetradecanoyltransferase 2	7.42092e+06
O60568	PLOD3_HUMAN	PLOD3	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	5.78423e+06
O60573	IF4E2_HUMAN	EIF4E2	Eukaryotic translation initiation factor 4E type 2	9.25348e+06
O60610	DIAP1_HUMAN	DIAPH1	Protein diaphanous homolog 1	1.22303e+07
O60613	SEP15_HUMAN	SELENOF	Selenoprotein F	1.24252e+07
O60645	EXOC3_HUMAN	EXOC3	Exocyst complex component 3	2.37681e+07
O60664	PLIN3_HUMAN	PLIN3	Perilipin-3	5.57098e+07
O60669	MOT2_HUMAN	SLC16A7	Monocarboxylate transporter 2	9.95006e+06
O60684	IMA7_HUMAN	KPNA6	Importin subunit alpha-7	1.00315e+07
O60687	SRPX2_HUMAN	SRPX2	Sushi repeat-containing protein SRPX2	2.8419e+06
O60701	UGDH_HUMAN	UGDH	UDP-glucose 6-dehydrogenase	6.04218e+07
O60704	TPST2_HUMAN	TPST2	Protein-tyrosine sulfotransferase 2	9.18636e+07
O60716	CTND1_HUMAN	CTNND1	Catenin delta-1	6.58073e+07
O60725	ICMT_HUMAN	ICMT	Protein-S-isoprenylcysteine O-methyltransferase	1.15379e+06
O60739;P41567	EIF1B_HUMAN;EIF1_HUMAN	EIF1;EIF1B	Eukaryotic translation initiation factor 1b	3.28619e+07
O60749	SNX2_HUMAN	SNX2	Sorting nexin-2	3.23404e+07
O60762	DPM1_HUMAN	DPM1	Dolichol-phosphate mannosyltransferase subunit 1	3.86882e+07
O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	7.75481e+07
O60774	FMO6_HUMAN	FMO6P	Putative dimethylaniline monooxygenase [N-oxide-forming] 6	6.99567e+06
O60783	RT14_HUMAN	MRPS14	Small ribosomal subunit protein uS14m	1.14847e+07
O60784	TOM1_HUMAN	TOM1	Target of Myb1 membrane trafficking protein	5.686e+06
O60825	F262_HUMAN	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2	7.1065e+06
O60826	CCD22_HUMAN	CCDC22	Coiled-coil domain-containing protein 22	1.9663e+07
O60831	PRAF2_HUMAN	PRAF2	PRA1 family protein 2	1.51805e+07
O60832	DKC1_HUMAN	DKC1	H/ACA ribonucleoprotein complex subunit DKC1	2.85137e+07
O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B	3.50126e+07
O60861	GAS7_HUMAN	GAS7	Growth arrest-specific protein 7	1.03095e+06
O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1	3.82597e+07
O60879	DIAP2_HUMAN	DIAPH2	Protein diaphanous homolog 2	5.44597e+06
O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2	1.12848e+07
O60888	CUTA_HUMAN	CUTA	Protein CutA	5.99208e+07
O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1	1.91445e+07
O60934	NBN_HUMAN	NBN	Nibrin	5.30853e+06
O60941	DTNB_HUMAN	DTNB	Dystrobrevin beta	1.08035e+07
O75051	PLXA2_HUMAN	PLXNA2	Plexin-A2	6.43336e+06
O75083	WDR1_HUMAN	WDR1	WD repeat-containing protein 1	6.30329e+07
O75110	ATP9A_HUMAN	ATP9A	Probable phospholipid-transporting ATPase IIA	4.90355e+06
O75116	ROCK2_HUMAN	ROCK2	Rho-associated protein kinase 2	6.37831e+07
O75122	CLAP2_HUMAN	CLASP2	CLIP-associating protein 2	1.46045e+07
O75131	CPNE3_HUMAN	CPNE3	Copine-3	4.54055e+07
O75146	HIP1R_HUMAN	HIP1R	Huntingtin-interacting protein 1-related protein	2.29233e+07
O75150	BRE1B_HUMAN	RNF40	E3 ubiquitin-protein ligase BRE1B	3.20759e+06
O75151	PHF2_HUMAN	PHF2	Lysine-specific demethylase PHF2	2.68396e+06
O75152	ZC11A_HUMAN	ZC3H11A	Zinc finger CCCH domain-containing protein 11A	2.00153e+06
O75153	CLU_HUMAN	CLUH	Clustered mitochondria protein homolog	1.05394e+07
O75165	DJC13_HUMAN	DNAJC13	DnaJ homolog subfamily C member 13	1.79792e+07
O75170	PP6R2_HUMAN	PPP6R2	Serine/threonine-protein phosphatase 6 regulatory subunit 2	3.21332e+06
O75175	CNOT3_HUMAN	CNOT3	CCR4-NOT transcription complex subunit 3	6.81943e+06
O75179	ANR17_HUMAN	ANKRD17	Ankyrin repeat domain-containing protein 17	594795
O75191	XYLB_HUMAN	XYLB	Xylulose kinase	5.11383e+06
O75208	COQ9_HUMAN	COQ9	Ubiquinone biosynthesis protein COQ9, mitochondrial	2.4565e+07
O75223	GGCT_HUMAN	GGCT	Gamma-glutamylcyclotransferase	1.9798e+07
O75251	NDUS7_HUMAN	NDUFS7	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	2.78888e+07
O75306	NDUS2_HUMAN	NDUFS2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	3.0359e+07
O75312	ZPR1_HUMAN	ZPR1	Zinc finger protein ZPR1	6.69763e+06
O75323	NIPS2_HUMAN	NIPSNAP2	Protein NipSnap homolog 2	1.08989e+08
O75340	PDCD6_HUMAN	PDCD6	Programmed cell death protein 6	6.18665e+07
O75347	TBCA_HUMAN	TBCA	Tubulin-specific chaperone A	4.48089e+07
O75348	VATG1_HUMAN	ATP6V1G1	V-type proton ATPase subunit G 1	4.32826e+07
O75351	VPS4B_HUMAN	VPS4B	Vacuolar protein sorting-associated protein 4B	2.109e+07
O75367	H2AY_HUMAN	MACROH2A1	Core histone macro-H2A.1	1.98599e+08
O75368	SH3L1_HUMAN	SH3BGRL	Adapter SH3BGRL	5.86752e+07
O75369	FLNB_HUMAN	FLNB	Filamin-B	8.70135e+07
O75380	NDUS6_HUMAN	NDUFS6	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	1.02468e+07
O75387	LAT3_HUMAN	SLC43A1	Large neutral amino acids transporter small subunit 3	8.87216e+06
O75390	CISY_HUMAN	CS	Citrate synthase, mitochondrial	1.38379e+08
O75391	SPAG7_HUMAN	SPAG7	Sperm-associated antigen 7	6.49865e+06
O75394	RM33_HUMAN	MRPL33	Large ribosomal subunit protein bL33m	4.03717e+06
O75396	SC22B_HUMAN	SEC22B	Vesicle-trafficking protein SEC22b	1.85073e+08
O75400	PR40A_HUMAN	PRPF40A	Pre-mRNA-processing factor 40 homolog A	2.75933e+07
O75410	TACC1_HUMAN	TACC1	Transforming acidic coiled-coil-containing protein 1	2.27925e+07
O75414	NDK6_HUMAN	NME6	Nucleoside diphosphate kinase 6	4.50508e+06
O75431	MTX2_HUMAN	MTX2	Metaxin-2	1.46381e+07
O75436	VP26A_HUMAN	VPS26A	Vacuolar protein sorting-associated protein 26A	4.97856e+07
O75438	NDUB1_HUMAN	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	4.33043e+07
O75439	MPPB_HUMAN	PMPCB	Mitochondrial-processing peptidase subunit beta	1.33425e+07
O75452	RDH16_HUMAN	RDH16	Retinol dehydrogenase 16	7.62222e+06
O75467;Q6AW86	Z324A_HUMAN;Z324B_HUMAN	ZNF324;ZNF324B	Zinc finger protein 324A	6.92198e+07
O75475	PSIP1_HUMAN	PSIP1	PC4 and SFRS1-interacting protein	9.36429e+06
O75477	ERLN1_HUMAN	ERLIN1	Erlin-1	6.62789e+06
O75489	NDUS3_HUMAN	NDUFS3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	7.14318e+07
O75494	SRS10_HUMAN	SRSF10	Serine/arginine-rich splicing factor 10	3.03077e+07
O75506	HSBP1_HUMAN	HSBP1	Heat shock factor-binding protein 1	2.08672e+07
O75521	ECI2_HUMAN	ECI2	Enoyl-CoA delta isomerase 2	2.4115e+07
O75531	BAF_HUMAN	BANF1	Barrier-to-autointegration factor	1.07695e+08
O75533	SF3B1_HUMAN	SF3B1	Splicing factor 3B subunit 1	2.20272e+07
O75534	CSDE1_HUMAN	CSDE1	Cold shock domain-containing protein E1	1.17982e+07
O75569	PRKRA_HUMAN	PRKRA	Interferon-inducible double-stranded RNA-dependent protein kinase activator A	9.52517e+06
O75582	KS6A5_HUMAN	RPS6KA5	Ribosomal protein S6 kinase alpha-5	2.68052e+06
O75586	MED6_HUMAN	MED6	Mediator of RNA polymerase II transcription subunit 6	738711
O75608	LYPA1_HUMAN	LYPLA1	Acyl-protein thioesterase 1	2.18107e+07
O75643	U520_HUMAN	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase	3.733e+07
O75648	MTU1_HUMAN	TRMU	Mitochondrial tRNA-specific 2-thiouridylase 1	4.08764e+06
O75674	TM1L1_HUMAN	TOM1L1	TOM1-like protein 1	6.13346e+06
O75688	PPM1B_HUMAN	PPM1B	Protein phosphatase 1B	8.66565e+06
O75691	UTP20_HUMAN	UTP20	Small subunit processome component 20 homolog	6.65209e+06
O75694	NU155_HUMAN	NUP155	Nuclear pore complex protein Nup155	9.53397e+06
O75695	XRP2_HUMAN	RP2	Protein XRP2	4.41215e+06
O75718	CRTAP_HUMAN	CRTAP	Cartilage-associated protein	3.87e+06
O75746	S2512_HUMAN	SLC25A12	Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial	6.94578e+06
O75764	TCEA3_HUMAN	TCEA3	Transcription elongation factor A protein 3	1.04782e+07
O75781	PALM_HUMAN	PALM	Paralemmin-1	7.55369e+06
O75821	EIF3G_HUMAN	EIF3G	Eukaryotic translation initiation factor 3 subunit G	3.30258e+07
O75822	EIF3J_HUMAN	EIF3J	Eukaryotic translation initiation factor 3 subunit J	4.15896e+07
O75830	SPI2_HUMAN	SERPINI2	Serpin I2	3.71905e+07
O75832	PSD10_HUMAN	PSMD10	26S proteasome non-ATPase regulatory subunit 10	1.04088e+07
O75843	AP1G2_HUMAN	AP1G2	AP-1 complex subunit gamma-like 2	3.79636e+06
O75844	FACE1_HUMAN	ZMPSTE24	CAAX prenyl protease 1 homolog	1.25353e+07
O75874	IDHC_HUMAN	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	1.1767e+08
O75880	SCO1_HUMAN	SCO1	Protein SCO1 homolog, mitochondrial	7.06931e+06
O75881	CP7B1_HUMAN	CYP7B1	Cytochrome P450 7B1	4.98094e+06
O75882	ATRN_HUMAN	ATRN	Attractin	1.8463e+06
O75884	RBBP9_HUMAN	RBBP9	Serine hydrolase RBBP9	1.63211e+07
O75886	STAM2_HUMAN	STAM2	Signal transducing adapter molecule 2	4.07409e+06
O75891	AL1L1_HUMAN	ALDH1L1	Cytosolic 10-formyltetrahydrofolate dehydrogenase	2.05991e+08
O75915	PRAF3_HUMAN	ARL6IP5	PRA1 family protein 3	6.55647e+07
O75923	DYSF_HUMAN	DYSF	Dysferlin	5.68452e+06
O75934	SPF27_HUMAN	BCAS2	Pre-mRNA-splicing factor SPF27	3.52061e+07
O75935	DCTN3_HUMAN	DCTN3	Dynactin subunit 3	1.64836e+07
O75937	DNJC8_HUMAN	DNAJC8	DnaJ homolog subfamily C member 8	8.28508e+06
O75940	SPF30_HUMAN	SMNDC1	Survival of motor neuron-related-splicing factor 30	4.04604e+06
O75947	ATP5H_HUMAN	ATP5PD	ATP synthase subunit d, mitochondrial	9.89965e+07
O75955	FLOT1_HUMAN	FLOT1	Flotillin-1	2.4984e+07
O75964	ATP5L_HUMAN	ATP5MG	ATP synthase subunit g, mitochondrial	2.2006e+07
O75976	CBPD_HUMAN	CPD	Carboxypeptidase D	1.00813e+07
O76003	GLRX3_HUMAN	GLRX3	Glutaredoxin-3	1.08909e+07
O76021	RL1D1_HUMAN	RSL1D1	Ribosomal L1 domain-containing protein 1	7.67113e+06
O76024	WFS1_HUMAN	WFS1	Wolframin	6.29716e+06
O76031	CLPX_HUMAN	CLPX	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	9.8078e+06
O76038	SEGN_HUMAN	SCGN	Secretagogin	1.00573e+07
O76054	S14L2_HUMAN	SEC14L2	SEC14-like protein 2	3.73491e+06
O76062	ERG24_HUMAN	TM7SF2	Delta(14)-sterol reductase TM7SF2	5.69854e+06
O76071	CIAO1_HUMAN	CIAO1	Probable cytosolic iron-sulfur protein assembly protein CIAO1	2.47124e+06
O76074	PDE5A_HUMAN	PDE5A	cGMP-specific 3',5'-cyclic phosphodiesterase	1.86047e+06
O76094	SRP72_HUMAN	SRP72	Signal recognition particle subunit SRP72	6.94306e+07
O94760	DDAH1_HUMAN	DDAH1	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	7.8763e+07
O94763	RMP_HUMAN	URI1	Unconventional prefoldin RPB5 interactor 1	2.98923e+06
O94776	MTA2_HUMAN	MTA2	Metastasis-associated protein MTA2	6.27474e+07
O94788	AL1A2_HUMAN	ALDH1A2	Retinal dehydrogenase 2	8.80071e+06
O94804	STK10_HUMAN	STK10	Serine/threonine-protein kinase 10	3.66641e+06
O94819	KBTBB_HUMAN	KBTBD11	Kelch repeat and BTB domain-containing protein 11	9.2485e+06
O94822	LTN1_HUMAN	LTN1	E3 ubiquitin-protein ligase listerin	4.97746e+06
O94826	TOM70_HUMAN	TOMM70	Mitochondrial import receptor subunit TOM70	2.14093e+07
O94832	MYO1D_HUMAN	MYO1D	Unconventional myosin-Id	1.7258e+07
O94855	SC24D_HUMAN	SEC24D	Protein transport protein Sec24D	3.90067e+07
O94874	UFL1_HUMAN	UFL1	E3 UFM1-protein ligase 1	7.9988e+07
O94875	SRBS2_HUMAN	SORBS2	Sorbin and SH3 domain-containing protein 2	6.88574e+07
O94886	CSCL1_HUMAN	TMEM63A	CSC1-like protein 1	6.05112e+06
O94901	SUN1_HUMAN	SUN1	SUN domain-containing protein 1	4.40466e+06
O94903	PLPHP_HUMAN	PLPBP	Pyridoxal phosphate homeostasis protein	4.39353e+07
O94905	ERLN2_HUMAN	ERLIN2	Erlin-2	3.61948e+07
O94906	PRP6_HUMAN	PRPF6	Pre-mRNA-processing factor 6	1.96305e+07
O94911	ABCA8_HUMAN	ABCA8	ABC-type organic anion transporter ABCA8	7.41832e+06
O94919	ENDD1_HUMAN	ENDOD1	Endonuclease domain-containing 1 protein	1.62612e+07
O94925	GLSK_HUMAN	GLS	Glutaminase kidney isoform, mitochondrial	3.73209e+07
O94973	AP2A2_HUMAN	AP2A2	AP-2 complex subunit alpha-2	2.99914e+07
O94979	SC31A_HUMAN	SEC31A	Protein transport protein Sec31A	9.71712e+07
O94992;Q96MH2	HEXI1_HUMAN;HEXI2_HUMAN	HEXIM1;HEXIM2	Protein HEXIM1	2.87304e+06
O95049	ZO3_HUMAN	TJP3	Tight junction protein ZO-3	3.93427e+06
O95070	YIF1A_HUMAN	YIF1A	Protein YIF1A	1.41376e+07
O95071	UBR5_HUMAN	UBR5	E3 ubiquitin-protein ligase UBR5	1.03626e+06
O95140	MFN2_HUMAN	MFN2	Mitofusin-2	4.53459e+06
O95154	ARK73_HUMAN	AKR7A3	Aflatoxin B1 aldehyde reductase member 3	8.41921e+07
O95163	ELP1_HUMAN	ELP1	Elongator complex protein 1	5.42295e+06
O95168	NDUB4_HUMAN	NDUFB4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	4.74653e+07
O95169	NDUB8_HUMAN	NDUFB8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	1.87989e+07
O95178	NDUB2_HUMAN	NDUFB2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial	7.21732e+06
O95182	NDUA7_HUMAN	NDUFA7	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	1.50405e+07
O95183	VAMP5_HUMAN	VAMP5	Vesicle-associated membrane protein 5	1.60679e+06
O95197	RTN3_HUMAN	RTN3	Reticulon-3	2.26893e+07
O95202	LETM1_HUMAN	LETM1	Mitochondrial proton/calcium exchanger protein	1.1934e+07
O95218	ZRAB2_HUMAN	ZRANB2	Zinc finger Ran-binding domain-containing protein 2	7.6898e+06
O95219	SNX4_HUMAN	SNX4	Sorting nexin-4	1.42014e+07
O95232	LC7L3_HUMAN	LUC7L3	Luc7-like protein 3	1.21447e+07
O95249	GOSR1_HUMAN	GOSR1	Golgi SNAP receptor complex member 1	6.00893e+06
O95292	VAPB_HUMAN	VAPB	Vesicle-associated membrane protein-associated protein B/C	1.25312e+07
O95295	SNAPN_HUMAN	SNAPIN	SNARE-associated protein Snapin	1.23322e+07
O95298	NDUC2_HUMAN	NDUFC2	NADH dehydrogenase [ubiquinone] 1 subunit C2	7.93739e+06
O95299	NDUAA_HUMAN	NDUFA10	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	3.54277e+07
O95302	FKBP9_HUMAN	FKBP9	Peptidyl-prolyl cis-trans isomerase FKBP9	2.76079e+07
O95336	6PGL_HUMAN	PGLS	6-phosphogluconolactonase	7.30753e+07
O95340	PAPS2_HUMAN	PAPSS2	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2	1.93293e+07
O95352	ATG7_HUMAN	ATG7	Ubiquitin-like modifier-activating enzyme ATG7	2.63832e+07
O95363	SYFM_HUMAN	FARS2	Phenylalanine--tRNA ligase, mitochondrial	3.6168e+06
O95372	LYPA2_HUMAN	LYPLA2	Acyl-protein thioesterase 2	2.6744e+07
O95373	IPO7_HUMAN	IPO7	Importin-7	1.99587e+07
O95376	ARI2_HUMAN	ARIH2	E3 ubiquitin-protein ligase ARIH2	1.02436e+07
O95394	AGM1_HUMAN	PGM3	Phosphoacetylglucosamine mutase	7.79308e+07
O95396	MOCS3_HUMAN	MOCS3	Adenylyltransferase and sulfurtransferase MOCS3	6.01229e+06
O95400	CD2B2_HUMAN	CD2BP2	CD2 antigen cytoplasmic tail-binding protein 2	9.4863e+06
O95425	SVIL_HUMAN	SVIL	Supervillin	8.31075e+06
O95427	PIGN_HUMAN	PIGN	GPI ethanolamine phosphate transferase 1	2.23373e+06
O95433	AHSA1_HUMAN	AHSA1	Activator of 90 kDa heat shock protein ATPase homolog 1	3.0808e+07
O95453	PARN_HUMAN	PARN	Poly(A)-specific ribonuclease PARN	2.13491e+06
O95456	PSMG1_HUMAN	PSMG1	Proteasome assembly chaperone 1	3.22246e+06
O95466	FMNL1_HUMAN	FMNL1	Formin-like protein 1	4.51807e+06
O95470	SGPL1_HUMAN	SGPL1	Sphingosine-1-phosphate lyase 1	8.93596e+06
O95479	G6PE_HUMAN	H6PD	GDH/6PGL endoplasmic bifunctional protein	1.12466e+07
O95486	SC24A_HUMAN	SEC24A	Protein transport protein Sec24A	2.01842e+07
O95487	SC24B_HUMAN	SEC24B	Protein transport protein Sec24B	1.42054e+07
O95563	MPC2_HUMAN	MPC2	Mitochondrial pyruvate carrier 2	7.28994e+06
O95571	ETHE1_HUMAN	ETHE1	Persulfide dioxygenase ETHE1, mitochondrial	3.73934e+07
O95573	ACSL3_HUMAN	ACSL3	Fatty acid CoA ligase Acsl3	1.40171e+07
O95602	RPA1_HUMAN	POLR1A	DNA-directed RNA polymerase I subunit RPA1	2.02028e+06
O95613	PCNT_HUMAN	PCNT	Pericentrin	1.69368e+06
O95671	ASML_HUMAN	ASMTL	Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein	9.76973e+06
O95674	CDS2_HUMAN	CDS2	Phosphatidate cytidylyltransferase 2	6.15657e+06
O95685	PPR3D_HUMAN	PPP1R3D	Protein phosphatase 1 regulatory subunit 3D	1.12127e+06
O95696	BRD1_HUMAN	BRD1	Bromodomain-containing protein 1	609798
O95716	RAB3D_HUMAN	RAB3D	Ras-related protein Rab-3D	2.46054e+07
O95721	SNP29_HUMAN	SNAP29	Synaptosomal-associated protein 29	8.35529e+06
O95747	OXSR1_HUMAN	OXSR1	Serine/threonine-protein kinase OSR1	3.16335e+07
O95749	GGPPS_HUMAN	GGPS1	Geranylgeranyl pyrophosphate synthase	2.39073e+06
O95757	HS74L_HUMAN	HSPA4L	Heat shock 70 kDa protein 4L	4.56443e+06
O95758	PTBP3_HUMAN	PTBP3	Polypyrimidine tract-binding protein 3	7.93325e+06
O95777	LSM8_HUMAN	LSM8	U6 snRNA-associated Sm-like protein LSm8	2.36948e+07
O95782	AP2A1_HUMAN	AP2A1	AP-2 complex subunit alpha-1	2.131e+07
O95786	RIGI_HUMAN	RIGI	Antiviral innate immune response receptor RIG-I	8.86439e+06
O95793	STAU1_HUMAN	STAU1	Double-stranded RNA-binding protein Staufen homolog 1	8.8926e+06
O95810	CAVN2_HUMAN	CAVIN2	Caveolae-associated protein 2	2.36352e+07
O95816	BAG2_HUMAN	BAG2	BAG family molecular chaperone regulator 2	4.46022e+06
O95817	BAG3_HUMAN	BAG3	BAG family molecular chaperone regulator 3	6.58742e+06
O95822	DCMC_HUMAN	MLYCD	Malonyl-CoA decarboxylase, mitochondrial	1.19581e+08
O95825	QORL1_HUMAN	CRYZL1	Quinone oxidoreductase-like protein 1	4.94619e+06
O95831	AIFM1_HUMAN	AIFM1	Apoptosis-inducing factor 1, mitochondrial	1.69584e+08
O95834	EMAL2_HUMAN	EML2	Echinoderm microtubule-associated protein-like 2	5.29288e+07
O95848	NUD14_HUMAN	NUDT14	Uridine diphosphate glucose pyrophosphatase NUDT14	4.08462e+06
O95861	BPNT1_HUMAN	BPNT1	3'(2'),5'-bisphosphate nucleotidase 1	1.53338e+07
O95865	DDAH2_HUMAN	DDAH2	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2	3.12492e+07
O95870	ABHGA_HUMAN	ABHD16A	Phosphatidylserine lipase ABHD16A	3.21792e+07
O95881	TXD12_HUMAN	TXNDC12	Thioredoxin domain-containing protein 12	3.50863e+07
O95967	FBLN4_HUMAN	EFEMP2	EGF-containing fibulin-like extracellular matrix protein 2	5.26649e+07
O95989	NUDT3_HUMAN	NUDT3	Diphosphoinositol polyphosphate phosphohydrolase 1	1.53532e+07
O95994	AGR2_HUMAN	AGR2	Anterior gradient protein 2 homolog	2.22153e+08
O96000	NDUBA_HUMAN	NDUFB10	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	3.26663e+07
