Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\DIArt_model\human\A20200127caix_yuanch_TCPA_CA_120min_DIA_11.mzML
O43427	FIBP_HUMAN	FIBP	Acidic fibroblast growth factor intracellular-binding protein	1.02637e+06
O43432	IF4G3_HUMAN	EIF4G3	Eukaryotic translation initiation factor 4 gamma 3	3.8581e+06
O43447	PPIH_HUMAN	PPIH	Peptidyl-prolyl cis-trans isomerase H	5.84615e+06
O43464	HTRA2_HUMAN	HTRA2	Serine protease HTRA2, mitochondrial	3.58438e+06
O43488	ARK72_HUMAN	AKR7A2	Aflatoxin B1 aldehyde reductase member 2	1.63343e+07
O43491	E41L2_HUMAN	EPB41L2	Band 4.1-like protein 2	5.9488e+06
O43493	TGON2_HUMAN	TGOLN2	Trans-Golgi network integral membrane protein 2	1.28828e+06
O43504	LTOR5_HUMAN	LAMTOR5	Ragulator complex protein LAMTOR5	4.48998e+06
O43516	WIPF1_HUMAN	WIPF1	WAS/WASL-interacting protein family member 1	4.28529e+06
O43521	B2L11_HUMAN	BCL2L11	Bcl-2-like protein 11	372887
O43566	RGS14_HUMAN	RGS14	Regulator of G-protein signaling 14	1.10119e+06
O43570	CAH12_HUMAN	CA12	Carbonic anhydrase 12	2.02651e+06
O43583	DENR_HUMAN	DENR	Density-regulated protein	3.31499e+06
O43586	PPIP1_HUMAN	PSTPIP1	Proline-serine-threonine phosphatase-interacting protein 1	2.88274e+06
O43592	XPOT_HUMAN	XPOT	Exportin-T	3.64005e+06
O43598	DNPH1_HUMAN	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	1.27929e+07
O43615	TIM44_HUMAN	TIMM44	Mitochondrial import inner membrane translocase subunit TIM44	1.68124e+06
O43617	TPPC3_HUMAN	TRAPPC3	Trafficking protein particle complex subunit 3	1.04113e+07
O43633	CHM2A_HUMAN	CHMP2A	Charged multivesicular body protein 2a	8.39563e+06
O43639	NCK2_HUMAN	NCK2	Cytoplasmic protein NCK2	1.66009e+06
O43660	PLRG1_HUMAN	PLRG1	Pleiotropic regulator 1	3.01338e+06
O43665	RGS10_HUMAN	RGS10	Regulator of G-protein signaling 10	2.59124e+06
O43670	ZN207_HUMAN	ZNF207	BUB3-interacting and GLEBS motif-containing protein ZNF207	1.28917e+07
O43674	NDUB5_HUMAN	NDUFB5	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	3.36143e+06
O43676	NDUB3_HUMAN	NDUFB3	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	2.24373e+06
O43678	NDUA2_HUMAN	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	3.51996e+06
O43681	GET3_HUMAN	GET3	ATPase GET3	1.20302e+07
O43684	BUB3_HUMAN	BUB3	Mitotic checkpoint protein BUB3	1.45093e+07
O43707	ACTN4_HUMAN	ACTN4	Alpha-actinin-4	1.64852e+08
O43709	BUD23_HUMAN	BUD23	Probable 18S rRNA (guanine-N(7))-methyltransferase	787663
O43716	GATC_HUMAN	GATC	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	1.56971e+06
O43719	HTSF1_HUMAN	HTATSF1	HIV Tat-specific factor 1	3.15695e+06
O43747	AP1G1_HUMAN	AP1G1	AP-1 complex subunit gamma-1	7.61919e+06
O43752	STX6_HUMAN	STX6	Syntaxin-6	1.41658e+06
O43765	SGTA_HUMAN	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	1.01061e+06
O43768	ENSA_HUMAN	ENSA	Alpha-endosulfine	5.00283e+06
O43776	SYNC_HUMAN	NARS1	Asparagine--tRNA ligase, cytoplasmic	1.14405e+07
O43795	MYO1B_HUMAN	MYO1B	Unconventional myosin-Ib	8.68997e+06
O43809	CPSF5_HUMAN	NUDT21	Cleavage and polyadenylation specificity factor subunit 5	1.74112e+07
O43813	LANC1_HUMAN	LANCL1	Glutathione S-transferase LANCL1	1.25875e+07
O43815	STRN_HUMAN	STRN	Striatin	2.18221e+06
O43818	U3IP2_HUMAN	RRP9	U3 small nucleolar RNA-interacting protein 2	2.41432e+06
O43819	SCO2_HUMAN	SCO2	Protein SCO2 homolog, mitochondrial	1.34605e+06
O43823	AKAP8_HUMAN	AKAP8	A-kinase anchor protein 8	1.92907e+06
O43837	IDH3B_HUMAN	IDH3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	4.1471e+06
O43847	NRDC_HUMAN	NRDC	Nardilysin	1.33513e+06
O43852	CALU_HUMAN	CALU	Calumenin	2.8134e+07
O43865	SAHH2_HUMAN	AHCYL1	S-adenosylhomocysteine hydrolase-like protein 1	2.49576e+07
O43866	CD5L_HUMAN	CD5L	CD5 antigen-like	1.40167e+06
O43914	TYOBP_HUMAN	TYROBP	TYRO protein tyrosine kinase-binding protein	1.78602e+06
O43920	NDUS5_HUMAN	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	472086
O43924	PDE6D_HUMAN	PDE6D	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	2.02933e+06
O43929	ORC4_HUMAN	ORC4	Origin recognition complex subunit 4	1.01135e+06
O60216	RAD21_HUMAN	RAD21	Double-strand-break repair protein rad21 homolog	5.06126e+06
O60218	AK1BA_HUMAN	AKR1B10	Aldo-keto reductase family 1 member B10	2.08864e+07
O60220	TIM8A_HUMAN	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A	1.73305e+06
O60231	DHX16_HUMAN	DHX16	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	2.64685e+06
O60232	ZNRD2_HUMAN	ZNRD2	Protein ZNRD2	7.08794e+06
O60234	GMFG_HUMAN	GMFG	Glia maturation factor gamma	4.48112e+07
O60237	MYPT2_HUMAN	PPP1R12B	Protein phosphatase 1 regulatory subunit 12B	735889
O60245	PCDH7_HUMAN	PCDH7	Protocadherin-7	1.76272e+06
O60256	KPRB_HUMAN	PRPSAP2	Phosphoribosyl pyrophosphate synthase-associated protein 2	7.64069e+06
O60258;P55075	FGF17_HUMAN;FGF8_HUMAN	FGF17;FGF8	Fibroblast growth factor 17	379838
O60264	SMCA5_HUMAN	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	7.99634e+06
O60271	JIP4_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	5.70794e+06
O60306	AQR_HUMAN	AQR	RNA helicase aquarius	2.85004e+06
O60313	OPA1_HUMAN	OPA1	Dynamin-like 120 kDa protein, mitochondrial	7.52754e+06
O60315	ZEB2_HUMAN	ZEB2	Zinc finger E-box-binding homeobox 2	267316
O60318	GANP_HUMAN	MCM3AP	Germinal-center associated nuclear protein	735738
O60331	PI51C_HUMAN	PIP5K1C	Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma	1.41522e+06
O60333	KIF1B_HUMAN	KIF1B	Kinesin-like protein KIF1B	1.16643e+06
O60341	KDM1A_HUMAN	KDM1A	Lysine-specific histone demethylase 1A	3.27239e+06
O60343	TBCD4_HUMAN	TBC1D4	TBC1 domain family member 4	2.21758e+06
O60437	PEPL_HUMAN	PPL	Periplakin	3.2496e+07
O60443	GSDME_HUMAN	GSDME	Gasdermin-E	2.54202e+06
O60449	LY75_HUMAN	LY75	Lymphocyte antigen 75	2.29302e+06
O60462	NRP2_HUMAN	NRP2	Neuropilin-2	1.1447e+06
O60476	MA1A2_HUMAN	MAN1A2	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB	978462
O60486	PLXC1_HUMAN	PLXNC1	Plexin-C1	2.28255e+06
O60488	ACSL4_HUMAN	ACSL4	Long-chain-fatty-acid--CoA ligase 4	2.63249e+06
O60493	SNX3_HUMAN	SNX3	Sorting nexin-3	1.70173e+07
O60496	DOK2_HUMAN	DOK2	Docking protein 2	1.8866e+06
O60502	OGA_HUMAN	OGA	Protein O-GlcNAcase	1.51704e+06
O60504	VINEX_HUMAN	SORBS3	Vinexin	9.26501e+06
O60506	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	5.81134e+07
O60508	PRP17_HUMAN	CDC40	Pre-mRNA-processing factor 17	3.07985e+06
O60524	NEMF_HUMAN	NEMF	Ribosome quality control complex subunit NEMF	2.23974e+06
O60547	GMDS_HUMAN	GMDS	GDP-mannose 4,6 dehydratase	1.96258e+06
O60551	NMT2_HUMAN	NMT2	Glycylpeptide N-tetradecanoyltransferase 2	474442
O60563;O60583	CCNT1_HUMAN;CCNT2_HUMAN	CCNT1;CCNT2	Cyclin-T1	3.54791e+06
O60568	PLOD3_HUMAN	PLOD3	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	6.80559e+06
O60573	IF4E2_HUMAN	EIF4E2	Eukaryotic translation initiation factor 4E type 2	2.00254e+06
O60610	DIAP1_HUMAN	DIAPH1	Protein diaphanous homolog 1	9.77211e+06
O60613	SEP15_HUMAN	SELENOF	Selenoprotein F	3.0826e+06
O60645	EXOC3_HUMAN	EXOC3	Exocyst complex component 3	1.16066e+07
O60664	PLIN3_HUMAN	PLIN3	Perilipin-3	2.01955e+07
O60684	IMA7_HUMAN	KPNA6	Importin subunit alpha-7	4.20147e+06
O60701	UGDH_HUMAN	UGDH	UDP-glucose 6-dehydrogenase	1.14483e+07
O60704	TPST2_HUMAN	TPST2	Protein-tyrosine sulfotransferase 2	769322
O60711	LPXN_HUMAN	LPXN	Leupaxin	4.0216e+06
O60716	CTND1_HUMAN	CTNND1	Catenin delta-1	1.41107e+07
O60739;P41567	EIF1B_HUMAN;EIF1_HUMAN	EIF1;EIF1B	Eukaryotic translation initiation factor 1b	8.16441e+06
O60749	SNX2_HUMAN	SNX2	Sorting nexin-2	7.60194e+06
O60762	DPM1_HUMAN	DPM1	Dolichol-phosphate mannosyltransferase subunit 1	3.69445e+06
O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	1.34488e+07
O60783	RT14_HUMAN	MRPS14	Small ribosomal subunit protein uS14m	3.30793e+06
O60784	TOM1_HUMAN	TOM1	Target of Myb1 membrane trafficking protein	4.53978e+06
O60825	F262_HUMAN	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2	3.29386e+06
O60826	CCD22_HUMAN	CCDC22	Coiled-coil domain-containing protein 22	3.09074e+06
O60828	PQBP1_HUMAN	PQBP1	Polyglutamine-binding protein 1	1.90795e+06
O60831	PRAF2_HUMAN	PRAF2	PRA1 family protein 2	8.77826e+06
O60832	DKC1_HUMAN	DKC1	H/ACA ribonucleoprotein complex subunit DKC1	1.28333e+07
O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B	4.1215e+06
O60861	GAS7_HUMAN	GAS7	Growth arrest-specific protein 7	1.19563e+06
O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1	1.41202e+07
O60879	DIAP2_HUMAN	DIAPH2	Protein diaphanous homolog 2	459192
O60880	SH21A_HUMAN	SH2D1A	SH2 domain-containing protein 1A	1.2877e+06
O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2	6.08456e+06
O60885	BRD4_HUMAN	BRD4	Bromodomain-containing protein 4	7.89949e+06
O60888	CUTA_HUMAN	CUTA	Protein CutA	4.51405e+06
O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1	7.00153e+06
O60934	NBN_HUMAN	NBN	Nibrin	1.90676e+06
O60936	NOL3_HUMAN	NOL3	Nucleolar protein 3	3.3474e+06
O75015	FCG3B_HUMAN	FCGR3B	Low affinity immunoglobulin gamma Fc region receptor III-B	1.74041e+06
O75044	SRGP2_HUMAN	SRGAP2	SLIT-ROBO Rho GTPase-activating protein 2	1.32834e+06
O75054	IGSF3_HUMAN	IGSF3	Immunoglobulin superfamily member 3	9.82626e+06
O75083	WDR1_HUMAN	WDR1	WD repeat-containing protein 1	8.66411e+07
O75113	N4BP1_HUMAN	N4BP1	NEDD4-binding protein 1	1.22246e+06
O75116	ROCK2_HUMAN	ROCK2	Rho-associated protein kinase 2	2.72635e+06
O75122	CLAP2_HUMAN	CLASP2	CLIP-associating protein 2	6.48553e+06
O75131	CPNE3_HUMAN	CPNE3	Copine-3	1.9155e+07
O75146	HIP1R_HUMAN	HIP1R	Huntingtin-interacting protein 1-related protein	759399
O75150	BRE1B_HUMAN	RNF40	E3 ubiquitin-protein ligase BRE1B	3.11819e+06
O75151	PHF2_HUMAN	PHF2	Lysine-specific demethylase PHF2	864685
O75152	ZC11A_HUMAN	ZC3H11A	Zinc finger CCCH domain-containing protein 11A	2.16754e+06
O75153	CLU_HUMAN	CLUH	Clustered mitochondria protein homolog	2.10945e+07
O75165	DJC13_HUMAN	DNAJC13	DnaJ homolog subfamily C member 13	3.49404e+06
O75170	PP6R2_HUMAN	PPP6R2	Serine/threonine-protein phosphatase 6 regulatory subunit 2	1.60691e+06
O75175	CNOT3_HUMAN	CNOT3	CCR4-NOT transcription complex subunit 3	2.95987e+06
O75190	DNJB6_HUMAN	DNAJB6	DnaJ homolog subfamily B member 6	3.04077e+06
O75208	COQ9_HUMAN	COQ9	Ubiquinone biosynthesis protein COQ9, mitochondrial	1.7674e+06
O75223	GGCT_HUMAN	GGCT	Gamma-glutamylcyclotransferase	1.68735e+06
O75251	NDUS7_HUMAN	NDUFS7	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	4.3741e+06
O75306	NDUS2_HUMAN	NDUFS2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	9.41479e+06
O75312	ZPR1_HUMAN	ZPR1	Zinc finger protein ZPR1	2.73966e+06
O75323	NIPS2_HUMAN	NIPSNAP2	Protein NipSnap homolog 2	1.07659e+07
O75340	PDCD6_HUMAN	PDCD6	Programmed cell death protein 6	1.56342e+07
O75347	TBCA_HUMAN	TBCA	Tubulin-specific chaperone A	1.05162e+07
O75348	VATG1_HUMAN	ATP6V1G1	V-type proton ATPase subunit G 1	8.27867e+06
O75351	VPS4B_HUMAN	VPS4B	Vacuolar protein sorting-associated protein 4B	9.70358e+06
O75364;P78337;Q99697	PITX1_HUMAN;PITX2_HUMAN;PITX3_HUMAN	PITX1;PITX2;PITX3	Pituitary homeobox 3	484758
O75367	H2AY_HUMAN	MACROH2A1	Core histone macro-H2A.1	1.60429e+08
O75368	SH3L1_HUMAN	SH3BGRL	Adapter SH3BGRL	1.80839e+07
O75369	FLNB_HUMAN	FLNB	Filamin-B	1.14631e+08
O75376	NCOR1_HUMAN	NCOR1	Nuclear receptor corepressor 1	2.70587e+06
O75380	NDUS6_HUMAN	NDUFS6	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	4.83661e+06
O75381	PEX14_HUMAN	PEX14	Peroxisomal membrane protein PEX14	915564
O75382	TRIM3_HUMAN	TRIM3	Tripartite motif-containing protein 3	720038
O75390	CISY_HUMAN	CS	Citrate synthase, mitochondrial	3.23442e+07
O75391	SPAG7_HUMAN	SPAG7	Sperm-associated antigen 7	1.09574e+06
O75396	SC22B_HUMAN	SEC22B	Vesicle-trafficking protein SEC22b	2.68301e+07
O75400	PR40A_HUMAN	PRPF40A	Pre-mRNA-processing factor 40 homolog A	8.75454e+06
O75410	TACC1_HUMAN	TACC1	Transforming acidic coiled-coil-containing protein 1	5.46632e+06
O75427	LRCH4_HUMAN	LRCH4	Leucine-rich repeat and calponin homology domain-containing protein 4	2.25596e+06
O75436	VP26A_HUMAN	VPS26A	Vacuolar protein sorting-associated protein 26A	1.04183e+07
O75438	NDUB1_HUMAN	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	6.07062e+06
O75439	MPPB_HUMAN	PMPCB	Mitochondrial-processing peptidase subunit beta	3.73403e+06
O75452	RDH16_HUMAN	RDH16	Retinol dehydrogenase 16	907367
O75475	PSIP1_HUMAN	PSIP1	PC4 and SFRS1-interacting protein	6.30058e+06
O75477	ERLN1_HUMAN	ERLIN1	Erlin-1	2.03521e+06
O75489	NDUS3_HUMAN	NDUFS3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	8.68638e+06
O75494	SRS10_HUMAN	SRSF10	Serine/arginine-rich splicing factor 10	7.71458e+06
O75503	CLN5_HUMAN	CLN5	Ceroid-lipofuscinosis neuronal protein 5	1.59868e+06
O75506	HSBP1_HUMAN	HSBP1	Heat shock factor-binding protein 1	4.87895e+06
O75521	ECI2_HUMAN	ECI2	Enoyl-CoA delta isomerase 2	882169
O75525	KHDR3_HUMAN	KHDRBS3	KH domain-containing, RNA-binding, signal transduction-associated protein 3	1.18027e+06
O75531	BAF_HUMAN	BANF1	Barrier-to-autointegration factor	3.74379e+07
O75533	SF3B1_HUMAN	SF3B1	Splicing factor 3B subunit 1	1.84019e+07
O75534	CSDE1_HUMAN	CSDE1	Cold shock domain-containing protein E1	8.04211e+06
O75563	SKAP2_HUMAN	SKAP2	Src kinase-associated phosphoprotein 2	1.31288e+06
O75569	PRKRA_HUMAN	PRKRA	Interferon-inducible double-stranded RNA-dependent protein kinase activator A	3.53577e+06
O75586	MED6_HUMAN	MED6	Mediator of RNA polymerase II transcription subunit 6	371971
O75592	MYCB2_HUMAN	MYCBP2	E3 ubiquitin-protein ligase MYCBP2	3.77772e+06
O75594	PGRP1_HUMAN	PGLYRP1	Peptidoglycan recognition protein 1	3.21857e+06
O75608	LYPA1_HUMAN	LYPLA1	Acyl-protein thioesterase 1	7.491e+06
O75629	CREG1_HUMAN	CREG1	Protein CREG1	6.08506e+06
O75636	FCN3_HUMAN	FCN3	Ficolin-3	693916
O75643	U520_HUMAN	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase	1.44202e+07
O75663	TIPRL_HUMAN	TIPRL	TIP41-like protein	5.9182e+06
O75676	KS6A4_HUMAN	RPS6KA4	Ribosomal protein S6 kinase alpha-4	2.81961e+06
O75683	SURF6_HUMAN	SURF6	Surfeit locus protein 6	1.60674e+06
O75688	PPM1B_HUMAN	PPM1B	Protein phosphatase 1B	1.57055e+06
O75689;Q9NPF8	ADAP1_HUMAN;ADAP2_HUMAN	ADAP1;ADAP2	Arf-GAP with dual PH domain-containing protein 1	355894
O75691	UTP20_HUMAN	UTP20	Small subunit processome component 20 homolog	967721
O75694	NU155_HUMAN	NUP155	Nuclear pore complex protein Nup155	4.02177e+06
O75695	XRP2_HUMAN	RP2	Protein XRP2	3.39176e+06
O75718	CRTAP_HUMAN	CRTAP	Cartilage-associated protein	7.96716e+06
O75746	S2512_HUMAN	SLC25A12	Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial	5.96076e+06
O75781	PALM_HUMAN	PALM	Paralemmin-1	947704
O75787	RENR_HUMAN	ATP6AP2	Renin receptor	371422
O75791	GRAP2_HUMAN	GRAP2	GRB2-related adapter protein 2	4.72609e+06
O75792	RNH2A_HUMAN	RNASEH2A	Ribonuclease H2 subunit A	2.80542e+06
O75821	EIF3G_HUMAN	EIF3G	Eukaryotic translation initiation factor 3 subunit G	1.31546e+07
O75822	EIF3J_HUMAN	EIF3J	Eukaryotic translation initiation factor 3 subunit J	1.33709e+07
O75828	CBR3_HUMAN	CBR3	Carbonyl reductase [NADPH] 3	3.49812e+07
O75832	PSD10_HUMAN	PSMD10	26S proteasome non-ATPase regulatory subunit 10	3.41234e+06
O75843	AP1G2_HUMAN	AP1G2	AP-1 complex subunit gamma-like 2	2.13686e+06
O75844	FACE1_HUMAN	ZMPSTE24	CAAX prenyl protease 1 homolog	2.34079e+06
O75874	IDHC_HUMAN	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	2.42502e+07
O75880	SCO1_HUMAN	SCO1	Protein SCO1 homolog, mitochondrial	4.96873e+06
O75881	CP7B1_HUMAN	CYP7B1	Cytochrome P450 7B1	4.16186e+06
O75884	RBBP9_HUMAN	RBBP9	Serine hydrolase RBBP9	3.9454e+06
O75886	STAM2_HUMAN	STAM2	Signal transducing adapter molecule 2	1.32991e+06
O75891	AL1L1_HUMAN	ALDH1L1	Cytosolic 10-formyltetrahydrofolate dehydrogenase	5.25606e+06
O75909	CCNK_HUMAN	CCNK	Cyclin-K	1.65138e+06
O75911	DHRS3_HUMAN	DHRS3	Short-chain dehydrogenase/reductase 3	3.84552e+06
O75915	PRAF3_HUMAN	ARL6IP5	PRA1 family protein 3	3.11727e+07
O75923	DYSF_HUMAN	DYSF	Dysferlin	7.5988e+06
O75934	SPF27_HUMAN	BCAS2	Pre-mRNA-splicing factor SPF27	6.53541e+06
O75935	DCTN3_HUMAN	DCTN3	Dynactin subunit 3	7.29545e+06
O75937	DNJC8_HUMAN	DNAJC8	DnaJ homolog subfamily C member 8	1.23142e+07
O75940	SPF30_HUMAN	SMNDC1	Survival of motor neuron-related-splicing factor 30	1.37789e+06
O75947	ATP5H_HUMAN	ATP5PD	ATP synthase subunit d, mitochondrial	2.58137e+07
O75955	FLOT1_HUMAN	FLOT1	Flotillin-1	8.47492e+06
O75962	TRIO_HUMAN	TRIO	Triple functional domain protein	422804
O75964	ATP5L_HUMAN	ATP5MG	ATP synthase subunit g, mitochondrial	2.8527e+06
O75976	CBPD_HUMAN	CPD	Carboxypeptidase D	1.51612e+06
O75995	SASH3_HUMAN	SASH3	SAM and SH3 domain-containing protein 3	2.32649e+06
O76003	GLRX3_HUMAN	GLRX3	Glutaredoxin-3	6.51774e+06
O76021	RL1D1_HUMAN	RSL1D1	Ribosomal L1 domain-containing protein 1	1.30665e+07
O76024	WFS1_HUMAN	WFS1	Wolframin	2.35353e+06
O76031	CLPX_HUMAN	CLPX	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	1.97266e+06
O76054	S14L2_HUMAN	SEC14L2	SEC14-like protein 2	1.9134e+06
O76070	SYUG_HUMAN	SNCG	Gamma-synuclein	2.83066e+06
O76071	CIAO1_HUMAN	CIAO1	Probable cytosolic iron-sulfur protein assembly protein CIAO1	1.88572e+06
O76074	PDE5A_HUMAN	PDE5A	cGMP-specific 3',5'-cyclic phosphodiesterase	361425
O76094	SRP72_HUMAN	SRP72	Signal recognition particle subunit SRP72	7.15928e+06
O76096	CYTF_HUMAN	CST7	Cystatin-F	420626
O94768	ST17B_HUMAN	STK17B	Serine/threonine-protein kinase 17B	2.25056e+06
O94776	MTA2_HUMAN	MTA2	Metastasis-associated protein MTA2	8.76723e+06
O94788	AL1A2_HUMAN	ALDH1A2	Retinal dehydrogenase 2	3.14351e+06
O94804	STK10_HUMAN	STK10	Serine/threonine-protein kinase 10	5.16354e+06
O94822	LTN1_HUMAN	LTN1	E3 ubiquitin-protein ligase listerin	1.69114e+06
O94826	TOM70_HUMAN	TOMM70	Mitochondrial import receptor subunit TOM70	5.95915e+06
O94832	MYO1D_HUMAN	MYO1D	Unconventional myosin-Id	4.57241e+06
O94842	TOX4_HUMAN	TOX4	TOX high mobility group box family member 4	1.14359e+06
O94855	SC24D_HUMAN	SEC24D	Protein transport protein Sec24D	5.63228e+06
O94868	FCSD2_HUMAN	FCHSD2	F-BAR and double SH3 domains protein 2	875073
O94874	UFL1_HUMAN	UFL1	E3 UFM1-protein ligase 1	9.14259e+06
O94880	PHF14_HUMAN	PHF14	PHD finger protein 14	1.04816e+06
O94886	CSCL1_HUMAN	TMEM63A	CSC1-like protein 1	1.61273e+06
O94901	SUN1_HUMAN	SUN1	SUN domain-containing protein 1	1.59869e+06
O94903	PLPHP_HUMAN	PLPBP	Pyridoxal phosphate homeostasis protein	5.18153e+06
O94905	ERLN2_HUMAN	ERLIN2	Erlin-2	4.94919e+06
O94906	PRP6_HUMAN	PRPF6	Pre-mRNA-processing factor 6	4.70818e+06
O94915	FRYL_HUMAN	FRYL	Protein furry homolog-like	1.02497e+06
O94919	ENDD1_HUMAN	ENDOD1	Endonuclease domain-containing 1 protein	5.02477e+06
O94925	GLSK_HUMAN	GLS	Glutaminase kidney isoform, mitochondrial	1.16203e+07
O94927	HAUS5_HUMAN	HAUS5	HAUS augmin-like complex subunit 5	282784
O94966	UBP19_HUMAN	USP19	Ubiquitin carboxyl-terminal hydrolase 19	1.27091e+06
O94973	AP2A2_HUMAN	AP2A2	AP-2 complex subunit alpha-2	8.26004e+06
O94979	SC31A_HUMAN	SEC31A	Protein transport protein Sec31A	2.31809e+07
O94992	HEXI1_HUMAN	HEXIM1	Protein HEXIM1	3.65836e+06
O95071	UBR5_HUMAN	UBR5	E3 ubiquitin-protein ligase UBR5	616247
O95104	SCAF4_HUMAN	SCAF4	SR-related and CTD-associated factor 4	1.51638e+06
O95140	MFN2_HUMAN	MFN2	Mitofusin-2	3.66173e+06
O95155	UBE4B_HUMAN	UBE4B	Ubiquitin conjugation factor E4 B	740464
O95159	ZFPL1_HUMAN	ZFPL1	Zinc finger protein-like 1	3.56751e+06
O95163	ELP1_HUMAN	ELP1	Elongator complex protein 1	2.16491e+06
O95168	NDUB4_HUMAN	NDUFB4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	8.6021e+06
O95169	NDUB8_HUMAN	NDUFB8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	5.42875e+06
O95182	NDUA7_HUMAN	NDUFA7	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	1.96539e+06
O95183	VAMP5_HUMAN	VAMP5	Vesicle-associated membrane protein 5	813374
O95202	LETM1_HUMAN	LETM1	Mitochondrial proton/calcium exchanger protein	3.34987e+06
O95210	STBD1_HUMAN	STBD1	Starch-binding domain-containing protein 1	710141
O95218	ZRAB2_HUMAN	ZRANB2	Zinc finger Ran-binding domain-containing protein 2	6.20297e+06
O95219	SNX4_HUMAN	SNX4	Sorting nexin-4	2.67604e+06
O95232	LC7L3_HUMAN	LUC7L3	Luc7-like protein 3	4.10083e+06
O95236	APOL3_HUMAN	APOL3	Apolipoprotein L3	3.85435e+06
O95248	MTMR5_HUMAN	SBF1	Myotubularin-related protein 5	1.68283e+06
O95251	KAT7_HUMAN	KAT7	Histone acetyltransferase KAT7	2.13444e+06
O95259	KCNH1_HUMAN	KCNH1	Potassium voltage-gated channel subfamily H member 1	6.59641e+06
O95292	VAPB_HUMAN	VAPB	Vesicle-associated membrane protein-associated protein B/C	7.33419e+06
O95295	SNAPN_HUMAN	SNAPIN	SNARE-associated protein Snapin	1.98818e+06
O95299	NDUAA_HUMAN	NDUFA10	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	7.33367e+06
O95302	FKBP9_HUMAN	FKBP9	Peptidyl-prolyl cis-trans isomerase FKBP9	9.66246e+06
O95319	CELF2_HUMAN	CELF2	CUGBP Elav-like family member 2	1.07795e+07
O95336	6PGL_HUMAN	PGLS	6-phosphogluconolactonase	1.32299e+07
O95340	PAPS2_HUMAN	PAPSS2	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2	2.17227e+06
O95347	SMC2_HUMAN	SMC2	Structural maintenance of chromosomes protein 2	3.23764e+06
O95352	ATG7_HUMAN	ATG7	Ubiquitin-like modifier-activating enzyme ATG7	3.46232e+06
O95359	TACC2_HUMAN	TACC2	Transforming acidic coiled-coil-containing protein 2	1.77016e+06
O95361	TRI16_HUMAN	TRIM16	Tripartite motif-containing protein 16	1.40142e+06
O95363	SYFM_HUMAN	FARS2	Phenylalanine--tRNA ligase, mitochondrial	6.45034e+06
O95372	LYPA2_HUMAN	LYPLA2	Acyl-protein thioesterase 2	1.28158e+07
O95373	IPO7_HUMAN	IPO7	Importin-7	3.38901e+07
O95376	ARI2_HUMAN	ARIH2	E3 ubiquitin-protein ligase ARIH2	191719
O95382	M3K6_HUMAN	MAP3K6	Mitogen-activated protein kinase kinase kinase 6	2.96465e+06
