Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\RA\work\7_1_task\TCPA\E20200928yuanch_Connie_TCPA_60minDIA_b1-10.mzML
O43252	PAPS1_HUMAN	PAPSS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1	2.90184e+07
O43264	ZW10_HUMAN	ZW10	Centromere/kinetochore protein zw10 homolog	4.34967e+06
O43272	PROD_HUMAN	PRODH	Proline dehydrogenase 1, mitochondrial	1.19507e+07
O43278	SPIT1_HUMAN	SPINT1	Kunitz-type protease inhibitor 1	6.53018e+06
O43286	B4GT5_HUMAN	B4GALT5	Beta-1,4-galactosyltransferase 5	2.89068e+06
O43290	SNUT1_HUMAN	SART1	U4/U6.U5 tri-snRNP-associated protein 1	1.85769e+07
O43291	SPIT2_HUMAN	SPINT2	Kunitz-type protease inhibitor 2	4.9697e+06
O43292	GPAA1_HUMAN	GPAA1	Glycosylphosphatidylinositol anchor attachment 1 protein	1.21558e+07
O43293	DAPK3_HUMAN	DAPK3	Death-associated protein kinase 3	4.08427e+06
O43294	TGFI1_HUMAN	TGFB1I1	Transforming growth factor beta-1-induced transcript 1 protein	2.73306e+07
O43301	HS12A_HUMAN	HSPA12A	Heat shock 70 kDa protein 12A	3.36087e+06
O43314	VIP2_HUMAN	PPIP5K2	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	811950
O43318	M3K7_HUMAN	MAP3K7	Mitogen-activated protein kinase kinase kinase 7	4.46434e+06
O43324	MCA3_HUMAN	EEF1E1	Eukaryotic translation elongation factor 1 epsilon-1	1.69738e+07
O43353	RIPK2_HUMAN	RIPK2	Receptor-interacting serine/threonine-protein kinase 2	5.43116e+06
O43390	HNRPR_HUMAN	HNRNPR	Heterogeneous nuclear ribonucleoprotein R	1.21193e+08
O43395	PRPF3_HUMAN	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3	5.04239e+07
O43396	TXNL1_HUMAN	TXNL1	Thioredoxin-like protein 1	2.35079e+07
O43399	TPD54_HUMAN	TPD52L2	Tumor protein D54	4.68364e+07
O43402	EMC8_HUMAN	EMC8	ER membrane protein complex subunit 8	2.06892e+07
O43405	COCH_HUMAN	COCH	Cochlin	4.47423e+06
O43414	ERI3_HUMAN	ERI3	ERI1 exoribonuclease 3	4.61507e+06
O43427	FIBP_HUMAN	FIBP	Acidic fibroblast growth factor intracellular-binding protein	5.19799e+06
O43432	IF4G3_HUMAN	EIF4G3	Eukaryotic translation initiation factor 4 gamma 3	3.22206e+07
O43447	PPIH_HUMAN	PPIH	Peptidyl-prolyl cis-trans isomerase H	1.7759e+07
O43464	HTRA2_HUMAN	HTRA2	Serine protease HTRA2, mitochondrial	7.68675e+06
O43488	ARK72_HUMAN	AKR7A2	Aflatoxin B1 aldehyde reductase member 2	7.63317e+07
O43491	E41L2_HUMAN	EPB41L2	Band 4.1-like protein 2	2.56176e+07
O43493	TGON2_HUMAN	TGOLN2	Trans-Golgi network integral membrane protein 2	2.60365e+07
O43520	AT8B1_HUMAN	ATP8B1	Phospholipid-transporting ATPase IC	1.28203e+07
O43556	SGCE_HUMAN	SGCE	Epsilon-sarcoglycan	2.44973e+06
O43570	CAH12_HUMAN	CA12	Carbonic anhydrase 12	1.01704e+07
O43583	DENR_HUMAN	DENR	Density-regulated protein	1.37731e+07
O43592	XPOT_HUMAN	XPOT	Exportin-T	5.36182e+07
O43598	DNPH1_HUMAN	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	7.23478e+07
O43615	TIM44_HUMAN	TIMM44	Mitochondrial import inner membrane translocase subunit TIM44	6.94266e+06
O43617	TPPC3_HUMAN	TRAPPC3	Trafficking protein particle complex subunit 3	2.77258e+07
O43633	CHM2A_HUMAN	CHMP2A	Charged multivesicular body protein 2a	2.67937e+07
O43639	NCK2_HUMAN	NCK2	Cytoplasmic protein NCK2	9.23146e+06
O43660	PLRG1_HUMAN	PLRG1	Pleiotropic regulator 1	8.45532e+06
O43665	RGS10_HUMAN	RGS10	Regulator of G-protein signaling 10	8.56254e+06
O43670	ZN207_HUMAN	ZNF207	BUB3-interacting and GLEBS motif-containing protein ZNF207	3.17072e+07
O43674	NDUB5_HUMAN	NDUFB5	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	8.5166e+06
O43676	NDUB3_HUMAN	NDUFB3	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	1.18652e+07
O43678	NDUA2_HUMAN	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	1.61429e+07
O43681	GET3_HUMAN	GET3	ATPase GET3	3.42068e+07
O43684	BUB3_HUMAN	BUB3	Mitotic checkpoint protein BUB3	5.97395e+07
O43704	ST1B1_HUMAN	SULT1B1	Sulfotransferase 1B1	1.76186e+07
O43707	ACTN4_HUMAN	ACTN4	Alpha-actinin-4	7.54878e+08
O43708	MAAI_HUMAN	GSTZ1	Maleylacetoacetate isomerase	2.59338e+06
O43719	HTSF1_HUMAN	HTATSF1	HIV Tat-specific factor 1	2.19797e+07
O43739;Q99418	CYH2_HUMAN;CYH3_HUMAN	CYTH2;CYTH3	Cytohesin-3	6.50647e+06
O43747	AP1G1_HUMAN	AP1G1	AP-1 complex subunit gamma-1	3.45311e+07
O43752	STX6_HUMAN	STX6	Syntaxin-6	1.18416e+07
O43760	SNG2_HUMAN	SYNGR2	Synaptogyrin-2	9.92267e+06
O43765	SGTA_HUMAN	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	3.06979e+07
O43768	ENSA_HUMAN	ENSA	Alpha-endosulfine	1.86758e+07
O43772	MCAT_HUMAN	SLC25A20	Mitochondrial carnitine/acylcarnitine carrier protein	1.19829e+07
O43776	SYNC_HUMAN	NARS1	Asparagine--tRNA ligase, cytoplasmic	4.25584e+07
O43795	MYO1B_HUMAN	MYO1B	Unconventional myosin-Ib	1.54156e+07
O43805	SSNA1_HUMAN	SSNA1	Microtubule nucleation factor SSNA1	2.65859e+06
O43809	CPSF5_HUMAN	NUDT21	Cleavage and polyadenylation specificity factor subunit 5	5.68403e+07
O43813	LANC1_HUMAN	LANCL1	Glutathione S-transferase LANCL1	6.48423e+07
O43815	STRN_HUMAN	STRN	Striatin	9.77724e+06
O43818	U3IP2_HUMAN	RRP9	U3 small nucleolar RNA-interacting protein 2	1.1422e+08
O43822	CF410_HUMAN	CFAP410	Cilia- and flagella-associated protein 410	1.29667e+06
O43823	AKAP8_HUMAN	AKAP8	A-kinase anchor protein 8	1.10414e+07
O43824	GTPB6_HUMAN	GTPBP6	Putative GTP-binding protein 6	4.06316e+06
O43837	IDH3B_HUMAN	IDH3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	1.53806e+07
O43847	NRDC_HUMAN	NRDC	Nardilysin	5.87599e+06
O43852	CALU_HUMAN	CALU	Calumenin	1.20553e+08
O43865	SAHH2_HUMAN	AHCYL1	S-adenosylhomocysteine hydrolase-like protein 1	7.0541e+07
O43920	NDUS5_HUMAN	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	3.63112e+06
O43924	PDE6D_HUMAN	PDE6D	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	6.32282e+06
O43929	ORC4_HUMAN	ORC4	Origin recognition complex subunit 4	2.4759e+06
O60216	RAD21_HUMAN	RAD21	Double-strand-break repair protein rad21 homolog	3.06379e+07
O60218	AK1BA_HUMAN	AKR1B10	Aldo-keto reductase family 1 member B10	3.6886e+07
O60220	TIM8A_HUMAN	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A	1.6633e+07
O60229	KALRN_HUMAN	KALRN	Kalirin	4.78142e+06
O60231	DHX16_HUMAN	DHX16	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	6.30656e+06
O60232	ZNRD2_HUMAN	ZNRD2	Protein ZNRD2	1.99716e+07
O60234	GMFG_HUMAN	GMFG	Glia maturation factor gamma	1.1257e+07
O60237	MYPT2_HUMAN	PPP1R12B	Protein phosphatase 1 regulatory subunit 12B	6.25925e+06
O60243	H6ST1_HUMAN	HS6ST1	Heparan-sulfate 6-O-sulfotransferase 1	1.94412e+06
O60244	MED14_HUMAN	MED14	Mediator of RNA polymerase II transcription subunit 14	2.79682e+06
O60256	KPRB_HUMAN	PRPSAP2	Phosphoribosyl pyrophosphate synthase-associated protein 2	1.57591e+07
O60264	SMCA5_HUMAN	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	1.98663e+08
O60271	JIP4_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	1.22137e+07
O60306	AQR_HUMAN	AQR	RNA helicase aquarius	6.06478e+06
O60313	OPA1_HUMAN	OPA1	Dynamin-like 120 kDa protein, mitochondrial	1.48969e+07
O60333	KIF1B_HUMAN	KIF1B	Kinesin-like protein KIF1B	2.26021e+07
O60341	KDM1A_HUMAN	KDM1A	Lysine-specific histone demethylase 1A	8.69959e+06
O60343	TBCD4_HUMAN	TBC1D4	TBC1 domain family member 4	2.70096e+06
O60437	PEPL_HUMAN	PPL	Periplakin	3.66074e+07
O60443	GSDME_HUMAN	GSDME	Gasdermin-E	3.76745e+06
O60449	LY75_HUMAN	LY75	Lymphocyte antigen 75	1.08096e+07
O60487	MPZL2_HUMAN	MPZL2	Myelin protein zero-like protein 2	5.64947e+06
O60488	ACSL4_HUMAN	ACSL4	Long-chain-fatty-acid--CoA ligase 4	2.90336e+07
O60493	SNX3_HUMAN	SNX3	Sorting nexin-3	4.06186e+07
O60499	STX10_HUMAN	STX10	Syntaxin-10	4.78094e+06
O60502	OGA_HUMAN	OGA	Protein O-GlcNAcase	3.67319e+06
O60504	VINEX_HUMAN	SORBS3	Vinexin	1.30914e+07
O60506	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	2.46468e+08
O60508	PRP17_HUMAN	CDC40	Pre-mRNA-processing factor 17	8.00721e+06
O60513	B4GT4_HUMAN	B4GALT4	Beta-1,4-galactosyltransferase 4	9.834e+06
O60518	RNBP6_HUMAN	RANBP6	Ran-binding protein 6	1.68794e+06
O60524	NEMF_HUMAN	NEMF	Ribosome quality control complex subunit NEMF	9.55401e+06
O60547	GMDS_HUMAN	GMDS	GDP-mannose 4,6 dehydratase	5.25411e+07
O60565	GREM1_HUMAN	GREM1	Gremlin-1	3.93391e+06
O60568	PLOD3_HUMAN	PLOD3	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	1.99154e+07
O60573	IF4E2_HUMAN	EIF4E2	Eukaryotic translation initiation factor 4E type 2	9.12123e+06
O60610	DIAP1_HUMAN	DIAPH1	Protein diaphanous homolog 1	3.43003e+07
O60613	SEP15_HUMAN	SELENOF	Selenoprotein F	7.96038e+06
O60645	EXOC3_HUMAN	EXOC3	Exocyst complex component 3	8.03016e+06
O60664	PLIN3_HUMAN	PLIN3	Perilipin-3	1.10284e+08
O60684	IMA7_HUMAN	KPNA6	Importin subunit alpha-7	1.74602e+07
O60687	SRPX2_HUMAN	SRPX2	Sushi repeat-containing protein SRPX2	3.25127e+06
O60701	UGDH_HUMAN	UGDH	UDP-glucose 6-dehydrogenase	8.43852e+07
O60716	CTND1_HUMAN	CTNND1	Catenin delta-1	6.66759e+07
O60739;P41567	EIF1B_HUMAN;EIF1_HUMAN	EIF1;EIF1B	Eukaryotic translation initiation factor 1b	2.58357e+07
O60749	SNX2_HUMAN	SNX2	Sorting nexin-2	4.12435e+07
O60762	DPM1_HUMAN	DPM1	Dolichol-phosphate mannosyltransferase subunit 1	1.92948e+07
O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	4.08169e+07
O60783	RT14_HUMAN	MRPS14	Small ribosomal subunit protein uS14m	1.42176e+07
O60784	TOM1_HUMAN	TOM1	Target of Myb1 membrane trafficking protein	1.70823e+07
O60825	F262_HUMAN	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2	4.66737e+07
O60826	CCD22_HUMAN	CCDC22	Coiled-coil domain-containing protein 22	1.46542e+07
O60828	PQBP1_HUMAN	PQBP1	Polyglutamine-binding protein 1	1.68263e+07
O60831	PRAF2_HUMAN	PRAF2	PRA1 family protein 2	2.0466e+07
O60832	DKC1_HUMAN	DKC1	H/ACA ribonucleoprotein complex subunit DKC1	2.95699e+07
O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B	1.71471e+07
O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1	1.735e+07
O60879	DIAP2_HUMAN	DIAPH2	Protein diaphanous homolog 2	2.41922e+07
O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2	2.0043e+07
O60885	BRD4_HUMAN	BRD4	Bromodomain-containing protein 4	3.24137e+07
O60888	CUTA_HUMAN	CUTA	Protein CutA	4.36859e+07
O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1	2.7697e+07
O60934	NBN_HUMAN	NBN	Nibrin	1.94734e+07
O60936	NOL3_HUMAN	NOL3	Nucleolar protein 3	2.81788e+06
O75027	ABCB7_HUMAN	ABCB7	Iron-sulfur clusters transporter ABCB7, mitochondrial	2.31265e+07
O75063	XYLK_HUMAN	FAM20B	Glycosaminoglycan xylosylkinase	5.68553e+06
O75083	WDR1_HUMAN	WDR1	WD repeat-containing protein 1	1.64891e+08
O75110	ATP9A_HUMAN	ATP9A	Probable phospholipid-transporting ATPase IIA	8.89238e+06
O75116	ROCK2_HUMAN	ROCK2	Rho-associated protein kinase 2	2.18462e+07
O75122	CLAP2_HUMAN	CLASP2	CLIP-associating protein 2	8.35568e+06
O75131	CPNE3_HUMAN	CPNE3	Copine-3	4.25226e+07
O75144	ICOSL_HUMAN	ICOSLG	ICOS ligand	787325
O75146	HIP1R_HUMAN	HIP1R	Huntingtin-interacting protein 1-related protein	2.29958e+06
O75150	BRE1B_HUMAN	RNF40	E3 ubiquitin-protein ligase BRE1B	3.27406e+08
O75152	ZC11A_HUMAN	ZC3H11A	Zinc finger CCCH domain-containing protein 11A	7.93409e+06
O75153	CLU_HUMAN	CLUH	Clustered mitochondria protein homolog	1.05658e+07
O75157	T22D2_HUMAN	TSC22D2	TSC22 domain family protein 2	2.2244e+06
O75165	DJC13_HUMAN	DNAJC13	DnaJ homolog subfamily C member 13	5.32687e+07
O75170	PP6R2_HUMAN	PPP6R2	Serine/threonine-protein phosphatase 6 regulatory subunit 2	4.84455e+06
O75175	CNOT3_HUMAN	CNOT3	CCR4-NOT transcription complex subunit 3	7.41656e+06
O75179	ANR17_HUMAN	ANKRD17	Ankyrin repeat domain-containing protein 17	2.16543e+06
O75190	DNJB6_HUMAN	DNAJB6	DnaJ homolog subfamily B member 6	1.0493e+07
O75208	COQ9_HUMAN	COQ9	Ubiquinone biosynthesis protein COQ9, mitochondrial	1.21883e+07
O75223	GGCT_HUMAN	GGCT	Gamma-glutamylcyclotransferase	4.68269e+07
O75251	NDUS7_HUMAN	NDUFS7	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	3.01408e+07
O75306	NDUS2_HUMAN	NDUFS2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	2.77111e+07
O75311;P23415;P23416;P48167	GLRA1_HUMAN;GLRA2_HUMAN;GLRA3_HUMAN;GLRB_HUMAN	GLRA1;GLRA2;GLRA3;GLRB	Glycine receptor subunit alpha-3	1.85744e+06
O75312	ZPR1_HUMAN	ZPR1	Zinc finger protein ZPR1	8.44556e+06
O75323	NIPS2_HUMAN	NIPSNAP2	Protein NipSnap homolog 2	5.93511e+07
O75340	PDCD6_HUMAN	PDCD6	Programmed cell death protein 6	8.14421e+07
O75347	TBCA_HUMAN	TBCA	Tubulin-specific chaperone A	8.7021e+07
O75348	VATG1_HUMAN	ATP6V1G1	V-type proton ATPase subunit G 1	2.6817e+07
O75351	VPS4B_HUMAN	VPS4B	Vacuolar protein sorting-associated protein 4B	2.43898e+07
O75356	ENTP5_HUMAN	ENTPD5	Nucleoside diphosphate phosphatase ENTPD5	6.15476e+06
O75363	BCAS1_HUMAN	BCAS1	Breast carcinoma-amplified sequence 1	1.31868e+06
O75367	H2AY_HUMAN	MACROH2A1	Core histone macro-H2A.1	1.82189e+08
O75368	SH3L1_HUMAN	SH3BGRL	Adapter SH3BGRL	6.01951e+07
O75369	FLNB_HUMAN	FLNB	Filamin-B	1.22863e+08
O75376	NCOR1_HUMAN	NCOR1	Nuclear receptor corepressor 1	5.5078e+07
O75380	NDUS6_HUMAN	NDUFS6	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	9.48033e+06
O75381	PEX14_HUMAN	PEX14	Peroxisomal membrane protein PEX14	5.23361e+06
O75390	CISY_HUMAN	CS	Citrate synthase, mitochondrial	4.0597e+08
O75391	SPAG7_HUMAN	SPAG7	Sperm-associated antigen 7	1.35248e+06
O75396	SC22B_HUMAN	SEC22B	Vesicle-trafficking protein SEC22b	9.30497e+07
O75400	PR40A_HUMAN	PRPF40A	Pre-mRNA-processing factor 40 homolog A	2.28963e+07
O75410	TACC1_HUMAN	TACC1	Transforming acidic coiled-coil-containing protein 1	2.54117e+06
O75431	MTX2_HUMAN	MTX2	Metaxin-2	1.2333e+07
O75436	VP26A_HUMAN	VPS26A	Vacuolar protein sorting-associated protein 26A	6.04211e+07
O75438	NDUB1_HUMAN	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	4.34139e+07
O75439	MPPB_HUMAN	PMPCB	Mitochondrial-processing peptidase subunit beta	1.33646e+07
O75452	RDH16_HUMAN	RDH16	Retinol dehydrogenase 16	1.85723e+06
O75475	PSIP1_HUMAN	PSIP1	PC4 and SFRS1-interacting protein	1.19207e+07
O75477	ERLN1_HUMAN	ERLIN1	Erlin-1	7.67765e+06
O75487	GPC4_HUMAN	GPC4	Glypican-4	1.47733e+07
O75489	NDUS3_HUMAN	NDUFS3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	3.68128e+07
O75494	SRS10_HUMAN	SRSF10	Serine/arginine-rich splicing factor 10	4.58334e+07
O75506	HSBP1_HUMAN	HSBP1	Heat shock factor-binding protein 1	2.67322e+07
O75521	ECI2_HUMAN	ECI2	Enoyl-CoA delta isomerase 2	8.18708e+06
O75531	BAF_HUMAN	BANF1	Barrier-to-autointegration factor	1.20905e+08
O75533	SF3B1_HUMAN	SF3B1	Splicing factor 3B subunit 1	3.73262e+07
O75534	CSDE1_HUMAN	CSDE1	Cold shock domain-containing protein E1	1.33316e+07
O75569	PRKRA_HUMAN	PRKRA	Interferon-inducible double-stranded RNA-dependent protein kinase activator A	1.44243e+07
O75570	RF1M_HUMAN	MTRF1	Peptide chain release factor 1, mitochondrial	4.06283e+06
O75586	MED6_HUMAN	MED6	Mediator of RNA polymerase II transcription subunit 6	2.1629e+06
O75594	PGRP1_HUMAN	PGLYRP1	Peptidoglycan recognition protein 1	1.21063e+06
O75608	LYPA1_HUMAN	LYPLA1	Acyl-protein thioesterase 1	4.00629e+07
O75643	U520_HUMAN	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase	7.40679e+07
O75663	TIPRL_HUMAN	TIPRL	TIP41-like protein	9.7844e+06
O75688	PPM1B_HUMAN	PPM1B	Protein phosphatase 1B	4.67784e+07
O75691	UTP20_HUMAN	UTP20	Small subunit processome component 20 homolog	1.94611e+06
O75694	NU155_HUMAN	NUP155	Nuclear pore complex protein Nup155	2.7009e+07
O75695	XRP2_HUMAN	RP2	Protein XRP2	6.70713e+06
O75718	CRTAP_HUMAN	CRTAP	Cartilage-associated protein	1.22916e+07
O75746	S2512_HUMAN	SLC25A12	Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial	1.3472e+07
O75787	RENR_HUMAN	ATP6AP2	Renin receptor	817565
O75792	RNH2A_HUMAN	RNASEH2A	Ribonuclease H2 subunit A	3.50791e+06
O75795;P54855	UDB15_HUMAN;UDB17_HUMAN	UGT2B15;UGT2B17	UDP-glucuronosyltransferase 2B17	3.77908e+06
O75821	EIF3G_HUMAN	EIF3G	Eukaryotic translation initiation factor 3 subunit G	2.70351e+07
O75822	EIF3J_HUMAN	EIF3J	Eukaryotic translation initiation factor 3 subunit J	3.37158e+07
O75832	PSD10_HUMAN	PSMD10	26S proteasome non-ATPase regulatory subunit 10	1.60194e+07
O75843	AP1G2_HUMAN	AP1G2	AP-1 complex subunit gamma-like 2	1.70104e+07
O75844	FACE1_HUMAN	ZMPSTE24	CAAX prenyl protease 1 homolog	1.19724e+07
O75874	IDHC_HUMAN	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	5.94653e+08
O75880	SCO1_HUMAN	SCO1	Protein SCO1 homolog, mitochondrial	9.16805e+06
O75882	ATRN_HUMAN	ATRN	Attractin	817501
O75886	STAM2_HUMAN	STAM2	Signal transducing adapter molecule 2	5.78397e+06
O75891	AL1L1_HUMAN	ALDH1L1	Cytosolic 10-formyltetrahydrofolate dehydrogenase	2.29085e+07
O75909	CCNK_HUMAN	CCNK	Cyclin-K	6.30545e+06
O75915	PRAF3_HUMAN	ARL6IP5	PRA1 family protein 3	5.07422e+07
O75923	DYSF_HUMAN	DYSF	Dysferlin	6.52715e+06
O75934	SPF27_HUMAN	BCAS2	Pre-mRNA-splicing factor SPF27	2.16736e+07
O75935	DCTN3_HUMAN	DCTN3	Dynactin subunit 3	1.22323e+07
O75937	DNJC8_HUMAN	DNAJC8	DnaJ homolog subfamily C member 8	1.60357e+07
O75940	SPF30_HUMAN	SMNDC1	Survival of motor neuron-related-splicing factor 30	5.58019e+06
O75947	ATP5H_HUMAN	ATP5PD	ATP synthase subunit d, mitochondrial	5.6064e+07
O75955	FLOT1_HUMAN	FLOT1	Flotillin-1	1.04133e+08
O75962	TRIO_HUMAN	TRIO	Triple functional domain protein	4.68011e+07
O75964	ATP5L_HUMAN	ATP5MG	ATP synthase subunit g, mitochondrial	1.46996e+07
O75976	CBPD_HUMAN	CPD	Carboxypeptidase D	1.01265e+07
O76003	GLRX3_HUMAN	GLRX3	Glutaredoxin-3	2.00317e+07
O76021	RL1D1_HUMAN	RSL1D1	Ribosomal L1 domain-containing protein 1	2.26428e+07
O76024	WFS1_HUMAN	WFS1	Wolframin	4.08377e+06
O76031	CLPX_HUMAN	CLPX	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	9.84705e+06
O76054	S14L2_HUMAN	SEC14L2	SEC14-like protein 2	1.17714e+07
O76070	SYUG_HUMAN	SNCG	Gamma-synuclein	6.02663e+06
O76071	CIAO1_HUMAN	CIAO1	Probable cytosolic iron-sulfur protein assembly protein CIAO1	6.02366e+06
O76074	PDE5A_HUMAN	PDE5A	cGMP-specific 3',5'-cyclic phosphodiesterase	1.51454e+07
O76094	SRP72_HUMAN	SRP72	Signal recognition particle subunit SRP72	2.26766e+07
O94760	DDAH1_HUMAN	DDAH1	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	6.33986e+07
O94763	RMP_HUMAN	URI1	Unconventional prefoldin RPB5 interactor 1	3.55106e+06
O94766	B3GA3_HUMAN	B3GAT3	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3	6.77461e+06
O94776	MTA2_HUMAN	MTA2	Metastasis-associated protein MTA2	2.16748e+08
O94788	AL1A2_HUMAN	ALDH1A2	Retinal dehydrogenase 2	3.16515e+07
O94804	STK10_HUMAN	STK10	Serine/threonine-protein kinase 10	6.16003e+06
O94819	KBTBB_HUMAN	KBTBD11	Kelch repeat and BTB domain-containing protein 11	4.95471e+06
O94826	TOM70_HUMAN	TOMM70	Mitochondrial import receptor subunit TOM70	2.2691e+07
O94832	MYO1D_HUMAN	MYO1D	Unconventional myosin-Id	2.77117e+07
O94842	TOX4_HUMAN	TOX4	TOX high mobility group box family member 4	6.60753e+06
O94851	MICA2_HUMAN	MICAL2	[F-actin]-monooxygenase MICAL2	1.79829e+06
O94855	SC24D_HUMAN	SEC24D	Protein transport protein Sec24D	2.64681e+07
O94874	UFL1_HUMAN	UFL1	E3 UFM1-protein ligase 1	3.41004e+07
O94875	SRBS2_HUMAN	SORBS2	Sorbin and SH3 domain-containing protein 2	7.6604e+07
O94886	CSCL1_HUMAN	TMEM63A	CSC1-like protein 1	1.39526e+07
O94887	FARP2_HUMAN	FARP2	FERM, ARHGEF and pleckstrin domain-containing protein 2	4.1825e+06
O94888	UBXN7_HUMAN	UBXN7	UBX domain-containing protein 7	2.38358e+06
O94901	SUN1_HUMAN	SUN1	SUN domain-containing protein 1	1.30336e+07
O94903	PLPHP_HUMAN	PLPBP	Pyridoxal phosphate homeostasis protein	5.38721e+07
O94905	ERLN2_HUMAN	ERLIN2	Erlin-2	3.01907e+07
O94906	PRP6_HUMAN	PRPF6	Pre-mRNA-processing factor 6	1.81513e+07
O94915	FRYL_HUMAN	FRYL	Protein furry homolog-like	1.81215e+06
O94919	ENDD1_HUMAN	ENDOD1	Endonuclease domain-containing 1 protein	1.85618e+07
O94923	GLCE_HUMAN	GLCE	D-glucuronyl C5-epimerase	7.16691e+06
O94925	GLSK_HUMAN	GLS	Glutaminase kidney isoform, mitochondrial	5.34091e+07
O94966	UBP19_HUMAN	USP19	Ubiquitin carboxyl-terminal hydrolase 19	7.61388e+06
O94973	AP2A2_HUMAN	AP2A2	AP-2 complex subunit alpha-2	1.49074e+07
O94979	SC31A_HUMAN	SEC31A	Protein transport protein Sec31A	6.48596e+07
O94992	HEXI1_HUMAN	HEXIM1	Protein HEXIM1	5.05122e+07
O95049	ZO3_HUMAN	TJP3	Tight junction protein ZO-3	2.72318e+07
O95071	UBR5_HUMAN	UBR5	E3 ubiquitin-protein ligase UBR5	4.54216e+06
O95081	AGFG2_HUMAN	AGFG2	Arf-GAP domain and FG repeat-containing protein 2	1.42757e+06
O95140	MFN2_HUMAN	MFN2	Mitofusin-2	1.30122e+07
O95154	ARK73_HUMAN	AKR7A3	Aflatoxin B1 aldehyde reductase member 3	1.99708e+08
O95159	ZFPL1_HUMAN	ZFPL1	Zinc finger protein-like 1	1.46686e+07
O95163	ELP1_HUMAN	ELP1	Elongator complex protein 1	3.91284e+06
O95167	NDUA3_HUMAN	NDUFA3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	7.24499e+06
O95168	NDUB4_HUMAN	NDUFB4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	3.95204e+07
O95169	NDUB8_HUMAN	NDUFB8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	9.62595e+06
O95182	NDUA7_HUMAN	NDUFA7	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	9.5955e+06
O95197	RTN3_HUMAN	RTN3	Reticulon-3	1.71494e+07
O95202	LETM1_HUMAN	LETM1	Mitochondrial proton/calcium exchanger protein	3.52066e+07
O95210	STBD1_HUMAN	STBD1	Starch-binding domain-containing protein 1	1.36562e+07
O95218	ZRAB2_HUMAN	ZRANB2	Zinc finger Ran-binding domain-containing protein 2	1.32717e+07
O95219	SNX4_HUMAN	SNX4	Sorting nexin-4	2.36013e+07
O95232	LC7L3_HUMAN	LUC7L3	Luc7-like protein 3	1.91339e+07
O95248;Q86WG5	MTMR5_HUMAN;MTMRD_HUMAN	SBF1;SBF2	Myotubularin-related protein 5	1.73559e+06
O95249	GOSR1_HUMAN	GOSR1	Golgi SNAP receptor complex member 1	7.83102e+06
O95292	VAPB_HUMAN	VAPB	Vesicle-associated membrane protein-associated protein B/C	2.30314e+07
O95294	RASL1_HUMAN	RASAL1	RasGAP-activating-like protein 1	960065
