Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\RA\work\7_1_task\TCPA\E20201002yuanch_Connie_TCPA_60minDIA_b4-4.mzML
O43678	NDUA2_HUMAN	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	9.25334e+06
O43681	GET3_HUMAN	GET3	ATPase GET3	3.11547e+07
O43684	BUB3_HUMAN	BUB3	Mitotic checkpoint protein BUB3	6.19787e+07
O43707	ACTN4_HUMAN	ACTN4	Alpha-actinin-4	3.78539e+08
O43709	BUD23_HUMAN	BUD23	Probable 18S rRNA (guanine-N(7))-methyltransferase	7.77029e+06
O43716	GATC_HUMAN	GATC	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	3.66706e+06
O43719	HTSF1_HUMAN	HTATSF1	HIV Tat-specific factor 1	1.05662e+07
O43739;Q99418	CYH2_HUMAN;CYH3_HUMAN	CYTH2;CYTH3	Cytohesin-3	6.03311e+06
O43747	AP1G1_HUMAN	AP1G1	AP-1 complex subunit gamma-1	1.30794e+07
O43752	STX6_HUMAN	STX6	Syntaxin-6	7.67861e+06
O43765	SGTA_HUMAN	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	4.53909e+07
O43768	ENSA_HUMAN	ENSA	Alpha-endosulfine	1.51781e+07
O43776	SYNC_HUMAN	NARS1	Asparagine--tRNA ligase, cytoplasmic	3.16876e+07
O43795	MYO1B_HUMAN	MYO1B	Unconventional myosin-Ib	6.90632e+07
O43809	CPSF5_HUMAN	NUDT21	Cleavage and polyadenylation specificity factor subunit 5	5.49519e+07
O43813	LANC1_HUMAN	LANCL1	Glutathione S-transferase LANCL1	4.29804e+07
O43815	STRN_HUMAN	STRN	Striatin	8.94657e+06
O43818	U3IP2_HUMAN	RRP9	U3 small nucleolar RNA-interacting protein 2	8.43746e+06
O43823	AKAP8_HUMAN	AKAP8	A-kinase anchor protein 8	6.7549e+06
O43837	IDH3B_HUMAN	IDH3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	1.41594e+07
O43847	NRDC_HUMAN	NRDC	Nardilysin	6.09334e+06
O43852	CALU_HUMAN	CALU	Calumenin	9.11075e+07
O43865	SAHH2_HUMAN	AHCYL1	S-adenosylhomocysteine hydrolase-like protein 1	1.32526e+07
O43913	ORC5_HUMAN	ORC5	Origin recognition complex subunit 5	3.88025e+06
O43924	PDE6D_HUMAN	PDE6D	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	1.42149e+07
O43929	ORC4_HUMAN	ORC4	Origin recognition complex subunit 4	5.36898e+06
O60216	RAD21_HUMAN	RAD21	Double-strand-break repair protein rad21 homolog	3.16366e+07
O60220	TIM8A_HUMAN	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A	1.9196e+07
O60231	DHX16_HUMAN	DHX16	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	1.67894e+07
O60232	ZNRD2_HUMAN	ZNRD2	Protein ZNRD2	2.04068e+07
O60234	GMFG_HUMAN	GMFG	Glia maturation factor gamma	4.06214e+06
O60238	BNI3L_HUMAN	BNIP3L	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like	1.79357e+07
O60243	H6ST1_HUMAN	HS6ST1	Heparan-sulfate 6-O-sulfotransferase 1	4.56263e+07
O60244	MED14_HUMAN	MED14	Mediator of RNA polymerase II transcription subunit 14	1.29018e+07
O60245	PCDH7_HUMAN	PCDH7	Protocadherin-7	3.3213e+06
O60256	KPRB_HUMAN	PRPSAP2	Phosphoribosyl pyrophosphate synthase-associated protein 2	1.47328e+07
O60264	SMCA5_HUMAN	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	3.3639e+07
O60271	JIP4_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	2.1363e+07
O60282	KIF5C_HUMAN	KIF5C	Kinesin heavy chain isoform 5C	810963
O60292	SI1L3_HUMAN	SIPA1L3	Signal-induced proliferation-associated 1-like protein 3	4.61481e+06
O60306	AQR_HUMAN	AQR	RNA helicase aquarius	7.18416e+06
O60313	OPA1_HUMAN	OPA1	Dynamin-like 120 kDa protein, mitochondrial	9.84096e+06
O60315	ZEB2_HUMAN	ZEB2	Zinc finger E-box-binding homeobox 2	3.2042e+06
O60318	GANP_HUMAN	MCM3AP	Germinal-center associated nuclear protein	1.2595e+06
O60331	PI51C_HUMAN	PIP5K1C	Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma	5.54157e+06
O60341	KDM1A_HUMAN	KDM1A	Lysine-specific histone demethylase 1A	2.21578e+07
O60437	PEPL_HUMAN	PPL	Periplakin	1.94197e+07
O60443	GSDME_HUMAN	GSDME	Gasdermin-E	1.43908e+06
O60488	ACSL4_HUMAN	ACSL4	Long-chain-fatty-acid--CoA ligase 4	5.85565e+06
O60493	SNX3_HUMAN	SNX3	Sorting nexin-3	2.97699e+07
O60499	STX10_HUMAN	STX10	Syntaxin-10	4.6747e+06
O60502	OGA_HUMAN	OGA	Protein O-GlcNAcase	1.86241e+08
O60504	VINEX_HUMAN	SORBS3	Vinexin	9.49847e+06
O60506	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	2.18977e+08
O60508	PRP17_HUMAN	CDC40	Pre-mRNA-processing factor 17	2.51132e+07
O60524	NEMF_HUMAN	NEMF	Ribosome quality control complex subunit NEMF	5.15413e+06
O60547	GMDS_HUMAN	GMDS	GDP-mannose 4,6 dehydratase	1.7627e+07
O60551	NMT2_HUMAN	NMT2	Glycylpeptide N-tetradecanoyltransferase 2	1.47498e+06
O60563	CCNT1_HUMAN	CCNT1	Cyclin-T1	1.60151e+07
O60568	PLOD3_HUMAN	PLOD3	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	3.21075e+07
O60573	IF4E2_HUMAN	EIF4E2	Eukaryotic translation initiation factor 4E type 2	1.15475e+07
O60610	DIAP1_HUMAN	DIAPH1	Protein diaphanous homolog 1	5.65411e+06
O60613	SEP15_HUMAN	SELENOF	Selenoprotein F	7.46168e+06
O60645	EXOC3_HUMAN	EXOC3	Exocyst complex component 3	5.76697e+06
O60662	KLH41_HUMAN	KLHL41	Kelch-like protein 41	4.97882e+06
O60664	PLIN3_HUMAN	PLIN3	Perilipin-3	7.89847e+07
O60678	ANM3_HUMAN	PRMT3	Protein arginine N-methyltransferase 3	3.46272e+06
O60684	IMA7_HUMAN	KPNA6	Importin subunit alpha-7	1.06894e+07
O60687	SRPX2_HUMAN	SRPX2	Sushi repeat-containing protein SRPX2	2.78505e+07
O60701	UGDH_HUMAN	UGDH	UDP-glucose 6-dehydrogenase	4.65941e+07
O60716	CTND1_HUMAN	CTNND1	Catenin delta-1	2.29092e+07
O60739;P41567	EIF1B_HUMAN;EIF1_HUMAN	EIF1;EIF1B	Eukaryotic translation initiation factor 1b	2.42836e+07
O60749	SNX2_HUMAN	SNX2	Sorting nexin-2	3.38124e+07
O60762	DPM1_HUMAN	DPM1	Dolichol-phosphate mannosyltransferase subunit 1	1.12955e+07
O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	2.43933e+07
O60784	TOM1_HUMAN	TOM1	Target of Myb1 membrane trafficking protein	3.69429e+06
O60826	CCD22_HUMAN	CCDC22	Coiled-coil domain-containing protein 22	7.65832e+06
O60828	PQBP1_HUMAN	PQBP1	Polyglutamine-binding protein 1	8.1401e+06
O60831	PRAF2_HUMAN	PRAF2	PRA1 family protein 2	1.91946e+07
O60832	DKC1_HUMAN	DKC1	H/ACA ribonucleoprotein complex subunit DKC1	2.80522e+07
O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B	2.01681e+07
O60861	GAS7_HUMAN	GAS7	Growth arrest-specific protein 7	1.34034e+06
O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1	1.79912e+07
O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2	1.02095e+07
O60885	BRD4_HUMAN	BRD4	Bromodomain-containing protein 4	4.45094e+07
O60888	CUTA_HUMAN	CUTA	Protein CutA	3.52488e+07
O60909	B4GT2_HUMAN	B4GALT2	Beta-1,4-galactosyltransferase 2	2.00233e+06
O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1	3.08819e+07
O60930	RNH1_HUMAN	RNASEH1	Ribonuclease H1	7.61205e+06
O60934	NBN_HUMAN	NBN	Nibrin	1.05662e+07
O60941	DTNB_HUMAN	DTNB	Dystrobrevin beta	5.62271e+06
O60942	MCE1_HUMAN	RNGTT	mRNA-capping enzyme	1.71244e+06
O75027	ABCB7_HUMAN	ABCB7	Iron-sulfur clusters transporter ABCB7, mitochondrial	3.89653e+06
O75044	SRGP2_HUMAN	SRGAP2	SLIT-ROBO Rho GTPase-activating protein 2	1.14605e+07
O75054	IGSF3_HUMAN	IGSF3	Immunoglobulin superfamily member 3	6.53224e+06
O75083	WDR1_HUMAN	WDR1	WD repeat-containing protein 1	8.84221e+07
O75116	ROCK2_HUMAN	ROCK2	Rho-associated protein kinase 2	2.56908e+07
O75122	CLAP2_HUMAN	CLASP2	CLIP-associating protein 2	1.25457e+07
O75131	CPNE3_HUMAN	CPNE3	Copine-3	3.59064e+07
O75143	ATG13_HUMAN	ATG13	Autophagy-related protein 13	599949
O75144	ICOSL_HUMAN	ICOSLG	ICOS ligand	2.95239e+06
O75147	OBSL1_HUMAN	OBSL1	Obscurin-like protein 1	6.55883e+06
O75150	BRE1B_HUMAN	RNF40	E3 ubiquitin-protein ligase BRE1B	1.69841e+08
O75151	PHF2_HUMAN	PHF2	Lysine-specific demethylase PHF2	9.98633e+06
O75152	ZC11A_HUMAN	ZC3H11A	Zinc finger CCCH domain-containing protein 11A	7.73571e+06
O75153	CLU_HUMAN	CLUH	Clustered mitochondria protein homolog	8.36626e+06
O75157	T22D2_HUMAN	TSC22D2	TSC22 domain family protein 2	770043
O75164	KDM4A_HUMAN	KDM4A	Lysine-specific demethylase 4A	2.53894e+06
O75165	DJC13_HUMAN	DNAJC13	DnaJ homolog subfamily C member 13	6.80193e+06
O75170	PP6R2_HUMAN	PPP6R2	Serine/threonine-protein phosphatase 6 regulatory subunit 2	1.83668e+06
O75175	CNOT3_HUMAN	CNOT3	CCR4-NOT transcription complex subunit 3	1.2165e+07
O75179	ANR17_HUMAN	ANKRD17	Ankyrin repeat domain-containing protein 17	2.31776e+06
O75182	SIN3B_HUMAN	SIN3B	Paired amphipathic helix protein Sin3b	2.54168e+06
O75190	DNJB6_HUMAN	DNAJB6	DnaJ homolog subfamily B member 6	8.3443e+06
O75191	XYLB_HUMAN	XYLB	Xylulose kinase	1.40296e+06
O75197	LRP5_HUMAN	LRP5	Low-density lipoprotein receptor-related protein 5	1.48108e+06
O75208	COQ9_HUMAN	COQ9	Ubiquinone biosynthesis protein COQ9, mitochondrial	3.49189e+06
O75223	GGCT_HUMAN	GGCT	Gamma-glutamylcyclotransferase	7.26239e+07
O75251	NDUS7_HUMAN	NDUFS7	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	1.375e+07
O75306	NDUS2_HUMAN	NDUFS2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	9.99052e+06
O75311;P23415;P23416;P48167	GLRA1_HUMAN;GLRA2_HUMAN;GLRA3_HUMAN;GLRB_HUMAN	GLRA1;GLRA2;GLRA3;GLRB	Glycine receptor subunit alpha-3	1.62326e+07
O75312	ZPR1_HUMAN	ZPR1	Zinc finger protein ZPR1	5.44598e+06
O75323	NIPS2_HUMAN	NIPSNAP2	Protein NipSnap homolog 2	3.4201e+07
O75339	CILP1_HUMAN	CILP	Cartilage intermediate layer protein 1	1.56951e+08
O75340	PDCD6_HUMAN	PDCD6	Programmed cell death protein 6	5.50798e+07
O75347	TBCA_HUMAN	TBCA	Tubulin-specific chaperone A	8.00787e+07
O75348	VATG1_HUMAN	ATP6V1G1	V-type proton ATPase subunit G 1	1.25672e+07
O75351	VPS4B_HUMAN	VPS4B	Vacuolar protein sorting-associated protein 4B	1.79274e+07
O75364	PITX3_HUMAN	PITX3	Pituitary homeobox 3	2.01327e+07
O75367	H2AY_HUMAN	MACROH2A1	Core histone macro-H2A.1	1.73728e+08
O75368	SH3L1_HUMAN	SH3BGRL	Adapter SH3BGRL	3.52669e+07
O75369	FLNB_HUMAN	FLNB	Filamin-B	2.6087e+07
O75376	NCOR1_HUMAN	NCOR1	Nuclear receptor corepressor 1	5.2543e+07
O75379	VAMP4_HUMAN	VAMP4	Vesicle-associated membrane protein 4	3.42016e+06
O75382	TRIM3_HUMAN	TRIM3	Tripartite motif-containing protein 3	3.52493e+06
O75385	ULK1_HUMAN	ULK1	Serine/threonine-protein kinase ULK1	559289
O75390	CISY_HUMAN	CS	Citrate synthase, mitochondrial	8.55468e+07
O75391	SPAG7_HUMAN	SPAG7	Sperm-associated antigen 7	8.35841e+06
O75396	SC22B_HUMAN	SEC22B	Vesicle-trafficking protein SEC22b	8.19715e+07
O75400	PR40A_HUMAN	PRPF40A	Pre-mRNA-processing factor 40 homolog A	2.05355e+07
O75431	MTX2_HUMAN	MTX2	Metaxin-2	9.01431e+06
O75436	VP26A_HUMAN	VPS26A	Vacuolar protein sorting-associated protein 26A	4.56881e+07
O75438	NDUB1_HUMAN	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	1.13233e+07
O75439	MPPB_HUMAN	PMPCB	Mitochondrial-processing peptidase subunit beta	7.85578e+06
O75446	SAP30_HUMAN	SAP30	Histone deacetylase complex subunit SAP30	2.77052e+06
O75448	MED24_HUMAN	MED24	Mediator of RNA polymerase II transcription subunit 24	2.19079e+06
O75467;Q6AW86	Z324A_HUMAN;Z324B_HUMAN	ZNF324;ZNF324B	Zinc finger protein 324A	2.95203e+07
O75475	PSIP1_HUMAN	PSIP1	PC4 and SFRS1-interacting protein	1.78261e+07
O75477	ERLN1_HUMAN	ERLIN1	Erlin-1	6.88064e+06
O75487	GPC4_HUMAN	GPC4	Glypican-4	1.49498e+07
O75489	NDUS3_HUMAN	NDUFS3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	2.00799e+07
O75494	SRS10_HUMAN	SRSF10	Serine/arginine-rich splicing factor 10	6.35354e+07
O75506	HSBP1_HUMAN	HSBP1	Heat shock factor-binding protein 1	1.57527e+07
O75521	ECI2_HUMAN	ECI2	Enoyl-CoA delta isomerase 2	8.07676e+06
O75525	KHDR3_HUMAN	KHDRBS3	KH domain-containing, RNA-binding, signal transduction-associated protein 3	2.87396e+08
O75530	EED_HUMAN	EED	Polycomb protein EED	1.72552e+06
O75531	BAF_HUMAN	BANF1	Barrier-to-autointegration factor	2.63102e+08
O75533	SF3B1_HUMAN	SF3B1	Splicing factor 3B subunit 1	4.85508e+07
O75534	CSDE1_HUMAN	CSDE1	Cold shock domain-containing protein E1	2.10896e+07
O75569	PRKRA_HUMAN	PRKRA	Interferon-inducible double-stranded RNA-dependent protein kinase activator A	2.16408e+07
O75582;O75676	KS6A4_HUMAN;KS6A5_HUMAN	RPS6KA4;RPS6KA5	Ribosomal protein S6 kinase alpha-5	4.33384e+06
O75586	MED6_HUMAN	MED6	Mediator of RNA polymerase II transcription subunit 6	1.84284e+06
O75607	NPM3_HUMAN	NPM3	Nucleoplasmin-3	8.93306e+06
O75608	LYPA1_HUMAN	LYPLA1	Acyl-protein thioesterase 1	1.02512e+07
O75643	U520_HUMAN	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase	3.8487e+07
O75663	TIPRL_HUMAN	TIPRL	TIP41-like protein	1.9407e+07
O75688	PPM1B_HUMAN	PPM1B	Protein phosphatase 1B	6.44885e+06
O75691	UTP20_HUMAN	UTP20	Small subunit processome component 20 homolog	7.5671e+06
O75694	NU155_HUMAN	NUP155	Nuclear pore complex protein Nup155	1.99358e+07
O75695	XRP2_HUMAN	RP2	Protein XRP2	3.14943e+06
O75718	CRTAP_HUMAN	CRTAP	Cartilage-associated protein	2.8228e+07
O75746	S2512_HUMAN	SLC25A12	Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial	8.12651e+06
O75764	TCEA3_HUMAN	TCEA3	Transcription elongation factor A protein 3	8.02289e+06
O75792	RNH2A_HUMAN	RNASEH2A	Ribonuclease H2 subunit A	7.69776e+06
O75818	RPP40_HUMAN	RPP40	Ribonuclease P protein subunit p40	3.78955e+06
O75821	EIF3G_HUMAN	EIF3G	Eukaryotic translation initiation factor 3 subunit G	2.22533e+07
O75822	EIF3J_HUMAN	EIF3J	Eukaryotic translation initiation factor 3 subunit J	1.83859e+07
O75832	PSD10_HUMAN	PSMD10	26S proteasome non-ATPase regulatory subunit 10	6.08262e+06
O75844	FACE1_HUMAN	ZMPSTE24	CAAX prenyl protease 1 homolog	6.82473e+06
O75874	IDHC_HUMAN	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	4.0281e+07
O75879	GATB_HUMAN	GATB	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial	2.11355e+06
O75884	RBBP9_HUMAN	RBBP9	Serine hydrolase RBBP9	2.47852e+07
O75886	STAM2_HUMAN	STAM2	Signal transducing adapter molecule 2	5.22008e+06
O75891	AL1L1_HUMAN	ALDH1L1	Cytosolic 10-formyltetrahydrofolate dehydrogenase	1.18673e+07
O75900	MMP23_HUMAN	MMP23B	Matrix metalloproteinase-23	4.85579e+06
O75909	CCNK_HUMAN	CCNK	Cyclin-K	5.00632e+06
O75915	PRAF3_HUMAN	ARL6IP5	PRA1 family protein 3	1.44654e+07
O75923	DYSF_HUMAN	DYSF	Dysferlin	3.65171e+06
O75934	SPF27_HUMAN	BCAS2	Pre-mRNA-splicing factor SPF27	1.05235e+08
O75935	DCTN3_HUMAN	DCTN3	Dynactin subunit 3	1.16617e+07
O75937	DNJC8_HUMAN	DNAJC8	DnaJ homolog subfamily C member 8	3.24963e+07
O75940	SPF30_HUMAN	SMNDC1	Survival of motor neuron-related-splicing factor 30	7.34048e+06
O75947	ATP5H_HUMAN	ATP5PD	ATP synthase subunit d, mitochondrial	5.50038e+07
O75955	FLOT1_HUMAN	FLOT1	Flotillin-1	1.74274e+07
O75962	TRIO_HUMAN	TRIO	Triple functional domain protein	1.21537e+08
O75964	ATP5L_HUMAN	ATP5MG	ATP synthase subunit g, mitochondrial	2.08654e+07
O75970	MPDZ_HUMAN	MPDZ	Multiple PDZ domain protein	6.2133e+06
O76003	GLRX3_HUMAN	GLRX3	Glutaredoxin-3	1.72511e+07
O76021	RL1D1_HUMAN	RSL1D1	Ribosomal L1 domain-containing protein 1	1.71832e+07
O76031	CLPX_HUMAN	CLPX	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	1.28454e+07
O76061	STC2_HUMAN	STC2	Stanniocalcin-2	1.57042e+07
O76070	SYUG_HUMAN	SNCG	Gamma-synuclein	1.10262e+07
O76071	CIAO1_HUMAN	CIAO1	Probable cytosolic iron-sulfur protein assembly protein CIAO1	4.40022e+06
O76075	DFFB_HUMAN	DFFB	DNA fragmentation factor subunit beta	1.93904e+06
O76094	SRP72_HUMAN	SRP72	Signal recognition particle subunit SRP72	2.07883e+07
O94760	DDAH1_HUMAN	DDAH1	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	1.15384e+06
O94763	RMP_HUMAN	URI1	Unconventional prefoldin RPB5 interactor 1	4.85689e+06
O94769	ECM2_HUMAN	ECM2	Extracellular matrix protein 2	1.21279e+07
O94776	MTA2_HUMAN	MTA2	Metastasis-associated protein MTA2	4.21527e+07
O94788	AL1A2_HUMAN	ALDH1A2	Retinal dehydrogenase 2	2.35103e+06
O94813	SLIT2_HUMAN	SLIT2	Slit homolog 2 protein	886144
O94819	KBTBB_HUMAN	KBTBD11	Kelch repeat and BTB domain-containing protein 11	1.9555e+07
O94826	TOM70_HUMAN	TOMM70	Mitochondrial import receptor subunit TOM70	2.06853e+07
O94830	DDHD2_HUMAN	DDHD2	Phospholipase DDHD2	3.48902e+06
O94832	MYO1D_HUMAN	MYO1D	Unconventional myosin-Id	5.95318e+06
O94842	TOX4_HUMAN	TOX4	TOX high mobility group box family member 4	2.97277e+06
O94855	SC24D_HUMAN	SEC24D	Protein transport protein Sec24D	1.95813e+07
O94874	UFL1_HUMAN	UFL1	E3 UFM1-protein ligase 1	1.51484e+07
O94875	SRBS2_HUMAN	SORBS2	Sorbin and SH3 domain-containing protein 2	1.93836e+07
O94880	PHF14_HUMAN	PHF14	PHD finger protein 14	8.90702e+06
O94887	FARP2_HUMAN	FARP2	FERM, ARHGEF and pleckstrin domain-containing protein 2	1.26036e+06
O94888	UBXN7_HUMAN	UBXN7	UBX domain-containing protein 7	6.39096e+06
O94901	SUN1_HUMAN	SUN1	SUN domain-containing protein 1	1.43018e+07
O94903	PLPHP_HUMAN	PLPBP	Pyridoxal phosphate homeostasis protein	5.48414e+07
O94905	ERLN2_HUMAN	ERLIN2	Erlin-2	2.26617e+07
O94906	PRP6_HUMAN	PRPF6	Pre-mRNA-processing factor 6	2.5714e+07
O94913	PCF11_HUMAN	PCF11	Pre-mRNA cleavage complex 2 protein Pcf11	2.80718e+06
O94919	ENDD1_HUMAN	ENDOD1	Endonuclease domain-containing 1 protein	4.09268e+06
O94925	GLSK_HUMAN	GLS	Glutaminase kidney isoform, mitochondrial	1.42071e+07
O94964	SOGA1_HUMAN	SOGA1	Protein SOGA1	2.74129e+06
O94966	UBP19_HUMAN	USP19	Ubiquitin carboxyl-terminal hydrolase 19	1.63143e+07
O94973	AP2A2_HUMAN	AP2A2	AP-2 complex subunit alpha-2	2.58474e+07
O94979	SC31A_HUMAN	SEC31A	Protein transport protein Sec31A	4.17895e+07
O94985	CSTN1_HUMAN	CLSTN1	Calsyntenin-1	1.08617e+07
O95071	UBR5_HUMAN	UBR5	E3 ubiquitin-protein ligase UBR5	1.86401e+06
O95140	MFN2_HUMAN	MFN2	Mitofusin-2	1.49065e+07
O95159	ZFPL1_HUMAN	ZFPL1	Zinc finger protein-like 1	9.21108e+06
O95163	ELP1_HUMAN	ELP1	Elongator complex protein 1	5.31846e+06
O95168	NDUB4_HUMAN	NDUFB4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	2.1327e+07
O95169	NDUB8_HUMAN	NDUFB8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	3.80037e+06
O95197	RTN3_HUMAN	RTN3	Reticulon-3	1.0182e+07
O95202	LETM1_HUMAN	LETM1	Mitochondrial proton/calcium exchanger protein	1.50212e+07
O95218	ZRAB2_HUMAN	ZRANB2	Zinc finger Ran-binding domain-containing protein 2	1.05982e+07
O95219	SNX4_HUMAN	SNX4	Sorting nexin-4	2.61299e+06
O95232	LC7L3_HUMAN	LUC7L3	Luc7-like protein 3	2.42633e+07
O95249	GOSR1_HUMAN	GOSR1	Golgi SNAP receptor complex member 1	2.1924e+06
O95292	VAPB_HUMAN	VAPB	Vesicle-associated membrane protein-associated protein B/C	3.54855e+07
O95295	SNAPN_HUMAN	SNAPIN	SNARE-associated protein Snapin	7.75008e+06
O95298	NDUC2_HUMAN	NDUFC2	NADH dehydrogenase [ubiquinone] 1 subunit C2	6.8596e+06
O95299	NDUAA_HUMAN	NDUFA10	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	1.30904e+07
O95302	FKBP9_HUMAN	FKBP9	Peptidyl-prolyl cis-trans isomerase FKBP9	7.74524e+07
O95319	CELF2_HUMAN	CELF2	CUGBP Elav-like family member 2	4.06713e+07
O95336	6PGL_HUMAN	PGLS	6-phosphogluconolactonase	5.95499e+07
O95347	SMC2_HUMAN	SMC2	Structural maintenance of chromosomes protein 2	8.36471e+06
O95352	ATG7_HUMAN	ATG7	Ubiquitin-like modifier-activating enzyme ATG7	8.15887e+06
O95372	LYPA2_HUMAN	LYPLA2	Acyl-protein thioesterase 2	1.3369e+07
O95373	IPO7_HUMAN	IPO7	Importin-7	3.72757e+07
O95394	AGM1_HUMAN	PGM3	Phosphoacetylglucosamine mutase	1.99036e+07
O95396	MOCS3_HUMAN	MOCS3	Adenylyltransferase and sulfurtransferase MOCS3	7.69255e+06
O95400	CD2B2_HUMAN	CD2BP2	CD2 antigen cytoplasmic tail-binding protein 2	1.15226e+07
O95425	SVIL_HUMAN	SVIL	Supervillin	1.51771e+07
O95433	AHSA1_HUMAN	AHSA1	Activator of 90 kDa heat shock protein ATPase homolog 1	3.70846e+07
O95453	PARN_HUMAN	PARN	Poly(A)-specific ribonuclease PARN	3.6455e+06
O95470	SGPL1_HUMAN	SGPL1	Sphingosine-1-phosphate lyase 1	1.97659e+06
O95479	G6PE_HUMAN	H6PD	GDH/6PGL endoplasmic bifunctional protein	1.90622e+07
O95486	SC24A_HUMAN	SEC24A	Protein transport protein Sec24A	9.74263e+06
O95487	SC24B_HUMAN	SEC24B	Protein transport protein Sec24B	4.41094e+06
O95490	AGRL2_HUMAN	ADGRL2	Adhesion G protein-coupled receptor L2	3.53818e+06
O95551	TYDP2_HUMAN	TDP2	Tyrosyl-DNA phosphodiesterase 2	1.32882e+06
O95571	ETHE1_HUMAN	ETHE1	Persulfide dioxygenase ETHE1, mitochondrial	1.91772e+07
O95573	ACSL3_HUMAN	ACSL3	Fatty acid CoA ligase Acsl3	3.93279e+07
O95602	RPA1_HUMAN	POLR1A	DNA-directed RNA polymerase I subunit RPA1	4.39654e+06
O95613	PCNT_HUMAN	PCNT	Pericentrin	5.57112e+06
O95630	STABP_HUMAN	STAMBP	STAM-binding protein	4.26676e+06
O95671	ASML_HUMAN	ASMTL	Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein	1.03908e+07
O95674	CDS2_HUMAN	CDS2	Phosphatidate cytidylyltransferase 2	6.87266e+06
O95696	BRD1_HUMAN	BRD1	Bromodomain-containing protein 1	1.87446e+06
O95707	RPP29_HUMAN	POP4	Ribonuclease P protein subunit p29	2.46837e+06
O95716	RAB3D_HUMAN	RAB3D	Ras-related protein Rab-3D	1.51138e+06
O95721	SNP29_HUMAN	SNAP29	Synaptosomal-associated protein 29	1.0005e+07
O95747	OXSR1_HUMAN	OXSR1	Serine/threonine-protein kinase OSR1	3.3636e+07
O95749	GGPPS_HUMAN	GGPS1	Geranylgeranyl pyrophosphate synthase	4.0112e+06
O95757	HS74L_HUMAN	HSPA4L	Heat shock 70 kDa protein 4L	1.25637e+07
O95758	PTBP3_HUMAN	PTBP3	Polypyrimidine tract-binding protein 3	6.39819e+06
O95777	LSM8_HUMAN	LSM8	U6 snRNA-associated Sm-like protein LSm8	3.42131e+07
O95782	AP2A1_HUMAN	AP2A1	AP-2 complex subunit alpha-1	1.23502e+07
O95785	WIZ_HUMAN	WIZ	Protein Wiz	1.66119e+07
O95793	STAU1_HUMAN	STAU1	Double-stranded RNA-binding protein Staufen homolog 1	1.58334e+07
O95801	TTC4_HUMAN	TTC4	Tetratricopeptide repeat protein 4	4.71998e+06
O95810	CAVN2_HUMAN	CAVIN2	Caveolae-associated protein 2	7.8031e+06
O95816	BAG2_HUMAN	BAG2	BAG family molecular chaperone regulator 2	2.92376e+07
O95817	BAG3_HUMAN	BAG3	BAG family molecular chaperone regulator 3	9.44515e+06
O95819	M4K4_HUMAN	MAP4K4	Mitogen-activated protein kinase kinase kinase kinase 4	2.82329e+07
O95822	DCMC_HUMAN	MLYCD	Malonyl-CoA decarboxylase, mitochondrial	1.83488e+06
O95825	QORL1_HUMAN	CRYZL1	Quinone oxidoreductase-like protein 1	4.52032e+06
O95831	AIFM1_HUMAN	AIFM1	Apoptosis-inducing factor 1, mitochondrial	1.72258e+07
