Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\DIArt_model\human\A20200127caix_yuanch_TCPA_CA_120min_DIA_09.mzML
O15498	YKT6_HUMAN	YKT6	Synaptobrevin homolog YKT6	1.02224e+07
O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5	6.18339e+07
O15514	RPB4_HUMAN	POLR2D	DNA-directed RNA polymerase II subunit RPB4	1.65187e+06
O15530;Q6A1A2	PDPK1_HUMAN;PDPK2_HUMAN	PDPK1;PDPK2P	3-phosphoinositide-dependent protein kinase 1	1.46833e+06
O15533	TPSN_HUMAN	TAPBP	Tapasin	1.4005e+07
O15541	R113A_HUMAN	RNF113A	E3 ubiquitin-protein ligase RNF113A	1.17297e+06
O15551	CLD3_HUMAN	CLDN3	Claudin-3	9.22526e+06
O43143	DHX15_HUMAN	DHX15	ATP-dependent RNA helicase DHX15	1.20787e+08
O43148	MCES_HUMAN	RNMT	mRNA cap guanine-N7 methyltransferase	1.99563e+07
O43156	TTI1_HUMAN	TTI1	TELO2-interacting protein 1 homolog	2.73742e+06
O43157	PLXB1_HUMAN	PLXNB1	Plexin-B1	793710
O43159	RRP8_HUMAN	RRP8	Ribosomal RNA-processing protein 8	8.42915e+06
O43169	CYB5B_HUMAN	CYB5B	Cytochrome b5 type B	1.02065e+07
O43172	PRP4_HUMAN	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4	1.66437e+07
O43175	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase	1.29477e+08
O43181	NDUS4_HUMAN	NDUFS4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	4.87148e+06
O43237	DC1L2_HUMAN	DYNC1LI2	Cytoplasmic dynein 1 light intermediate chain 2	1.16404e+07
O43242	PSMD3_HUMAN	PSMD3	26S proteasome non-ATPase regulatory subunit 3	3.54393e+07
O43251	RFOX2_HUMAN	RBFOX2	RNA binding protein fox-1 homolog 2	2.21778e+07
O43252	PAPS1_HUMAN	PAPSS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1	1.42673e+07
O43264	ZW10_HUMAN	ZW10	Centromere/kinetochore protein zw10 homolog	2.57723e+06
O43278	SPIT1_HUMAN	SPINT1	Kunitz-type protease inhibitor 1	7.29037e+06
O43290	SNUT1_HUMAN	SART1	U4/U6.U5 tri-snRNP-associated protein 1	1.45835e+07
O43292	GPAA1_HUMAN	GPAA1	Glycosylphosphatidylinositol anchor attachment 1 protein	1.96693e+06
O43294	TGFI1_HUMAN	TGFB1I1	Transforming growth factor beta-1-induced transcript 1 protein	675361
O43299	AP5Z1_HUMAN	AP5Z1	AP-5 complex subunit zeta-1	567675
O43301	HS12A_HUMAN	HSPA12A	Heat shock 70 kDa protein 12A	1.11775e+06
O43314	VIP2_HUMAN	PPIP5K2	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	1.57828e+06
O43318	M3K7_HUMAN	MAP3K7	Mitogen-activated protein kinase kinase kinase 7	2.42532e+06
O43324	MCA3_HUMAN	EEF1E1	Eukaryotic translation elongation factor 1 epsilon-1	2.52217e+07
O43347	MSI1H_HUMAN	MSI1	RNA-binding protein Musashi homolog 1	3.1985e+07
O43353	RIPK2_HUMAN	RIPK2	Receptor-interacting serine/threonine-protein kinase 2	1.03634e+07
O43390	HNRPR_HUMAN	HNRNPR	Heterogeneous nuclear ribonucleoprotein R	3.47392e+08
O43395	PRPF3_HUMAN	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3	1.51118e+07
O43396	TXNL1_HUMAN	TXNL1	Thioredoxin-like protein 1	4.7324e+07
O43399	TPD54_HUMAN	TPD52L2	Tumor protein D54	4.67832e+07
O43414	ERI3_HUMAN	ERI3	ERI1 exoribonuclease 3	1.66152e+07
O43427	FIBP_HUMAN	FIBP	Acidic fibroblast growth factor intracellular-binding protein	3.84298e+06
O43432	IF4G3_HUMAN	EIF4G3	Eukaryotic translation initiation factor 4 gamma 3	2.08441e+07
O43447	PPIH_HUMAN	PPIH	Peptidyl-prolyl cis-trans isomerase H	2.74253e+07
O43464	HTRA2_HUMAN	HTRA2	Serine protease HTRA2, mitochondrial	1.21405e+07
O43488	ARK72_HUMAN	AKR7A2	Aflatoxin B1 aldehyde reductase member 2	6.28443e+07
O43490	PROM1_HUMAN	PROM1	Prominin-1	8.63914e+06
O43491	E41L2_HUMAN	EPB41L2	Band 4.1-like protein 2	7.25275e+07
O43493	TGON2_HUMAN	TGOLN2	Trans-Golgi network integral membrane protein 2	1.29569e+06
O43504	LTOR5_HUMAN	LAMTOR5	Ragulator complex protein LAMTOR5	1.4168e+07
O43505	B4GA1_HUMAN	B4GAT1	Beta-1,4-glucuronyltransferase 1	1.00856e+06
O43516	WIPF1_HUMAN	WIPF1	WAS/WASL-interacting protein family member 1	2.75814e+06
O43521	B2L11_HUMAN	BCL2L11	Bcl-2-like protein 11	773941
O43524	FOXO3_HUMAN	FOXO3	Forkhead box protein O3	578161
O43566	RGS14_HUMAN	RGS14	Regulator of G-protein signaling 14	555304
O43570	CAH12_HUMAN	CA12	Carbonic anhydrase 12	2.96751e+06
O43583	DENR_HUMAN	DENR	Density-regulated protein	1.66763e+07
O43592	XPOT_HUMAN	XPOT	Exportin-T	2.95912e+07
O43598	DNPH1_HUMAN	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	4.63732e+07
O43615	TIM44_HUMAN	TIMM44	Mitochondrial import inner membrane translocase subunit TIM44	1.30478e+07
O43617	TPPC3_HUMAN	TRAPPC3	Trafficking protein particle complex subunit 3	2.05168e+07
O43633	CHM2A_HUMAN	CHMP2A	Charged multivesicular body protein 2a	1.1733e+07
O43639	NCK2_HUMAN	NCK2	Cytoplasmic protein NCK2	5.79452e+06
O43660	PLRG1_HUMAN	PLRG1	Pleiotropic regulator 1	1.31791e+07
O43665	RGS10_HUMAN	RGS10	Regulator of G-protein signaling 10	2.45617e+06
O43670	ZN207_HUMAN	ZNF207	BUB3-interacting and GLEBS motif-containing protein ZNF207	3.95942e+07
O43674	NDUB5_HUMAN	NDUFB5	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	9.26879e+06
O43676	NDUB3_HUMAN	NDUFB3	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	4.83631e+06
O43678	NDUA2_HUMAN	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	1.35581e+07
O43681	GET3_HUMAN	GET3	ATPase GET3	3.3257e+07
O43684	BUB3_HUMAN	BUB3	Mitotic checkpoint protein BUB3	6.80449e+07
O43707	ACTN4_HUMAN	ACTN4	Alpha-actinin-4	2.01493e+08
O43708	MAAI_HUMAN	GSTZ1	Maleylacetoacetate isomerase	2.09078e+06
O43709	BUD23_HUMAN	BUD23	Probable 18S rRNA (guanine-N(7))-methyltransferase	5.969e+06
O43715	TRIA1_HUMAN	TRIAP1	TP53-regulated inhibitor of apoptosis 1	4.63444e+06
O43716	GATC_HUMAN	GATC	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	9.65974e+06
O43719	HTSF1_HUMAN	HTATSF1	HIV Tat-specific factor 1	1.84789e+07
O43747	AP1G1_HUMAN	AP1G1	AP-1 complex subunit gamma-1	1.80651e+07
O43752	STX6_HUMAN	STX6	Syntaxin-6	1.30754e+07
O43765	SGTA_HUMAN	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	1.01322e+07
O43768	ENSA_HUMAN	ENSA	Alpha-endosulfine	1.72244e+07
O43772	MCAT_HUMAN	SLC25A20	Mitochondrial carnitine/acylcarnitine carrier protein	6.20823e+06
O43776	SYNC_HUMAN	NARS1	Asparagine--tRNA ligase, cytoplasmic	6.21126e+07
O43795	MYO1B_HUMAN	MYO1B	Unconventional myosin-Ib	2.08271e+07
O43809	CPSF5_HUMAN	NUDT21	Cleavage and polyadenylation specificity factor subunit 5	5.69623e+07
O43813	LANC1_HUMAN	LANCL1	Glutathione S-transferase LANCL1	2.76748e+07
O43815	STRN_HUMAN	STRN	Striatin	3.55172e+06
O43818	U3IP2_HUMAN	RRP9	U3 small nucleolar RNA-interacting protein 2	1.56157e+07
O43819	SCO2_HUMAN	SCO2	Protein SCO2 homolog, mitochondrial	2.14134e+06
O43823	AKAP8_HUMAN	AKAP8	A-kinase anchor protein 8	8.26795e+06
O43824	GTPB6_HUMAN	GTPBP6	Putative GTP-binding protein 6	7.8485e+06
O43837	IDH3B_HUMAN	IDH3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	1.06885e+07
O43847	NRDC_HUMAN	NRDC	Nardilysin	6.5604e+06
O43852	CALU_HUMAN	CALU	Calumenin	4.16084e+07
O43865	SAHH2_HUMAN	AHCYL1	S-adenosylhomocysteine hydrolase-like protein 1	2.83559e+07
O43913	ORC5_HUMAN	ORC5	Origin recognition complex subunit 5	997618
O43914	TYOBP_HUMAN	TYROBP	TYRO protein tyrosine kinase-binding protein	1.11322e+06
O43920	NDUS5_HUMAN	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	1.86204e+06
O43924	PDE6D_HUMAN	PDE6D	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	3.49622e+06
O43929	ORC4_HUMAN	ORC4	Origin recognition complex subunit 4	8.99875e+06
O43933	PEX1_HUMAN	PEX1	Peroxisomal ATPase PEX1	8.4482e+06
O60216	RAD21_HUMAN	RAD21	Double-strand-break repair protein rad21 homolog	1.39968e+07
O60220	TIM8A_HUMAN	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A	1.79766e+07
O60231	DHX16_HUMAN	DHX16	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	1.97632e+07
O60232	ZNRD2_HUMAN	ZNRD2	Protein ZNRD2	9.95231e+06
O60234	GMFG_HUMAN	GMFG	Glia maturation factor gamma	2.36387e+06
O60244	MED14_HUMAN	MED14	Mediator of RNA polymerase II transcription subunit 14	9.0929e+06
O60245	PCDH7_HUMAN	PCDH7	Protocadherin-7	582163
O60256	KPRB_HUMAN	PRPSAP2	Phosphoribosyl pyrophosphate synthase-associated protein 2	8.25776e+06
O60264	SMCA5_HUMAN	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	3.88457e+07
O60271	JIP4_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	9.96559e+06
O60282	KIF5C_HUMAN	KIF5C	Kinesin heavy chain isoform 5C	964668
O60287	NPA1P_HUMAN	URB1	Nucleolar pre-ribosomal-associated protein 1	5.18204e+07
O60293	ZC3H1_HUMAN	ZFC3H1	Zinc finger C3H1 domain-containing protein	1.52553e+06
O60294	TYW4_HUMAN	LCMT2	tRNA wybutosine-synthesizing protein 4	3.68548e+06
O60306	AQR_HUMAN	AQR	RNA helicase aquarius	1.0141e+07
O60313	OPA1_HUMAN	OPA1	Dynamin-like 120 kDa protein, mitochondrial	1.96068e+07
O60318	GANP_HUMAN	MCM3AP	Germinal-center associated nuclear protein	3.48019e+06
O60333	KIF1B_HUMAN	KIF1B	Kinesin-like protein KIF1B	2.99355e+06
O60341	KDM1A_HUMAN	KDM1A	Lysine-specific histone demethylase 1A	1.40124e+07
O60343	TBCD4_HUMAN	TBC1D4	TBC1 domain family member 4	4.08386e+06
O60346	PHLP1_HUMAN	PHLPP1	PH domain leucine-rich repeat-containing protein phosphatase 1	7.46516e+06
O60427	FADS1_HUMAN	FADS1	Acyl-CoA (8-3)-desaturase	713017
O60437	PEPL_HUMAN	PPL	Periplakin	4.35092e+07
O60443	GSDME_HUMAN	GSDME	Gasdermin-E	607622
O60462	NRP2_HUMAN	NRP2	Neuropilin-2	723461
O60488	ACSL4_HUMAN	ACSL4	Long-chain-fatty-acid--CoA ligase 4	5.07931e+06
O60493	SNX3_HUMAN	SNX3	Sorting nexin-3	4.10527e+07
O60499	STX10_HUMAN	STX10	Syntaxin-10	3.89317e+06
O60502	OGA_HUMAN	OGA	Protein O-GlcNAcase	1.26869e+07
O60506	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	1.87952e+08
O60508	PRP17_HUMAN	CDC40	Pre-mRNA-processing factor 17	7.21512e+06
O60513	B4GT4_HUMAN	B4GALT4	Beta-1,4-galactosyltransferase 4	853587
O60524	NEMF_HUMAN	NEMF	Ribosome quality control complex subunit NEMF	7.06629e+06
O60547	GMDS_HUMAN	GMDS	GDP-mannose 4,6 dehydratase	1.6141e+07
O60551	NMT2_HUMAN	NMT2	Glycylpeptide N-tetradecanoyltransferase 2	4.60012e+06
O60563	CCNT1_HUMAN	CCNT1	Cyclin-T1	1.29244e+07
O60568	PLOD3_HUMAN	PLOD3	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	9.92901e+06
O60573	IF4E2_HUMAN	EIF4E2	Eukaryotic translation initiation factor 4E type 2	6.15645e+06
O60583	CCNT2_HUMAN	CCNT2	Cyclin-T2	1.48641e+06
O60610	DIAP1_HUMAN	DIAPH1	Protein diaphanous homolog 1	1.19878e+07
O60613	SEP15_HUMAN	SELENOF	Selenoprotein F	2.30563e+06
O60645	EXOC3_HUMAN	EXOC3	Exocyst complex component 3	1.05507e+07
O60664	PLIN3_HUMAN	PLIN3	Perilipin-3	2.39774e+07
O60678	ANM3_HUMAN	PRMT3	Protein arginine N-methyltransferase 3	1.00504e+07
O60684	IMA7_HUMAN	KPNA6	Importin subunit alpha-7	9.46212e+06
O60687	SRPX2_HUMAN	SRPX2	Sushi repeat-containing protein SRPX2	2.71822e+06
O60701	UGDH_HUMAN	UGDH	UDP-glucose 6-dehydrogenase	7.82188e+07
O60716	CTND1_HUMAN	CTNND1	Catenin delta-1	3.35437e+07
O60739;P41567	EIF1B_HUMAN;EIF1_HUMAN	EIF1;EIF1B	Eukaryotic translation initiation factor 1b	1.75832e+07
O60749	SNX2_HUMAN	SNX2	Sorting nexin-2	3.36847e+07
O60762	DPM1_HUMAN	DPM1	Dolichol-phosphate mannosyltransferase subunit 1	8.24596e+06
O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	3.0779e+07
O60783	RT14_HUMAN	MRPS14	Small ribosomal subunit protein uS14m	1.4558e+07
O60784	TOM1_HUMAN	TOM1	Target of Myb1 membrane trafficking protein	3.4172e+06
O60826	CCD22_HUMAN	CCDC22	Coiled-coil domain-containing protein 22	3.93024e+06
O60828	PQBP1_HUMAN	PQBP1	Polyglutamine-binding protein 1	1.07645e+07
O60830	TI17B_HUMAN	TIMM17B	Mitochondrial import inner membrane translocase subunit Tim17-B	1.22507e+06
O60831	PRAF2_HUMAN	PRAF2	PRA1 family protein 2	3.05788e+07
O60832	DKC1_HUMAN	DKC1	H/ACA ribonucleoprotein complex subunit DKC1	8.71913e+07
O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B	1.51666e+07
O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1	1.61839e+07
O60870	KIN17_HUMAN	KIN	DNA/RNA-binding protein KIN17	2.30702e+06
O60879	DIAP2_HUMAN	DIAPH2	Protein diaphanous homolog 2	2.34641e+06
O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2	1.923e+07
O60885	BRD4_HUMAN	BRD4	Bromodomain-containing protein 4	1.43942e+07
O60888	CUTA_HUMAN	CUTA	Protein CutA	1.9849e+07
O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1	2.49707e+07
O60927	PP1RB_HUMAN	PPP1R11	E3 ubiquitin-protein ligase PPP1R11	2.20562e+06
O60930	RNH1_HUMAN	RNASEH1	Ribonuclease H1	742155
O60934	NBN_HUMAN	NBN	Nibrin	8.16628e+06
O60936	NOL3_HUMAN	NOL3	Nucleolar protein 3	2.69558e+06
O60941;Q9Y4J8	DTNA_HUMAN;DTNB_HUMAN	DTNA;DTNB	Dystrobrevin beta	1.04258e+06
O60942	MCE1_HUMAN	RNGTT	mRNA-capping enzyme	2.32722e+06
O75027	ABCB7_HUMAN	ABCB7	Iron-sulfur clusters transporter ABCB7, mitochondrial	2.42152e+06
O75044	SRGP2_HUMAN	SRGAP2	SLIT-ROBO Rho GTPase-activating protein 2	2.80201e+06
O75052	CAPON_HUMAN	NOS1AP	Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein	4.71525e+06
O75054	IGSF3_HUMAN	IGSF3	Immunoglobulin superfamily member 3	3.17816e+06
O75083	WDR1_HUMAN	WDR1	WD repeat-containing protein 1	6.26062e+07
O75084	FZD7_HUMAN	FZD7	Frizzled-7	2.2416e+06
O75110	ATP9A_HUMAN	ATP9A	Probable phospholipid-transporting ATPase IIA	1.45018e+06
O75113	N4BP1_HUMAN	N4BP1	NEDD4-binding protein 1	1.31842e+07
O75116	ROCK2_HUMAN	ROCK2	Rho-associated protein kinase 2	3.23201e+06
O75122	CLAP2_HUMAN	CLASP2	CLIP-associating protein 2	2.30846e+07
O75127	PTCD1_HUMAN	PTCD1	Pentatricopeptide repeat-containing protein 1, mitochondrial	2.1704e+07
O75131	CPNE3_HUMAN	CPNE3	Copine-3	5.22468e+07
O75144	ICOSL_HUMAN	ICOSLG	ICOS ligand	1.79924e+06
O75146	HIP1R_HUMAN	HIP1R	Huntingtin-interacting protein 1-related protein	6.36041e+06
O75147	OBSL1_HUMAN	OBSL1	Obscurin-like protein 1	2.27902e+06
O75150	BRE1B_HUMAN	RNF40	E3 ubiquitin-protein ligase BRE1B	7.13022e+06
O75151	PHF2_HUMAN	PHF2	Lysine-specific demethylase PHF2	1.96633e+06
O75152	ZC11A_HUMAN	ZC3H11A	Zinc finger CCCH domain-containing protein 11A	8.7111e+06
O75153	CLU_HUMAN	CLUH	Clustered mitochondria protein homolog	9.11546e+07
O75164	KDM4A_HUMAN	KDM4A	Lysine-specific demethylase 4A	1.54243e+06
O75165	DJC13_HUMAN	DNAJC13	DnaJ homolog subfamily C member 13	7.25492e+06
O75175	CNOT3_HUMAN	CNOT3	CCR4-NOT transcription complex subunit 3	9.131e+07
O75179	ANR17_HUMAN	ANKRD17	Ankyrin repeat domain-containing protein 17	5.56575e+06
O75190	DNJB6_HUMAN	DNAJB6	DnaJ homolog subfamily B member 6	2.35965e+07
O75208	COQ9_HUMAN	COQ9	Ubiquinone biosynthesis protein COQ9, mitochondrial	1.36624e+07
O75223	GGCT_HUMAN	GGCT	Gamma-glutamylcyclotransferase	1.28167e+07
O75251	NDUS7_HUMAN	NDUFS7	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	8.64406e+06
O75306	NDUS2_HUMAN	NDUFS2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	2.01679e+07
O75312	ZPR1_HUMAN	ZPR1	Zinc finger protein ZPR1	7.11365e+06
O75323	NIPS2_HUMAN	NIPSNAP2	Protein NipSnap homolog 2	7.57946e+07
O75340	PDCD6_HUMAN	PDCD6	Programmed cell death protein 6	5.00805e+07
O75347	TBCA_HUMAN	TBCA	Tubulin-specific chaperone A	6.29187e+07
O75348	VATG1_HUMAN	ATP6V1G1	V-type proton ATPase subunit G 1	8.60112e+06
O75351	VPS4B_HUMAN	VPS4B	Vacuolar protein sorting-associated protein 4B	2.36438e+07
O75364;P78337;Q99697	PITX1_HUMAN;PITX2_HUMAN;PITX3_HUMAN	PITX1;PITX2;PITX3	Pituitary homeobox 3	946060
O75365	TP4A3_HUMAN	PTP4A3	Protein tyrosine phosphatase type IVA 3	1.10443e+06
O75367	H2AY_HUMAN	MACROH2A1	Core histone macro-H2A.1	5.10133e+08
O75368	SH3L1_HUMAN	SH3BGRL	Adapter SH3BGRL	2.8031e+07
O75369	FLNB_HUMAN	FLNB	Filamin-B	1.40134e+08
O75376	NCOR1_HUMAN	NCOR1	Nuclear receptor corepressor 1	8.30023e+06
O75381	PEX14_HUMAN	PEX14	Peroxisomal membrane protein PEX14	4.94637e+06
O75390	CISY_HUMAN	CS	Citrate synthase, mitochondrial	1.55088e+08
O75391	SPAG7_HUMAN	SPAG7	Sperm-associated antigen 7	6.5557e+06
O75394	RM33_HUMAN	MRPL33	Large ribosomal subunit protein bL33m	8.79203e+06
O75396	SC22B_HUMAN	SEC22B	Vesicle-trafficking protein SEC22b	6.21216e+07
O75400	PR40A_HUMAN	PRPF40A	Pre-mRNA-processing factor 40 homolog A	3.78831e+07
O75414	NDK6_HUMAN	NME6	Nucleoside diphosphate kinase 6	1.46843e+06
O75427	LRCH4_HUMAN	LRCH4	Leucine-rich repeat and calponin homology domain-containing protein 4	2.12051e+06
O75431	MTX2_HUMAN	MTX2	Metaxin-2	1.01416e+07
O75436	VP26A_HUMAN	VPS26A	Vacuolar protein sorting-associated protein 26A	2.56079e+07
O75438	NDUB1_HUMAN	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	1.5227e+07
O75439	MPPB_HUMAN	PMPCB	Mitochondrial-processing peptidase subunit beta	2.52203e+07
O75446	SAP30_HUMAN	SAP30	Histone deacetylase complex subunit SAP30	1.64454e+06
O75448	MED24_HUMAN	MED24	Mediator of RNA polymerase II transcription subunit 24	2.97066e+06
O75449	KTNA1_HUMAN	KATNA1	Katanin p60 ATPase-containing subunit A1	2.82046e+06
O75475	PSIP1_HUMAN	PSIP1	PC4 and SFRS1-interacting protein	5.35683e+07
O75477	ERLN1_HUMAN	ERLIN1	Erlin-1	3.9715e+06
O75486	SUPT3_HUMAN	SUPT3H	Transcription initiation protein SPT3 homolog	478913
O75487	GPC4_HUMAN	GPC4	Glypican-4	1.61214e+07
O75489	NDUS3_HUMAN	NDUFS3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	1.44344e+07
O75494	SRS10_HUMAN	SRSF10	Serine/arginine-rich splicing factor 10	2.7873e+07
O75506	HSBP1_HUMAN	HSBP1	Heat shock factor-binding protein 1	1.63878e+07
O75521	ECI2_HUMAN	ECI2	Enoyl-CoA delta isomerase 2	1.97047e+07
O75525	KHDR3_HUMAN	KHDRBS3	KH domain-containing, RNA-binding, signal transduction-associated protein 3	6.89851e+06
O75529	TAF5L_HUMAN	TAF5L	TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L	8.34159e+06
O75530	EED_HUMAN	EED	Polycomb protein EED	2.67686e+06
O75531	BAF_HUMAN	BANF1	Barrier-to-autointegration factor	1.09471e+08
O75533	SF3B1_HUMAN	SF3B1	Splicing factor 3B subunit 1	4.75856e+07
O75534	CSDE1_HUMAN	CSDE1	Cold shock domain-containing protein E1	2.35166e+07
O75554	WBP4_HUMAN	WBP4	WW domain-binding protein 4	2.91399e+06
O75569	PRKRA_HUMAN	PRKRA	Interferon-inducible double-stranded RNA-dependent protein kinase activator A	1.10604e+07
O75586	MED6_HUMAN	MED6	Mediator of RNA polymerase II transcription subunit 6	3.46189e+06
O75607	NPM3_HUMAN	NPM3	Nucleoplasmin-3	3.33349e+07
O75608	LYPA1_HUMAN	LYPLA1	Acyl-protein thioesterase 1	5.93014e+07
O75616	ERAL1_HUMAN	ERAL1	GTPase Era, mitochondrial	4.02874e+06
O75629	CREG1_HUMAN	CREG1	Protein CREG1	1.52895e+07
O75643	U520_HUMAN	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase	4.63047e+07
O75648	MTU1_HUMAN	TRMU	Mitochondrial tRNA-specific 2-thiouridylase 1	2.0867e+06
O75663	TIPRL_HUMAN	TIPRL	TIP41-like protein	5.21821e+06
O75676	KS6A4_HUMAN	RPS6KA4	Ribosomal protein S6 kinase alpha-4	3.4313e+06
O75683	SURF6_HUMAN	SURF6	Surfeit locus protein 6	8.47812e+06
O75688	PPM1B_HUMAN	PPM1B	Protein phosphatase 1B	4.27831e+06
O75691	UTP20_HUMAN	UTP20	Small subunit processome component 20 homolog	5.07855e+07
O75694	NU155_HUMAN	NUP155	Nuclear pore complex protein Nup155	1.35838e+07
O75695	XRP2_HUMAN	RP2	Protein XRP2	6.63002e+06
O75717	WDHD1_HUMAN	WDHD1	WD repeat and HMG-box DNA-binding protein 1	1.23204e+07
O75718	CRTAP_HUMAN	CRTAP	Cartilage-associated protein	9.2421e+06
O75746	S2512_HUMAN	SLC25A12	Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial	1.09024e+07
O75764	TCEA3_HUMAN	TCEA3	Transcription elongation factor A protein 3	5.56835e+06
O75787	RENR_HUMAN	ATP6AP2	Renin receptor	1.35277e+07
O75792	RNH2A_HUMAN	RNASEH2A	Ribonuclease H2 subunit A	4.11695e+06
O75817	POP7_HUMAN	POP7	Ribonuclease P protein subunit p20	3.50909e+06
O75821	EIF3G_HUMAN	EIF3G	Eukaryotic translation initiation factor 3 subunit G	3.01842e+07
O75822	EIF3J_HUMAN	EIF3J	Eukaryotic translation initiation factor 3 subunit J	2.47845e+07
O75828	CBR3_HUMAN	CBR3	Carbonyl reductase [NADPH] 3	7.93733e+06
O75832	PSD10_HUMAN	PSMD10	26S proteasome non-ATPase regulatory subunit 10	5.3041e+07
O75843	AP1G2_HUMAN	AP1G2	AP-1 complex subunit gamma-like 2	4.68135e+06
O75844	FACE1_HUMAN	ZMPSTE24	CAAX prenyl protease 1 homolog	2.14615e+06
O75865	TPC6A_HUMAN	TRAPPC6A	Trafficking protein particle complex subunit 6A	1.12161e+06
O75874	IDHC_HUMAN	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	5.16353e+07
O75879	GATB_HUMAN	GATB	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial	1.33726e+07
O75880	SCO1_HUMAN	SCO1	Protein SCO1 homolog, mitochondrial	3.21194e+07
O75881	CP7B1_HUMAN	CYP7B1	Cytochrome P450 7B1	1.34884e+06
O75882	ATRN_HUMAN	ATRN	Attractin	675412
O75884	RBBP9_HUMAN	RBBP9	Serine hydrolase RBBP9	5.12991e+06
O75886	STAM2_HUMAN	STAM2	Signal transducing adapter molecule 2	2.7577e+06
O75891	AL1L1_HUMAN	ALDH1L1	Cytosolic 10-formyltetrahydrofolate dehydrogenase	726704
O75896	TUSC2_HUMAN	TUSC2	Tumor suppressor candidate 2	1.9514e+06
O75909	CCNK_HUMAN	CCNK	Cyclin-K	7.53923e+06
O75911	DHRS3_HUMAN	DHRS3	Short-chain dehydrogenase/reductase 3	8.68574e+06
O75915	PRAF3_HUMAN	ARL6IP5	PRA1 family protein 3	2.44607e+07
O75923	DYSF_HUMAN	DYSF	Dysferlin	1.72796e+06
O75928	PIAS2_HUMAN	PIAS2	E3 SUMO-protein ligase PIAS2	1.30027e+06
O75934	SPF27_HUMAN	BCAS2	Pre-mRNA-splicing factor SPF27	2.92789e+07
O75935	DCTN3_HUMAN	DCTN3	Dynactin subunit 3	1.09742e+07
O75937	DNJC8_HUMAN	DNAJC8	DnaJ homolog subfamily C member 8	4.12547e+07
O75940	SPF30_HUMAN	SMNDC1	Survival of motor neuron-related-splicing factor 30	1.04083e+07
O75947	ATP5H_HUMAN	ATP5PD	ATP synthase subunit d, mitochondrial	8.03304e+07
O75955	FLOT1_HUMAN	FLOT1	Flotillin-1	1.91506e+07
O75962	TRIO_HUMAN	TRIO	Triple functional domain protein	2.77651e+06
O75964	ATP5L_HUMAN	ATP5MG	ATP synthase subunit g, mitochondrial	1.66792e+07
O75970	MPDZ_HUMAN	MPDZ	Multiple PDZ domain protein	1.65207e+06
O75971	SNPC5_HUMAN	SNAPC5	snRNA-activating protein complex subunit 5	371907
O75976	CBPD_HUMAN	CPD	Carboxypeptidase D	1.46204e+07
O76003	GLRX3_HUMAN	GLRX3	Glutaredoxin-3	2.66727e+07
