Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\RA\work\7_1_task\TCPA\E20200928yuanch_Connie_TCPA_60minDIA_b1-8.mzML
O43815	STRN_HUMAN	STRN	Striatin	9.242e+06
O43818	U3IP2_HUMAN	RRP9	U3 small nucleolar RNA-interacting protein 2	371477
O43837	IDH3B_HUMAN	IDH3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	3.5009e+07
O43852	CALU_HUMAN	CALU	Calumenin	4.80366e+07
O43865	SAHH2_HUMAN	AHCYL1	S-adenosylhomocysteine hydrolase-like protein 1	8.83236e+07
O43920	NDUS5_HUMAN	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	1.33691e+07
O43924	PDE6D_HUMAN	PDE6D	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	4.2154e+06
O60216	RAD21_HUMAN	RAD21	Double-strand-break repair protein rad21 homolog	2.4769e+07
O60218	AK1BA_HUMAN	AKR1B10	Aldo-keto reductase family 1 member B10	1.68158e+06
O60220	TIM8A_HUMAN	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A	3.5302e+07
O60231	DHX16_HUMAN	DHX16	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	4.59432e+06
O60232	ZNRD2_HUMAN	ZNRD2	Protein ZNRD2	2.23822e+07
O60234	GMFG_HUMAN	GMFG	Glia maturation factor gamma	1.0675e+07
O60237	MYPT2_HUMAN	PPP1R12B	Protein phosphatase 1 regulatory subunit 12B	9.40026e+06
O60240	PLIN1_HUMAN	PLIN1	Perilipin-1	1.38457e+07
O60256	KPRB_HUMAN	PRPSAP2	Phosphoribosyl pyrophosphate synthase-associated protein 2	8.99113e+06
O60264	SMCA5_HUMAN	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	9.18798e+06
O60271	JIP4_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	1.64403e+07
O60306	AQR_HUMAN	AQR	RNA helicase aquarius	4.86366e+06
O60307	MAST3_HUMAN	MAST3	Microtubule-associated serine/threonine-protein kinase 3	3.98167e+06
O60313	OPA1_HUMAN	OPA1	Dynamin-like 120 kDa protein, mitochondrial	1.6621e+07
O60341	KDM1A_HUMAN	KDM1A	Lysine-specific histone demethylase 1A	3.66132e+06
O60343	TBCD4_HUMAN	TBC1D4	TBC1 domain family member 4	6.65347e+06
O60437	PEPL_HUMAN	PPL	Periplakin	2.52233e+08
O60443	GSDME_HUMAN	GSDME	Gasdermin-E	4.35792e+06
O60476	MA1A2_HUMAN	MAN1A2	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB	1.16015e+07
O60493	SNX3_HUMAN	SNX3	Sorting nexin-3	3.06522e+07
O60499	STX10_HUMAN	STX10	Syntaxin-10	6.18139e+07
O60504	VINEX_HUMAN	SORBS3	Vinexin	2.79113e+07
O60506	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	1.90161e+08
O60508	PRP17_HUMAN	CDC40	Pre-mRNA-processing factor 17	2.61834e+06
O60524	NEMF_HUMAN	NEMF	Ribosome quality control complex subunit NEMF	9.06433e+06
O60547	GMDS_HUMAN	GMDS	GDP-mannose 4,6 dehydratase	7.21785e+07
O60568	PLOD3_HUMAN	PLOD3	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	7.02941e+06
O60573	IF4E2_HUMAN	EIF4E2	Eukaryotic translation initiation factor 4E type 2	1.25778e+07
O60610	DIAP1_HUMAN	DIAPH1	Protein diaphanous homolog 1	1.56666e+07
O60613	SEP15_HUMAN	SELENOF	Selenoprotein F	9.02882e+06
O60645	EXOC3_HUMAN	EXOC3	Exocyst complex component 3	1.46843e+07
O60664	PLIN3_HUMAN	PLIN3	Perilipin-3	7.18137e+07
O60669	MOT2_HUMAN	SLC16A7	Monocarboxylate transporter 2	8.60926e+06
O60684	IMA7_HUMAN	KPNA6	Importin subunit alpha-7	1.48132e+07
O60701	UGDH_HUMAN	UGDH	UDP-glucose 6-dehydrogenase	1.03759e+08
O60704	TPST2_HUMAN	TPST2	Protein-tyrosine sulfotransferase 2	8.96331e+07
O60716	CTND1_HUMAN	CTNND1	Catenin delta-1	6.57113e+07
O60739;P41567	EIF1B_HUMAN;EIF1_HUMAN	EIF1;EIF1B	Eukaryotic translation initiation factor 1b	3.19063e+07
O60749	SNX2_HUMAN	SNX2	Sorting nexin-2	4.2184e+07
O60762	DPM1_HUMAN	DPM1	Dolichol-phosphate mannosyltransferase subunit 1	4.69184e+07
O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	1.03612e+08
O60774	FMO6_HUMAN	FMO6P	Putative dimethylaniline monooxygenase [N-oxide-forming] 6	1.91968e+07
O60783	RT14_HUMAN	MRPS14	Small ribosomal subunit protein uS14m	1.99034e+07
O60784	TOM1_HUMAN	TOM1	Target of Myb1 membrane trafficking protein	1.70837e+07
O60825	F262_HUMAN	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2	5.62599e+07
O60826	CCD22_HUMAN	CCDC22	Coiled-coil domain-containing protein 22	1.71526e+07
O60831	PRAF2_HUMAN	PRAF2	PRA1 family protein 2	1.64362e+07
O60832	DKC1_HUMAN	DKC1	H/ACA ribonucleoprotein complex subunit DKC1	2.51113e+07
O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B	3.49014e+07
O60861	GAS7_HUMAN	GAS7	Growth arrest-specific protein 7	2.39012e+06
O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1	3.73642e+07
O60879	DIAP2_HUMAN	DIAPH2	Protein diaphanous homolog 2	3.42336e+07
O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2	2.45453e+07
O60885	BRD4_HUMAN	BRD4	Bromodomain-containing protein 4	1.08812e+06
O60888	CUTA_HUMAN	CUTA	Protein CutA	7.51791e+07
O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1	2.57925e+07
O60934	NBN_HUMAN	NBN	Nibrin	1.66009e+06
O60936	NOL3_HUMAN	NOL3	Nucleolar protein 3	3.86109e+06
O75027	ABCB7_HUMAN	ABCB7	Iron-sulfur clusters transporter ABCB7, mitochondrial	5.08804e+06
O75051	PLXA2_HUMAN	PLXNA2	Plexin-A2	8.22225e+06
O75083	WDR1_HUMAN	WDR1	WD repeat-containing protein 1	9.17305e+07
O75110	ATP9A_HUMAN	ATP9A	Probable phospholipid-transporting ATPase IIA	5.78801e+06
O75112	LDB3_HUMAN	LDB3	LIM domain-binding protein 3	1.13548e+07
O75116	ROCK2_HUMAN	ROCK2	Rho-associated protein kinase 2	1.61207e+07
O75122	CLAP2_HUMAN	CLASP2	CLIP-associating protein 2	7.14163e+06
O75131	CPNE3_HUMAN	CPNE3	Copine-3	6.38491e+07
O75146	HIP1R_HUMAN	HIP1R	Huntingtin-interacting protein 1-related protein	1.64639e+07
O75150	BRE1B_HUMAN	RNF40	E3 ubiquitin-protein ligase BRE1B	2.89172e+06
O75152	ZC11A_HUMAN	ZC3H11A	Zinc finger CCCH domain-containing protein 11A	2.2152e+06
O75153	CLU_HUMAN	CLUH	Clustered mitochondria protein homolog	1.20133e+07
O75165	DJC13_HUMAN	DNAJC13	DnaJ homolog subfamily C member 13	1.00655e+07
O75170	PP6R2_HUMAN	PPP6R2	Serine/threonine-protein phosphatase 6 regulatory subunit 2	5.05122e+06
O75175	CNOT3_HUMAN	CNOT3	CCR4-NOT transcription complex subunit 3	1.18946e+07
O75208	COQ9_HUMAN	COQ9	Ubiquinone biosynthesis protein COQ9, mitochondrial	1.14607e+07
O75251	NDUS7_HUMAN	NDUFS7	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	2.23985e+07
O75306	NDUS2_HUMAN	NDUFS2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	4.45147e+07
O75312	ZPR1_HUMAN	ZPR1	Zinc finger protein ZPR1	6.59939e+06
O75317;P62068	UBP12_HUMAN;UBP46_HUMAN	USP12;USP46	Ubiquitin carboxyl-terminal hydrolase 12	2.31965e+06
O75323	NIPS2_HUMAN	NIPSNAP2	Protein NipSnap homolog 2	1.20647e+08
O75340	PDCD6_HUMAN	PDCD6	Programmed cell death protein 6	5.9555e+07
O75347	TBCA_HUMAN	TBCA	Tubulin-specific chaperone A	6.07713e+07
O75348	VATG1_HUMAN	ATP6V1G1	V-type proton ATPase subunit G 1	2.75271e+07
O75351	VPS4B_HUMAN	VPS4B	Vacuolar protein sorting-associated protein 4B	3.9869e+07
O75367	H2AY_HUMAN	MACROH2A1	Core histone macro-H2A.1	1.77403e+08
O75368	SH3L1_HUMAN	SH3BGRL	Adapter SH3BGRL	8.54098e+07
O75369	FLNB_HUMAN	FLNB	Filamin-B	6.07185e+07
O75387	LAT3_HUMAN	SLC43A1	Large neutral amino acids transporter small subunit 3	6.27759e+06
O75390	CISY_HUMAN	CS	Citrate synthase, mitochondrial	1.53515e+08
O75391	SPAG7_HUMAN	SPAG7	Sperm-associated antigen 7	2.59768e+06
O75396	SC22B_HUMAN	SEC22B	Vesicle-trafficking protein SEC22b	2.58356e+08
O75400	PR40A_HUMAN	PRPF40A	Pre-mRNA-processing factor 40 homolog A	3.43849e+07
O75410	TACC1_HUMAN	TACC1	Transforming acidic coiled-coil-containing protein 1	9.43509e+06
O75431	MTX2_HUMAN	MTX2	Metaxin-2	1.55928e+07
O75436	VP26A_HUMAN	VPS26A	Vacuolar protein sorting-associated protein 26A	7.39058e+07
O75439	MPPB_HUMAN	PMPCB	Mitochondrial-processing peptidase subunit beta	1.29457e+07
O75452	RDH16_HUMAN	RDH16	Retinol dehydrogenase 16	1.19698e+07
O75475	PSIP1_HUMAN	PSIP1	PC4 and SFRS1-interacting protein	8.42198e+06
O75477	ERLN1_HUMAN	ERLIN1	Erlin-1	5.87962e+06
O75489	NDUS3_HUMAN	NDUFS3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	1.12156e+08
O75494	SRS10_HUMAN	SRSF10	Serine/arginine-rich splicing factor 10	4.00784e+07
O75506	HSBP1_HUMAN	HSBP1	Heat shock factor-binding protein 1	2.60785e+07
O75521	ECI2_HUMAN	ECI2	Enoyl-CoA delta isomerase 2	3.18135e+07
O75525	KHDR3_HUMAN	KHDRBS3	KH domain-containing, RNA-binding, signal transduction-associated protein 3	796622
O75531	BAF_HUMAN	BANF1	Barrier-to-autointegration factor	9.04052e+07
O75533	SF3B1_HUMAN	SF3B1	Splicing factor 3B subunit 1	2.10234e+07
O75534	CSDE1_HUMAN	CSDE1	Cold shock domain-containing protein E1	1.7012e+07
O75569	PRKRA_HUMAN	PRKRA	Interferon-inducible double-stranded RNA-dependent protein kinase activator A	1.52165e+07
O75582	KS6A5_HUMAN	RPS6KA5	Ribosomal protein S6 kinase alpha-5	1.63751e+06
O75586	MED6_HUMAN	MED6	Mediator of RNA polymerase II transcription subunit 6	538388
O75600	KBL_HUMAN	GCAT	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial	3.9938e+07
O75608	LYPA1_HUMAN	LYPLA1	Acyl-protein thioesterase 1	2.55551e+07
O75643	U520_HUMAN	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase	3.11237e+07
O75648	MTU1_HUMAN	TRMU	Mitochondrial tRNA-specific 2-thiouridylase 1	5.89807e+06
O75663	TIPRL_HUMAN	TIPRL	TIP41-like protein	4.99966e+06
O75688	PPM1B_HUMAN	PPM1B	Protein phosphatase 1B	2.37985e+07
O75694	NU155_HUMAN	NUP155	Nuclear pore complex protein Nup155	3.81374e+07
O75695	XRP2_HUMAN	RP2	Protein XRP2	4.64322e+06
O75746	S2512_HUMAN	SLC25A12	Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial	1.73142e+07
O75764	TCEA3_HUMAN	TCEA3	Transcription elongation factor A protein 3	8.26091e+06
O75821	EIF3G_HUMAN	EIF3G	Eukaryotic translation initiation factor 3 subunit G	5.49042e+07
O75822	EIF3J_HUMAN	EIF3J	Eukaryotic translation initiation factor 3 subunit J	5.31768e+07
O75828	CBR3_HUMAN	CBR3	Carbonyl reductase [NADPH] 3	4.2682e+06
O75830	SPI2_HUMAN	SERPINI2	Serpin I2	8.40357e+07
O75832	PSD10_HUMAN	PSMD10	26S proteasome non-ATPase regulatory subunit 10	3.5227e+06
O75843	AP1G2_HUMAN	AP1G2	AP-1 complex subunit gamma-like 2	2.48861e+06
O75844	FACE1_HUMAN	ZMPSTE24	CAAX prenyl protease 1 homolog	1.01267e+07
O75874	IDHC_HUMAN	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	1.51065e+08
O75881	CP7B1_HUMAN	CYP7B1	Cytochrome P450 7B1	3.91185e+06
O75882	ATRN_HUMAN	ATRN	Attractin	1.62298e+07
O75884	RBBP9_HUMAN	RBBP9	Serine hydrolase RBBP9	1.866e+07
O75886	STAM2_HUMAN	STAM2	Signal transducing adapter molecule 2	6.06694e+06
O75891	AL1L1_HUMAN	ALDH1L1	Cytosolic 10-formyltetrahydrofolate dehydrogenase	1.272e+08
O75915	PRAF3_HUMAN	ARL6IP5	PRA1 family protein 3	9.22502e+07
O75923	DYSF_HUMAN	DYSF	Dysferlin	6.20842e+06
O75935	DCTN3_HUMAN	DCTN3	Dynactin subunit 3	1.60733e+07
O75937	DNJC8_HUMAN	DNAJC8	DnaJ homolog subfamily C member 8	8.19402e+06
O75947	ATP5H_HUMAN	ATP5PD	ATP synthase subunit d, mitochondrial	1.07633e+08
O75955	FLOT1_HUMAN	FLOT1	Flotillin-1	1.80806e+07
O75964	ATP5L_HUMAN	ATP5MG	ATP synthase subunit g, mitochondrial	2.13649e+07
O75976	CBPD_HUMAN	CPD	Carboxypeptidase D	1.58323e+07
O76003	GLRX3_HUMAN	GLRX3	Glutaredoxin-3	1.56372e+07
O76021	RL1D1_HUMAN	RSL1D1	Ribosomal L1 domain-containing protein 1	1.0983e+07
O76024	WFS1_HUMAN	WFS1	Wolframin	5.03839e+06
O76027	ANXA9_HUMAN	ANXA9	Annexin A9	5.55815e+06
O76031	CLPX_HUMAN	CLPX	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	1.03802e+07
O76038	SEGN_HUMAN	SCGN	Secretagogin	1.3064e+07
O76054	S14L2_HUMAN	SEC14L2	SEC14-like protein 2	8.44164e+06
O76062	ERG24_HUMAN	TM7SF2	Delta(14)-sterol reductase TM7SF2	2.86202e+06
O76070	SYUG_HUMAN	SNCG	Gamma-synuclein	2.75888e+07
O76074	PDE5A_HUMAN	PDE5A	cGMP-specific 3',5'-cyclic phosphodiesterase	3.99044e+06
O76094	SRP72_HUMAN	SRP72	Signal recognition particle subunit SRP72	5.08289e+07
O94760	DDAH1_HUMAN	DDAH1	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	9.4025e+07
O94776	MTA2_HUMAN	MTA2	Metastasis-associated protein MTA2	3.9292e+07
O94788	AL1A2_HUMAN	ALDH1A2	Retinal dehydrogenase 2	5.38813e+06
O94804	STK10_HUMAN	STK10	Serine/threonine-protein kinase 10	6.08615e+06
O94811	TPPP_HUMAN	TPPP	Tubulin polymerization-promoting protein	9.64337e+06
O94819	KBTBB_HUMAN	KBTBD11	Kelch repeat and BTB domain-containing protein 11	8.92308e+06
O94822	LTN1_HUMAN	LTN1	E3 ubiquitin-protein ligase listerin	2.02118e+06
O94826	TOM70_HUMAN	TOMM70	Mitochondrial import receptor subunit TOM70	2.82675e+07
O94832	MYO1D_HUMAN	MYO1D	Unconventional myosin-Id	1.24079e+07
O94855	SC24D_HUMAN	SEC24D	Protein transport protein Sec24D	4.85612e+07
O94874	UFL1_HUMAN	UFL1	E3 UFM1-protein ligase 1	9.82476e+07
O94875	SRBS2_HUMAN	SORBS2	Sorbin and SH3 domain-containing protein 2	1.99792e+08
O94886	CSCL1_HUMAN	TMEM63A	CSC1-like protein 1	7.76753e+06
O94888	UBXN7_HUMAN	UBXN7	UBX domain-containing protein 7	2.70664e+06
O94901	SUN1_HUMAN	SUN1	SUN domain-containing protein 1	1.33915e+07
O94903	PLPHP_HUMAN	PLPBP	Pyridoxal phosphate homeostasis protein	5.298e+07
O94905	ERLN2_HUMAN	ERLIN2	Erlin-2	3.00071e+07
O94906	PRP6_HUMAN	PRPF6	Pre-mRNA-processing factor 6	2.03332e+07
O94911	ABCA8_HUMAN	ABCA8	ABC-type organic anion transporter ABCA8	6.93136e+06
O94919	ENDD1_HUMAN	ENDOD1	Endonuclease domain-containing 1 protein	1.64045e+07
O94925	GLSK_HUMAN	GLS	Glutaminase kidney isoform, mitochondrial	3.01095e+07
O94973	AP2A2_HUMAN	AP2A2	AP-2 complex subunit alpha-2	2.64287e+07
O94979	SC31A_HUMAN	SEC31A	Protein transport protein Sec31A	1.27873e+08
O94992	HEXI1_HUMAN	HEXIM1	Protein HEXIM1	5.56188e+07
O95049	ZO3_HUMAN	TJP3	Tight junction protein ZO-3	2.06231e+06
O95071	UBR5_HUMAN	UBR5	E3 ubiquitin-protein ligase UBR5	680830
O95140	MFN2_HUMAN	MFN2	Mitofusin-2	1.04111e+07
O95154	ARK73_HUMAN	AKR7A3	Aflatoxin B1 aldehyde reductase member 3	1.87616e+08
O95163	ELP1_HUMAN	ELP1	Elongator complex protein 1	7.04343e+06
O95168	NDUB4_HUMAN	NDUFB4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	6.9841e+07
O95169	NDUB8_HUMAN	NDUFB8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	2.49221e+07
O95178	NDUB2_HUMAN	NDUFB2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial	4.70161e+06
O95182	NDUA7_HUMAN	NDUFA7	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	1.02707e+07
O95183	VAMP5_HUMAN	VAMP5	Vesicle-associated membrane protein 5	2.01338e+06
O95197	RTN3_HUMAN	RTN3	Reticulon-3	2.10372e+07
O95202	LETM1_HUMAN	LETM1	Mitochondrial proton/calcium exchanger protein	1.79861e+07
O95218	ZRAB2_HUMAN	ZRANB2	Zinc finger Ran-binding domain-containing protein 2	6.20809e+06
O95219	SNX4_HUMAN	SNX4	Sorting nexin-4	7.88705e+06
O95232	LC7L3_HUMAN	LUC7L3	Luc7-like protein 3	1.2722e+07
O95248;Q86WG5	MTMR5_HUMAN;MTMRD_HUMAN	SBF1;SBF2	Myotubularin-related protein 5	1.49459e+06
O95249	GOSR1_HUMAN	GOSR1	Golgi SNAP receptor complex member 1	7.10297e+06
O95292	VAPB_HUMAN	VAPB	Vesicle-associated membrane protein-associated protein B/C	4.2726e+07
O95295	SNAPN_HUMAN	SNAPIN	SNARE-associated protein Snapin	1.5286e+07
O95298	NDUC2_HUMAN	NDUFC2	NADH dehydrogenase [ubiquinone] 1 subunit C2	1.13641e+07
O95299	NDUAA_HUMAN	NDUFA10	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	5.5209e+07
O95302	FKBP9_HUMAN	FKBP9	Peptidyl-prolyl cis-trans isomerase FKBP9	2.11026e+07
O95336	6PGL_HUMAN	PGLS	6-phosphogluconolactonase	8.77636e+07
O95340	PAPS2_HUMAN	PAPSS2	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2	2.01564e+07
O95352	ATG7_HUMAN	ATG7	Ubiquitin-like modifier-activating enzyme ATG7	5.79534e+06
O95363	SYFM_HUMAN	FARS2	Phenylalanine--tRNA ligase, mitochondrial	4.09505e+06
O95372	LYPA2_HUMAN	LYPLA2	Acyl-protein thioesterase 2	2.57813e+07
O95373	IPO7_HUMAN	IPO7	Importin-7	1.87363e+07
O95394	AGM1_HUMAN	PGM3	Phosphoacetylglucosamine mutase	1.1161e+08
O95396	MOCS3_HUMAN	MOCS3	Adenylyltransferase and sulfurtransferase MOCS3	9.90907e+06
O95400	CD2B2_HUMAN	CD2BP2	CD2 antigen cytoplasmic tail-binding protein 2	1.04137e+07
O95425	SVIL_HUMAN	SVIL	Supervillin	1.60861e+07
O95433	AHSA1_HUMAN	AHSA1	Activator of 90 kDa heat shock protein ATPase homolog 1	2.94468e+07
O95456	PSMG1_HUMAN	PSMG1	Proteasome assembly chaperone 1	5.60204e+06
O95466	FMNL1_HUMAN	FMNL1	Formin-like protein 1	6.05775e+06
O95470	SGPL1_HUMAN	SGPL1	Sphingosine-1-phosphate lyase 1	1.01277e+07
O95479	G6PE_HUMAN	H6PD	GDH/6PGL endoplasmic bifunctional protein	1.10996e+07
O95486	SC24A_HUMAN	SEC24A	Protein transport protein Sec24A	2.44649e+07
O95487	SC24B_HUMAN	SEC24B	Protein transport protein Sec24B	1.07912e+07
O95571	ETHE1_HUMAN	ETHE1	Persulfide dioxygenase ETHE1, mitochondrial	5.24502e+07
O95573	ACSL3_HUMAN	ACSL3	Fatty acid CoA ligase Acsl3	1.14068e+07
O95671	ASML_HUMAN	ASMTL	Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein	8.55658e+06
O95674	CDS2_HUMAN	CDS2	Phosphatidate cytidylyltransferase 2	8.77755e+06
O95696	BRD1_HUMAN	BRD1	Bromodomain-containing protein 1	965884
O95716	RAB3D_HUMAN	RAB3D	Ras-related protein Rab-3D	2.28957e+07
O95721	SNP29_HUMAN	SNAP29	Synaptosomal-associated protein 29	5.0662e+06
O95747	OXSR1_HUMAN	OXSR1	Serine/threonine-protein kinase OSR1	4.161e+07
O95749	GGPPS_HUMAN	GGPS1	Geranylgeranyl pyrophosphate synthase	3.22238e+06
O95757	HS74L_HUMAN	HSPA4L	Heat shock 70 kDa protein 4L	2.58062e+07
O95758	PTBP3_HUMAN	PTBP3	Polypyrimidine tract-binding protein 3	1.52454e+07
O95759	TBCD8_HUMAN	TBC1D8	TBC1 domain family member 8	908427
O95777	LSM8_HUMAN	LSM8	U6 snRNA-associated Sm-like protein LSm8	1.30561e+07
O95782	AP2A1_HUMAN	AP2A1	AP-2 complex subunit alpha-1	3.12103e+07
O95786	RIGI_HUMAN	RIGI	Antiviral innate immune response receptor RIG-I	1.59874e+07
O95793	STAU1_HUMAN	STAU1	Double-stranded RNA-binding protein Staufen homolog 1	5.91655e+06
O95810	CAVN2_HUMAN	CAVIN2	Caveolae-associated protein 2	3.57465e+07
O95816	BAG2_HUMAN	BAG2	BAG family molecular chaperone regulator 2	1.00779e+07
O95817	BAG3_HUMAN	BAG3	BAG family molecular chaperone regulator 3	9.72381e+06
O95822	DCMC_HUMAN	MLYCD	Malonyl-CoA decarboxylase, mitochondrial	1.42496e+07
O95831	AIFM1_HUMAN	AIFM1	Apoptosis-inducing factor 1, mitochondrial	9.77072e+07
O95834	EMAL2_HUMAN	EML2	Echinoderm microtubule-associated protein-like 2	6.35358e+07
O95848	NUD14_HUMAN	NUDT14	Uridine diphosphate glucose pyrophosphatase NUDT14	1.74614e+07
O95861	BPNT1_HUMAN	BPNT1	3'(2'),5'-bisphosphate nucleotidase 1	2.13386e+07
O95865	DDAH2_HUMAN	DDAH2	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2	1.08905e+08
O95870	ABHGA_HUMAN	ABHD16A	Phosphatidylserine lipase ABHD16A	7.63361e+06
O95881	TXD12_HUMAN	TXNDC12	Thioredoxin domain-containing protein 12	3.51842e+07
O95967	FBLN4_HUMAN	EFEMP2	EGF-containing fibulin-like extracellular matrix protein 2	1.03121e+08
O95989	NUDT3_HUMAN	NUDT3	Diphosphoinositol polyphosphate phosphohydrolase 1	1.6756e+07
O95994	AGR2_HUMAN	AGR2	Anterior gradient protein 2 homolog	1.54156e+08
O96000	NDUBA_HUMAN	NDUFB10	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	2.89922e+07
O96005	CLPT1_HUMAN	CLPTM1	Putative lipid scramblase CLPTM1	5.98901e+06
O96008	TOM40_HUMAN	TOMM40	Mitochondrial import receptor subunit TOM40 homolog	1.36216e+07
O96013	PAK4_HUMAN	PAK4	Serine/threonine-protein kinase PAK 4	6.85247e+06
O96019	ACL6A_HUMAN	ACTL6A	Actin-like protein 6A	1.82516e+07
P00156	CYB_HUMAN	MT-CYB	Cytochrome b	1.9896e+06
P00167	CYB5_HUMAN	CYB5A	Cytochrome b5	3.32323e+08
P00325	ADH1B_HUMAN	ADH1B	All-trans-retinol dehydrogenase [NAD(+)] ADH1B	2.16918e+08
P00326	ADH1G_HUMAN	ADH1C	Alcohol dehydrogenase 1C	2.36847e+07
P00338	LDHA_HUMAN	LDHA	L-lactate dehydrogenase A chain	2.08493e+08
P00352	AL1A1_HUMAN	ALDH1A1	Aldehyde dehydrogenase 1A1	1.06319e+09
P00367	DHE3_HUMAN	GLUD1	Glutamate dehydrogenase 1, mitochondrial	2.40998e+08
P00387	NB5R3_HUMAN	CYB5R3	NADH-cytochrome b5 reductase 3	9.71714e+07
P00390	GSHR_HUMAN	GSR	Glutathione reductase, mitochondrial	9.26194e+07
P00403	COX2_HUMAN	MT-CO2	Cytochrome c oxidase subunit 2	5.18136e+08
P00439	PH4H_HUMAN	PAH	Phenylalanine-4-hydroxylase	1.84561e+07
P00441	SODC_HUMAN	SOD1	Superoxide dismutase [Cu-Zn]	1.3778e+08
P00450	CERU_HUMAN	CP	Ceruloplasmin	5.38514e+07
P00480	OTC_HUMAN	OTC	Ornithine transcarbamylase, mitochondrial	3.40639e+07
P00488	F13A_HUMAN	F13A1	Coagulation factor XIII A chain	8.97912e+07
P00491	PNPH_HUMAN	PNP	Purine nucleoside phosphorylase	4.06381e+07
P00492	HPRT_HUMAN	HPRT1	Hypoxanthine-guanine phosphoribosyltransferase	4.87442e+07
P00505	AATM_HUMAN	GOT2	Aspartate aminotransferase, mitochondrial	2.49283e+08
P00533	EGFR_HUMAN	EGFR	Epidermal growth factor receptor	6.53624e+06
P00558	PGK1_HUMAN	PGK1	Phosphoglycerate kinase 1	4.26186e+08
P00568	KAD1_HUMAN	AK1	Adenylate kinase isoenzyme 1	5.64118e+07
P00734	THRB_HUMAN	F2	Prothrombin	1.9036e+07
P00736	C1R_HUMAN	C1R	Complement C1r subcomponent	7.64643e+06
P00738	HPT_HUMAN	HP	Haptoglobin	1.52076e+09
P00739	HPTR_HUMAN	HPR	Haptoglobin-related protein	2.90657e+06
P00740	FA9_HUMAN	F9	Coagulation factor IX	9.4128e+06
P00746	CFAD_HUMAN	CFD	Complement factor D	5.0098e+06
P00747	PLMN_HUMAN	PLG	Plasminogen	4.05133e+07
P00748	FA12_HUMAN	F12	Coagulation factor XII	1.28025e+07
P00750	TPA_HUMAN	PLAT	Tissue-type plasminogen activator	2.93772e+06
P00751	CFAB_HUMAN	CFB	Complement factor B	2.21117e+07
P00813	ADA_HUMAN	ADA	Adenosine deaminase	7.17928e+06
P00915	CAH1_HUMAN	CA1	Carbonic anhydrase 1	7.03394e+07
P00918	CAH2_HUMAN	CA2	Carbonic anhydrase 2	7.54182e+07
P00966	ASSY_HUMAN	ASS1	Argininosuccinate synthase	4.65289e+08
P00995	ISK1_HUMAN	SPINK1	Serine protease inhibitor Kazal-type 1	8.80467e+08
P01008	ANT3_HUMAN	SERPINC1	Antithrombin-III	7.71374e+07
P01009	A1AT_HUMAN	SERPINA1	Alpha-1-antitrypsin	1.48496e+08
P01011	AACT_HUMAN	SERPINA3	Alpha-1-antichymotrypsin	4.07554e+07
P01019	ANGT_HUMAN	AGT	Angiotensinogen	1.71576e+07
P01023	A2MG_HUMAN	A2M	Alpha-2-macroglobulin	1.04828e+08
P01024	CO3_HUMAN	C3	Complement C3	1.93774e+08
