Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R02\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R02.mzML
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	2.23214e+06
O15119	TBX3_HUMAN	TBX3	T-box transcription factor TBX3	2.09006e+06
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	3.77128e+06
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	2.94641e+06
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	8.33444e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	1.62598e+07
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	1.06001e+07
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	9.05414e+06
O15155	BET1_HUMAN	BET1	BET1 homolog	7.94977e+06
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	1.34323e+07
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	1.25733e+06
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	1.21982e+06
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	2.53403e+07
O15182	CETN3_HUMAN	CETN3	Centrin-3	806938
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	2.25997e+07
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	4.95407e+06
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	5.57873e+06
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	663182
O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	2.42948e+06
O15234	CASC3_HUMAN	CASC3	Protein CASC3	104033
O15235	RT12_HUMAN	MRPS12	28S ribosomal protein S12, mitochondrial	5.49885e+06
O15258	RER1_HUMAN	RER1	Protein RER1	4.4699e+06
O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	1.1708e+07
O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	6.54346e+06
O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2	2.10914e+06
O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	5.62003e+06
O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2	2.28961e+07
O15344	TRI18_HUMAN	MID1	E3 ubiquitin-protein ligase Midline-1	1.42152e+06
O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	5.78633e+07
O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	2.14759e+07
O15357	SHIP2_HUMAN	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	4.53218e+06
O15360	FANCA_HUMAN	FANCA	Fanconi anemia group A protein	613675
O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	2.26411e+07
O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	1.94601e+07
O15379	HDAC3_HUMAN	HDAC3	Histone deacetylase 3	1.45764e+06
O15381	NVL_HUMAN	NVL	Nuclear valosin-containing protein-like	6.48333e+06
O15382	BCAT2_HUMAN	BCAT2	Branched-chain-amino-acid aminotransferase, mitochondrial	1.23779e+07
O15392	BIRC5_HUMAN	BIRC5	Baculoviral IAP repeat-containing protein 5	581945
O15397	IPO8_HUMAN	IPO8	Importin-8	4.01779e+06
O15400	STX7_HUMAN	STX7	Syntaxin-7	447914
O15403	MOT7_HUMAN	SLC16A6	Monocarboxylate transporter 7	1.33936e+06
O15427	MOT4_HUMAN	SLC16A3	Monocarboxylate transporter 4	2.71639e+07
O15438	MRP3_HUMAN	ABCC3	Canalicular multispecific organic anion transporter 2	1.29688e+06
O15439	MRP4_HUMAN	ABCC4	Multidrug resistance-associated protein 4	338738
O15446	RPA34_HUMAN	POLR1G	DNA-directed RNA polymerase I subunit RPA34	4.76601e+06
O15460	P4HA2_HUMAN	P4HA2	Prolyl 4-hydroxylase subunit alpha-2	9.52935e+06
O15498	YKT6_HUMAN	YKT6	Synaptobrevin homolog YKT6	1.29974e+07
O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5	2.44336e+07
O15514	RPB4_HUMAN	POLR2D	DNA-directed RNA polymerase II subunit RPB4	3.63002e+06
O15530;Q6A1A2	PDPK1_HUMAN;PDPK2_HUMAN	PDPK1;PDPK2P	3-phosphoinositide-dependent protein kinase 1	318197
O15533	TPSN_HUMAN	TAPBP	Tapasin	1.4153e+07
O15541	R113A_HUMAN	RNF113A	E3 ubiquitin-protein ligase RNF113A	4.75177e+06
O15554	KCNN4_HUMAN	KCNN4	Intermediate conductance calcium-activated potassium channel protein 4	107846
O16202	LYS7_CAEEL	lys-7	Lysozyme-like protein 7	4.24846e+06
O16259	STIP1_CAEEL	sti-1	Stress-induced-phosphoprotein 1	1.60598e+07
O16264	PEBPH_CAEEL	F40A3.3	Phosphatidylethanolamine-binding protein homolog F40A3.3	8.65031e+06
O16294	GMPR_CAEEL	F32D1.5	GMP reductase	1.61926e+07
O16305	CALM_CAEEL	cmd-1	Calmodulin	1.51018e+08
O16368	PRS4_CAEEL	rpt-2	Probable 26S proteasome regulatory subunit 4	6.39001e+06
O16466	ATG18_CAEEL	atg-18	Autophagy-related protein 18	1.67549e+06
O16520	ERF1_CAEEL	erfa-1	Eukaryotic peptide chain release factor subunit 1	1.07459e+07
O16785	PARV_CAEEL	pat-6	Paralyzed arrest at two-fold protein 6	5.15748e+06
O16999	ZPR1_CAEEL	W03F9.1	Zinc finger protein ZPR1 homolog	5.79269e+06
O17071	PRS10_CAEEL	rpt-4	Probable 26S proteasome regulatory subunit 10B	9.26856e+06
O17214	FUMH_CAEEL	fum-1	Probable fumarate hydratase, mitochondrial	2.87335e+07
O17271	HEH1_CAEEL	heh-1	Putative protein heh-1	7.97678e+06
O17287	TOM22_CAEEL	tomm-22	Mitochondrial import receptor subunit TOM22 homolog	9.46795e+06
O17389	TYB_CAEEL	tth-1	Thymosin beta	5.92032e+06
O17528	TMED2_CAEEL	sel-9	Suppressor/enhancer of lin-12 protein 9	9.29503e+06
O17570	RL38_CAEEL	rpl-38	60S ribosomal protein L38	2.66588e+07
O17586	PSA6_CAEEL	pas-1	Proteasome subunit alpha type-6	3.54902e+07
O17606	YK4P_CAEEL	C27H6.8	MYG1 protein C27H6.8	4.37499e+06
O17607	RUVB1_CAEEL	ruvb-1	RuvB-like 1	3.61744e+06
O17622	KCY1_CAEEL	C29F7.3	UMP-CMP kinase 1	5.64456e+06
O17680	METK1_CAEEL	sams-1	Probable S-adenosylmethionine synthase 1	9.52688e+07
O17695	HDA1_CAEEL	hda-1	Histone deacetylase 1	1.01408e+06
O17730	THT2_CAEEL	mpst-1	Putative thiosulfate sulfurtransferase mpst-1	2.24161e+06
O17732	PYC1_CAEEL	pyc-1	Pyruvate carboxylase 1	2.33589e+07
O17754	CBPE_CAEEL	egl-21	Carboxypeptidase E	1.5905e+06
O17861	YVRI_CAEEL	F37H8.5	GILT-like protein F37H8.5	2.12457e+07
O17901	COPZ_CAEEL	copz-1	Probable coatomer subunit zeta	5.06946e+06
O17915	RAN_CAEEL	ran-1	GTP-binding nuclear protein ran-1	6.06494e+06
O17919	DKC1_CAEEL	K01G5.5	Putative H/ACA ribonucleoprotein complex subunit 4	1.40148e+07
O17953	DLDH_CAEEL	dld-1	Dihydrolipoyl dehydrogenase, mitochondrial	5.25019e+07
O17966	TOP1_CAEEL	top-1	DNA topoisomerase 1	501455
O18054	PFD3_CAEEL	pfd-3	Probable prefoldin subunit 3	7.13308e+06
O18158	OGT1_CAEEL	ogt-1	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase	1.01734e+07
O18178	2A51_CAEEL	pptr-1	Serine/threonine-protein phosphatase 2A regulatory subunit pptr-1	4.00205e+06
O18229	6PGL_CAEEL	Y57G11C.3	Putative 6-phosphogluconolactonase	1.42032e+07
O18650	RS19_CAEEL	rps-19	40S ribosomal protein S19	8.82485e+07
O43137	YB085_YEAST	YBR085C-A	Uncharacterized protein YBR085C-A	2.20232e+07
O43143	DHX15_HUMAN	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	3.56843e+07
O43148	MCES_HUMAN	RNMT	mRNA cap guanine-N7 methyltransferase	1.02022e+07
O43156	TTI1_HUMAN	TTI1	TELO2-interacting protein 1 homolog	3.47254e+06
O43159	RRP8_HUMAN	RRP8	Ribosomal RNA-processing protein 8	3.96461e+06
O43169	CYB5B_HUMAN	CYB5B	Cytochrome b5 type B	2.73179e+07
O43172	PRP4_HUMAN	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4	1.13338e+07
O43175	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase	1.53057e+08
O43181	NDUS4_HUMAN	NDUFS4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	1.22555e+07
O43237	DC1L2_HUMAN	DYNC1LI2	Cytoplasmic dynein 1 light intermediate chain 2	8.48342e+06
O43242	PSMD3_HUMAN	PSMD3	26S proteasome non-ATPase regulatory subunit 3	1.7239e+07
O43251;Q9NWB1	RFOX1_HUMAN;RFOX2_HUMAN	RBFOX1;RBFOX2	RNA binding protein fox-1 homolog 2	2.57181e+06
O43252	PAPS1_HUMAN	PAPSS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1	5.2568e+06
O43264	ZW10_HUMAN	ZW10	Centromere/kinetochore protein zw10 homolog	3.25026e+06
O43286	B4GT5_HUMAN	B4GALT5	Beta-1,4-galactosyltransferase 5	3.90513e+06
O43290	SNUT1_HUMAN	SART1	U4/U6.U5 tri-snRNP-associated protein 1	7.10284e+06
O43292	GPAA1_HUMAN	GPAA1	Glycosylphosphatidylinositol anchor attachment 1 protein	5.59576e+06
O43294	TGFI1_HUMAN	TGFB1I1	Transforming growth factor beta-1-induced transcript 1 protein	243081
O43299	AP5Z1_HUMAN	AP5Z1	AP-5 complex subunit zeta-1	190496
O43314	VIP2_HUMAN	PPIP5K2	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	5.15306e+06
O43324	MCA3_HUMAN	EEF1E1	Eukaryotic translation elongation factor 1 epsilon-1	1.82821e+07
O43390	HNRPR_HUMAN	HNRNPR	Heterogeneous nuclear ribonucleoprotein R	1.04925e+08
O43395	PRPF3_HUMAN	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3	1.08399e+07
O43396	TXNL1_HUMAN	TXNL1	Thioredoxin-like protein 1	1.11285e+07
O43399	TPD54_HUMAN	TPD52L2	Tumor protein D54	6.62324e+07
O43402	EMC8_HUMAN	EMC8	ER membrane protein complex subunit 8	3.32072e+06
O43414	ERI3_HUMAN	ERI3	ERI1 exoribonuclease 3	2.9686e+06
O43422	P52K_HUMAN	THAP12	52 kDa repressor of the inhibitor of the protein kinase	788846
O43432	IF4G3_HUMAN	EIF4G3	Eukaryotic translation initiation factor 4 gamma 3	3.08066e+06
O43447	PPIH_HUMAN	PPIH	Peptidyl-prolyl cis-trans isomerase H	1.32696e+07
O43463	SUV91_HUMAN	SUV39H1	Histone-lysine N-methyltransferase SUV39H1	606614
O43464	HTRA2_HUMAN	HTRA2	Serine protease HTRA2, mitochondrial	7.02597e+06
O43488	ARK72_HUMAN	AKR7A2	Aflatoxin B1 aldehyde reductase member 2	1.0407e+07
O43491	E41L2_HUMAN	EPB41L2	Band 4.1-like protein 2	1.21276e+06
O43493	TGON2_HUMAN	TGOLN2	Trans-Golgi network integral membrane protein 2	1.96274e+06
O43504	LTOR5_HUMAN	LAMTOR5	Ragulator complex protein LAMTOR5	5.50305e+06
O43583	DENR_HUMAN	DENR	Density-regulated protein	2.77263e+07
O43592	XPOT_HUMAN	XPOT	Exportin-T	9.70626e+06
O43598	DNPH1_HUMAN	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	2.95314e+07
O43609	SPY1_HUMAN	SPRY1	Protein sprouty homolog 1	482823
O43615	TIM44_HUMAN	TIMM44	Mitochondrial import inner membrane translocase subunit TIM44	1.15306e+07
O43617	TPPC3_HUMAN	TRAPPC3	Trafficking protein particle complex subunit 3	7.9346e+06
O43633	CHM2A_HUMAN	CHMP2A	Charged multivesicular body protein 2a	5.72912e+06
O43657	TSN6_HUMAN	TSPAN6	Tetraspanin-6	5.19368e+06
O43660	PLRG1_HUMAN	PLRG1	Pleiotropic regulator 1	7.33656e+06
O43663	PRC1_HUMAN	PRC1	Protein regulator of cytokinesis 1	1.43656e+07
O43670	ZN207_HUMAN	ZNF207	BUB3-interacting and GLEBS motif-containing protein ZNF207	2.73118e+07
O43674	NDUB5_HUMAN	NDUFB5	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	4.78859e+06
O43676	NDUB3_HUMAN	NDUFB3	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	5.11501e+06
O43678	NDUA2_HUMAN	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	5.86905e+06
O43681	GET3_HUMAN	GET3	ATPase GET3	1.68231e+07
O43684	BUB3_HUMAN	BUB3	Mitotic checkpoint protein BUB3	3.85819e+07
O43707	ACTN4_HUMAN	ACTN4	Alpha-actinin-4	8.88754e+07
O43708	MAAI_HUMAN	GSTZ1	Maleylacetoacetate isomerase	2.24092e+06
O43709	BUD23_HUMAN	BUD23	Probable 18S rRNA (guanine-N(7))-methyltransferase	7.17256e+06
O43719	HTSF1_HUMAN	HTATSF1	HIV Tat-specific factor 1	1.33317e+07
O43747	AP1G1_HUMAN	AP1G1	AP-1 complex subunit gamma-1	1.15038e+07
O43752	STX6_HUMAN	STX6	Syntaxin-6	1.01039e+07
O43760	SNG2_HUMAN	SYNGR2	Synaptogyrin-2	3.10697e+07
O43765	SGTA_HUMAN	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	1.20678e+07
O43768	ENSA_HUMAN	ENSA	Alpha-endosulfine	1.64901e+07
O43772	MCAT_HUMAN	SLC25A20	Mitochondrial carnitine/acylcarnitine carrier protein	2.52655e+06
O43776	SYNC_HUMAN	NARS1	Asparagine--tRNA ligase, cytoplasmic	2.73844e+07
O43795	MYO1B_HUMAN	MYO1B	Unconventional myosin-Ib	3.05478e+06
O43809	CPSF5_HUMAN	NUDT21	Cleavage and polyadenylation specificity factor subunit 5	2.71786e+07
O43813	LANC1_HUMAN	LANCL1	Glutathione S-transferase LANCL1	1.47651e+07
O43815	STRN_HUMAN	STRN	Striatin	1.64477e+06
O43818	U3IP2_HUMAN	RRP9	U3 small nucleolar RNA-interacting protein 2	1.08022e+07
O43823	AKAP8_HUMAN	AKAP8	A-kinase anchor protein 8	6.17384e+06
O43837	IDH3B_HUMAN	IDH3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	8.3428e+06
O43847	NRDC_HUMAN	NRDC	Nardilysin	8.01236e+06
O43852	CALU_HUMAN	CALU	Calumenin	3.67062e+07
O43865	SAHH2_HUMAN	AHCYL1	S-adenosylhomocysteine hydrolase-like protein 1	2.1551e+07
O43913	ORC5_HUMAN	ORC5	Origin recognition complex subunit 5	1.2454e+06
O43920	NDUS5_HUMAN	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	6.84217e+06
O43929	ORC4_HUMAN	ORC4	Origin recognition complex subunit 4	1.91296e+06
O44156	PSA1_CAEEL	pas-6	Proteasome subunit alpha type-1	2.03707e+07
O44400	F37C4_CAEEL	F37C4.5	Protein F37C4.5	3.38125e+07
O44408	KGB1_CAEEL	kgb-1	GLH-binding kinase 1	1.58791e+06
O44411	NOG1_CAEEL	nog-1	Nucleolar GTP-binding protein 1	4.36753e+06
O44441	ATIF2_CAEEL	mai-2	ATPase inhibitor mai-2, mitochondrial	5.61201e+07
O44443	YC2BA_CAEEL	C02B10.3	EGF-like domain-containing protein C02B10.3	1.7905e+06
O44451	ODPB_CAEEL	pdhb-1	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	2.90509e+07
O44480	RL18A_CAEEL	rpl-20	60S ribosomal protein L18a	6.63489e+07
O44572	TNNI4_CAEEL	tni-4	Troponin I 4	7.39353e+06
O44578;Q21882	HIUH1_CAEEL;HIUH2_CAEEL	R09H10.3;ZK697.8	Probable 5-hydroxyisourate hydrolase ZK697.8	1.20594e+06
O44662	NLP31_CAEEL	nlp-31	Neuropeptide-like protein 31	3.15508e+07
O44739	BAG1_CAEEL	bag-1	BAG family molecular chaperone regulator 1	8.4539e+06
O44750	XPP_CAEEL	app-1	Xaa-Pro aminopeptidase app-1	4.03721e+06
O44827	FGT1_CAEEL	fgt-1	Facilitated glucose transporter protein 1	1.71989e+06
O44952	LONM_CAEEL	lonp-1	Lon protease homolog, mitochondrial	3.41332e+06
O45166	FOLT2_CAEEL	folt-2	Folate-like transporter 2	3.44358e+06
O45168	IFC1_CAEEL	ifc-1	Intermediate filament protein ifc-1	3.89138e+07
O45218	ADAS_CAEEL	ads-1	Alkyldihydroxyacetonephosphate synthase	1.15589e+07
O45228	PROD_CAEEL	prdh-1	Proline dehydrogenase 1, mitochondrial	4.09844e+06
O45241	TR112_CAEEL	C04H5.1	Multifunctional methyltransferase subunit TRM112-like protein	860659
O45293	GALT8_CAEEL	gly-8	Probable N-acetylgalactosaminyltransferase 8	2.29588e+06
O45319	TIM13_CAEEL	tin-13	Mitochondrial import inner membrane translocase subunit tim-13	3.04982e+07
O45495	UB2V1_CAEEL	uev-1	Ubiquitin-conjugating enzyme E2 variant 1	4.63627e+07
O45499	RS26_CAEEL	rps-26	40S ribosomal protein S26	4.50766e+08
O45551	IF4E1_CAEEL	ife-1	Eukaryotic translation initiation factor 4E-1	2.95025e+06
O45599	CBD1_CAEEL	cbd-1	Chitin-binding domain protein cbd-1	2.65299e+06
O45679	CYSK2_CAEEL	cysl-2	Bifunctional L-3-cyanoalanine synthase/cysteine synthase	4.68271e+07
O45734	CPL1_CAEEL	cpl-1	Cathepsin L-like	4.26369e+07
O45903	MECR1_CAEEL	W09H1.5	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	3.24507e+06
O45924	ODBA_CAEEL	bckd-1A	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	1.56131e+07
O45941;Q9U3R0	U375B_CAEEL;U375E_CAEEL	C08F11.12;Y45F10C.2	UPF0375 protein Y45F10C.2	7.55252e+06
O45944	U375F_CAEEL	Y45F10C.4	UPF0375 protein Y45F10C.4	6.69803e+06
O45946	RL18_CAEEL	rpl-18	60S ribosomal protein L18	1.36369e+08
O60216	RAD21_HUMAN	RAD21	Double-strand-break repair protein rad21 homolog	1.13247e+07
O60220	TIM8A_HUMAN	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A	7.53806e+06
O60231	DHX16_HUMAN	DHX16	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	3.88398e+06
O60232	ZNRD2_HUMAN	ZNRD2	Protein ZNRD2	6.51059e+06
O60244	MED14_HUMAN	MED14	Mediator of RNA polymerase II transcription subunit 14	1.96156e+06
O60248	SOX15_HUMAN	SOX15	Protein SOX-15	2.58489e+07
O60256	KPRB_HUMAN	PRPSAP2	Phosphoribosyl pyrophosphate synthase-associated protein 2	1.13461e+07
O60264	SMCA5_HUMAN	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	2.01321e+07
O60271	JIP4_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	7.28316e+06
O60287	NPA1P_HUMAN	URB1	Nucleolar pre-ribosomal-associated protein 1	3.27031e+06
O60293	ZC3H1_HUMAN	ZFC3H1	Zinc finger C3H1 domain-containing protein	1.5454e+06
O60294	TYW4_HUMAN	LCMT2	tRNA wybutosine-synthesizing protein 4	2.72426e+06
O60306	AQR_HUMAN	AQR	RNA helicase aquarius	9.22155e+06
O60313	OPA1_HUMAN	OPA1	Dynamin-like 120 kDa protein, mitochondrial	4.76016e+06
O60318	GANP_HUMAN	MCM3AP	Germinal-center associated nuclear protein	1.02156e+06
O60333	KIF1B_HUMAN	KIF1B	Kinesin-like protein KIF1B	3.19712e+06
O60341	KDM1A_HUMAN	KDM1A	Lysine-specific histone demethylase 1A	8.45419e+06
O60343	TBCD4_HUMAN	TBC1D4	TBC1 domain family member 4	4.68745e+06
O60427	FADS1_HUMAN	FADS1	Acyl-CoA (8-3)-desaturase	4.03991e+06
O60437	PEPL_HUMAN	PPL	Periplakin	6.9203e+06
O60443	GSDME_HUMAN	GSDME	Gasdermin-E	9.00431e+06
O60449	LY75_HUMAN	LY75	Lymphocyte antigen 75	1.55854e+06
O60488	ACSL4_HUMAN	ACSL4	Long-chain-fatty-acid--CoA ligase 4	8.69702e+06
O60493	SNX3_HUMAN	SNX3	Sorting nexin-3	1.65568e+07
O60499	STX10_HUMAN	STX10	Syntaxin-10	2.24438e+06
O60502	OGA_HUMAN	OGA	Protein O-GlcNAcase	2.95623e+07
O60504	VINEX_HUMAN	SORBS3	Vinexin	7.22811e+06
O60506	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	1.47043e+08
O60508	PRP17_HUMAN	CDC40	Pre-mRNA-processing factor 17	5.24151e+06
O60518	RNBP6_HUMAN	RANBP6	Ran-binding protein 6	1.6462e+06
O60524	NEMF_HUMAN	NEMF	Nuclear export mediator factor NEMF	4.78216e+06
O60547	GMDS_HUMAN	GMDS	GDP-mannose 4,6 dehydratase	6.85093e+06
O60563	CCNT1_HUMAN	CCNT1	Cyclin-T1	3.57621e+06
O60566	BUB1B_HUMAN	BUB1B	Mitotic checkpoint serine/threonine-protein kinase BUB1 beta	4.10559e+06
O60568	PLOD3_HUMAN	PLOD3	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	9.21563e+06
O60573	IF4E2_HUMAN	EIF4E2	Eukaryotic translation initiation factor 4E type 2	1.41456e+06
O60610	DIAP1_HUMAN	DIAPH1	Protein diaphanous homolog 1	1.49236e+07
O60613	SEP15_HUMAN	SELENOF	Selenoprotein F	2.44851e+06
O60645	EXOC3_HUMAN	EXOC3	Exocyst complex component 3	1.81493e+06
O60664	PLIN3_HUMAN	PLIN3	Perilipin-3	3.33943e+07
O60669	MOT2_HUMAN	SLC16A7	Monocarboxylate transporter 2	1.93897e+06
O60675	MAFK_HUMAN	MAFK	Transcription factor MafK	7.22461e+06
O60678	ANM3_HUMAN	PRMT3	Protein arginine N-methyltransferase 3	5.14936e+06
O60684	IMA7_HUMAN	KPNA6	Importin subunit alpha-7	1.81518e+07
O60701	UGDH_HUMAN	UGDH	UDP-glucose 6-dehydrogenase	1.3205e+07
O60716	CTND1_HUMAN	CTNND1	Catenin delta-1	9.37719e+06
O60725	ICMT_HUMAN	ICMT	Protein-S-isoprenylcysteine O-methyltransferase	1.85551e+06
O60739	EIF1B_HUMAN	EIF1B	Eukaryotic translation initiation factor 1b	1.10178e+06
O60749	SNX2_HUMAN	SNX2	Sorting nexin-2	8.97655e+06
O60762	DPM1_HUMAN	DPM1	Dolichol-phosphate mannosyltransferase subunit 1	1.02194e+07
O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	9.58956e+06
O60783	RT14_HUMAN	MRPS14	28S ribosomal protein S14, mitochondrial	4.00622e+06
O60784	TOM1_HUMAN	TOM1	Target of Myb protein 1	766881
O60825	F262_HUMAN	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2	1.56481e+07
O60826	CCD22_HUMAN	CCDC22	Coiled-coil domain-containing protein 22	1.17305e+06
O60828	PQBP1_HUMAN	PQBP1	Polyglutamine-binding protein 1	1.26341e+07
O60830	TI17B_HUMAN	TIMM17B	Mitochondrial import inner membrane translocase subunit Tim17-B	908570
O60832	DKC1_HUMAN	DKC1	H/ACA ribonucleoprotein complex subunit DKC1	4.15254e+07
O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B	2.69992e+07
O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1	2.89696e+07
O60879	DIAP2_HUMAN	DIAPH2	Protein diaphanous homolog 2	4.28323e+06
O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2	2.2356e+07
O60885	BRD4_HUMAN	BRD4	Bromodomain-containing protein 4	9.3238e+06
O60888	CUTA_HUMAN	CUTA	Protein CutA	2.70572e+07
O60907	TBL1X_HUMAN	TBL1X	F-box-like/WD repeat-containing protein TBL1X	1.75781e+06
O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1	8.73998e+06
O60934	NBN_HUMAN	NBN	Nibrin	3.16778e+06
O60936	NOL3_HUMAN	NOL3	Nucleolar protein 3	1.02714e+07
O60942	MCE1_HUMAN	RNGTT	mRNA-capping enzyme	1.22029e+06
O61199	ODO1_CAEEL	ogdh-1	2-oxoglutarate dehydrogenase, mitochondrial	1.62261e+07
O61219	DAF31_CAEEL	daf-31	N-alpha-acetyltransferase daf-31	1.68738e+06
O61235	CATA2_CAEEL	ctl-1	Catalase-2	2.08329e+07
O61742	PSMD4_CAEEL	rpn-10	26S proteasome non-ATPase regulatory subunit 4	7.82772e+06
O61749	SRP19_CAEEL	F37F2.2	Probable signal recognition particle 19 kDa protein	3.203e+06
O61790	PYRE_CAEEL	R12E2.11	Orotate phosphoribosyltransferase	2.66725e+06
O61820	EIF3E_CAEEL	eif-3.E	Eukaryotic translation initiation factor 3 subunit E	3.84248e+06
O61856	HACL2_CAEEL	T26C12.1	2-hydroxyacyl-CoA lyase 2	1.97343e+06
O61887	RNST2_CAEEL	rnst-2	Ribonuclease T2 protein rnst-2	7.1843e+06
O61955	IF4E3_CAEEL	ife-3	Eukaryotic translation initiation factor 4E-3	5.68646e+06
O61967	LAP1_CAEEL	let-413	Protein lap1	960082
O62053	ULE4_CAEEL	ule-4	UPF0375 protein ule-4	1.61193e+07
O62106	IF6_CAEEL	eif-6	Eukaryotic translation initiation factor 6	1.54737e+07
O62146	PLBL2_CAEEL	F09B12.3	Putative phospholipase B-like 2	1.6782e+07
O62220	AN321_CAEEL	F33H2.3	Acidic leucine-rich nuclear phosphoprotein 32-related protein 1	1.09154e+07
O62246	COPE_CAEEL	cope-1	Coatomer subunit epsilon	4.8891e+06
O62250	TIM16_CAEEL	F45G2.8	Mitochondrial import inner membrane translocase subunit tim-16	4.57191e+06
O62275	WAGO4_CAEEL	wago-4	Argonaute protein wago-4	1.26873e+06
O62305	KCC2D_CAEEL	unc-43	Calcium/calmodulin-dependent protein kinase type II	6.54625e+06
O62327	GPX2_CAEEL	gpx-2	Glutathione peroxidase 2	2.223e+07
O62415	LYS1_CAEEL	lys-1	Lysozyme-like protein 1	1.49235e+07
O62416	LYS2_CAEEL	lys-2	Lysozyme-like protein 2	525789
O62431	SYQ_CAEEL	qars-1	Probable glutamine--tRNA ligase	9.50582e+06
O62461	SELD_CAEEL	seld-1	Probable selenide, water dikinase	687409
O62515	PAHX_CAEEL	ZK550.6	Probable phytanoyl-CoA dioxygenase	4.50024e+06
O62518	YHPK_CAEEL	ZK795.3	Brix domain-containing protein ZK795.3	2.73835e+06
O74700	TIM9_YEAST	TIM9	Mitochondrial import inner membrane translocase subunit TIM9	1.97491e+07
O75027	ABCB7_HUMAN	ABCB7	ATP-binding cassette sub-family B member 7, mitochondrial	3.21513e+07
O75051	PLXA2_HUMAN	PLXNA2	Plexin-A2	509967
