Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R01\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R01.mzML
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	552344
O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	3.09377e+06
O15234	CASC3_HUMAN	CASC3	Protein CASC3	456602
O15235	RT12_HUMAN	MRPS12	28S ribosomal protein S12, mitochondrial	4.91346e+06
O15258	RER1_HUMAN	RER1	Protein RER1	2.08812e+06
O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	2.04356e+07
O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	7.07033e+06
O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2	3.26967e+06
O15287	FANCG_HUMAN	FANCG	Fanconi anemia group G protein	221749
O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	9.20946e+06
O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2	2.512e+07
O15344	TRI18_HUMAN	MID1	E3 ubiquitin-protein ligase Midline-1	265782
O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	6.44686e+07
O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	2.31392e+07
O15357	SHIP2_HUMAN	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	8.98145e+06
O15370	SOX12_HUMAN	SOX12	Transcription factor SOX-12	2.03782e+06
O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	2.26579e+07
O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	2.37112e+07
O15379	HDAC3_HUMAN	HDAC3	Histone deacetylase 3	1.18683e+06
O15381	NVL_HUMAN	NVL	Nuclear valosin-containing protein-like	5.89283e+07
O15382	BCAT2_HUMAN	BCAT2	Branched-chain-amino-acid aminotransferase, mitochondrial	1.64971e+07
O15392	BIRC5_HUMAN	BIRC5	Baculoviral IAP repeat-containing protein 5	4.83661e+06
O15397	IPO8_HUMAN	IPO8	Importin-8	4.4366e+06
O15403	MOT7_HUMAN	SLC16A6	Monocarboxylate transporter 7	723950
O15427	MOT4_HUMAN	SLC16A3	Monocarboxylate transporter 4	3.35312e+07
O15438	MRP3_HUMAN	ABCC3	Canalicular multispecific organic anion transporter 2	975366
O15439	MRP4_HUMAN	ABCC4	Multidrug resistance-associated protein 4	449963
O15446	RPA34_HUMAN	POLR1G	DNA-directed RNA polymerase I subunit RPA34	5.99849e+06
O15460	P4HA2_HUMAN	P4HA2	Prolyl 4-hydroxylase subunit alpha-2	6.14696e+06
O15498	YKT6_HUMAN	YKT6	Synaptobrevin homolog YKT6	1.72037e+07
O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5	2.25757e+07
O15514	RPB4_HUMAN	POLR2D	DNA-directed RNA polymerase II subunit RPB4	4.88565e+06
O15530;Q6A1A2	PDPK1_HUMAN;PDPK2_HUMAN	PDPK1;PDPK2P	3-phosphoinositide-dependent protein kinase 1	324669
O15533	TPSN_HUMAN	TAPBP	Tapasin	1.65273e+07
O16202	LYS7_CAEEL	lys-7	Lysozyme-like protein 7	6.76429e+06
O16259	STIP1_CAEEL	sti-1	Stress-induced-phosphoprotein 1	1.92905e+07
O16264	PEBPH_CAEEL	F40A3.3	Phosphatidylethanolamine-binding protein homolog F40A3.3	9.21071e+06
O16294	GMPR_CAEEL	F32D1.5	GMP reductase	1.95472e+07
O16305	CALM_CAEEL	cmd-1	Calmodulin	1.51349e+08
O16368	PRS4_CAEEL	rpt-2	Probable 26S proteasome regulatory subunit 4	2.32915e+07
O16520	ERF1_CAEEL	erfa-1	Eukaryotic peptide chain release factor subunit 1	1.45416e+07
O16785	PARV_CAEEL	pat-6	Paralyzed arrest at two-fold protein 6	4.65716e+06
O16887	YCTG2_CAEEL	C29G2.6	Uncharacterized protein C29G2.6	1.72319e+06
O16927	SRP14_CAEEL	F25G6.8	Signal recognition particle 14 kDa protein	1.55695e+06
O16999	ZPR1_CAEEL	W03F9.1	Zinc finger protein ZPR1 homolog	5.08182e+06
O17071	PRS10_CAEEL	rpt-4	Probable 26S proteasome regulatory subunit 10B	1.1173e+07
O17214	FUMH_CAEEL	fum-1	Probable fumarate hydratase, mitochondrial	1.00649e+08
O17271	HEH1_CAEEL	heh-1	Putative protein heh-1	8.85506e+06
O17287	TOM22_CAEEL	tomm-22	Mitochondrial import receptor subunit TOM22 homolog	3.0033e+06
O17389	TYB_CAEEL	tth-1	Thymosin beta	7.0963e+06
O17397	DIML_CAEEL	F52H2.6	Diminuto-like protein	316906
O17528	TMED2_CAEEL	sel-9	Suppressor/enhancer of lin-12 protein 9	313318
O17570	RL38_CAEEL	rpl-38	60S ribosomal protein L38	2.73149e+07
O17586	PSA6_CAEEL	pas-1	Proteasome subunit alpha type-6	4.26981e+07
O17606	YK4P_CAEEL	C27H6.8	MYG1 protein C27H6.8	5.78971e+06
O17607	RUVB1_CAEEL	ruvb-1	RuvB-like 1	7.09215e+06
O17622	KCY1_CAEEL	C29F7.3	UMP-CMP kinase 1	6.74527e+06
O17680	METK1_CAEEL	sams-1	Probable S-adenosylmethionine synthase 1	1.2202e+08
O17695	HDA1_CAEEL	hda-1	Histone deacetylase 1	2.15514e+06
O17730	THT2_CAEEL	mpst-1	Putative thiosulfate sulfurtransferase mpst-1	5.51843e+06
O17732	PYC1_CAEEL	pyc-1	Pyruvate carboxylase 1	1.56659e+07
O17754	CBPE_CAEEL	egl-21	Carboxypeptidase E	881823
O17795;Q17703	STDH1_CAEEL;STDH2_CAEEL	stdh-1;stdh-2	Putative steroid dehydrogenase 2	1.2297e+06
O17861	YVRI_CAEEL	F37H8.5	GILT-like protein F37H8.5	2.25151e+07
O17901	COPZ_CAEEL	copz-1	Probable coatomer subunit zeta	5.51236e+06
O17915	RAN_CAEEL	ran-1	GTP-binding nuclear protein ran-1	7.69996e+06
O17919	DKC1_CAEEL	K01G5.5	Putative H/ACA ribonucleoprotein complex subunit 4	1.72282e+07
O17953	DLDH_CAEEL	dld-1	Dihydrolipoyl dehydrogenase, mitochondrial	5.38917e+07
O17966	TOP1_CAEEL	top-1	DNA topoisomerase 1	772592
O18054	PFD3_CAEEL	pfd-3	Probable prefoldin subunit 3	6.02445e+06
O18178	2A51_CAEEL	pptr-1	Serine/threonine-protein phosphatase 2A regulatory subunit pptr-1	7.19568e+06
O18229	6PGL_CAEEL	Y57G11C.3	Putative 6-phosphogluconolactonase	4.51434e+06
O18650	RS19_CAEEL	rps-19	40S ribosomal protein S19	1.106e+08
O43137	YB085_YEAST	YBR085C-A	Uncharacterized protein YBR085C-A	3.45753e+07
O43143	DHX15_HUMAN	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	3.63172e+07
O43148	MCES_HUMAN	RNMT	mRNA cap guanine-N7 methyltransferase	1.12485e+07
O43156	TTI1_HUMAN	TTI1	TELO2-interacting protein 1 homolog	3.27201e+06
O43159	RRP8_HUMAN	RRP8	Ribosomal RNA-processing protein 8	5.66939e+06
O43169	CYB5B_HUMAN	CYB5B	Cytochrome b5 type B	2.87133e+07
O43172	PRP4_HUMAN	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4	1.56433e+07
O43175	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase	1.56795e+08
O43181	NDUS4_HUMAN	NDUFS4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	1.80319e+07
O43237	DC1L2_HUMAN	DYNC1LI2	Cytoplasmic dynein 1 light intermediate chain 2	1.25382e+07
O43242	PSMD3_HUMAN	PSMD3	26S proteasome non-ATPase regulatory subunit 3	2.422e+07
O43251;Q9NWB1	RFOX1_HUMAN;RFOX2_HUMAN	RBFOX1;RBFOX2	RNA binding protein fox-1 homolog 2	3.73435e+06
O43252	PAPS1_HUMAN	PAPSS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1	2.79628e+07
O43264	ZW10_HUMAN	ZW10	Centromere/kinetochore protein zw10 homolog	3.33648e+06
O43290	SNUT1_HUMAN	SART1	U4/U6.U5 tri-snRNP-associated protein 1	8.90466e+06
O43292	GPAA1_HUMAN	GPAA1	Glycosylphosphatidylinositol anchor attachment 1 protein	5.55254e+06
O43294	TGFI1_HUMAN	TGFB1I1	Transforming growth factor beta-1-induced transcript 1 protein	283176
O43314	VIP2_HUMAN	PPIP5K2	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	3.65283e+06
O43324	MCA3_HUMAN	EEF1E1	Eukaryotic translation elongation factor 1 epsilon-1	2.05776e+07
O43390	HNRPR_HUMAN	HNRNPR	Heterogeneous nuclear ribonucleoprotein R	1.18192e+08
O43395	PRPF3_HUMAN	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3	1.14786e+07
O43396	TXNL1_HUMAN	TXNL1	Thioredoxin-like protein 1	1.37796e+07
O43399	TPD54_HUMAN	TPD52L2	Tumor protein D54	6.54935e+07
O43402	EMC8_HUMAN	EMC8	ER membrane protein complex subunit 8	5.8694e+06
O43414	ERI3_HUMAN	ERI3	ERI1 exoribonuclease 3	3.68328e+06
O43432	IF4G3_HUMAN	EIF4G3	Eukaryotic translation initiation factor 4 gamma 3	2.22855e+06
O43447	PPIH_HUMAN	PPIH	Peptidyl-prolyl cis-trans isomerase H	1.91065e+07
O43463	SUV91_HUMAN	SUV39H1	Histone-lysine N-methyltransferase SUV39H1	773576
O43464	HTRA2_HUMAN	HTRA2	Serine protease HTRA2, mitochondrial	3.9493e+06
O43488	ARK72_HUMAN	AKR7A2	Aflatoxin B1 aldehyde reductase member 2	1.37255e+07
O43491	E41L2_HUMAN	EPB41L2	Band 4.1-like protein 2	1.13977e+06
O43493	TGON2_HUMAN	TGOLN2	Trans-Golgi network integral membrane protein 2	2.36302e+06
O43504	LTOR5_HUMAN	LAMTOR5	Ragulator complex protein LAMTOR5	8.77541e+06
O43583	DENR_HUMAN	DENR	Density-regulated protein	3.0964e+07
O43592	XPOT_HUMAN	XPOT	Exportin-T	1.3409e+07
O43598	DNPH1_HUMAN	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	3.36594e+07
O43615	TIM44_HUMAN	TIMM44	Mitochondrial import inner membrane translocase subunit TIM44	1.32785e+07
O43617	TPPC3_HUMAN	TRAPPC3	Trafficking protein particle complex subunit 3	9.78928e+07
O43633	CHM2A_HUMAN	CHMP2A	Charged multivesicular body protein 2a	6.49065e+06
O43657	TSN6_HUMAN	TSPAN6	Tetraspanin-6	7.10092e+06
O43660	PLRG1_HUMAN	PLRG1	Pleiotropic regulator 1	7.69912e+06
O43663	PRC1_HUMAN	PRC1	Protein regulator of cytokinesis 1	1.15886e+07
O43665	RGS10_HUMAN	RGS10	Regulator of G-protein signaling 10	410147
O43670	ZN207_HUMAN	ZNF207	BUB3-interacting and GLEBS motif-containing protein ZNF207	2.70304e+07
O43674	NDUB5_HUMAN	NDUFB5	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	1.1739e+07
O43676	NDUB3_HUMAN	NDUFB3	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	5.52201e+06
O43678	NDUA2_HUMAN	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	9.78313e+06
O43681	GET3_HUMAN	GET3	ATPase GET3	1.73672e+07
O43684	BUB3_HUMAN	BUB3	Mitotic checkpoint protein BUB3	4.55016e+07
O43707	ACTN4_HUMAN	ACTN4	Alpha-actinin-4	8.74414e+07
O43708	MAAI_HUMAN	GSTZ1	Maleylacetoacetate isomerase	1.71206e+06
O43709	BUD23_HUMAN	BUD23	Probable 18S rRNA (guanine-N(7))-methyltransferase	7.78437e+06
O43715	TRIA1_HUMAN	TRIAP1	TP53-regulated inhibitor of apoptosis 1	1.31678e+06
O43719	HTSF1_HUMAN	HTATSF1	HIV Tat-specific factor 1	1.47251e+07
O43747	AP1G1_HUMAN	AP1G1	AP-1 complex subunit gamma-1	9.41314e+06
O43760	SNG2_HUMAN	SYNGR2	Synaptogyrin-2	4.27104e+07
O43765	SGTA_HUMAN	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	1.39983e+07
O43768	ENSA_HUMAN	ENSA	Alpha-endosulfine	2.10867e+07
O43772	MCAT_HUMAN	SLC25A20	Mitochondrial carnitine/acylcarnitine carrier protein	1.8196e+06
O43776	SYNC_HUMAN	NARS1	Asparagine--tRNA ligase, cytoplasmic	2.62678e+07
O43795	MYO1B_HUMAN	MYO1B	Unconventional myosin-Ib	4.51669e+06
O43809	CPSF5_HUMAN	NUDT21	Cleavage and polyadenylation specificity factor subunit 5	3.00708e+07
O43813	LANC1_HUMAN	LANCL1	Glutathione S-transferase LANCL1	1.74552e+07
O43815	STRN_HUMAN	STRN	Striatin	2.09224e+06
O43818	U3IP2_HUMAN	RRP9	U3 small nucleolar RNA-interacting protein 2	1.36297e+07
O43823	AKAP8_HUMAN	AKAP8	A-kinase anchor protein 8	2.72556e+07
O43837	IDH3B_HUMAN	IDH3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	1.13275e+07
O43847	NRDC_HUMAN	NRDC	Nardilysin	9.33027e+06
O43852	CALU_HUMAN	CALU	Calumenin	3.69462e+07
O43865	SAHH2_HUMAN	AHCYL1	S-adenosylhomocysteine hydrolase-like protein 1	2.75376e+07
O43913	ORC5_HUMAN	ORC5	Origin recognition complex subunit 5	4.13894e+06
O43920	NDUS5_HUMAN	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	6.80853e+06
O43929	ORC4_HUMAN	ORC4	Origin recognition complex subunit 4	1.99975e+06
O44156	PSA1_CAEEL	pas-6	Proteasome subunit alpha type-1	2.34753e+07
O44400	F37C4_CAEEL	F37C4.5	Protein F37C4.5	5.35953e+07
O44408	KGB1_CAEEL	kgb-1	GLH-binding kinase 1	1.51819e+06
O44411	NOG1_CAEEL	nog-1	Nucleolar GTP-binding protein 1	4.69223e+06
O44441	ATIF2_CAEEL	mai-2	ATPase inhibitor mai-2, mitochondrial	9.28564e+07
O44443	YC2BA_CAEEL	C02B10.3	EGF-like domain-containing protein C02B10.3	2.56725e+06
O44451	ODPB_CAEEL	pdhb-1	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	3.42763e+07
O44480	RL18A_CAEEL	rpl-20	60S ribosomal protein L18a	6.88298e+07
O44510	MOCS3_CAEEL	moc-3	Adenylyltransferase and sulfurtransferase MOCS3	281982
O44514	PMK3_CAEEL	pmk-3	Mitogen-activated protein kinase pmk-3	1.40267e+07
O44572	TNNI4_CAEEL	tni-4	Troponin I 4	7.6705e+06
O44578;Q21882	HIUH1_CAEEL;HIUH2_CAEEL	R09H10.3;ZK697.8	Probable 5-hydroxyisourate hydrolase ZK697.8	1.29516e+06
O44662	NLP31_CAEEL	nlp-31	Neuropeptide-like protein 31	4.37374e+07
O44739	BAG1_CAEEL	bag-1	BAG family molecular chaperone regulator 1	7.76695e+06
O44750	XPP_CAEEL	app-1	Xaa-Pro aminopeptidase app-1	5.35213e+06
O44952	LONM_CAEEL	lonp-1	Lon protease homolog, mitochondrial	2.77009e+06
O45166	FOLT2_CAEEL	folt-2	Folate-like transporter 2	4.26558e+06
O45168	IFC1_CAEEL	ifc-1	Intermediate filament protein ifc-1	3.80273e+07
O45218	ADAS_CAEEL	ads-1	Alkyldihydroxyacetonephosphate synthase	1.26197e+07
O45228	PROD_CAEEL	prdh-1	Proline dehydrogenase 1, mitochondrial	2.36626e+07
O45293	GALT8_CAEEL	gly-8	Probable N-acetylgalactosaminyltransferase 8	4.01728e+06
O45319	TIM13_CAEEL	tin-13	Mitochondrial import inner membrane translocase subunit tim-13	3.09763e+07
O45495	UB2V1_CAEEL	uev-1	Ubiquitin-conjugating enzyme E2 variant 1	5.07652e+07
O45499	RS26_CAEEL	rps-26	40S ribosomal protein S26	4.96937e+08
O45551	IF4E1_CAEEL	ife-1	Eukaryotic translation initiation factor 4E-1	1.10745e+07
O45599	CBD1_CAEEL	cbd-1	Chitin-binding domain protein cbd-1	7.16225e+06
O45666	NHR49_CAEEL	nhr-49	Nuclear hormone receptor family member nhr-49	267295
O45679	CYSK2_CAEEL	cysl-2	Bifunctional L-3-cyanoalanine synthase/cysteine synthase	2.25206e+07
O45734	CPL1_CAEEL	cpl-1	Cathepsin L-like	5.05969e+07
O45903	MECR1_CAEEL	W09H1.5	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	4.34171e+06
O45924	ODBA_CAEEL	bckd-1A	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	3.057e+07
O45941;Q9U3R0	U375B_CAEEL;U375E_CAEEL	C08F11.12;Y45F10C.2	UPF0375 protein Y45F10C.2	9.39997e+06
O45944	U375F_CAEEL	Y45F10C.4	UPF0375 protein Y45F10C.4	7.37076e+06
O45946	RL18_CAEEL	rpl-18	60S ribosomal protein L18	1.2186e+08
O60216	RAD21_HUMAN	RAD21	Double-strand-break repair protein rad21 homolog	1.17725e+07
O60220	TIM8A_HUMAN	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A	7.55045e+06
O60231	DHX16_HUMAN	DHX16	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	3.42245e+06
O60232	ZNRD2_HUMAN	ZNRD2	Protein ZNRD2	7.13261e+06
O60244	MED14_HUMAN	MED14	Mediator of RNA polymerase II transcription subunit 14	1.41857e+06
O60256	KPRB_HUMAN	PRPSAP2	Phosphoribosyl pyrophosphate synthase-associated protein 2	1.59989e+07
O60264	SMCA5_HUMAN	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	1.90606e+07
O60271	JIP4_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	7.75224e+06
O60287	NPA1P_HUMAN	URB1	Nucleolar pre-ribosomal-associated protein 1	3.40503e+06
O60293	ZC3H1_HUMAN	ZFC3H1	Zinc finger C3H1 domain-containing protein	1.02772e+06
O60306	AQR_HUMAN	AQR	RNA helicase aquarius	9.16868e+06
O60313	OPA1_HUMAN	OPA1	Dynamin-like 120 kDa protein, mitochondrial	5.52912e+06
O60318	GANP_HUMAN	MCM3AP	Germinal-center associated nuclear protein	1.48822e+06
O60333	KIF1B_HUMAN	KIF1B	Kinesin-like protein KIF1B	3.41514e+06
O60341	KDM1A_HUMAN	KDM1A	Lysine-specific histone demethylase 1A	7.40246e+06
O60343	TBCD4_HUMAN	TBC1D4	TBC1 domain family member 4	2.58801e+06
O60427	FADS1_HUMAN	FADS1	Acyl-CoA (8-3)-desaturase	6.65727e+06
O60437	PEPL_HUMAN	PPL	Periplakin	1.16571e+08
O60443	GSDME_HUMAN	GSDME	Gasdermin-E	8.13908e+06
O60488	ACSL4_HUMAN	ACSL4	Long-chain-fatty-acid--CoA ligase 4	1.03025e+07
O60493	SNX3_HUMAN	SNX3	Sorting nexin-3	2.20199e+07
O60499	STX10_HUMAN	STX10	Syntaxin-10	3.46113e+06
O60502	OGA_HUMAN	OGA	Protein O-GlcNAcase	1.50029e+07
O60504	VINEX_HUMAN	SORBS3	Vinexin	7.56739e+06
O60506	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	1.78475e+08
O60508	PRP17_HUMAN	CDC40	Pre-mRNA-processing factor 17	6.07514e+06
O60518	RNBP6_HUMAN	RANBP6	Ran-binding protein 6	1.89881e+06
O60524	NEMF_HUMAN	NEMF	Nuclear export mediator factor NEMF	8.50364e+06
O60547	GMDS_HUMAN	GMDS	GDP-mannose 4,6 dehydratase	8.56367e+06
O60563	CCNT1_HUMAN	CCNT1	Cyclin-T1	4.53661e+06
O60566	BUB1B_HUMAN	BUB1B	Mitotic checkpoint serine/threonine-protein kinase BUB1 beta	5.14341e+06
O60568	PLOD3_HUMAN	PLOD3	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	9.73478e+06
O60573	IF4E2_HUMAN	EIF4E2	Eukaryotic translation initiation factor 4E type 2	1.89728e+06
O60610	DIAP1_HUMAN	DIAPH1	Protein diaphanous homolog 1	1.3497e+07
O60613	SEP15_HUMAN	SELENOF	Selenoprotein F	3.15103e+06
O60645	EXOC3_HUMAN	EXOC3	Exocyst complex component 3	2.08344e+06
O60664	PLIN3_HUMAN	PLIN3	Perilipin-3	3.30223e+07
O60669	MOT2_HUMAN	SLC16A7	Monocarboxylate transporter 2	2.22374e+06
O60675	MAFK_HUMAN	MAFK	Transcription factor MafK	1.83405e+07
O60678	ANM3_HUMAN	PRMT3	Protein arginine N-methyltransferase 3	5.259e+06
O60684	IMA7_HUMAN	KPNA6	Importin subunit alpha-7	1.15896e+07
O60701	UGDH_HUMAN	UGDH	UDP-glucose 6-dehydrogenase	1.46516e+07
O60716	CTND1_HUMAN	CTNND1	Catenin delta-1	1.02252e+07
O60725	ICMT_HUMAN	ICMT	Protein-S-isoprenylcysteine O-methyltransferase	2.70725e+06
O60739	EIF1B_HUMAN	EIF1B	Eukaryotic translation initiation factor 1b	1.18421e+06
O60749	SNX2_HUMAN	SNX2	Sorting nexin-2	9.09406e+06
O60762	DPM1_HUMAN	DPM1	Dolichol-phosphate mannosyltransferase subunit 1	1.04352e+07
O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	1.1489e+07
O60783	RT14_HUMAN	MRPS14	28S ribosomal protein S14, mitochondrial	1.67344e+06
O60825	F262_HUMAN	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2	1.5869e+07
O60826	CCD22_HUMAN	CCDC22	Coiled-coil domain-containing protein 22	2.61323e+06
O60828	PQBP1_HUMAN	PQBP1	Polyglutamine-binding protein 1	1.45228e+07
O60832	DKC1_HUMAN	DKC1	H/ACA ribonucleoprotein complex subunit DKC1	5.09075e+07
O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B	2.70808e+07
O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1	2.9751e+07
O60879	DIAP2_HUMAN	DIAPH2	Protein diaphanous homolog 2	5.0411e+06
O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2	2.92362e+07
O60885	BRD4_HUMAN	BRD4	Bromodomain-containing protein 4	1.09996e+07
O60888	CUTA_HUMAN	CUTA	Protein CutA	2.98001e+07
O60907	TBL1X_HUMAN	TBL1X	F-box-like/WD repeat-containing protein TBL1X	2.04071e+06
O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1	1.05862e+07
O60934	NBN_HUMAN	NBN	Nibrin	4.31997e+06
O60936	NOL3_HUMAN	NOL3	Nucleolar protein 3	9.09112e+06
O60942	MCE1_HUMAN	RNGTT	mRNA-capping enzyme	1.78555e+06
O61199	ODO1_CAEEL	ogdh-1	2-oxoglutarate dehydrogenase, mitochondrial	2.28091e+07
O61235	CATA2_CAEEL	ctl-1	Catalase-2	2.23375e+07
O61742	PSMD4_CAEEL	rpn-10	26S proteasome non-ATPase regulatory subunit 4	7.98995e+06
O61749	SRP19_CAEEL	F37F2.2	Probable signal recognition particle 19 kDa protein	6.54374e+06
O61790	PYRE_CAEEL	R12E2.11	Orotate phosphoribosyltransferase	2.40025e+06
O61820	EIF3E_CAEEL	eif-3.E	Eukaryotic translation initiation factor 3 subunit E	4.0051e+06
O61856	HACL2_CAEEL	T26C12.1	2-hydroxyacyl-CoA lyase 2	2.74011e+06
O61887	RNST2_CAEEL	rnst-2	Ribonuclease T2 protein rnst-2	5.01921e+06
O61955	IF4E3_CAEEL	ife-3	Eukaryotic translation initiation factor 4E-3	7.49925e+06
O62053	ULE4_CAEEL	ule-4	UPF0375 protein ule-4	2.00606e+07
O62106	IF6_CAEEL	eif-6	Eukaryotic translation initiation factor 6	1.64086e+07
O62146	PLBL2_CAEEL	F09B12.3	Putative phospholipase B-like 2	1.73566e+07
O62220	AN321_CAEEL	F33H2.3	Acidic leucine-rich nuclear phosphoprotein 32-related protein 1	9.76468e+06
O62246	COPE_CAEEL	cope-1	Coatomer subunit epsilon	5.21517e+06
O62250	TIM16_CAEEL	F45G2.8	Mitochondrial import inner membrane translocase subunit tim-16	3.09171e+06
O62305	KCC2D_CAEEL	unc-43	Calcium/calmodulin-dependent protein kinase type II	7.00005e+06
O62327	GPX2_CAEEL	gpx-2	Glutathione peroxidase 2	1.51142e+07
O62415	LYS1_CAEEL	lys-1	Lysozyme-like protein 1	1.5752e+07
O62431	SYQ_CAEEL	qars-1	Probable glutamine--tRNA ligase	1.30169e+07
O62461	SELD_CAEEL	seld-1	Probable selenide, water dikinase	645340
O62515	PAHX_CAEEL	ZK550.6	Probable phytanoyl-CoA dioxygenase	4.80231e+06
O62518	YHPK_CAEEL	ZK795.3	Brix domain-containing protein ZK795.3	2.38092e+06
O74700	TIM9_YEAST	TIM9	Mitochondrial import inner membrane translocase subunit TIM9	2.77044e+07
O75027	ABCB7_HUMAN	ABCB7	ATP-binding cassette sub-family B member 7, mitochondrial	7.28939e+06
O75063	XYLK_HUMAN	FAM20B	Glycosaminoglycan xylosylkinase	482718
O75083	WDR1_HUMAN	WDR1	WD repeat-containing protein 1	2.28153e+07
O75116	ROCK2_HUMAN	ROCK2	Rho-associated protein kinase 2	2.22012e+07
O75122	CLAP2_HUMAN	CLASP2	CLIP-associating protein 2	2.15684e+06
O75127	PTCD1_HUMAN	PTCD1	Pentatricopeptide repeat-containing protein 1, mitochondrial	2.27358e+06
O75128	COBL_HUMAN	COBL	Protein cordon-bleu	2.81521e+06
O75131	CPNE3_HUMAN	CPNE3	Copine-3	2.28887e+07
O75146	HIP1R_HUMAN	HIP1R	Huntingtin-interacting protein 1-related protein	1.15382e+06
O75150	BRE1B_HUMAN	RNF40	E3 ubiquitin-protein ligase BRE1B	3.85367e+06
O75151	PHF2_HUMAN	PHF2	Lysine-specific demethylase PHF2	3.49691e+06
O75152	ZC11A_HUMAN	ZC3H11A	Zinc finger CCCH domain-containing protein 11A	1.09807e+07
O75153	CLU_HUMAN	CLUH	Clustered mitochondria protein homolog	1.33779e+07
O75157	T22D2_HUMAN	TSC22D2	TSC22 domain family protein 2	1.61948e+07
O75165	DJC13_HUMAN	DNAJC13	DnaJ homolog subfamily C member 13	5.06153e+06
O75175	CNOT3_HUMAN	CNOT3	CCR4-NOT transcription complex subunit 3	1.17948e+06
O75179	ANR17_HUMAN	ANKRD17	Ankyrin repeat domain-containing protein 17	1.53472e+06
O75208	COQ9_HUMAN	COQ9	Ubiquinone biosynthesis protein COQ9, mitochondrial	7.61637e+06
O75223	GGCT_HUMAN	GGCT	Gamma-glutamylcyclotransferase	3.41406e+07
O75251	NDUS7_HUMAN	NDUFS7	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	1.08635e+07
O75306	NDUS2_HUMAN	NDUFS2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	1.51413e+07
O75312	ZPR1_HUMAN	ZPR1	Zinc finger protein ZPR1	5.92344e+06
O75323	NIPS2_HUMAN	NIPSNAP2	Protein NipSnap homolog 2	1.14368e+07
O75340	PDCD6_HUMAN	PDCD6	Programmed cell death protein 6	5.31784e+07
O75347	TBCA_HUMAN	TBCA	Tubulin-specific chaperone A	5.53359e+07
O75348	VATG1_HUMAN	ATP6V1G1	V-type proton ATPase subunit G 1	4.16411e+06
O75351	VPS4B_HUMAN	VPS4B	Vacuolar protein sorting-associated protein 4B	8.93153e+06
