Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02.mzML
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	1.82276e+06
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	7.84349e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	4.96587e+06
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	1.39534e+07
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	1.34279e+06
O15061	SYNEM_HUMAN	SYNM	Synemin	2.03577e+06
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	2.73368e+07
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	4.93314e+06
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	952351
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	712396
O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	2.03813e+06
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	2.36589e+06
O15119	TBX3_HUMAN	TBX3	T-box transcription factor TBX3	3.76197e+06
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	4.20764e+06
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	2.40412e+06
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	1.3379e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	1.30983e+07
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	1.15936e+07
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	9.8404e+06
O15155	BET1_HUMAN	BET1	BET1 homolog	7.62579e+06
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	1.41152e+07
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	1.29423e+06
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	698887
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	1.8586e+07
O15182	CETN3_HUMAN	CETN3	Centrin-3	579930
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	2.10425e+07
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	3.19542e+06
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	9.31738e+06
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	593264
O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	2.30636e+06
O15234	CASC3_HUMAN	CASC3	Protein CASC3	388056
O15235	RT12_HUMAN	MRPS12	28S ribosomal protein S12, mitochondrial	5.36081e+06
O15258	RER1_HUMAN	RER1	Protein RER1	4.96036e+06
O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	1.48104e+07
O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	6.52745e+06
O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2	1.93676e+06
O15287	FANCG_HUMAN	FANCG	Fanconi anemia group G protein	246846
O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	2.99993e+06
O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2	2.25991e+07
O15344	TRI18_HUMAN	MID1	E3 ubiquitin-protein ligase Midline-1	1.71615e+06
O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	5.43092e+07
O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	2.04674e+07
O15357	SHIP2_HUMAN	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	6.23267e+06
O15360	FANCA_HUMAN	FANCA	Fanconi anemia group A protein	919327
O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	3.84472e+07
O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	2.03371e+07
O15379	HDAC3_HUMAN	HDAC3	Histone deacetylase 3	1.1512e+06
O15381	NVL_HUMAN	NVL	Nuclear valosin-containing protein-like	5.60293e+07
O15382	BCAT2_HUMAN	BCAT2	Branched-chain-amino-acid aminotransferase, mitochondrial	1.1003e+07
O15392	BIRC5_HUMAN	BIRC5	Baculoviral IAP repeat-containing protein 5	2.14072e+06
O15397	IPO8_HUMAN	IPO8	Importin-8	3.96003e+06
O15400	STX7_HUMAN	STX7	Syntaxin-7	949624
O15427	MOT4_HUMAN	SLC16A3	Monocarboxylate transporter 4	2.66173e+07
O15438	MRP3_HUMAN	ABCC3	Canalicular multispecific organic anion transporter 2	1.80821e+06
O15439	MRP4_HUMAN	ABCC4	Multidrug resistance-associated protein 4	742198
O15446	RPA34_HUMAN	POLR1G	DNA-directed RNA polymerase I subunit RPA34	4.43816e+06
O15460	P4HA2_HUMAN	P4HA2	Prolyl 4-hydroxylase subunit alpha-2	6.81495e+06
O15498	YKT6_HUMAN	YKT6	Synaptobrevin homolog YKT6	1.36622e+07
O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5	2.07539e+07
O15514	RPB4_HUMAN	POLR2D	DNA-directed RNA polymerase II subunit RPB4	4.70679e+06
O15530;Q6A1A2	PDPK1_HUMAN;PDPK2_HUMAN	PDPK1;PDPK2P	3-phosphoinositide-dependent protein kinase 1	413832
O15533	TPSN_HUMAN	TAPBP	Tapasin	1.35639e+07
O15541	R113A_HUMAN	RNF113A	E3 ubiquitin-protein ligase RNF113A	2.95217e+06
O15554	KCNN4_HUMAN	KCNN4	Intermediate conductance calcium-activated potassium channel protein 4	223925
O16000	STX1A_CAEEL	unc-64	Syntaxin-1A homolog	496643
O16202	LYS7_CAEEL	lys-7	Lysozyme-like protein 7	5.37497e+06
O16259	STIP1_CAEEL	sti-1	Stress-induced-phosphoprotein 1	2.09952e+07
O16264	PEBPH_CAEEL	F40A3.3	Phosphatidylethanolamine-binding protein homolog F40A3.3	1.3594e+07
O16294	GMPR_CAEEL	F32D1.5	GMP reductase	1.86312e+07
O16305	CALM_CAEEL	cmd-1	Calmodulin	1.95592e+08
O16368	PRS4_CAEEL	rpt-2	Probable 26S proteasome regulatory subunit 4	1.59021e+07
O16520	ERF1_CAEEL	erfa-1	Eukaryotic peptide chain release factor subunit 1	1.39119e+07
O16785	PARV_CAEEL	pat-6	Paralyzed arrest at two-fold protein 6	6.08629e+06
O16927	SRP14_CAEEL	F25G6.8	Signal recognition particle 14 kDa protein	1.5146e+06
O16991	TF2B_CAEEL	ttb-1	Transcription initiation factor IIB	3.64961e+06
O16999	ZPR1_CAEEL	W03F9.1	Zinc finger protein ZPR1 homolog	7.32318e+06
O17071	PRS10_CAEEL	rpt-4	Probable 26S proteasome regulatory subunit 10B	1.17348e+07
O17214	FUMH_CAEEL	fum-1	Probable fumarate hydratase, mitochondrial	9.7332e+07
O17271	HEH1_CAEEL	heh-1	Putative protein heh-1	1.34482e+07
O17287	TOM22_CAEEL	tomm-22	Mitochondrial import receptor subunit TOM22 homolog	4.5412e+06
O17389	TYB_CAEEL	tth-1	Thymosin beta	6.32267e+06
O17403	CPSF2_CAEEL	cpsf-2	Probable cleavage and polyadenylation specificity factor subunit 2	402567
O17405	PLDL_CAEEL	F09G2.8	Probable phospholipase D F09G2.8	490404
O17528	TMED2_CAEEL	sel-9	Suppressor/enhancer of lin-12 protein 9	1.73291e+07
O17570	RL38_CAEEL	rpl-38	60S ribosomal protein L38	3.33602e+07
O17586	PSA6_CAEEL	pas-1	Proteasome subunit alpha type-6	2.29577e+07
O17606	YK4P_CAEEL	C27H6.8	MYG1 protein C27H6.8	5.02737e+06
O17607	RUVB1_CAEEL	ruvb-1	RuvB-like 1	5.65907e+06
O17622	KCY1_CAEEL	C29F7.3	UMP-CMP kinase 1	9.014e+06
O17680	METK1_CAEEL	sams-1	Probable S-adenosylmethionine synthase 1	9.21713e+07
O17695	HDA1_CAEEL	hda-1	Histone deacetylase 1	1.39747e+06
O17730	THT2_CAEEL	mpst-1	Putative thiosulfate sulfurtransferase mpst-1	1.81032e+06
O17732	PYC1_CAEEL	pyc-1	Pyruvate carboxylase 1	1.78273e+07
O17754	CBPE_CAEEL	egl-21	Carboxypeptidase E	1.83304e+06
O17795;Q17703	STDH1_CAEEL;STDH2_CAEEL	stdh-1;stdh-2	Putative steroid dehydrogenase 2	1.39266e+06
O17861	YVRI_CAEEL	F37H8.5	GILT-like protein F37H8.5	2.31796e+07
O17901	COPZ_CAEEL	copz-1	Probable coatomer subunit zeta	5.9814e+06
O17907	CTG1_CAEEL	ctg-1	Protein ctg-1	1.19073e+06
O17915	RAN_CAEEL	ran-1	GTP-binding nuclear protein ran-1	5.14254e+06
O17919	DKC1_CAEEL	K01G5.5	Putative H/ACA ribonucleoprotein complex subunit 4	2.23739e+07
O17953	DLDH_CAEEL	dld-1	Dihydrolipoyl dehydrogenase, mitochondrial	4.88337e+07
O17966	TOP1_CAEEL	top-1	DNA topoisomerase 1	416463
O18054	PFD3_CAEEL	pfd-3	Probable prefoldin subunit 3	9.87957e+06
O18178	2A51_CAEEL	pptr-1	Serine/threonine-protein phosphatase 2A regulatory subunit pptr-1	5.47322e+06
O18229	6PGL_CAEEL	Y57G11C.3	Putative 6-phosphogluconolactonase	4.18902e+06
O18650	RS19_CAEEL	rps-19	40S ribosomal protein S19	1.02072e+08
O43137	YB085_YEAST	YBR085C-A	Uncharacterized protein YBR085C-A	1.24183e+07
O43143	DHX15_HUMAN	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	3.21499e+07
O43148	MCES_HUMAN	RNMT	mRNA cap guanine-N7 methyltransferase	9.22993e+06
O43156	TTI1_HUMAN	TTI1	TELO2-interacting protein 1 homolog	2.71848e+06
O43159	RRP8_HUMAN	RRP8	Ribosomal RNA-processing protein 8	3.91961e+06
O43169	CYB5B_HUMAN	CYB5B	Cytochrome b5 type B	2.24866e+07
O43172	PRP4_HUMAN	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4	1.18663e+07
O43175	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase	1.27187e+08
O43181	NDUS4_HUMAN	NDUFS4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	1.92427e+07
O43237	DC1L2_HUMAN	DYNC1LI2	Cytoplasmic dynein 1 light intermediate chain 2	6.97251e+06
O43242	PSMD3_HUMAN	PSMD3	26S proteasome non-ATPase regulatory subunit 3	1.81479e+07
O43251;Q9NWB1	RFOX1_HUMAN;RFOX2_HUMAN	RBFOX1;RBFOX2	RNA binding protein fox-1 homolog 2	2.58265e+06
O43252	PAPS1_HUMAN	PAPSS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1	1.06637e+07
O43264	ZW10_HUMAN	ZW10	Centromere/kinetochore protein zw10 homolog	8.3454e+06
O43290	SNUT1_HUMAN	SART1	U4/U6.U5 tri-snRNP-associated protein 1	7.08675e+06
O43292	GPAA1_HUMAN	GPAA1	Glycosylphosphatidylinositol anchor attachment 1 protein	4.70414e+06
O43294	TGFI1_HUMAN	TGFB1I1	Transforming growth factor beta-1-induced transcript 1 protein	318552
O43314	VIP2_HUMAN	PPIP5K2	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	1.6385e+06
O43324	MCA3_HUMAN	EEF1E1	Eukaryotic translation elongation factor 1 epsilon-1	1.14345e+07
O43390	HNRPR_HUMAN	HNRNPR	Heterogeneous nuclear ribonucleoprotein R	1.12931e+08
O43395	PRPF3_HUMAN	PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3	8.67718e+06
O43396	TXNL1_HUMAN	TXNL1	Thioredoxin-like protein 1	1.18623e+07
O43399	TPD54_HUMAN	TPD52L2	Tumor protein D54	5.49488e+07
O43402	EMC8_HUMAN	EMC8	ER membrane protein complex subunit 8	2.44622e+06
O43414	ERI3_HUMAN	ERI3	ERI1 exoribonuclease 3	2.99928e+06
O43427	FIBP_HUMAN	FIBP	Acidic fibroblast growth factor intracellular-binding protein	360254
O43432	IF4G3_HUMAN	EIF4G3	Eukaryotic translation initiation factor 4 gamma 3	2.52046e+06
O43447	PPIH_HUMAN	PPIH	Peptidyl-prolyl cis-trans isomerase H	1.53926e+07
O43463	SUV91_HUMAN	SUV39H1	Histone-lysine N-methyltransferase SUV39H1	669201
O43464	HTRA2_HUMAN	HTRA2	Serine protease HTRA2, mitochondrial	2.92261e+06
O43488	ARK72_HUMAN	AKR7A2	Aflatoxin B1 aldehyde reductase member 2	1.01427e+07
O43491	E41L2_HUMAN	EPB41L2	Band 4.1-like protein 2	3.94367e+06
O43493	TGON2_HUMAN	TGOLN2	Trans-Golgi network integral membrane protein 2	2.21143e+06
O43504	LTOR5_HUMAN	LAMTOR5	Ragulator complex protein LAMTOR5	5.92192e+06
O43583	DENR_HUMAN	DENR	Density-regulated protein	2.03508e+07
O43592	XPOT_HUMAN	XPOT	Exportin-T	8.11561e+06
O43598	DNPH1_HUMAN	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	2.91352e+07
O43615	TIM44_HUMAN	TIMM44	Mitochondrial import inner membrane translocase subunit TIM44	1.40457e+07
O43617	TPPC3_HUMAN	TRAPPC3	Trafficking protein particle complex subunit 3	2.72828e+07
O43633	CHM2A_HUMAN	CHMP2A	Charged multivesicular body protein 2a	5.13585e+06
O43653	PSCA_HUMAN	PSCA	Prostate stem cell antigen	2.18061e+06
O43657	TSN6_HUMAN	TSPAN6	Tetraspanin-6	6.7636e+06
O43660	PLRG1_HUMAN	PLRG1	Pleiotropic regulator 1	5.63481e+06
O43663	PRC1_HUMAN	PRC1	Protein regulator of cytokinesis 1	8.66225e+06
O43670	ZN207_HUMAN	ZNF207	BUB3-interacting and GLEBS motif-containing protein ZNF207	2.42572e+07
O43674	NDUB5_HUMAN	NDUFB5	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	3.06404e+06
O43676	NDUB3_HUMAN	NDUFB3	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	4.90281e+06
O43678	NDUA2_HUMAN	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	5.46083e+06
O43681	GET3_HUMAN	GET3	ATPase GET3	1.68686e+07
O43684	BUB3_HUMAN	BUB3	Mitotic checkpoint protein BUB3	3.2541e+07
O43707	ACTN4_HUMAN	ACTN4	Alpha-actinin-4	8.19496e+07
O43708	MAAI_HUMAN	GSTZ1	Maleylacetoacetate isomerase	1.58924e+06
O43709	BUD23_HUMAN	BUD23	Probable 18S rRNA (guanine-N(7))-methyltransferase	8.05217e+06
O43715	TRIA1_HUMAN	TRIAP1	TP53-regulated inhibitor of apoptosis 1	879223
O43719	HTSF1_HUMAN	HTATSF1	HIV Tat-specific factor 1	1.3067e+07
O43739;Q15438;Q99418	CYH1_HUMAN;CYH2_HUMAN;CYH3_HUMAN	CYTH1;CYTH2;CYTH3	Cytohesin-3	1.75095e+06
O43747	AP1G1_HUMAN	AP1G1	AP-1 complex subunit gamma-1	7.70332e+06
O43752	STX6_HUMAN	STX6	Syntaxin-6	802335
O43760	SNG2_HUMAN	SYNGR2	Synaptogyrin-2	3.32171e+07
O43765	SGTA_HUMAN	SGTA	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	1.42255e+07
O43768	ENSA_HUMAN	ENSA	Alpha-endosulfine	1.49324e+07
O43772	MCAT_HUMAN	SLC25A20	Mitochondrial carnitine/acylcarnitine carrier protein	4.00534e+06
O43776	SYNC_HUMAN	NARS1	Asparagine--tRNA ligase, cytoplasmic	2.44327e+07
O43795	MYO1B_HUMAN	MYO1B	Unconventional myosin-Ib	3.13541e+06
O43809	CPSF5_HUMAN	NUDT21	Cleavage and polyadenylation specificity factor subunit 5	3.0359e+07
O43813	LANC1_HUMAN	LANCL1	Glutathione S-transferase LANCL1	1.39044e+07
O43815	STRN_HUMAN	STRN	Striatin	2.25919e+06
O43818	U3IP2_HUMAN	RRP9	U3 small nucleolar RNA-interacting protein 2	9.99696e+06
O43823	AKAP8_HUMAN	AKAP8	A-kinase anchor protein 8	7.50108e+06
O43837	IDH3B_HUMAN	IDH3B	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	1.58456e+07
O43847	NRDC_HUMAN	NRDC	Nardilysin	8.06907e+06
O43852	CALU_HUMAN	CALU	Calumenin	3.54868e+07
O43865	SAHH2_HUMAN	AHCYL1	S-adenosylhomocysteine hydrolase-like protein 1	2.12383e+07
O43913	ORC5_HUMAN	ORC5	Origin recognition complex subunit 5	1.55326e+07
O43920	NDUS5_HUMAN	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	6.60548e+06
O43929	ORC4_HUMAN	ORC4	Origin recognition complex subunit 4	1.69241e+06
O44156	PSA1_CAEEL	pas-6	Proteasome subunit alpha type-1	2.3039e+07
O44400	F37C4_CAEEL	F37C4.5	Protein F37C4.5	3.89888e+07
O44408	KGB1_CAEEL	kgb-1	GLH-binding kinase 1	1.89402e+06
O44411	NOG1_CAEEL	nog-1	Nucleolar GTP-binding protein 1	5.94452e+06
O44441	ATIF2_CAEEL	mai-2	ATPase inhibitor mai-2, mitochondrial	6.8109e+07
O44443	YC2BA_CAEEL	C02B10.3	EGF-like domain-containing protein C02B10.3	5.49266e+06
O44451	ODPB_CAEEL	pdhb-1	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	3.84436e+07
O44477	T17B1_CAEEL	timm-17B.1	Probable mitochondrial import inner membrane translocase subunit tim-17B.1	664422
O44480	RL18A_CAEEL	rpl-20	60S ribosomal protein L18a	9.43491e+07
O44572	TNNI4_CAEEL	tni-4	Troponin I 4	8.77962e+06
O44578;Q21882	HIUH1_CAEEL;HIUH2_CAEEL	R09H10.3;ZK697.8	Probable 5-hydroxyisourate hydrolase ZK697.8	1.61976e+06
O44662	NLP31_CAEEL	nlp-31	Neuropeptide-like protein 31	3.46103e+07
O44739	BAG1_CAEEL	bag-1	BAG family molecular chaperone regulator 1	6.40551e+06
O44750	XPP_CAEEL	app-1	Xaa-Pro aminopeptidase app-1	5.12056e+06
O44952	LONM_CAEEL	lonp-1	Lon protease homolog, mitochondrial	6.42054e+06
O45100	ATAT1_CAEEL	mec-17	Alpha-tubulin N-acetyltransferase 1	1.6435e+06
O45166	FOLT2_CAEEL	folt-2	Folate-like transporter 2	4.38938e+06
O45168	IFC1_CAEEL	ifc-1	Intermediate filament protein ifc-1	2.7851e+07
O45218	ADAS_CAEEL	ads-1	Alkyldihydroxyacetonephosphate synthase	1.29222e+07
O45228	PROD_CAEEL	prdh-1	Proline dehydrogenase 1, mitochondrial	2.15477e+06
O45241	TR112_CAEEL	C04H5.1	Multifunctional methyltransferase subunit TRM112-like protein	625469
O45293	GALT8_CAEEL	gly-8	Probable N-acetylgalactosaminyltransferase 8	3.50946e+06
O45319	TIM13_CAEEL	tin-13	Mitochondrial import inner membrane translocase subunit tim-13	3.10666e+07
O45495	UB2V1_CAEEL	uev-1	Ubiquitin-conjugating enzyme E2 variant 1	3.66403e+07
O45499	RS26_CAEEL	rps-26	40S ribosomal protein S26	4.0305e+08
O45551	IF4E1_CAEEL	ife-1	Eukaryotic translation initiation factor 4E-1	4.07259e+06
O45599	CBD1_CAEEL	cbd-1	Chitin-binding domain protein cbd-1	6.14188e+06
O45666	NHR49_CAEEL	nhr-49	Nuclear hormone receptor family member nhr-49	407916
O45679	CYSK2_CAEEL	cysl-2	Bifunctional L-3-cyanoalanine synthase/cysteine synthase	2.72383e+07
O45734	CPL1_CAEEL	cpl-1	Cathepsin L-like	4.86955e+07
O45818;O76039;O94806;Q00532;Q15139;Q8IVW4;Q92772;Q9BZL6;Q9NRP7	CDKL1_HUMAN;CDKL2_HUMAN;CDKL3_HUMAN;CDKL5_HUMAN;DKF2_CAEEL;KPCD1_HUMAN;KPCD2_HUMAN;KPCD3_HUMAN;STK36_HUMAN	CDKL1;CDKL2;CDKL3;CDKL5;PRKD1;PRKD2;PRKD3;STK36;dkf-2	Serine/threonine-protein kinase dkf-2	1.10166e+06
O45903	MECR1_CAEEL	W09H1.5	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	3.94699e+06
O45924	ODBA_CAEEL	bckd-1A	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	1.44023e+07
O45941;Q9U3R0	U375B_CAEEL;U375E_CAEEL	C08F11.12;Y45F10C.2	UPF0375 protein Y45F10C.2	1.01305e+07
O45944	U375F_CAEEL	Y45F10C.4	UPF0375 protein Y45F10C.4	7.72265e+06
O45946	RL18_CAEEL	rpl-18	60S ribosomal protein L18	1.31789e+08
O60216	RAD21_HUMAN	RAD21	Double-strand-break repair protein rad21 homolog	1.4303e+07
O60220	TIM8A_HUMAN	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A	7.54334e+06
O60231	DHX16_HUMAN	DHX16	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	2.80259e+06
O60232	ZNRD2_HUMAN	ZNRD2	Protein ZNRD2	6.19305e+06
O60244	MED14_HUMAN	MED14	Mediator of RNA polymerase II transcription subunit 14	1.1451e+06
O60248	SOX15_HUMAN	SOX15	Protein SOX-15	2.55977e+07
O60256	KPRB_HUMAN	PRPSAP2	Phosphoribosyl pyrophosphate synthase-associated protein 2	1.46998e+07
O60258	FGF17_HUMAN	FGF17	Fibroblast growth factor 17	3.3604e+06
O60264	SMCA5_HUMAN	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	1.3706e+07
O60271	JIP4_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	7.99108e+06
O60287	NPA1P_HUMAN	URB1	Nucleolar pre-ribosomal-associated protein 1	2.71762e+06
O60293	ZC3H1_HUMAN	ZFC3H1	Zinc finger C3H1 domain-containing protein	1.06395e+06
O60294	TYW4_HUMAN	LCMT2	tRNA wybutosine-synthesizing protein 4	1.49126e+06
O60306	AQR_HUMAN	AQR	RNA helicase aquarius	7.15512e+07
O60313	OPA1_HUMAN	OPA1	Dynamin-like 120 kDa protein, mitochondrial	5.51758e+06
O60318	GANP_HUMAN	MCM3AP	Germinal-center associated nuclear protein	1.38099e+06
O60333	KIF1B_HUMAN	KIF1B	Kinesin-like protein KIF1B	3.24819e+06
O60341	KDM1A_HUMAN	KDM1A	Lysine-specific histone demethylase 1A	8.97592e+06
O60343	TBCD4_HUMAN	TBC1D4	TBC1 domain family member 4	2.45241e+06
O60427	FADS1_HUMAN	FADS1	Acyl-CoA (8-3)-desaturase	3.8614e+06
O60437	PEPL_HUMAN	PPL	Periplakin	1.17753e+08
O60443	GSDME_HUMAN	GSDME	Gasdermin-E	7.29813e+06
O60488	ACSL4_HUMAN	ACSL4	Long-chain-fatty-acid--CoA ligase 4	8.91813e+06
O60493	SNX3_HUMAN	SNX3	Sorting nexin-3	1.65032e+07
O60499	STX10_HUMAN	STX10	Syntaxin-10	2.57845e+06
O60502	OGA_HUMAN	OGA	Protein O-GlcNAcase	4.40854e+07
O60504	VINEX_HUMAN	SORBS3	Vinexin	5.22699e+06
O60506	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	1.01699e+08
O60508	PRP17_HUMAN	CDC40	Pre-mRNA-processing factor 17	4.28116e+06
O60518	RNBP6_HUMAN	RANBP6	Ran-binding protein 6	2.2183e+06
O60524	NEMF_HUMAN	NEMF	Nuclear export mediator factor NEMF	5.14524e+06
O60547	GMDS_HUMAN	GMDS	GDP-mannose 4,6 dehydratase	6.3437e+06
O60563	CCNT1_HUMAN	CCNT1	Cyclin-T1	3.33595e+06
O60566	BUB1B_HUMAN	BUB1B	Mitotic checkpoint serine/threonine-protein kinase BUB1 beta	3.26369e+06
O60568	PLOD3_HUMAN	PLOD3	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	7.69422e+06
O60573	IF4E2_HUMAN	EIF4E2	Eukaryotic translation initiation factor 4E type 2	2.49317e+06
O60610	DIAP1_HUMAN	DIAPH1	Protein diaphanous homolog 1	9.15342e+06
O60613	SEP15_HUMAN	SELENOF	Selenoprotein F	3.08759e+06
O60645	EXOC3_HUMAN	EXOC3	Exocyst complex component 3	1.96688e+06
O60656;Q9HAW7;Q9HAW8;Q9HAW9	UD110_HUMAN;UD17_HUMAN;UD18_HUMAN;UD19_HUMAN	UGT1A10;UGT1A7;UGT1A8;UGT1A9	UDP-glucuronosyltransferase 1-9	6.39057e+06
O60664	PLIN3_HUMAN	PLIN3	Perilipin-3	3.40968e+07
O60669	MOT2_HUMAN	SLC16A7	Monocarboxylate transporter 2	2.58109e+06
O60675	MAFK_HUMAN	MAFK	Transcription factor MafK	1.34839e+07
O60678	ANM3_HUMAN	PRMT3	Protein arginine N-methyltransferase 3	4.99739e+06
O60684	IMA7_HUMAN	KPNA6	Importin subunit alpha-7	9.84164e+06
O60701	UGDH_HUMAN	UGDH	UDP-glucose 6-dehydrogenase	1.34189e+07
O60716	CTND1_HUMAN	CTNND1	Catenin delta-1	5.98876e+06
O60725	ICMT_HUMAN	ICMT	Protein-S-isoprenylcysteine O-methyltransferase	2.104e+06
O60739	EIF1B_HUMAN	EIF1B	Eukaryotic translation initiation factor 1b	1.32777e+06
O60749	SNX2_HUMAN	SNX2	Sorting nexin-2	6.81323e+06
O60762	DPM1_HUMAN	DPM1	Dolichol-phosphate mannosyltransferase subunit 1	1.13926e+07
O60763	USO1_HUMAN	USO1	General vesicular transport factor p115	8.28815e+06
O60784	TOM1_HUMAN	TOM1	Target of Myb protein 1	806325
O60825	F262_HUMAN	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2	7.39501e+06
O60826	CCD22_HUMAN	CCDC22	Coiled-coil domain-containing protein 22	5.03306e+06
O60828	PQBP1_HUMAN	PQBP1	Polyglutamine-binding protein 1	1.24507e+07
O60832	DKC1_HUMAN	DKC1	H/ACA ribonucleoprotein complex subunit DKC1	3.73099e+07
O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B	2.33242e+07
O60869	EDF1_HUMAN	EDF1	Endothelial differentiation-related factor 1	2.46474e+07
O60879	DIAP2_HUMAN	DIAPH2	Protein diaphanous homolog 2	4.55089e+06
O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2	2.95104e+07
O60885	BRD4_HUMAN	BRD4	Bromodomain-containing protein 4	8.16246e+06
O60888	CUTA_HUMAN	CUTA	Protein CutA	2.81319e+07
O60907	TBL1X_HUMAN	TBL1X	F-box-like/WD repeat-containing protein TBL1X	1.98469e+06
O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1	7.25792e+06
O60927	PP1RB_HUMAN	PPP1R11	E3 ubiquitin-protein ligase PPP1R11	395050
O60934	NBN_HUMAN	NBN	Nibrin	3.59954e+06
O60936	NOL3_HUMAN	NOL3	Nucleolar protein 3	8.95121e+06
O60942	MCE1_HUMAN	RNGTT	mRNA-capping enzyme	1.28252e+06
O61199	ODO1_CAEEL	ogdh-1	2-oxoglutarate dehydrogenase, mitochondrial	2.60577e+07
O61219	DAF31_CAEEL	daf-31	N-alpha-acetyltransferase daf-31	1.86643e+06
O61235	CATA2_CAEEL	ctl-1	Catalase-2	1.00491e+07
